model,arm,lens,layer,site,condition,condition_kind,condition_order,relative_depth,n_pairs,mean_delta_contrast_z,mean_delta_contrast_prob,sign_consistency_z,sign_consistency_prob,mean_contrast_prob_unsafe,mean_contrast_prob_safe,permutation_effect_size,permutation_p,permutation_null_sd,anchor_token_same_frac,topk_enrichment_positive,topk_enrichment_negative,topk_enrichment_random,concept_rank_best
starcoder2-3b,mismatched_pairs,logit,-1,sink_arg,rename_only,atomic,11,,72,0.001344544928515354,-0.0001342885897039365,0.4583333333333333,0.375,-0.012457089384964445,-0.012322800795260509,0.23387709803500306,0.86,0.0071841928552766245,0.06944444444444445,0.0,0.0,0.0,57.0
starcoder2-3b,mismatched_pairs,logit,-1,sink_arg,opaque_only,atomic,12,,72,0.0006383109383827357,-5.811985000971028e-06,0.09722222222222222,0.09722222222222222,-0.012259299269194009,-0.012253487284193036,-0.06634164043092501,0.986,0.03134300986048196,0.7777777777777778,0.125,0.25,0.03125,109.0
starcoder2-3b,mismatched_pairs,logit,-1,sink_arg,encode_only,atomic,13,,72,0.015054410872849108,-4.4201513312715785e-05,0.08333333333333333,0.08333333333333333,-0.012259299269194009,-0.012215097755881291,0.10571859622737372,0.848,0.0656972571165534,0.7777777777777778,0.0,0.25,0.03125,22.0
starcoder2-3b,mismatched_pairs,logit,-1,sink_arg,flatten_only,atomic,14,,72,0.006743640200020353,-1.3947671429238789e-05,0.125,0.09722222222222222,-0.012259299269194009,-0.01224535159776477,0.019482900442947128,0.946,0.058348162085967714,0.75,0.125,0.375,0.0,53.0
starcoder2-3b,mismatched_pairs,logit,-1,sink_arg,rename_cumulative,cumulative,21,,72,-0.00784865138088017,-3.133516708709624e-05,0.375,0.4583333333333333,-0.012407377966028178,-0.012376042798941084,-1.1097099182899481,0.234,0.006608830987376589,0.09722222222222222,0.125,0.0,0.03125,156.0
starcoder2-3b,mismatched_pairs,logit,-1,sink_arg,rename_opaque,cumulative,22,,72,0.004627058838660999,-0.0001454786041230952,0.5138888888888888,0.3333333333333333,-0.012436597845985173,-0.012291119241862079,0.6094122528764675,0.552,0.0072716542662594735,0.06944444444444445,0.0,0.125,0.0,36.0
starcoder2-3b,mismatched_pairs,logit,-1,sink_arg,rename_opaque_encode,cumulative,23,,72,0.002658269063318366,2.111045807362115e-05,0.4583333333333333,0.5,-0.012379375093058325,-0.012400485551131947,0.3701984849364345,0.66,0.00607593504002062,0.08333333333333333,0.0,0.0,0.0,65.0
starcoder2-3b,mismatched_pairs,logit,-1,sink_arg,rename_opaque_encode_flatten,cumulative,24,,72,-0.00895429582595713,9.058334074964434e-05,0.4722222222222222,0.6111111111111112,-0.012305931184394877,-0.01239651452514452,-1.327750371747354,0.23,0.007224414032574871,0.041666666666666664,0.0,0.0,0.03125,168.0
starcoder2-3b,mismatched_pairs,logit,0,sink_arg,clean_heldout,clean,-1,0.0,72,-0.06079709372490855,-0.00026174776096695134,0.5,0.5,-0.007658678978423965,-0.007396931217457012,-1.0739207844844507,0.264,0.05332256926767095,0.7638888888888888,0.0,0.0,0.0,158.0
starcoder2-3b,mismatched_pairs,logit,0,sink_arg,normalize,baseline,0,0.0,72,-0.039118497906797695,-0.00020105378077786272,0.5694444444444444,0.5694444444444444,-0.0076275277175106605,-0.0074264739367327975,-0.5874480673108816,0.524,0.05926964282544313,0.7638888888888888,0.0,0.0,0.0,135.0
starcoder2-3b,mismatched_pairs,logit,0,sink_arg,rename_only,atomic,11,0.0,72,-0.031084976308851105,-7.284957425264916e-05,0.4861111111111111,0.4861111111111111,-0.011023614861961899,-0.010950765287709253,-0.5601890328335374,0.556,0.05398064002391889,0.06944444444444445,0.0,0.0,0.03125,100.0
starcoder2-3b,mismatched_pairs,logit,0,sink_arg,opaque_only,atomic,12,0.0,72,0.05491404131839784,0.0001357243116015384,0.5833333333333334,0.5138888888888888,-0.007528106147982863,-0.007663830459584401,1.2440986553557076,0.222,0.04531446033294592,0.7777777777777778,0.0,0.125,0.0625,26.0
starcoder2-3b,mismatched_pairs,logit,0,sink_arg,encode_only,atomic,13,0.0,72,0.006155614662260469,-6.077474034906216e-05,0.4722222222222222,0.4722222222222222,-0.007463535935818759,-0.007402761195469696,0.178256313934169,0.904,0.045306590150234416,0.7777777777777778,0.0,0.0,0.0,82.0
starcoder2-3b,mismatched_pairs,logit,0,sink_arg,flatten_only,atomic,14,0.0,72,-0.004761706473801031,-0.0001214277311642734,0.4722222222222222,0.4861111111111111,-0.007699038054877736,-0.007577610323713463,-0.03524904895753285,0.942,0.05725810603555811,0.75,0.0,0.0,0.0,79.0
starcoder2-3b,mismatched_pairs,logit,0,sink_arg,rename_cumulative,cumulative,21,0.0,72,-0.1051944105941374,-0.00031199576883975924,0.4444444444444444,0.4166666666666667,-0.010870076899222626,-0.010558081130382868,-1.720685698492182,0.072,0.05769755699431414,0.09722222222222222,0.125,0.25,0.0,161.0
starcoder2-3b,mismatched_pairs,logit,0,sink_arg,rename_opaque,cumulative,22,0.0,72,-0.14903770436959882,-0.00014698557168357722,0.4305555555555556,0.5,-0.011027486066808978,-0.010880500495125402,-2.301107073256939,0.01,0.06311597192828731,0.06944444444444445,0.0,0.0,0.03125,183.0
starcoder2-3b,mismatched_pairs,logit,0,sink_arg,rename_opaque_encode,cumulative,23,0.0,72,0.07539183338769602,0.00016810929052187733,0.5416666666666666,0.5416666666666666,-0.010573234783194987,-0.010741344073716864,1.3242430148127045,0.188,0.058918050915552175,0.08333333333333333,0.0,0.125,0.03125,30.0
starcoder2-3b,mismatched_pairs,logit,0,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.0,72,0.037677742066434566,0.00013159960878283904,0.5138888888888888,0.5138888888888888,-0.010739779635541522,-0.010871379244324362,0.6745413812158702,0.538,0.05717417208592286,0.041666666666666664,0.0,0.125,0.03125,87.0
starcoder2-3b,mismatched_pairs,logit,3,sink_arg,clean_heldout,clean,-1,0.1034,72,-0.06744774040652858,-0.0010616977124272857,0.5,0.4305555555555556,-0.004031475003961851,-0.0029697772915345654,-0.802815258622108,0.406,0.08293433933168179,0.7638888888888888,0.0,0.125,0.0,58.0
starcoder2-3b,mismatched_pairs,logit,3,sink_arg,normalize,baseline,0,0.1034,72,0.003134354487806628,-0.0006315863176045377,0.5555555555555556,0.4722222222222222,-0.003960170101979626,-0.0033285837843750887,0.08197521064636336,0.96,0.08552583329182703,0.7638888888888888,0.125,0.125,0.03125,35.0
starcoder2-3b,mismatched_pairs,logit,3,sink_arg,rename_only,atomic,11,0.1034,72,-0.04202408491967239,-0.0007789813243808702,0.4583333333333333,0.4583333333333333,-0.007574662495839207,-0.006795681171458338,-0.49813709146777335,0.632,0.08677065052283159,0.06944444444444445,0.125,0.125,0.0,72.0
starcoder2-3b,mismatched_pairs,logit,3,sink_arg,opaque_only,atomic,12,0.1034,72,0.042701821023014404,-0.00042403165202964263,0.4861111111111111,0.4166666666666667,-0.003888980489993191,-0.003464948837963548,0.7138322402593108,0.512,0.06388378678362325,0.7777777777777778,0.0,0.25,0.0,13.0
starcoder2-3b,mismatched_pairs,logit,3,sink_arg,encode_only,atomic,13,0.1034,72,0.00278392461908166,-0.0005529824394695417,0.5138888888888888,0.4305555555555556,-0.0035816650538663566,-0.003028682614396815,0.0746171792013956,0.974,0.06664360158822956,0.7777777777777778,0.0,0.375,0.0,22.0
starcoder2-3b,mismatched_pairs,logit,3,sink_arg,flatten_only,atomic,14,0.1034,72,-0.08316442477887025,-0.0006010038353303012,0.4166666666666667,0.3888888888888889,-0.0066169274571500755,-0.006015923621819774,-0.802058691573819,0.382,0.09324905691893648,0.75,0.125,0.0,0.0,129.0
starcoder2-3b,mismatched_pairs,logit,3,sink_arg,rename_cumulative,cumulative,21,0.1034,72,-0.019859153299206664,-0.0006259690833504648,0.4305555555555556,0.4722222222222222,-0.007013670113587602,-0.006387701030237138,-0.12439612576020671,0.828,0.10105131873744902,0.09722222222222222,0.375,0.5,0.0,55.0
starcoder2-3b,mismatched_pairs,logit,3,sink_arg,rename_opaque,cumulative,22,0.1034,72,0.01619274834743138,-0.00011501745330959268,0.4722222222222222,0.4861111111111111,-0.007259907954190217,-0.007144890500880622,0.18560089728056672,0.89,0.10202487332368777,0.06944444444444445,0.125,0.25,0.0,134.0
starcoder2-3b,mismatched_pairs,logit,3,sink_arg,rename_opaque_encode,cumulative,23,0.1034,72,-0.04553892139474895,-0.00022197463661674554,0.4583333333333333,0.5,-0.005988330042853497,-0.005766355406236752,-0.43834580568952103,0.61,0.08258648199300339,0.08333333333333333,0.0,0.125,0.0,131.0
starcoder2-3b,mismatched_pairs,logit,3,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.1034,72,0.03608416343045725,2.13969609322186e-05,0.5277777777777778,0.5416666666666666,-0.008500345410326824,-0.008521742371259043,0.4152760567965892,0.728,0.09809409725066212,0.041666666666666664,0.0,0.125,0.0,115.0
starcoder2-3b,mismatched_pairs,logit,7,sink_arg,clean_heldout,clean,-1,0.2414,72,-0.013126570418021831,-0.0021678481847089695,0.5138888888888888,0.4166666666666667,-0.009299064150111301,-0.007131215965402332,-0.1831606794352267,0.834,0.062103286203909376,0.7638888888888888,0.75,0.75,0.0,43.0
starcoder2-3b,mismatched_pairs,logit,7,sink_arg,normalize,baseline,0,0.2414,72,-0.057628274957186934,-0.0026576851915477806,0.4861111111111111,0.375,-0.009180547049565689,-0.006522861858017908,-0.7344523297968869,0.424,0.07155857289163728,0.7638888888888888,0.625,0.75,0.0,52.0
starcoder2-3b,mismatched_pairs,logit,7,sink_arg,rename_only,atomic,11,0.2414,72,0.07481909342689202,-0.00042672404475106257,0.6111111111111112,0.4861111111111111,-0.016144911438807176,-0.015718187394056112,1.1780550163811396,0.26,0.06394152918048587,0.06944444444444445,0.75,0.625,0.0,64.0
starcoder2-3b,mismatched_pairs,logit,7,sink_arg,opaque_only,atomic,12,0.2414,72,0.07552965557169125,-0.0018030890151351107,0.5138888888888888,0.3888888888888889,-0.009276233391060866,-0.007473144375925758,1.2912144835669197,0.206,0.05866545040923219,0.7777777777777778,0.625,0.625,0.0,29.0
starcoder2-3b,mismatched_pairs,logit,7,sink_arg,encode_only,atomic,13,0.2414,72,0.007873363646815353,-0.0018484804282585155,0.4583333333333333,0.3333333333333333,-0.009655490417000638,-0.007807009988742123,0.2831692690637012,0.838,0.0426998957546734,0.7777777777777778,0.875,0.875,0.0,49.0
starcoder2-3b,mismatched_pairs,logit,7,sink_arg,flatten_only,atomic,14,0.2414,72,0.020698912634820363,-0.002797678265059841,0.5694444444444444,0.4305555555555556,-0.012960419140924669,-0.010162740875864829,0.19909989486790441,0.778,0.087526137843873,0.75,0.25,0.375,0.03125,17.0
starcoder2-3b,mismatched_pairs,logit,7,sink_arg,rename_cumulative,cumulative,21,0.2414,72,-0.01593653689642151,-0.000904133517788533,0.5277777777777778,0.4583333333333333,-0.015387995675021495,-0.014483862157232963,-0.15129617240241813,0.858,0.07760779732212172,0.09722222222222222,0.75,0.25,0.0,87.0
starcoder2-3b,mismatched_pairs,logit,7,sink_arg,rename_opaque,cumulative,22,0.2414,72,-0.012648146046786206,-0.003195148833080181,0.4444444444444444,0.4027777777777778,-0.016905207277884235,-0.013710058444804059,-0.17721944217887386,0.866,0.08501135639659607,0.06944444444444445,0.625,0.5,0.0,74.0
starcoder2-3b,mismatched_pairs,logit,7,sink_arg,rename_opaque_encode,cumulative,23,0.2414,72,0.04868429501557601,-0.0018925202699306466,0.5277777777777778,0.4305555555555556,-0.016904400779020598,-0.01501188050908995,0.6147378269969306,0.552,0.0813033898241376,0.08333333333333333,0.75,0.625,0.0,50.0
starcoder2-3b,mismatched_pairs,logit,7,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.2414,72,-0.07865242250335641,-0.002847607378508998,0.4444444444444444,0.3611111111111111,-0.018169309739425283,-0.015321702360916286,-0.9706753764397694,0.334,0.0792554021229654,0.041666666666666664,0.5,0.375,0.0,88.0
starcoder2-3b,mismatched_pairs,logit,11,sink_arg,clean_heldout,clean,-1,0.3793,72,-0.10532351558914385,-0.001165422639514401,0.375,0.3333333333333333,-0.005807539980277514,-0.0046421173407631125,-1.9320034541645417,0.056,0.05430399726002141,0.7638888888888888,0.75,0.375,0.0,87.0
starcoder2-3b,mismatched_pairs,logit,11,sink_arg,normalize,baseline,0,0.3793,72,-0.07295307032063324,-0.0009802399899671449,0.4583333333333333,0.3333333333333333,-0.005763700174709765,-0.00478346018474262,-1.0614277774761727,0.248,0.06455061694381536,0.7638888888888888,0.75,0.375,0.0,81.0
starcoder2-3b,mismatched_pairs,logit,11,sink_arg,rename_only,atomic,11,0.3793,72,-0.17620389277493748,-0.001056028495715072,0.4305555555555556,0.375,-0.010252000215392054,-0.009195971719676982,-2.7402927434851927,0.002,0.06384408750533997,0.06944444444444445,0.625,0.25,0.0,84.0
starcoder2-3b,mismatched_pairs,logit,11,sink_arg,opaque_only,atomic,12,0.3793,72,-0.04216153107523049,-0.0010657219206091208,0.4166666666666667,0.3472222222222222,-0.005441562731579915,-0.004375840810970794,-0.628328850315023,0.556,0.06920707040224867,0.7777777777777778,0.875,0.375,0.0,80.0
starcoder2-3b,mismatched_pairs,logit,11,sink_arg,encode_only,atomic,13,0.3793,72,-0.08234028847122521,-0.0015589472727345973,0.4027777777777778,0.3194444444444444,-0.007862225278517218,-0.006303278005782621,-1.6577169842414443,0.084,0.049298003640777126,0.7777777777777778,0.75,0.375,0.0,80.0
starcoder2-3b,mismatched_pairs,logit,11,sink_arg,flatten_only,atomic,14,0.3793,72,0.06642447725598578,-0.000983311538468682,0.5277777777777778,0.5,-0.009936634727955416,-0.008953323189486733,0.6324976715212277,0.546,0.10486272446693003,0.75,0.5,0.125,0.0,24.0
starcoder2-3b,mismatched_pairs,logit,11,sink_arg,rename_cumulative,cumulative,21,0.3793,72,-0.20995809084319753,-0.0026107640351690424,0.3611111111111111,0.25,-0.009910998717971456,-0.007300234682802413,-3.3973592379018216,0.0,0.0601531634795323,0.09722222222222222,0.75,0.375,0.0,88.0
starcoder2-3b,mismatched_pairs,logit,11,sink_arg,rename_opaque,cumulative,22,0.3793,72,-0.1792555330294553,-0.003132237421377414,0.3194444444444444,0.3611111111111111,-0.010975404303824272,-0.007843166882446859,-2.8881890378542203,0.002,0.0618097448169179,0.06944444444444445,0.625,0.375,0.0,82.0
starcoder2-3b,mismatched_pairs,logit,11,sink_arg,rename_opaque_encode,cumulative,23,0.3793,72,-0.26125243462030295,-0.0003108549244907888,0.3611111111111111,0.3888888888888889,-0.012942535823360671,-0.012631680898869882,-3.1831819941532995,0.0,0.08139516128976933,0.08333333333333333,0.625,0.125,0.0,120.0
starcoder2-3b,mismatched_pairs,logit,11,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.3793,72,-0.1186195275795149,-0.002264674739470051,0.4305555555555556,0.375,-0.008486755544885137,-0.006222080805415087,-0.8922992428649373,0.368,0.135893353220391,0.041666666666666664,0.375,0.125,0.0625,81.0
starcoder2-3b,mismatched_pairs,logit,15,sink_arg,clean_heldout,clean,-1,0.5172,72,-0.0371620550271432,-0.0010581597689512312,0.375,0.2638888888888889,-0.011371629398970646,-0.010313469630019414,-0.6167887791748338,0.49,0.053795221020654385,0.7638888888888888,0.625,0.5,0.0,95.0
starcoder2-3b,mismatched_pairs,logit,15,sink_arg,normalize,baseline,0,0.5172,72,-0.04978855995868725,-0.0009056949483408342,0.4166666666666667,0.25,-0.011064224557402007,-0.010158529609061174,-0.7046157023443984,0.404,0.059728026967805346,0.7638888888888888,0.625,0.375,0.0,95.0
starcoder2-3b,mismatched_pairs,logit,15,sink_arg,rename_only,atomic,11,0.5172,72,-0.07364872193326352,0.00018023349735386674,0.4722222222222222,0.4722222222222222,-0.02464725163678856,-0.024827485134142426,-1.2815161219964977,0.176,0.05354033972884893,0.06944444444444445,0.375,0.25,0.0,95.0
starcoder2-3b,mismatched_pairs,logit,15,sink_arg,opaque_only,atomic,12,0.5172,72,-0.05909057617601289,-0.0019172865983514394,0.4027777777777778,0.4166666666666667,-0.013698502770794423,-0.011781216172442982,-1.2127452138560575,0.192,0.0452133322741673,0.7777777777777778,0.375,0.375,0.0,105.0
starcoder2-3b,mismatched_pairs,logit,15,sink_arg,encode_only,atomic,13,0.5172,72,-0.13243753492894628,-0.005865032822348167,0.3472222222222222,0.2638888888888889,-0.019868089029392126,-0.014003056207043958,-2.4652838410063986,0.01,0.05188999552192022,0.7777777777777778,0.625,0.375,0.0,104.0
starcoder2-3b,mismatched_pairs,logit,15,sink_arg,flatten_only,atomic,14,0.5172,72,0.06450507841698508,-0.0008607182362615549,0.5555555555555556,0.5,-0.02276029480615517,-0.02189957656989361,0.9736914230602609,0.364,0.07291837782254929,0.75,0.25,0.0,0.03125,32.0
starcoder2-3b,mismatched_pairs,logit,15,sink_arg,rename_cumulative,cumulative,21,0.5172,72,-0.16966238757722404,-0.0038985039108890406,0.3888888888888889,0.3472222222222222,-0.024371129988677027,-0.020472626077787985,-2.872721789799901,0.0,0.05638613318952597,0.09722222222222222,0.5,0.5,0.0,104.0
starcoder2-3b,mismatched_pairs,logit,15,sink_arg,rename_opaque,cumulative,22,0.5172,72,-0.11081013663511362,-0.0015957179522828706,0.4305555555555556,0.5,-0.024724273974581528,-0.023128556022298654,-2.0870658496999357,0.038,0.05308016593140714,0.06944444444444445,0.5,0.375,0.0,100.0
starcoder2-3b,mismatched_pairs,logit,15,sink_arg,rename_opaque_encode,cumulative,23,0.5172,72,-0.13765420350931087,-0.0001250288934107505,0.3888888888888889,0.4027777777777778,-0.025495394421708575,-0.025370365528297825,-2.190706412325066,0.022,0.0602707290851272,0.08333333333333333,0.5,0.375,0.0,105.0
starcoder2-3b,mismatched_pairs,logit,15,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.5172,72,0.022542968730172093,0.001221382891643614,0.5,0.5138888888888888,-0.017381188159544394,-0.018602571051188004,0.3184038039453073,0.76,0.06822693141394891,0.041666666666666664,0.0,0.125,0.0625,96.0
starcoder2-3b,mismatched_pairs,logit,19,sink_arg,clean_heldout,clean,-1,0.6552,72,-0.24747837057571656,-0.0032878570594111357,0.2361111111111111,0.18055555555555555,-0.010848946367413868,-0.0075610893080027336,-4.797860946398742,0.0,0.05088160745951308,0.7638888888888888,0.75,0.25,0.0,106.0
starcoder2-3b,mismatched_pairs,logit,19,sink_arg,normalize,baseline,0,0.6552,72,-0.2573777746918589,-0.004058462983300506,0.2222222222222222,0.1527777777777778,-0.010988873324534092,-0.006930410341233586,-4.69905971777809,0.0,0.05409745041234957,0.7638888888888888,0.5,0.375,0.0,105.0
starcoder2-3b,mismatched_pairs,logit,19,sink_arg,rename_only,atomic,11,0.6552,72,-0.20270128513181826,-0.010385850056852346,0.3194444444444444,0.2638888888888889,-0.026167546998340563,-0.01578169694148822,-3.7059672568774142,0.0,0.0539577904887864,0.06944444444444445,0.5,0.625,0.0,104.0
starcoder2-3b,mismatched_pairs,logit,19,sink_arg,opaque_only,atomic,12,0.6552,72,-0.20599010875902754,-0.002659767901844551,0.25,0.2361111111111111,-0.009837628434127986,-0.0071778605322834355,-4.355540996818675,0.0,0.046738787737061395,0.7777777777777778,0.625,0.25,0.0,107.0
starcoder2-3b,mismatched_pairs,logit,19,sink_arg,encode_only,atomic,13,0.6552,72,-0.26783523567684386,-0.0061038350807433635,0.2222222222222222,0.20833333333333334,-0.012669389257522125,-0.0065655541767787595,-4.839407544515638,0.0,0.055319053391725444,0.7777777777777778,0.625,0.375,0.0,99.0
starcoder2-3b,mismatched_pairs,logit,19,sink_arg,flatten_only,atomic,14,0.6552,72,0.05760088331730014,-0.0007404286645837735,0.5,0.4583333333333333,-0.016112130989872464,-0.015371702325288688,1.0791421557856098,0.302,0.054085642363235875,0.75,0.125,0.25,0.03125,24.0
starcoder2-3b,mismatched_pairs,logit,19,sink_arg,rename_cumulative,cumulative,21,0.6552,72,-0.3008087498105557,-0.010746337376359626,0.2916666666666667,0.1388888888888889,-0.02319004748801757,-0.012443710111657943,-4.558386361815784,0.0,0.0639089964458554,0.09722222222222222,0.375,0.625,0.0,100.0
starcoder2-3b,mismatched_pairs,logit,19,sink_arg,rename_opaque,cumulative,22,0.6552,72,-0.22707446847673798,-0.006215111878867143,0.2638888888888889,0.3194444444444444,-0.01768246068233948,-0.011467348803472336,-3.888843194552442,0.0,0.05831684382208458,0.06944444444444445,0.375,0.5,0.0,103.0
starcoder2-3b,mismatched_pairs,logit,19,sink_arg,rename_opaque_encode,cumulative,23,0.6552,72,-0.28419565086413684,-0.007024783374371516,0.20833333333333334,0.2777777777777778,-0.01845450912223458,-0.011429725747863068,-4.774044354669161,0.0,0.05837290657531362,0.08333333333333333,0.5,0.625,0.0,116.0
starcoder2-3b,mismatched_pairs,logit,19,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.6552,72,-0.058741164870462076,0.0010629428498639415,0.5,0.5277777777777778,-0.016548220370624804,-0.017611163220488748,-0.9451402269430289,0.372,0.06594999783926363,0.041666666666666664,0.125,0.25,0.03125,118.0
starcoder2-3b,mismatched_pairs,logit,23,sink_arg,clean_heldout,clean,-1,0.7931,72,-0.21050119157613884,0.010626904816311481,0.3333333333333333,0.5416666666666666,0.015617806893580848,0.004990902077269365,-4.083930076949601,0.0,0.05040157925836877,0.7638888888888888,0.5,0.5,0.0,91.0
starcoder2-3b,mismatched_pairs,logit,23,sink_arg,normalize,baseline,0,0.7931,72,-0.2129722916212421,0.01186731767178386,0.3055555555555556,0.5416666666666666,0.016730346211791605,0.004863028540007749,-3.9147660171793977,0.0,0.05350251966344555,0.7638888888888888,0.375,0.625,0.0,99.0
starcoder2-3b,mismatched_pairs,logit,23,sink_arg,rename_only,atomic,11,0.7931,72,-0.18774049467451023,-0.0008905571651901343,0.3472222222222222,0.5,-0.002338803672478066,-0.0014482465072879315,-3.3735719180655486,0.0,0.0543191747771481,0.06944444444444445,0.5,0.5,0.0,102.0
starcoder2-3b,mismatched_pairs,logit,23,sink_arg,opaque_only,atomic,12,0.7931,72,-0.20600796882782768,0.009870404632773683,0.2916666666666667,0.5277777777777778,0.017426561999689186,0.007556157366915504,-3.9933098887438243,0.0,0.05059630597900163,0.7777777777777778,0.625,0.5,0.0,98.0
starcoder2-3b,mismatched_pairs,logit,23,sink_arg,encode_only,atomic,13,0.7931,72,-0.21902738064338648,0.023448250160649983,0.25,0.5277777777777778,0.03548222574427504,0.012033975583625062,-4.165608579542716,0.0,0.051983513846850904,0.7777777777777778,0.375,0.75,0.0,90.0
starcoder2-3b,mismatched_pairs,logit,23,sink_arg,flatten_only,atomic,14,0.7931,72,0.05250114080828974,-0.0020124995204237137,0.5277777777777778,0.5,0.000550096092697775,0.002562595613121487,0.6910556671128334,0.542,0.08209112889152943,0.75,0.125,0.25,0.0,39.0
starcoder2-3b,mismatched_pairs,logit,23,sink_arg,rename_cumulative,cumulative,21,0.7931,72,-0.33283043155692865,-0.005793673778565707,0.20833333333333334,0.2916666666666667,-0.004465561488241409,0.0013281122903242967,-5.617406335237949,0.0,0.058350419348246724,0.09722222222222222,0.5,0.25,0.0,117.0
starcoder2-3b,mismatched_pairs,logit,23,sink_arg,rename_opaque,cumulative,22,0.7931,72,-0.3068572835219543,-0.005843303556021461,0.2916666666666667,0.3333333333333333,-0.00431331602967482,0.00152998752634664,-4.867195244753266,0.0,0.06265281539741303,0.06944444444444445,0.5,0.375,0.0,107.0
starcoder2-3b,mismatched_pairs,logit,23,sink_arg,rename_opaque_encode,cumulative,23,0.7931,72,-0.24730158577037578,-0.0016581108444431298,0.2916666666666667,0.2777777777777778,-0.0014078335181096195,0.0002502773263335099,-4.347783797967089,0.0,0.056099675148619556,0.08333333333333333,0.375,0.5,0.0,98.0
starcoder2-3b,mismatched_pairs,logit,23,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.7931,72,-0.06821118893743788,-0.0023097026172778845,0.4583333333333333,0.4027777777777778,-0.006036983374274165,-0.00372728075699628,-1.2813880009406025,0.186,0.051894561557145474,0.041666666666666664,0.125,0.125,0.0,102.0
starcoder2-3b,mismatched_pairs,logit,27,sink_arg,clean_heldout,clean,-1,0.931,72,-0.07375228570425346,-0.00026728045778101384,0.3611111111111111,0.5972222222222222,0.0006761644635697845,0.0009434449213507984,-1.8265999700480657,0.068,0.04074897729702836,0.7638888888888888,0.875,0.625,0.0,71.0
starcoder2-3b,mismatched_pairs,logit,27,sink_arg,normalize,baseline,0,0.931,72,-0.0589766575888865,-0.0007426491247800901,0.4305555555555556,0.6805555555555556,0.0008321135372768967,0.0015747626620569869,-1.382517666902287,0.172,0.04255466776474865,0.7638888888888888,0.875,0.75,0.0,70.0
starcoder2-3b,mismatched_pairs,logit,27,sink_arg,rename_only,atomic,11,0.931,72,-0.09244607004154844,0.001538528386599043,0.375,0.5,0.0005858189927482884,-0.0009527093938507546,-1.7019252899975894,0.094,0.05540552818741828,0.06944444444444445,0.625,0.375,0.03125,109.0
starcoder2-3b,mismatched_pairs,logit,27,sink_arg,opaque_only,atomic,12,0.931,72,-0.04485591155562171,-7.455750421557131e-05,0.4166666666666667,0.5138888888888888,0.0007057759434924705,0.0007803334477080419,-0.9962021459046025,0.304,0.04430376166219754,0.7777777777777778,0.625,0.5,0.0,76.0
starcoder2-3b,mismatched_pairs,logit,27,sink_arg,encode_only,atomic,13,0.931,72,-0.08359159788408836,9.420076650867724e-05,0.3888888888888889,0.4722222222222222,0.001259403368740467,0.00116520260223179,-1.9722656625298252,0.064,0.04331047745537989,0.7777777777777778,0.625,0.625,0.0,83.0
starcoder2-3b,mismatched_pairs,logit,27,sink_arg,flatten_only,atomic,14,0.931,72,0.04546846781331055,0.00084285328661105,0.5138888888888888,0.4861111111111111,0.002160012740263989,0.0013171594536529397,0.7333836188952185,0.504,0.06562549929174935,0.75,0.25,0.25,0.0,14.0
starcoder2-3b,mismatched_pairs,logit,27,sink_arg,rename_cumulative,cumulative,21,0.931,72,-0.18546215129447066,-0.004093853401540926,0.2638888888888889,0.4305555555555556,-0.0005758041208136719,0.0035180492807272545,-3.758631181450567,0.0,0.04929486699964722,0.09722222222222222,0.75,0.5,0.0,123.0
starcoder2-3b,mismatched_pairs,logit,27,sink_arg,rename_opaque,cumulative,22,0.931,72,-0.1328213800935259,0.0004949300831542496,0.3611111111111111,0.4027777777777778,0.00040935659235348954,-8.557349080076025e-05,-2.6863022530999214,0.006,0.050001858122085595,0.06944444444444445,0.625,0.5,0.03125,122.0
starcoder2-3b,mismatched_pairs,logit,27,sink_arg,rename_opaque_encode,cumulative,23,0.931,72,-0.11835094031769805,-7.498214487294014e-05,0.375,0.4444444444444444,2.1320073584682963e-05,9.630221845762307e-05,-2.8554377385331557,0.002,0.04076897618753342,0.08333333333333333,0.5,0.25,0.03125,111.0
starcoder2-3b,mismatched_pairs,logit,27,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.931,72,-0.011606262344671357,-0.00017587045368669507,0.5555555555555556,0.5555555555555556,-0.00048169094095200913,-0.00030582048726531387,-0.22470424548997775,0.8,0.043768688311784605,0.041666666666666664,0.125,0.25,0.0,97.0
starcoder2-3b,mismatched_pairs,logit,29,sink_arg,clean_heldout,clean,-1,1.0,72,0.018548764710015656,-2.1309329384519017e-07,0.5416666666666666,0.3611111111111111,1.1778498894421924e-08,2.2487179273961209e-07,0.6141889191261413,0.552,0.03001624196390448,0.7638888888888888,0.625,0.875,0.0,63.0
starcoder2-3b,mismatched_pairs,logit,29,sink_arg,normalize,baseline,0,1.0,72,0.03544641583027535,-1.0651587498592327e-07,0.5694444444444444,0.3611111111111111,1.1223474642778983e-08,1.1773934962870228e-07,1.1047990461966934,0.252,0.031472466480539384,0.7638888888888888,0.5,1.0,0.0,52.0
