model,arm,lens,layer,site,condition,condition_kind,condition_order,relative_depth,n_pairs,mean_delta_contrast_z,mean_delta_contrast_prob,sign_consistency_z,sign_consistency_prob,mean_contrast_prob_unsafe,mean_contrast_prob_safe,permutation_effect_size,permutation_p,permutation_null_sd,anchor_token_same_frac,topk_enrichment_positive,topk_enrichment_negative,topk_enrichment_random,concept_rank_best
starcoder2-3b,role_swap_0,jlens,-1,last_token,opaque_only,atomic,12,,37,0.0,0.0,0.0,0.0,-0.010345232661519665,-0.010345232661519665,,1.0,0.0,1.0,,,,
starcoder2-3b,role_swap_0,jlens,-1,last_token,encode_only,atomic,13,,37,0.0,0.0,0.0,0.0,-0.010337246297739949,-0.010337246297739949,,1.0,0.0,1.0,,,,
starcoder2-3b,role_swap_0,jlens,-1,last_token,flatten_only,atomic,14,,37,0.0,0.0,0.0,0.0,-0.010159876330060085,-0.010159876330060085,,1.0,0.0,1.0,,,,
starcoder2-3b,role_swap_0,jlens,-1,last_token,rename_cumulative,cumulative,21,,37,0.0,0.0,0.0,0.0,-0.010337246297739949,-0.010337246297739949,,1.0,0.0,1.0,,,,
starcoder2-3b,role_swap_0,jlens,-1,last_token,rename_opaque,cumulative,22,,37,0.0,0.0,0.0,0.0,-0.010298253935432681,-0.010298253935432681,,1.0,0.0,1.0,,,,
starcoder2-3b,role_swap_0,jlens,-1,last_token,rename_opaque_encode,cumulative,23,,37,0.0,0.0,0.0,0.0,-0.010290519105225002,-0.010290519105225002,,1.0,0.0,1.0,,,,
starcoder2-3b,role_swap_0,jlens,-1,last_token,rename_opaque_encode_flatten,cumulative,24,,37,0.0,0.0,0.0,0.0,-0.010162426150788736,-0.010162426150788736,,1.0,0.0,1.0,,,,
starcoder2-3b,role_swap_0,jlens,0,last_token,clean_heldout,clean,-1,0.0,37,0.003054739891670662,-3.7314516685247145e-08,0.4864864864864865,0.5405405405405406,-0.01027269397718936,-0.010272656662672673,0.4873867414680751,0.608,0.005648243049384302,1.0,,,,
starcoder2-3b,role_swap_0,jlens,0,last_token,normalize,baseline,0,0.0,37,-0.003435920272076716,-6.296929693082227e-07,0.43243243243243246,0.5405405405405406,-0.010425383350493552,-0.010424753657524247,-0.5370879110086985,0.632,0.006733032055895049,1.0,,,,
starcoder2-3b,role_swap_0,jlens,0,last_token,rename_only,atomic,11,0.0,37,-0.006215948777870603,-1.4194977502422692e-06,0.5405405405405406,0.4864864864864865,-0.010435104339667964,-0.01043368484191772,-0.65378094967539,0.524,0.009685887513310227,1.0,,,,
starcoder2-3b,role_swap_0,jlens,0,last_token,opaque_only,atomic,12,0.0,37,-0.0026739936652888743,-2.3572774200361148e-07,0.43243243243243246,0.5405405405405406,-0.010404117827485933,-0.010403882099743932,-0.4085409059659376,0.714,0.006807109779298084,1.0,,,,
starcoder2-3b,role_swap_0,jlens,0,last_token,encode_only,atomic,13,0.0,37,-0.00377153526720566,-5.727170248530311e-07,0.4594594594594595,0.5405405405405406,-0.010430949004788616,-0.010430376287763762,-0.6118675441486683,0.572,0.006363659898021374,1.0,,,,
starcoder2-3b,role_swap_0,jlens,0,last_token,flatten_only,atomic,14,0.0,37,-6.354826348163702e-05,-2.1233939287810075e-09,0.43243243243243246,0.4864864864864865,-0.010270794621411608,-0.010270792498017678,-0.028739120826130303,0.936,0.0008035070241014905,1.0,,,,
starcoder2-3b,role_swap_0,jlens,0,last_token,rename_cumulative,cumulative,21,0.0,37,-0.00482418433332097,-2.3391941426551627e-06,0.5135135135135135,0.43243243243243246,-0.010434490323431685,-0.01043215112928903,-0.48342144260696235,0.612,0.009178880032254694,1.0,,,,
starcoder2-3b,role_swap_0,jlens,0,last_token,rename_opaque,cumulative,22,0.0,37,-0.02302537361078921,-3.139732765184608e-06,0.32432432432432434,0.3783783783783784,-0.01038686595253147,-0.010383726219766284,-3.3517065258383627,0.0,0.006932915332645456,1.0,,,,
starcoder2-3b,role_swap_0,jlens,0,last_token,rename_opaque_encode,cumulative,23,0.0,37,0.020607974371881232,1.2054406633325347e-06,0.6756756756756757,0.4594594594594595,-0.01040042290902286,-0.010401628349686191,2.5212941547126104,0.012,0.00821434410101487,1.0,,,,
starcoder2-3b,role_swap_0,jlens,0,last_token,rename_opaque_encode_flatten,cumulative,24,0.0,37,-0.0009158464779306719,-6.019946175137614e-08,0.40540540540540543,0.43243243243243246,-0.010292961549475376,-0.010292901350013622,-1.3026851787305096,0.212,0.0006883357793049317,1.0,,,,
starcoder2-3b,role_swap_0,jlens,3,last_token,clean_heldout,clean,-1,0.1034,37,-0.0038529853791105127,-8.751032569723543e-07,0.4594594594594595,0.4594594594594595,-0.01006165633968681,-0.010060781236429839,-0.5108810442219884,0.632,0.007742214112715908,1.0,,,,
starcoder2-3b,role_swap_0,jlens,3,last_token,normalize,baseline,0,0.1034,37,0.02260061258156462,4.1651878379626635e-07,0.5945945945945946,0.5135135135135135,-0.010208646762112378,-0.010209063280896175,0.972079220581831,0.346,0.02354869093813403,1.0,,,,
starcoder2-3b,role_swap_0,jlens,3,last_token,rename_only,atomic,11,0.1034,37,0.018683258457648486,-8.91511996834336e-07,0.5675675675675675,0.4594594594594595,-0.010211590079534228,-0.010210698567537395,0.899331959754421,0.36,0.02150513565808465,1.0,,,,
starcoder2-3b,role_swap_0,jlens,3,last_token,opaque_only,atomic,12,0.1034,37,0.027973531011962913,1.6510569211326333e-07,0.5675675675675675,0.5405405405405406,-0.010218018448158908,-0.010218183553851021,1.1573694644822357,0.28,0.024359248588245928,1.0,,,,
starcoder2-3b,role_swap_0,jlens,3,last_token,encode_only,atomic,13,0.1034,37,0.0262963047540131,1.7100167623764623e-06,0.5675675675675675,0.5675675675675675,-0.010197225083256267,-0.010198935100018644,1.0641301818341022,0.312,0.02498185117657694,1.0,,,,
starcoder2-3b,role_swap_0,jlens,3,last_token,flatten_only,atomic,14,0.1034,37,0.0003699799208947981,-3.711699750959777e-07,0.43243243243243246,0.35135135135135137,-0.010315735313579395,-0.010315364143604296,0.29758238898331874,0.818,0.001680875926116014,1.0,,,,
starcoder2-3b,role_swap_0,jlens,3,last_token,rename_cumulative,cumulative,21,0.1034,37,0.005686383396385077,-5.398395379408476e-06,0.43243243243243246,0.4864864864864865,-0.010215212982380486,-0.010209814587001074,0.31863650828009954,0.82,0.021916211649544687,1.0,,,,
starcoder2-3b,role_swap_0,jlens,3,last_token,rename_opaque,cumulative,22,0.1034,37,0.02828041874240373,1.5475838999158122e-06,0.5675675675675675,0.43243243243243246,-0.010231983191457296,-0.010233530775357212,1.6248654549309085,0.106,0.017275514494530665,1.0,,,,
starcoder2-3b,role_swap_0,jlens,3,last_token,rename_opaque_encode,cumulative,23,0.1034,37,0.018936097177386545,-4.065421349538949e-06,0.5135135135135135,0.3783783783783784,-0.010236970146330623,-0.010232904724981083,0.8059446055786399,0.412,0.023059375367790857,1.0,,,,
starcoder2-3b,role_swap_0,jlens,3,last_token,rename_opaque_encode_flatten,cumulative,24,0.1034,37,-0.00657156025551873,-4.891651444692876e-07,0.40540540540540543,0.5135135135135135,-0.010333661069709366,-0.010333171904564896,-1.1335316445526753,0.286,0.005942162809808437,1.0,,,,
starcoder2-3b,role_swap_0,jlens,7,last_token,clean_heldout,clean,-1,0.2414,37,-0.0009782163230215991,-3.624195036922449e-07,0.5405405405405406,0.5405405405405406,-0.010280963392859055,-0.010280600973355362,-0.09299891415776051,0.914,0.009386741028638195,1.0,,,,
starcoder2-3b,role_swap_0,jlens,7,last_token,normalize,baseline,0,0.2414,37,-0.007080825090331198,-4.10117166755627e-06,0.43243243243243246,0.40540540540540543,-0.01061187554447155,-0.010607774372803993,-0.403623100821655,0.688,0.017275707484910766,1.0,,,,
starcoder2-3b,role_swap_0,jlens,7,last_token,rename_only,atomic,11,0.2414,37,-0.059712640239721775,-8.612748582524042e-06,0.3783783783783784,0.43243243243243246,-0.010596070571308422,-0.010587457822725898,-2.5007247848027996,0.014,0.023878671096420483,1.0,,,,
starcoder2-3b,role_swap_0,jlens,7,last_token,opaque_only,atomic,12,0.2414,37,-0.007526983108736753,-8.066701512826465e-06,0.4864864864864865,0.3783783783783784,-0.010576913203375726,-0.0105688465018629,-0.3506213585579703,0.7,0.019572684318657965,1.0,,,,
starcoder2-3b,role_swap_0,jlens,7,last_token,encode_only,atomic,13,0.2414,37,-0.006367710436230913,-6.718498212818093e-06,0.4594594594594595,0.43243243243243246,-0.010621736815308114,-0.010615018317095295,-0.33456885899486466,0.738,0.018325433232937893,1.0,,,,
starcoder2-3b,role_swap_0,jlens,7,last_token,flatten_only,atomic,14,0.2414,37,0.0023667448007150373,2.741574394706615e-07,0.4864864864864865,0.5405405405405406,-0.010401159735608236,-0.010401433893047709,0.41357426536629377,0.752,0.005898697090933119,1.0,,,,
starcoder2-3b,role_swap_0,jlens,7,last_token,rename_cumulative,cumulative,21,0.2414,37,-0.027241119420199404,-9.039485367241666e-06,0.4864864864864865,0.5405405405405406,-0.010595629501222448,-0.010586590015855208,-0.9922665441342369,0.338,0.02731874755993658,1.0,,,,
starcoder2-3b,role_swap_0,jlens,7,last_token,rename_opaque,cumulative,22,0.2414,37,-0.030322962567642053,-1.0185456954233009e-05,0.5135135135135135,0.2972972972972973,-0.010529428978407055,-0.010519243521452823,-1.4674397945576059,0.16,0.02134130091534396,1.0,,,,
starcoder2-3b,role_swap_0,jlens,7,last_token,rename_opaque_encode,cumulative,23,0.2414,37,-0.025279390440917385,-5.012528361223107e-06,0.40540540540540543,0.3783783783783784,-0.010518455751617977,-0.010513443223256758,-1.3109244879309458,0.214,0.01978190406590726,1.0,,,,
starcoder2-3b,role_swap_0,jlens,7,last_token,rename_opaque_encode_flatten,cumulative,24,0.2414,37,0.01692350181747789,1.0907380846911004e-06,0.7027027027027027,0.6216216216216216,-0.01036154279870822,-0.010362633536792914,2.6470525949004324,0.004,0.006468037795803973,1.0,,,,
starcoder2-3b,role_swap_0,jlens,11,last_token,clean_heldout,clean,-1,0.3793,37,-0.009786243152049526,-3.719018303077101e-06,0.4594594594594595,0.4594594594594595,-0.010226049738772485,-0.01022233072046941,-1.308039996584593,0.184,0.007398795378156764,1.0,,,,
starcoder2-3b,role_swap_0,jlens,11,last_token,normalize,baseline,0,0.3793,37,0.0391959680839859,-3.403798162872321e-05,0.6216216216216216,0.10810810810810811,-0.010661778258909358,-0.010627740277280636,1.8420717242921476,0.086,0.022248366937852822,1.0,,,,
starcoder2-3b,role_swap_0,jlens,11,last_token,rename_only,atomic,11,0.3793,37,-0.026043208698413478,-2.205154284478783e-05,0.5135135135135135,0.2972972972972973,-0.010627068017859542,-0.010605016475014755,-1.0751762964585236,0.276,0.02360391045510239,1.0,,,,
starcoder2-3b,role_swap_0,jlens,11,last_token,opaque_only,atomic,12,0.3793,37,0.03797430844471861,-2.3334370428954303e-05,0.6216216216216216,0.2972972972972973,-0.01065452374456134,-0.010631189374132384,1.4238581909357042,0.182,0.028626026410463083,1.0,,,,
starcoder2-3b,role_swap_0,jlens,11,last_token,encode_only,atomic,13,0.3793,37,0.026405239297256893,-3.173014179967588e-05,0.6216216216216216,0.10810810810810811,-0.010686404664405154,-0.010654674522605476,1.169069085650354,0.286,0.024180216145808696,1.0,,,,
starcoder2-3b,role_swap_0,jlens,11,last_token,flatten_only,atomic,14,0.3793,37,0.005866956083396437,6.361389422424167e-07,0.5135135135135135,0.5135135135135135,-0.010579473138357711,-0.010580109277299955,0.9674638955819299,0.354,0.0062299655394142854,1.0,,,,
starcoder2-3b,role_swap_0,jlens,11,last_token,rename_cumulative,cumulative,21,0.3793,37,0.00470521578897421,-1.699375526821069e-05,0.5675675675675675,0.35135135135135137,-0.01061923576947185,-0.010602242014203641,0.24985150580792947,0.808,0.020209570673601684,1.0,,,,
starcoder2-3b,role_swap_0,jlens,11,last_token,rename_opaque,cumulative,22,0.3793,37,-0.01184909035107536,-1.4667187719223726e-05,0.43243243243243246,0.2972972972972973,-0.010570305292034671,-0.010555638104315446,-0.594046661975728,0.536,0.020329489861497133,1.0,,,,
starcoder2-3b,role_swap_0,jlens,11,last_token,rename_opaque_encode,cumulative,23,0.3793,37,-0.014834313804256111,-1.2486388514598111e-05,0.40540540540540543,0.3783783783783784,-0.01058373024537146,-0.010571243856856864,-0.8084851137971822,0.468,0.019827659053663436,1.0,,,,
starcoder2-3b,role_swap_0,jlens,11,last_token,rename_opaque_encode_flatten,cumulative,24,0.3793,37,0.0074217846297582575,1.4226180907126058e-06,0.6216216216216216,0.4864864864864865,-0.010701183071284976,-0.010702605689375687,1.033362814148196,0.296,0.007084536633921043,1.0,,,,
starcoder2-3b,role_swap_0,jlens,15,last_token,clean_heldout,clean,-1,0.5172,37,-0.02345612374072691,-1.9360868108604506e-06,0.2702702702702703,0.4594594594594595,-0.010482530515619534,-0.01048059442880867,-3.172443728339168,0.0,0.0075115528508912285,1.0,,,,
starcoder2-3b,role_swap_0,jlens,15,last_token,normalize,baseline,0,0.5172,37,0.15971458147267414,2.9428034550197986e-05,0.918918918918919,0.7567567567567568,-0.010920372855709529,-0.010949800890259728,4.549978886796517,0.0,0.03581977410676089,1.0,,,,
starcoder2-3b,role_swap_0,jlens,15,last_token,rename_only,atomic,11,0.5172,37,-0.011098157002571314,-2.282905122924984e-06,0.40540540540540543,0.5135135135135135,-0.01086931882186144,-0.010867035916738512,-0.45450570237538196,0.696,0.027213805664440396,1.0,,,,
starcoder2-3b,role_swap_0,jlens,15,last_token,opaque_only,atomic,12,0.5172,37,0.10805625303761278,8.596481691211062e-06,0.6216216216216216,0.6216216216216216,-0.010891128600792515,-0.01089972508248372,3.002381833025029,0.0,0.036500986138138236,1.0,,,,
starcoder2-3b,role_swap_0,jlens,15,last_token,encode_only,atomic,13,0.5172,37,0.1428381047783182,2.3419384056581002e-05,0.7027027027027027,0.6486486486486487,-0.01091526034531279,-0.010938679729369372,3.8658593664264087,0.0,0.03757680795665336,1.0,,,,
starcoder2-3b,role_swap_0,jlens,15,last_token,flatten_only,atomic,14,0.5172,37,-0.0018559262341039317,-3.715160350379555e-06,0.4864864864864865,0.4864864864864865,-0.011248704531168573,-0.01124498937081819,-0.28190933966901116,0.838,0.008595700457283495,1.0,,,,
starcoder2-3b,role_swap_0,jlens,15,last_token,rename_cumulative,cumulative,21,0.5172,37,0.021501342006979375,1.7737844427276534e-06,0.4864864864864865,0.4594594594594595,-0.010876360047428955,-0.010878133831871684,0.6821008439774352,0.426,0.02833026219437625,1.0,,,,
starcoder2-3b,role_swap_0,jlens,15,last_token,rename_opaque,cumulative,22,0.5172,37,-0.0024205033859411155,1.8809378610998202e-06,0.43243243243243246,0.4864864864864865,-0.010882252072362222,-0.010884133010223323,-0.08573728297445629,0.9,0.020840750407695566,1.0,,,,
starcoder2-3b,role_swap_0,jlens,15,last_token,rename_opaque_encode,cumulative,23,0.5172,37,-0.02148720648915875,4.062590618725908e-06,0.40540540540540543,0.4594594594594595,-0.010875428567274619,-0.010879491157893346,-0.8068407849718149,0.46,0.028096490796445307,1.0,,,,
starcoder2-3b,role_swap_0,jlens,15,last_token,rename_opaque_encode_flatten,cumulative,24,0.5172,37,0.004415472933309368,2.1407429378094297e-06,0.5135135135135135,0.7027027027027027,-0.011341302293855732,-0.011343443036793542,0.6161255380706353,0.532,0.007073450978621796,1.0,,,,
starcoder2-3b,role_swap_0,jlens,19,last_token,clean_heldout,clean,-1,0.6552,37,-0.00351764142437865,-5.94407500301617e-06,0.4594594594594595,0.43243243243243246,-0.01042801738068443,-0.010422073305681411,-0.3229211451690137,0.76,0.01220756256721364,1.0,,,,
starcoder2-3b,role_swap_0,jlens,19,last_token,normalize,baseline,0,0.6552,37,0.039860396759613496,-1.9413904051902533e-06,0.6216216216216216,0.5135135135135135,-0.010869268043956246,-0.010867326653551055,1.5439655710034712,0.144,0.026644729875866233,1.0,,,,
starcoder2-3b,role_swap_0,jlens,19,last_token,rename_only,atomic,11,0.6552,37,-0.06810430718798055,-5.1548780180247624e-05,0.2702702702702703,0.40540540540540543,-0.010920336644745624,-0.010868787864565375,-2.3353516981753395,0.018,0.029647405691378893,1.0,,,,
starcoder2-3b,role_swap_0,jlens,19,last_token,opaque_only,atomic,12,0.6552,37,-0.04494332312898408,-4.649102629154284e-05,0.32432432432432434,0.35135135135135137,-0.010764719652002656,-0.010718228625711113,-1.8713579478157958,0.068,0.02378408614434014,1.0,,,,
starcoder2-3b,role_swap_0,jlens,19,last_token,encode_only,atomic,13,0.6552,37,0.013156008049028467,-3.1075730103028866e-05,0.6486486486486487,0.4594594594594595,-0.010892308200648473,-0.010861232470545441,0.5724262029681697,0.56,0.02434144408192895,1.0,,,,
starcoder2-3b,role_swap_0,jlens,19,last_token,flatten_only,atomic,14,0.6552,37,0.002328058930517811,-3.3516562185327988e-06,0.5405405405405406,0.43243243243243246,-0.011008634500392583,-0.011005282844174052,0.2075975584787876,0.814,0.010427763247244634,1.0,,,,
starcoder2-3b,role_swap_0,jlens,19,last_token,rename_cumulative,cumulative,21,0.6552,37,-0.03346226835044514,-3.6167578782096294e-05,0.2972972972972973,0.35135135135135137,-0.010911273604607382,-0.010875106025825284,-1.431435649706111,0.176,0.023559891210761647,1.0,,,,
starcoder2-3b,role_swap_0,jlens,19,last_token,rename_opaque,cumulative,22,0.6552,37,-0.025825434696502968,-1.4121658691971285e-05,0.3783783783783784,0.43243243243243246,-0.010685337255347272,-0.010671215596655301,-1.3133203187620024,0.214,0.019900088809220628,1.0,,,,
starcoder2-3b,role_swap_0,jlens,19,last_token,rename_opaque_encode,cumulative,23,0.6552,37,-0.05366605916916656,-4.5915885635367665e-05,0.40540540540540543,0.2702702702702703,-0.010626019775716486,-0.010580103890081119,-2.823047613075298,0.008,0.01964483952350001,1.0,,,,
starcoder2-3b,role_swap_0,jlens,19,last_token,rename_opaque_encode_flatten,cumulative,24,0.6552,37,0.0005724842243599847,1.5817907959945488e-06,0.5135135135135135,0.5945945945945946,-0.011357237934565756,-0.01135881972536175,0.008678463144006979,0.962,0.01097524017388238,1.0,,,,
starcoder2-3b,role_swap_0,jlens,23,last_token,clean_heldout,clean,-1,0.7931,37,0.015603629158910406,-2.750700743327275e-06,0.6216216216216216,0.4864864864864865,-0.010083970745288311,-0.010081220044544986,0.9494493640569664,0.344,0.016056781321771525,1.0,,,,
starcoder2-3b,role_swap_0,jlens,23,last_token,normalize,baseline,0,0.7931,37,0.01289022577539369,-1.9336849442844757e-05,0.4864864864864865,0.4594594594594595,-0.010852670535556325,-0.01083333368611348,0.43592015858333377,0.674,0.032395444645581056,1.0,,,,
starcoder2-3b,role_swap_0,jlens,23,last_token,rename_only,atomic,11,0.7931,37,-0.06128776402488516,-6.79157132288308e-05,0.35135135135135137,0.40540540540540543,-0.011124451396100203,-0.01105653568287137,-2.136832647739978,0.036,0.02974726240648281,1.0,,,,
starcoder2-3b,role_swap_0,jlens,23,last_token,opaque_only,atomic,12,0.7931,37,-0.04683604898970495,-5.723196429752347e-05,0.3783783783783784,0.32432432432432434,-0.010938532465214654,-0.01088130050091713,-1.389910765246791,0.166,0.03273245769271809,1.0,,,,
starcoder2-3b,role_swap_0,jlens,23,last_token,encode_only,atomic,13,0.7931,37,-0.04150347140675038,-7.617896098611898e-05,0.4864864864864865,0.32432432432432434,-0.010968135668480122,-0.010891956707494002,-1.2879810968576102,0.178,0.031615409667375,1.0,,,,
starcoder2-3b,role_swap_0,jlens,23,last_token,flatten_only,atomic,14,0.7931,37,0.00868401760614656,2.82344529812669e-07,0.4864864864864865,0.5135135135135135,-0.011996425333832314,-0.011996707678362124,0.570780584169713,0.566,0.015367257292647362,1.0,,,,
starcoder2-3b,role_swap_0,jlens,23,last_token,rename_cumulative,cumulative,21,0.7931,37,-0.03865622958050696,-5.255333849553982e-05,0.40540540540540543,0.2972972972972973,-0.011141315553590332,-0.011088762215094791,-1.2907858023586556,0.234,0.030872471960283258,1.0,,,,
starcoder2-3b,role_swap_0,jlens,23,last_token,rename_opaque,cumulative,22,0.7931,37,-0.044483925017888545,-3.1846041384890374e-05,0.3783783783783784,0.4864864864864865,-0.01108428488405735,-0.011052438842672457,-1.927612636217334,0.064,0.024043349411173958,1.0,,,,
starcoder2-3b,role_swap_0,jlens,23,last_token,rename_opaque_encode,cumulative,23,0.7931,37,-0.07126603578387034,-8.90985886044081e-05,0.32432432432432434,0.1891891891891892,-0.011048467553294855,-0.010959368964690446,-2.502798679346261,0.01,0.02924377399623634,1.0,,,,
starcoder2-3b,role_swap_0,jlens,23,last_token,rename_opaque_encode_flatten,cumulative,24,0.7931,37,-0.0024360671245829786,-1.3274737560094231e-06,0.4594594594594595,0.4594594594594595,-0.012224163003450703,-0.012222835529694692,-0.19179489665256982,0.89,0.01606027656966296,1.0,,,,
starcoder2-3b,role_swap_0,jlens,27,last_token,clean_heldout,clean,-1,0.931,37,0.025895145250324058,4.514388900359416e-05,0.5945945945945946,0.5945945945945946,-0.010413093818437472,-0.010458237707441063,1.9716267212483742,0.056,0.01304911081764773,1.0,,,,
starcoder2-3b,role_swap_0,jlens,27,last_token,normalize,baseline,0,0.931,37,-0.00042397615695474435,-1.255570830411338e-05,0.5135135135135135,0.43243243243243246,-0.010827332854287294,-0.010814777145983182,0.033898297854064466,0.986,0.02372404956535405,1.0,,,,
starcoder2-3b,role_swap_0,jlens,27,last_token,rename_only,atomic,11,0.931,37,-0.054334212409064706,-8.250544622613247e-05,0.2702702702702703,0.32432432432432434,-0.011147953380645576,-0.011065447934419442,-2.51862120197557,0.012,0.021823174632552563,1.0,,,,
starcoder2-3b,role_swap_0,jlens,27,last_token,opaque_only,atomic,12,0.931,37,-0.024027978290687688,-5.915317249995322e-05,0.4594594594594595,0.2972972972972973,-0.010995952895831034,-0.010936799723331083,-1.0026479109588193,0.318,0.023375851675648287,1.0,,,,
starcoder2-3b,role_swap_0,jlens,27,last_token,encode_only,atomic,13,0.931,37,-0.0393907660831741,-7.833502452654314e-05,0.3783783783783784,0.3783783783783784,-0.010891329848056469,-0.010812994823529924,-1.6454592942852428,0.102,0.023802268062391524,1.0,,,,
starcoder2-3b,role_swap_0,jlens,27,last_token,flatten_only,atomic,14,0.931,37,-0.0021010116811432463,-1.0325115340071608e-06,0.6216216216216216,0.43243243243243246,-0.011905829533262663,-0.011904797021728657,-0.20072951103506986,0.826,0.010196340830527907,1.0,,,,
starcoder2-3b,role_swap_0,jlens,27,last_token,rename_cumulative,cumulative,21,0.931,37,-0.036611352438063294,-6.06777539764453e-05,0.35135135135135137,0.32432432432432434,-0.011179249441889125,-0.01111857168791268,-1.501072647846033,0.128,0.024648564033643246,1.0,,,,
starcoder2-3b,role_swap_0,jlens,27,last_token,rename_opaque,cumulative,22,0.931,37,-0.054911930002936184,-5.131124762794191e-05,0.2972972972972973,0.40540540540540543,-0.011388280630298057,-0.011336969382670113,-2.1254530945301826,0.024,0.02655114579573697,1.0,,,,
starcoder2-3b,role_swap_0,jlens,27,last_token,rename_opaque_encode,cumulative,23,0.931,37,-0.07346914333750217,-0.00011911919053893178,0.24324324324324326,0.1891891891891892,-0.011326222075523714,-0.011207102884984782,-3.227782951671788,0.0,0.022979214190596307,1.0,,,,
starcoder2-3b,role_swap_0,jlens,27,last_token,rename_opaque_encode_flatten,cumulative,24,0.931,37,-0.0009245826798941046,5.604256409801928e-06,0.4864864864864865,0.4594594594594595,-0.012477795341024646,-0.012483399597434447,-0.19628262451495962,0.88,0.00610440267080321,1.0,,,,
starcoder2-3b,role_swap_0,jlens,29,last_token,clean_heldout,clean,-1,1.0,37,0.023966689221318723,4.590621699592416e-05,0.5405405405405406,0.7027027027027027,-0.009308738125548008,-0.009354644342543933,2.1645227509112526,0.034,0.011049946810732608,1.0,,,,
starcoder2-3b,role_swap_0,jlens,29,last_token,normalize,baseline,0,1.0,37,0.0065549665813758136,1.2124853186252216e-05,0.4864864864864865,0.5405405405405406,-0.010124754148366447,-0.010136879001552697,0.38032397505211285,0.732,0.01988616182151914,1.0,,,,
starcoder2-3b,role_swap_0,jlens,29,last_token,rename_only,atomic,11,1.0,37,-0.03333999676359778,-4.499246591079543e-05,0.3783783783783784,0.4594594594594595,-0.010526452426551768,-0.010481459960640973,-1.974403316888251,0.048,0.01703936587702489,1.0,,,,
starcoder2-3b,role_swap_0,jlens,29,last_token,opaque_only,atomic,12,1.0,37,-0.007300470959737485,-3.0972497922980795e-05,0.4864864864864865,0.43243243243243246,-0.010260888449438238,-0.01022991595151526,-0.3353880369185613,0.712,0.01934421274050605,1.0,,,,
starcoder2-3b,role_swap_0,jlens,29,last_token,encode_only,atomic,13,1.0,37,-0.016423367799799173,-3.2257680206302145e-05,0.43243243243243246,0.4594594594594595,-0.010121242089367205,-0.010088984409160904,-0.8257411494626461,0.388,0.019451239822570195,1.0,,,,
starcoder2-3b,role_swap_0,jlens,29,last_token,flatten_only,atomic,14,1.0,37,-0.0037328828002552777,-8.256164718937092e-06,0.6216216216216216,0.5135135135135135,-0.011127088710529792,-0.011118832545810852,-0.4229986252885845,0.686,0.00935408233888895,1.0,,,,
starcoder2-3b,role_swap_0,jlens,29,last_token,rename_cumulative,cumulative,21,1.0,37,-0.01704277829664556,-2.5645292009097603e-05,0.43243243243243246,0.43243243243243246,-0.01054600761011531,-0.010520362318106212,-0.9460607324215328,0.368,0.018567100803089237,1.0,,,,
starcoder2-3b,role_swap_0,jlens,29,last_token,rename_opaque,cumulative,22,1.0,37,-0.03472326472690388,-2.3747133994964208e-05,0.3783783783783784,0.4864864864864865,-0.010816896280859892,-0.010793149146864925,-1.9115337277931208,0.034,0.018661205698170508,1.0,,,,
starcoder2-3b,role_swap_0,jlens,29,last_token,rename_opaque_encode,cumulative,23,1.0,37,-0.04688113851249026,-8.433722659247107e-05,0.21621621621621623,0.1891891891891892,-0.010687045065088488,-0.010602707838496019,-3.0378829412922284,0.004,0.015625971209710536,1.0,,,,
starcoder2-3b,role_swap_0,jlens,29,last_token,rename_opaque_encode_flatten,cumulative,24,1.0,37,0.0007330354011278507,1.2513424052611329e-05,0.4594594594594595,0.4864864864864865,-0.011580189837824752,-0.011592703261877363,0.10801585009447495,0.906,0.005650938598525913,1.0,,,,
starcoder2-3b,role_swap_0,jlens,-1,sink_arg,clean_heldout,clean,-1,,37,-0.08847985650046257,-7.197103914917899e-06,0.05405405405405406,0.02702702702702703,-0.01012274420475075,-0.01011554710083583,-1.3877797419182034,0.22,0.06649511906239897,0.7837837837837838,,,,
starcoder2-3b,role_swap_0,jlens,-1,sink_arg,normalize,baseline,0,,37,-0.08847985650046257,-7.197103914917899e-06,0.05405405405405406,0.02702702702702703,-0.01012274420475075,-0.01011554710083583,-1.3877797419182034,0.22,0.06649511906239897,0.7837837837837838,,,,
starcoder2-3b,role_swap_0,jlens,-1,sink_arg,rename_only,atomic,11,,37,-0.06992966947902884,-7.050534922694118e-06,0.40540540540540543,0.40540540540540543,-0.010177325156685227,-0.010170274621762532,-0.4412374392387498,0.632,0.15031045787899833,0.08108108108108109,,,,
starcoder2-3b,role_swap_0,jlens,-1,sink_arg,opaque_only,atomic,12,,37,-0.08847985650046257,-7.197103914917899e-06,0.05405405405405406,0.02702702702702703,-0.01012274420475075,-0.01011554710083583,-1.3877797419182034,0.22,0.06649511906239897,0.7837837837837838,,,,
starcoder2-3b,role_swap_0,jlens,-1,sink_arg,encode_only,atomic,13,,37,-0.08847985650046257,-7.197103914917899e-06,0.05405405405405406,0.02702702702702703,-0.01012274420475075,-0.01011554710083583,-1.3877797419182034,0.22,0.06649511906239897,0.7837837837837838,,,,
