model,lens,layer,site,condition,condition_kind,condition_order,cosine_to_clean
starcoder2-3b,logit,7,sink_arg,rename_opaque_encode,cumulative,23,0.9096014220667296
starcoder2-3b,logit,7,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.7647249516074998
starcoder2-3b,logit,11,sink_arg,clean_heldout,clean,-1,0.9999999999999996
starcoder2-3b,logit,11,sink_arg,normalize,baseline,0,0.9992876979190495
starcoder2-3b,logit,11,sink_arg,rename_only,atomic,11,0.9196794420237323
starcoder2-3b,logit,11,sink_arg,opaque_only,atomic,12,0.9874641904693422
starcoder2-3b,logit,11,sink_arg,encode_only,atomic,13,0.9890545332359812
starcoder2-3b,logit,11,sink_arg,flatten_only,atomic,14,0.7705880484715619
starcoder2-3b,logit,11,sink_arg,rename_cumulative,cumulative,21,0.9362421532998797
starcoder2-3b,logit,11,sink_arg,rename_opaque,cumulative,22,0.9220819753845301
starcoder2-3b,logit,11,sink_arg,rename_opaque_encode,cumulative,23,0.9290635033810379
starcoder2-3b,logit,11,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.8042600169914742
starcoder2-3b,logit,15,sink_arg,clean_heldout,clean,-1,1.0
starcoder2-3b,logit,15,sink_arg,normalize,baseline,0,0.9996445695324897
starcoder2-3b,logit,15,sink_arg,rename_only,atomic,11,0.9211526392746238
starcoder2-3b,logit,15,sink_arg,opaque_only,atomic,12,0.9890332341629157
starcoder2-3b,logit,15,sink_arg,encode_only,atomic,13,0.9886808925257924
starcoder2-3b,logit,15,sink_arg,flatten_only,atomic,14,0.6789640584297901
starcoder2-3b,logit,15,sink_arg,rename_cumulative,cumulative,21,0.9274401541791267
starcoder2-3b,logit,15,sink_arg,rename_opaque,cumulative,22,0.9198704065634677
starcoder2-3b,logit,15,sink_arg,rename_opaque_encode,cumulative,23,0.9213743285030557
starcoder2-3b,logit,15,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.7217434473172917
starcoder2-3b,logit,19,sink_arg,clean_heldout,clean,-1,1.0000000000000002
starcoder2-3b,logit,19,sink_arg,normalize,baseline,0,0.9997401866729708
starcoder2-3b,logit,19,sink_arg,rename_only,atomic,11,0.9140300898221366
starcoder2-3b,logit,19,sink_arg,opaque_only,atomic,12,0.9889763716431832
starcoder2-3b,logit,19,sink_arg,encode_only,atomic,13,0.9871911669724817
starcoder2-3b,logit,19,sink_arg,flatten_only,atomic,14,0.7188124960889081
starcoder2-3b,logit,19,sink_arg,rename_cumulative,cumulative,21,0.9043784069454031
starcoder2-3b,logit,19,sink_arg,rename_opaque,cumulative,22,0.8995633328117134
starcoder2-3b,logit,19,sink_arg,rename_opaque_encode,cumulative,23,0.9141917723437007
starcoder2-3b,logit,19,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.6314158174338411
starcoder2-3b,logit,23,sink_arg,clean_heldout,clean,-1,0.9999999999999998
starcoder2-3b,logit,23,sink_arg,normalize,baseline,0,0.9996572200143846
starcoder2-3b,logit,23,sink_arg,rename_only,atomic,11,0.928564558889207
starcoder2-3b,logit,23,sink_arg,opaque_only,atomic,12,0.988672491348545
starcoder2-3b,logit,23,sink_arg,encode_only,atomic,13,0.9861248316311736
starcoder2-3b,logit,23,sink_arg,flatten_only,atomic,14,0.6069407057971834
starcoder2-3b,logit,23,sink_arg,rename_cumulative,cumulative,21,0.9260951114926359
starcoder2-3b,logit,23,sink_arg,rename_opaque,cumulative,22,0.928190373156836
starcoder2-3b,logit,23,sink_arg,rename_opaque_encode,cumulative,23,0.917134181862936
starcoder2-3b,logit,23,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.6734402165434391
starcoder2-3b,logit,27,sink_arg,clean_heldout,clean,-1,1.0000000000000002
starcoder2-3b,logit,27,sink_arg,normalize,baseline,0,0.999060219984361
starcoder2-3b,logit,27,sink_arg,rename_only,atomic,11,0.910367718522685
starcoder2-3b,logit,27,sink_arg,opaque_only,atomic,12,0.9831521578957987
starcoder2-3b,logit,27,sink_arg,encode_only,atomic,13,0.9738829183452877
starcoder2-3b,logit,27,sink_arg,flatten_only,atomic,14,0.3712034813874654
starcoder2-3b,logit,27,sink_arg,rename_cumulative,cumulative,21,0.9047405822101692
starcoder2-3b,logit,27,sink_arg,rename_opaque,cumulative,22,0.9081298912420384
starcoder2-3b,logit,27,sink_arg,rename_opaque_encode,cumulative,23,0.8762103534542669
starcoder2-3b,logit,27,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.3956470558837136
starcoder2-3b,logit,29,sink_arg,clean_heldout,clean,-1,1.0
starcoder2-3b,logit,29,sink_arg,normalize,baseline,0,0.9988727636586677
starcoder2-3b,logit,29,sink_arg,rename_only,atomic,11,0.8865016746220498
starcoder2-3b,logit,29,sink_arg,opaque_only,atomic,12,0.96860006333545
starcoder2-3b,logit,29,sink_arg,encode_only,atomic,13,0.9180830473261029
starcoder2-3b,logit,29,sink_arg,flatten_only,atomic,14,0.3608905186927375
starcoder2-3b,logit,29,sink_arg,rename_cumulative,cumulative,21,0.8441500124365389
starcoder2-3b,logit,29,sink_arg,rename_opaque,cumulative,22,0.8571328583054496
starcoder2-3b,logit,29,sink_arg,rename_opaque_encode,cumulative,23,0.749088594822637
starcoder2-3b,logit,29,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.42676440646341246
starcoder2-3b,clrp,-1,last_token,clean_heldout,clean,-1,
starcoder2-3b,clrp,-1,last_token,normalize,baseline,0,
starcoder2-3b,clrp,-1,last_token,rename_only,atomic,11,
starcoder2-3b,clrp,-1,last_token,opaque_only,atomic,12,
starcoder2-3b,clrp,-1,last_token,encode_only,atomic,13,
starcoder2-3b,clrp,-1,last_token,flatten_only,atomic,14,
starcoder2-3b,clrp,-1,last_token,rename_cumulative,cumulative,21,
starcoder2-3b,clrp,-1,last_token,rename_opaque,cumulative,22,
starcoder2-3b,clrp,-1,last_token,rename_opaque_encode,cumulative,23,
starcoder2-3b,clrp,-1,last_token,rename_opaque_encode_flatten,cumulative,24,
starcoder2-3b,clrp,0,last_token,clean_heldout,clean,-1,1.0000000000000002
starcoder2-3b,clrp,0,last_token,normalize,baseline,0,0.21483752326296818
starcoder2-3b,clrp,0,last_token,rename_only,atomic,11,-0.340574584063233
starcoder2-3b,clrp,0,last_token,opaque_only,atomic,12,-0.0008676945700148918
starcoder2-3b,clrp,0,last_token,encode_only,atomic,13,0.20396525684846487
starcoder2-3b,clrp,0,last_token,flatten_only,atomic,14,0.05015006844726462
starcoder2-3b,clrp,0,last_token,rename_cumulative,cumulative,21,-0.2439638505293008
starcoder2-3b,clrp,0,last_token,rename_opaque,cumulative,22,-0.37660086275511
starcoder2-3b,clrp,0,last_token,rename_opaque_encode,cumulative,23,0.110538609340517
starcoder2-3b,clrp,0,last_token,rename_opaque_encode_flatten,cumulative,24,0.11826462626023697
starcoder2-3b,clrp,3,last_token,clean_heldout,clean,-1,1.0
starcoder2-3b,clrp,3,last_token,normalize,baseline,0,0.09236055877539485
starcoder2-3b,clrp,3,last_token,rename_only,atomic,11,0.058511824922701586
starcoder2-3b,clrp,3,last_token,opaque_only,atomic,12,0.13037667603224432
starcoder2-3b,clrp,3,last_token,encode_only,atomic,13,0.07077253229513421
starcoder2-3b,clrp,3,last_token,flatten_only,atomic,14,-0.23280773421573392
starcoder2-3b,clrp,3,last_token,rename_cumulative,cumulative,21,0.04680996841504663
starcoder2-3b,clrp,3,last_token,rename_opaque,cumulative,22,-0.09680008314164311
starcoder2-3b,clrp,3,last_token,rename_opaque_encode,cumulative,23,0.07878562998123713
starcoder2-3b,clrp,3,last_token,rename_opaque_encode_flatten,cumulative,24,0.11241046464102185
starcoder2-3b,clrp,7,last_token,clean_heldout,clean,-1,0.9999999999999998
starcoder2-3b,clrp,7,last_token,normalize,baseline,0,0.03316101405702089
starcoder2-3b,clrp,7,last_token,rename_only,atomic,11,-0.20532517845707043
starcoder2-3b,clrp,7,last_token,opaque_only,atomic,12,-0.016247449481657485
starcoder2-3b,clrp,7,last_token,encode_only,atomic,13,0.037144604910962484
starcoder2-3b,clrp,7,last_token,flatten_only,atomic,14,0.07514386557558891
starcoder2-3b,clrp,7,last_token,rename_cumulative,cumulative,21,-0.0012614734113315096
starcoder2-3b,clrp,7,last_token,rename_opaque,cumulative,22,-0.2518564869466341
starcoder2-3b,clrp,7,last_token,rename_opaque_encode,cumulative,23,-0.03839192160157432
starcoder2-3b,clrp,7,last_token,rename_opaque_encode_flatten,cumulative,24,-0.08208770851853636
starcoder2-3b,clrp,11,last_token,clean_heldout,clean,-1,0.9999999999999999
starcoder2-3b,clrp,11,last_token,normalize,baseline,0,0.3565609119281204
starcoder2-3b,clrp,11,last_token,rename_only,atomic,11,0.23924695537925814
starcoder2-3b,clrp,11,last_token,opaque_only,atomic,12,0.33500438494900564
starcoder2-3b,clrp,11,last_token,encode_only,atomic,13,0.328926232457164
starcoder2-3b,clrp,11,last_token,flatten_only,atomic,14,0.13916801754827976
starcoder2-3b,clrp,11,last_token,rename_cumulative,cumulative,21,0.33873152882403607
starcoder2-3b,clrp,11,last_token,rename_opaque,cumulative,22,0.19781442249767267
starcoder2-3b,clrp,11,last_token,rename_opaque_encode,cumulative,23,0.25300394092630984
starcoder2-3b,clrp,11,last_token,rename_opaque_encode_flatten,cumulative,24,0.007305506391527475
starcoder2-3b,clrp,15,last_token,clean_heldout,clean,-1,1.0000000000000002
starcoder2-3b,clrp,15,last_token,normalize,baseline,0,0.2676155346134156
starcoder2-3b,clrp,15,last_token,rename_only,atomic,11,0.294652423228922
starcoder2-3b,clrp,15,last_token,opaque_only,atomic,12,0.26266812495114794
starcoder2-3b,clrp,15,last_token,encode_only,atomic,13,0.2884345193553514
starcoder2-3b,clrp,15,last_token,flatten_only,atomic,14,-0.04634548207749354
starcoder2-3b,clrp,15,last_token,rename_cumulative,cumulative,21,0.27934752426543
starcoder2-3b,clrp,15,last_token,rename_opaque,cumulative,22,0.3076171175685906
starcoder2-3b,clrp,15,last_token,rename_opaque_encode,cumulative,23,0.33347995148012327
starcoder2-3b,clrp,15,last_token,rename_opaque_encode_flatten,cumulative,24,0.019142715266748492
starcoder2-3b,clrp,19,last_token,clean_heldout,clean,-1,1.0
starcoder2-3b,clrp,19,last_token,normalize,baseline,0,0.37642914363260765
starcoder2-3b,clrp,19,last_token,rename_only,atomic,11,0.3380049453452845
starcoder2-3b,clrp,19,last_token,opaque_only,atomic,12,0.3232367969842027
starcoder2-3b,clrp,19,last_token,encode_only,atomic,13,0.3044795348226288
starcoder2-3b,clrp,19,last_token,flatten_only,atomic,14,0.05349241634208946
starcoder2-3b,clrp,19,last_token,rename_cumulative,cumulative,21,0.3084188974722222
starcoder2-3b,clrp,19,last_token,rename_opaque,cumulative,22,0.3534896407716257
starcoder2-3b,clrp,19,last_token,rename_opaque_encode,cumulative,23,0.3157840516042095
starcoder2-3b,clrp,19,last_token,rename_opaque_encode_flatten,cumulative,24,0.19454429354338337
starcoder2-3b,clrp,23,last_token,clean_heldout,clean,-1,1.0
starcoder2-3b,clrp,23,last_token,normalize,baseline,0,0.1983355822061964
starcoder2-3b,clrp,23,last_token,rename_only,atomic,11,0.2292222968722744
starcoder2-3b,clrp,23,last_token,opaque_only,atomic,12,0.25730687410704045
starcoder2-3b,clrp,23,last_token,encode_only,atomic,13,0.17125343597270412
starcoder2-3b,clrp,23,last_token,flatten_only,atomic,14,-0.057385158966876196
starcoder2-3b,clrp,23,last_token,rename_cumulative,cumulative,21,0.26023370758087777
starcoder2-3b,clrp,23,last_token,rename_opaque,cumulative,22,0.3244136596288997
starcoder2-3b,clrp,23,last_token,rename_opaque_encode,cumulative,23,0.2779994524144071
starcoder2-3b,clrp,23,last_token,rename_opaque_encode_flatten,cumulative,24,0.1837476010775965
starcoder2-3b,clrp,27,last_token,clean_heldout,clean,-1,1.0000000000000002
starcoder2-3b,clrp,27,last_token,normalize,baseline,0,0.2160216658895437
starcoder2-3b,clrp,27,last_token,rename_only,atomic,11,0.17480258541605123
starcoder2-3b,clrp,27,last_token,opaque_only,atomic,12,0.2651411707098027
starcoder2-3b,clrp,27,last_token,encode_only,atomic,13,0.21615111874537146
starcoder2-3b,clrp,27,last_token,flatten_only,atomic,14,0.036127433991670004
starcoder2-3b,clrp,27,last_token,rename_cumulative,cumulative,21,0.1756767972970341
starcoder2-3b,clrp,27,last_token,rename_opaque,cumulative,22,0.2167874551225864
starcoder2-3b,clrp,27,last_token,rename_opaque_encode,cumulative,23,0.28437187392357477
starcoder2-3b,clrp,27,last_token,rename_opaque_encode_flatten,cumulative,24,0.20166499902380916
starcoder2-3b,clrp,29,last_token,clean_heldout,clean,-1,1.0000000000000004
starcoder2-3b,clrp,29,last_token,normalize,baseline,0,0.19912859809611386
starcoder2-3b,clrp,29,last_token,rename_only,atomic,11,0.199676478864924
starcoder2-3b,clrp,29,last_token,opaque_only,atomic,12,0.22227133550008463
starcoder2-3b,clrp,29,last_token,encode_only,atomic,13,0.20936536215388055
starcoder2-3b,clrp,29,last_token,flatten_only,atomic,14,-0.06974643112457043
starcoder2-3b,clrp,29,last_token,rename_cumulative,cumulative,21,0.21308272844292425
starcoder2-3b,clrp,29,last_token,rename_opaque,cumulative,22,0.2041796806773323
starcoder2-3b,clrp,29,last_token,rename_opaque_encode,cumulative,23,0.29609609750263005
starcoder2-3b,clrp,29,last_token,rename_opaque_encode_flatten,cumulative,24,0.24641984540673018
starcoder2-3b,clrp,-1,sink_arg,clean_heldout,clean,-1,1.0000000000000002
starcoder2-3b,clrp,-1,sink_arg,normalize,baseline,0,1.0000000000000002
starcoder2-3b,clrp,-1,sink_arg,rename_only,atomic,11,-0.14504114209078378
starcoder2-3b,clrp,-1,sink_arg,opaque_only,atomic,12,1.0000000000000002
starcoder2-3b,clrp,-1,sink_arg,encode_only,atomic,13,1.0000000000000002
starcoder2-3b,clrp,-1,sink_arg,flatten_only,atomic,14,1.0000000000000002
starcoder2-3b,clrp,-1,sink_arg,rename_cumulative,cumulative,21,-0.19480136634028136
starcoder2-3b,clrp,-1,sink_arg,rename_opaque,cumulative,22,-0.1935844361074947
starcoder2-3b,clrp,-1,sink_arg,rename_opaque_encode,cumulative,23,0.4112729519240295
starcoder2-3b,clrp,-1,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.30346676261773226
starcoder2-3b,clrp,0,sink_arg,clean_heldout,clean,-1,0.9999999999999998
starcoder2-3b,clrp,0,sink_arg,normalize,baseline,0,0.9997775521026632
starcoder2-3b,clrp,0,sink_arg,rename_only,atomic,11,0.19120819653992255
starcoder2-3b,clrp,0,sink_arg,opaque_only,atomic,12,0.991037934303746
starcoder2-3b,clrp,0,sink_arg,encode_only,atomic,13,0.9974152219635077
starcoder2-3b,clrp,0,sink_arg,flatten_only,atomic,14,0.9740612337597602
starcoder2-3b,clrp,0,sink_arg,rename_cumulative,cumulative,21,-0.21388851804790002
starcoder2-3b,clrp,0,sink_arg,rename_opaque,cumulative,22,0.07448482077740666
starcoder2-3b,clrp,0,sink_arg,rename_opaque_encode,cumulative,23,0.06509997458579124
starcoder2-3b,clrp,0,sink_arg,rename_opaque_encode_flatten,cumulative,24,-0.23401503659752093
starcoder2-3b,clrp,3,sink_arg,clean_heldout,clean,-1,1.0
starcoder2-3b,clrp,3,sink_arg,normalize,baseline,0,0.9828764491416905
starcoder2-3b,clrp,3,sink_arg,rename_only,atomic,11,0.26163516703868706
starcoder2-3b,clrp,3,sink_arg,opaque_only,atomic,12,0.9645930371147096
starcoder2-3b,clrp,3,sink_arg,encode_only,atomic,13,0.9544376505221015
starcoder2-3b,clrp,3,sink_arg,flatten_only,atomic,14,0.659194146408047
starcoder2-3b,clrp,3,sink_arg,rename_cumulative,cumulative,21,0.31345670607282156
starcoder2-3b,clrp,3,sink_arg,rename_opaque,cumulative,22,0.05243443103070669
starcoder2-3b,clrp,3,sink_arg,rename_opaque_encode,cumulative,23,0.24599219369659112
starcoder2-3b,clrp,3,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.10418707237625822
starcoder2-3b,clrp,7,sink_arg,clean_heldout,clean,-1,1.0000000000000002
starcoder2-3b,clrp,7,sink_arg,normalize,baseline,0,0.9969698949618343
starcoder2-3b,clrp,7,sink_arg,rename_only,atomic,11,0.7666978002596642
starcoder2-3b,clrp,7,sink_arg,opaque_only,atomic,12,0.9749126508804756
starcoder2-3b,clrp,7,sink_arg,encode_only,atomic,13,0.9811518334024695
starcoder2-3b,clrp,7,sink_arg,flatten_only,atomic,14,0.6394213057387929
starcoder2-3b,clrp,7,sink_arg,rename_cumulative,cumulative,21,0.7538049559538732
starcoder2-3b,clrp,7,sink_arg,rename_opaque,cumulative,22,0.6752786303732708
starcoder2-3b,clrp,7,sink_arg,rename_opaque_encode,cumulative,23,0.721130456621628
starcoder2-3b,clrp,7,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.5230787643202287
starcoder2-3b,clrp,11,sink_arg,clean_heldout,clean,-1,0.9999999999999999
starcoder2-3b,clrp,11,sink_arg,normalize,baseline,0,0.9986400270057576
starcoder2-3b,clrp,11,sink_arg,rename_only,atomic,11,0.8373239798775065
starcoder2-3b,clrp,11,sink_arg,opaque_only,atomic,12,0.9792998818238308
starcoder2-3b,clrp,11,sink_arg,encode_only,atomic,13,0.9814226302460011
starcoder2-3b,clrp,11,sink_arg,flatten_only,atomic,14,0.4102886303534995
starcoder2-3b,clrp,11,sink_arg,rename_cumulative,cumulative,21,0.8181353814216324
starcoder2-3b,clrp,11,sink_arg,rename_opaque,cumulative,22,0.8118211005809735
starcoder2-3b,clrp,11,sink_arg,rename_opaque_encode,cumulative,23,0.8214410399550586
starcoder2-3b,clrp,11,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.625949751251115
starcoder2-3b,clrp,15,sink_arg,clean_heldout,clean,-1,1.0000000000000002
starcoder2-3b,clrp,15,sink_arg,normalize,baseline,0,0.9993696026801608
starcoder2-3b,clrp,15,sink_arg,rename_only,atomic,11,0.8656961111269817
starcoder2-3b,clrp,15,sink_arg,opaque_only,atomic,12,0.9793449308911635
starcoder2-3b,clrp,15,sink_arg,encode_only,atomic,13,0.9822377340003753
starcoder2-3b,clrp,15,sink_arg,flatten_only,atomic,14,0.49138426796209683
starcoder2-3b,clrp,15,sink_arg,rename_cumulative,cumulative,21,0.8507545811337095
starcoder2-3b,clrp,15,sink_arg,rename_opaque,cumulative,22,0.8467356273933314
starcoder2-3b,clrp,15,sink_arg,rename_opaque_encode,cumulative,23,0.852217577587105
starcoder2-3b,clrp,15,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.642834158814639
starcoder2-3b,clrp,19,sink_arg,clean_heldout,clean,-1,1.0
starcoder2-3b,clrp,19,sink_arg,normalize,baseline,0,0.9995814887150889
starcoder2-3b,clrp,19,sink_arg,rename_only,atomic,11,0.921165281699558
starcoder2-3b,clrp,19,sink_arg,opaque_only,atomic,12,0.9828387638312404
starcoder2-3b,clrp,19,sink_arg,encode_only,atomic,13,0.9861135864625498
starcoder2-3b,clrp,19,sink_arg,flatten_only,atomic,14,0.6470979515565664
starcoder2-3b,clrp,19,sink_arg,rename_cumulative,cumulative,21,0.9127148657316307
starcoder2-3b,clrp,19,sink_arg,rename_opaque,cumulative,22,0.9073513580044855
starcoder2-3b,clrp,19,sink_arg,rename_opaque_encode,cumulative,23,0.9144932842099326
starcoder2-3b,clrp,19,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.6627921050851837
starcoder2-3b,clrp,23,sink_arg,clean_heldout,clean,-1,1.0000000000000002
starcoder2-3b,clrp,23,sink_arg,normalize,baseline,0,0.9995116639351258
starcoder2-3b,clrp,23,sink_arg,rename_only,atomic,11,0.9097544434426066
starcoder2-3b,clrp,23,sink_arg,opaque_only,atomic,12,0.9855714562994904
starcoder2-3b,clrp,23,sink_arg,encode_only,atomic,13,0.9792050786369901
starcoder2-3b,clrp,23,sink_arg,flatten_only,atomic,14,0.6379349653377688
starcoder2-3b,clrp,23,sink_arg,rename_cumulative,cumulative,21,0.8945584687828956
starcoder2-3b,clrp,23,sink_arg,rename_opaque,cumulative,22,0.9109563443951375
starcoder2-3b,clrp,23,sink_arg,rename_opaque_encode,cumulative,23,0.9048392590913109
starcoder2-3b,clrp,23,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.6451608033219217
starcoder2-3b,clrp,27,sink_arg,clean_heldout,clean,-1,0.9999999999999998
starcoder2-3b,clrp,27,sink_arg,normalize,baseline,0,0.9991040253113169
starcoder2-3b,clrp,27,sink_arg,rename_only,atomic,11,0.9020011884237419
starcoder2-3b,clrp,27,sink_arg,opaque_only,atomic,12,0.9777716845004222
starcoder2-3b,clrp,27,sink_arg,encode_only,atomic,13,0.9556749869178853
starcoder2-3b,clrp,27,sink_arg,flatten_only,atomic,14,0.43566243918975067
starcoder2-3b,clrp,27,sink_arg,rename_cumulative,cumulative,21,0.8770402431902539
starcoder2-3b,clrp,27,sink_arg,rename_opaque,cumulative,22,0.8980606918508568
starcoder2-3b,clrp,27,sink_arg,rename_opaque_encode,cumulative,23,0.8489084935119595
starcoder2-3b,clrp,27,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.4927526759325231
starcoder2-3b,clrp,29,sink_arg,clean_heldout,clean,-1,1.0000000000000002
starcoder2-3b,clrp,29,sink_arg,normalize,baseline,0,0.99887262687431
starcoder2-3b,clrp,29,sink_arg,rename_only,atomic,11,0.8865100855860302
starcoder2-3b,clrp,29,sink_arg,opaque_only,atomic,12,0.9686011582924231
starcoder2-3b,clrp,29,sink_arg,encode_only,atomic,13,0.9180744944942024
starcoder2-3b,clrp,29,sink_arg,flatten_only,atomic,14,0.3604060066295051
starcoder2-3b,clrp,29,sink_arg,rename_cumulative,cumulative,21,0.8441507453194558
starcoder2-3b,clrp,29,sink_arg,rename_opaque,cumulative,22,0.8571441813393245
starcoder2-3b,clrp,29,sink_arg,rename_opaque_encode,cumulative,23,0.7489897391503678
starcoder2-3b,clrp,29,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.42657646656007076
