model,split,lens,layer,site,token_id,token,mean_delta_z,rank,sign_consistency,is_concept_unsafe,is_concept_safe,is_random_control,n_pairs
starcoder2-3b,train,clens,15,sink_arg,40440,bpmn,0.010006021856555905,91,0.5238095238095238,0,0,1,168
starcoder2-3b,train,clens,15,sink_arg,26808,DetalleFacturaProveedor,-0.06590571064238926,123,0.3630952380952381,0,0,1,168
starcoder2-3b,train,clens,15,sink_arg,21794, Priority,0.042647913907237205,76,0.5119047619047619,0,0,1,168
starcoder2-3b,train,clens,15,sink_arg,22140,expires,0.035193323391741464,83,0.5178571428571429,0,0,1,168
starcoder2-3b,train,clens,15,sink_arg,11169,fabric,0.06619810157874186,68,0.5773809523809523,0,0,1,168
starcoder2-3b,train,clens,15,last_token,11135, unsafe,-0.03063919479331011,163,0.3630952380952381,1,0,0,168
starcoder2-3b,train,clens,15,last_token,10065, safe,0.013471103164380535,68,0.625,0,1,0,168
starcoder2-3b,train,clens,15,last_token,32856, trusted,-0.018986896855420238,145,0.39285714285714285,0,1,0,168
starcoder2-3b,train,clens,15,last_token,5084, clean,0.005091143757033315,85,0.5357142857142857,0,1,0,168
starcoder2-3b,train,clens,15,last_token,44483,obacz,0.026900466405691777,42,0.6547619047619048,0,0,0,168
starcoder2-3b,train,clens,15,last_token,3054,entry,0.004927243255446288,86,0.5654761904761905,0,0,0,168
starcoder2-3b,train,clens,15,last_token,42485,igsaw,0.027546329719544748,39,0.625,0,0,0,168
starcoder2-3b,train,clens,15,last_token,48574,ásá,0.03614763037901801,19,0.6130952380952381,0,0,0,168
starcoder2-3b,train,clens,15,last_token,23376, sigu,0.03424527170866904,22,0.5773809523809523,0,0,0,168
starcoder2-3b,train,clens,15,last_token,36416,*)(*,0.008399245859602873,78,0.5059523809523809,0,0,0,168
starcoder2-3b,train,clens,15,last_token,3429, entry,0.011910745067638626,70,0.5297619047619048,0,0,0,168
starcoder2-3b,train,clens,15,last_token,40346,perfilusuario,-0.07104708152646606,194,0.22023809523809523,0,0,0,168
starcoder2-3b,train,clens,15,last_token,41060,AUTHORS,-0.007546250523807128,120,0.48214285714285715,0,0,0,168
starcoder2-3b,train,clens,15,last_token,2717,Entry,0.03224788039081178,28,0.6190476190476191,0,0,0,168
starcoder2-3b,train,clens,15,last_token,37913,streetmap,0.0319400349270805,29,0.6309523809523809,0,0,0,168
starcoder2-3b,train,clens,15,last_token,19599,tribs,-0.026896214959633194,158,0.39880952380952384,0,0,0,168
starcoder2-3b,train,clens,15,last_token,48700, namemap,0.05782761765586067,4,0.6309523809523809,0,0,0,168
starcoder2-3b,train,clens,15,last_token,46511,putc,-0.00919672386722956,126,0.4642857142857143,0,0,0,168
starcoder2-3b,train,clens,15,last_token,8040,fol,-0.038420379257208793,172,0.3869047619047619,0,0,0,168
starcoder2-3b,train,clens,15,last_token,17015,selves,-0.00413254209498185,107,0.49404761904761907,0,0,0,168
starcoder2-3b,train,clens,15,last_token,47229, Ros,-0.007535555165106823,119,0.44047619047619047,0,0,0,168
starcoder2-3b,train,clens,15,last_token,36890,icorp,-0.021035247328418542,149,0.4166666666666667,0,0,0,168
starcoder2-3b,train,clens,15,last_token,6777,hw,0.006898556000194136,84,0.5833333333333334,0,0,0,168
starcoder2-3b,train,clens,15,last_token,35362,ügen,-0.05081235341508628,184,0.2857142857142857,0,0,0,168
starcoder2-3b,train,clens,15,last_token,16224,jshop,-0.030510036159343296,162,0.2916666666666667,0,0,0,168
starcoder2-3b,train,clens,15,last_token,22138,ITERAL,-0.03355139816941849,165,0.27976190476190477,0,0,0,168
starcoder2-3b,train,clens,15,last_token,18207, %(,-0.05160254008730807,186,0.17261904761904762,0,0,0,168
starcoder2-3b,train,clens,15,last_token,22534,ーシ,-0.04619230233345167,178,0.3392857142857143,0,0,0,168
starcoder2-3b,train,clens,15,last_token,15930,":""-""`",0.009860743165924205,75,0.5535714285714286,0,0,0,168
starcoder2-3b,train,clens,15,last_token,8715,ENTRY,0.009642462246227886,76,0.5595238095238095,0,0,0,168
starcoder2-3b,train,clens,15,last_token,37610,brk,0.03022317518324877,34,0.6011904761904762,0,0,0,168
starcoder2-3b,train,clens,15,last_token,5517,fi,-0.04769088957853299,181,0.2976190476190476,0,0,0,168
starcoder2-3b,train,clens,15,last_token,49090,"
                     
                    ",0.007572532783927759,81,0.5178571428571429,0,0,0,168
starcoder2-3b,train,clens,15,last_token,1836,FI,0.031352402482692006,30,0.7202380952380952,0,0,0,168
starcoder2-3b,train,clens,15,last_token,30957,]\:,0.021548707375775095,52,0.6071428571428571,0,0,0,168
starcoder2-3b,train,clens,15,last_token,42643,displayMode,-0.006450166060109718,115,0.5297619047619048,0,0,0,168
starcoder2-3b,train,clens,15,last_token,26332,texttt,-0.0031982738497155255,104,0.4642857142857143,0,0,0,168
starcoder2-3b,train,clens,15,last_token,4802,legate,-0.05109599802881382,185,0.24404761904761904,0,0,0,168
starcoder2-3b,train,clens,15,last_token,37566,TOMCAT,-0.006899393466802179,116,0.4583333333333333,0,0,0,168
starcoder2-3b,train,clens,15,last_token,33175,>#<,-0.013061931342519994,136,0.40476190476190477,0,0,0,168
starcoder2-3b,train,clens,15,last_token,18867,҆,0.03450736196582731,21,0.5773809523809523,0,0,0,168
starcoder2-3b,train,clens,15,last_token,40181,Zc,-0.04775399906980319,182,0.25,0,0,0,168
starcoder2-3b,train,clens,15,last_token,42865,FAMIL,0.016218096314019936,60,0.6309523809523809,0,0,0,168
starcoder2-3b,train,clens,15,last_token,575, or,0.038892298712672614,16,0.7023809523809523,0,0,0,168
starcoder2-3b,train,clens,15,last_token,34232,MCAT,-0.005091800100879064,110,0.47023809523809523,0,0,0,168
starcoder2-3b,train,clens,15,last_token,138,�,0.043057811129809526,13,0.7976190476190477,0,0,0,168
starcoder2-3b,train,clens,15,last_token,2033,pository,0.023060443727740073,50,0.6369047619047619,0,0,0,168
starcoder2-3b,train,clens,15,last_token,210,�,-0.05840121464724305,190,0.20833333333333334,0,0,0,168
starcoder2-3b,train,clens,15,last_token,35747,―,-0.0296209956929025,160,0.36904761904761907,0,0,0,168
starcoder2-3b,train,clens,15,last_token,13918, Entry,0.027229949937542776,41,0.6607142857142857,0,0,0,168
starcoder2-3b,train,clens,15,last_token,22377,听,0.02367060189792543,49,0.7023809523809523,0,0,0,168
starcoder2-3b,train,clens,15,last_token,8624,wards,-0.0347476140840991,167,0.34523809523809523,0,0,0,168
starcoder2-3b,train,clens,15,last_token,37385,lain,-0.04051135243507176,174,0.25,0,0,0,168
starcoder2-3b,train,clens,15,last_token,9849,ientation,0.01696370912216747,58,0.5297619047619048,0,0,0,168
starcoder2-3b,train,clens,15,last_token,47637,Gq,-0.03508992759386513,168,0.27976190476190477,0,0,0,168
starcoder2-3b,train,clens,15,last_token,43527,ول,0.016992303215145117,57,0.5833333333333334,0,0,0,168
starcoder2-3b,train,clens,15,last_token,29896,strator,0.03888222306157839,17,0.7559523809523809,0,0,0,168
starcoder2-3b,train,clens,15,last_token,3861,redential,-0.023701941711881384,154,0.3273809523809524,0,0,0,168
starcoder2-3b,train,clens,15,last_token,6648,ationship,0.03505460925613814,20,0.7023809523809523,0,0,0,168
starcoder2-3b,train,clens,15,last_token,44362,Qc,0.010137589448330502,73,0.5535714285714286,0,0,0,168
starcoder2-3b,train,clens,15,last_token,9818,azz,0.041742557175015724,15,0.7916666666666666,0,0,0,168
starcoder2-3b,train,clens,15,last_token,24150,""">�",0.020849124390847087,53,0.6130952380952381,0,0,0,168
starcoder2-3b,train,clens,15,last_token,10447,TK,0.047052595011191745,11,0.6666666666666666,0,0,0,168
starcoder2-3b,train,clens,15,last_token,22101,repl,-0.06895101447321328,193,0.17857142857142858,0,0,0,168
starcoder2-3b,train,clens,15,last_token,40831,stances,-0.006155457816681751,113,0.4166666666666667,0,0,0,168
starcoder2-3b,train,clens,15,last_token,34950, libr,-0.00219473412323049,99,0.5357142857142857,0,0,0,168
starcoder2-3b,train,clens,15,last_token,46927,substitute,0.0003612579033556281,97,0.5357142857142857,0,0,0,168
starcoder2-3b,train,clens,15,last_token,35545,alsy,0.021723459802830532,51,0.6071428571428571,0,0,0,168
starcoder2-3b,train,clens,15,last_token,24979,Lm,-0.005415096448085677,111,0.4880952380952381,0,0,0,168
starcoder2-3b,train,clens,15,last_token,36550,҃,0.03377663754944219,25,0.5833333333333334,0,0,0,168
starcoder2-3b,train,clens,15,last_token,43215,}_${,-0.006940441987392182,117,0.42857142857142855,0,0,0,168
starcoder2-3b,train,clens,15,last_token,25548,ardu,0.02750924162372923,40,0.7023809523809523,0,0,0,168
starcoder2-3b,train,clens,15,last_token,25261,η,-0.04761469061129523,180,0.17857142857142858,0,0,0,168
starcoder2-3b,train,clens,15,last_token,4180, put,0.03034746815626849,33,0.625,0,0,0,168
starcoder2-3b,train,clens,15,last_token,48419,fuchsia,-0.0027830648756053808,102,0.44642857142857145,0,0,0,168
starcoder2-3b,train,clens,15,last_token,43405,OCR,0.024827422829153116,44,0.6964285714285714,0,0,0,168
starcoder2-3b,train,clens,15,last_token,18778,OrNull,-0.011308357510484842,132,0.48214285714285715,0,0,0,168
starcoder2-3b,train,clens,15,last_token,16254, Execution,-0.05598695364123064,188,0.25595238095238093,0,0,0,168
starcoder2-3b,train,clens,15,last_token,5613,DK,0.03103163750966908,31,0.6428571428571429,0,0,0,168
starcoder2-3b,train,clens,15,last_token,40137,Wn,-0.04880876373529226,183,0.27380952380952384,0,0,0,168
starcoder2-3b,train,clens,15,last_token,46226,liament,-6.378104634660664e-05,98,0.5238095238095238,0,0,0,168
starcoder2-3b,train,clens,15,last_token,47605,nxt,0.0338110501308043,24,0.7738095238095238,0,0,0,168
starcoder2-3b,train,clens,15,last_token,1664,format,-0.009258284316970362,127,0.43452380952380953,0,0,0,168
starcoder2-3b,train,clens,15,last_token,42137,NSInteger,-0.025279452520581926,157,0.34523809523809523,0,0,0,168
starcoder2-3b,train,clens,15,last_token,20732,SCHEMA,0.015997791943145708,61,0.6369047619047619,0,0,0,168
starcoder2-3b,train,clens,15,last_token,11372,matic,0.033267760633727717,26,0.6666666666666666,0,0,0,168
starcoder2-3b,train,clens,15,last_token,22192,ynb,0.007789900217856065,80,0.5416666666666666,0,0,0,168
starcoder2-3b,train,clens,15,last_token,46628,Wq,-0.019454898756724542,146,0.4107142857142857,0,0,0,168
starcoder2-3b,train,clens,15,last_token,6430,tection,0.0005043355463224204,96,0.4583333333333333,0,0,0,168
starcoder2-3b,train,clens,15,last_token,46968,Repl,-0.04099057557022027,175,0.27380952380952384,0,0,0,168
starcoder2-3b,train,clens,15,last_token,6133,gistration,0.055082000471388316,6,0.7857142857142857,0,0,0,168
starcoder2-3b,train,clens,15,last_token,12921,Under,0.02870083511269162,37,0.6845238095238095,0,0,0,168
starcoder2-3b,train,clens,15,last_token,7199,mitive,0.011963493683765305,69,0.5357142857142857,0,0,0,168
starcoder2-3b,train,clens,15,last_token,38454,tshop,-0.022872940106217775,152,0.4166666666666667,0,0,0,168
starcoder2-3b,train,clens,15,last_token,46223,Wc,-0.014689468024854803,138,0.3869047619047619,0,0,0,168
starcoder2-3b,train,clens,15,last_token,19827,warded,-0.002453910924666252,100,0.5297619047619048,0,0,0,168
starcoder2-3b,train,clens,15,last_token,44021, substit,-0.02995396646069097,161,0.2857142857142857,0,0,0,168
starcoder2-3b,train,clens,15,last_token,39049,赛,-0.023116836853945895,153,0.35714285714285715,0,0,0,168
starcoder2-3b,train,clens,15,last_token,1428,do,-0.05723509200479175,189,0.19642857142857142,0,0,0,168
starcoder2-3b,train,clens,15,last_token,14085,bru,0.0013883420250309715,94,0.5238095238095238,0,0,0,168
starcoder2-3b,train,clens,15,last_token,39833,//+,-0.005816071023527373,112,0.49404761904761907,0,0,0,168
starcoder2-3b,train,clens,15,last_token,43977,etest,-0.09284130800286512,195,0.14285714285714285,0,0,0,168
starcoder2-3b,train,clens,15,last_token,20874,nical,-0.01158040380609198,133,0.4107142857142857,0,0,0,168
starcoder2-3b,train,clens,15,last_token,48869, seguida,0.020259743856701123,54,0.625,0,0,0,168
starcoder2-3b,train,clens,15,last_token,39157,ToDate,-0.03886974299440058,173,0.39285714285714285,0,0,0,168
starcoder2-3b,train,clens,15,last_token,32355,appcompat,0.016725920363055053,59,0.5476190476190477,0,0,0,168
starcoder2-3b,train,clens,15,last_token,9224,weet,0.049295925372224776,9,0.8214285714285714,0,0,0,168
starcoder2-3b,train,clens,15,last_token,34906,いう,-0.012954005047877632,135,0.43452380952380953,0,0,0,168
starcoder2-3b,train,clens,15,last_token,4621,ircle,-0.024174996204722694,155,0.4642857142857143,0,0,0,168
starcoder2-3b,train,clens,15,last_token,25337, OnNext,0.01596626590525552,62,0.5476190476190477,0,0,0,168
starcoder2-3b,train,clens,15,last_token,22680,minder,-0.02161573468100691,151,0.43452380952380953,0,0,0,168
starcoder2-3b,train,clens,15,last_token,24154,�,-0.004835156314613444,109,0.4523809523809524,0,0,0,168
starcoder2-3b,train,clens,15,last_token,2763,amb,0.024517758682470556,46,0.6785714285714286,0,0,0,168
starcoder2-3b,train,clens,15,last_token,43213,Signatures,0.0501216447762603,7,0.8214285714285714,0,0,0,168
starcoder2-3b,train,clens,15,last_token,11094,eu,0.0017593286742124427,93,0.4523809523809524,0,0,0,168
starcoder2-3b,train,clens,15,last_token,29696,ggler,0.010345269867384932,72,0.49404761904761907,0,0,0,168
starcoder2-3b,train,clens,15,last_token,25862,quam,-0.025049174912496686,156,0.32142857142857145,0,0,0,168
starcoder2-3b,train,clens,15,last_token,22975,igt,0.029164832382721596,36,0.6726190476190477,0,0,0,168
starcoder2-3b,train,clens,15,last_token,26891,FMT,0.0497678606391715,8,0.7321428571428571,0,0,0,168
starcoder2-3b,train,clens,15,last_token,27244,tology,-0.03209005179078889,164,0.30952380952380953,0,0,0,168
starcoder2-3b,train,clens,15,last_token,23212,opunto,-0.0040579186604113296,106,0.5059523809523809,0,0,0,168
starcoder2-3b,train,clens,15,last_token,46772,",/",-0.00458183197005854,108,0.4642857142857143,0,0,0,168
starcoder2-3b,train,clens,15,last_token,12594,grees,-0.0075873726626610166,121,0.44642857142857145,0,0,0,168
starcoder2-3b,train,clens,15,last_token,1386,summary,0.015953291099193717,63,0.6547619047619048,0,0,0,168
starcoder2-3b,train,clens,15,last_token,46938,ѡ,-0.012911004440015673,134,0.4166666666666667,0,0,0,168
starcoder2-3b,train,clens,15,last_token,1293, ||,0.008011766260241823,79,0.5773809523809523,0,0,0,168
starcoder2-3b,train,clens,15,last_token,8963,�,-0.008717836079339025,123,0.44047619047619047,0,0,0,168
starcoder2-3b,train,clens,15,last_token,35233,Thunk,0.010010898681376001,74,0.5952380952380952,0,0,0,168
starcoder2-3b,train,clens,15,last_token,9460,dating,-0.036839497366107934,169,0.26785714285714285,0,0,0,168
starcoder2-3b,train,clens,15,last_token,29785, Continu,0.01852503975654202,56,0.5654761904761905,0,0,0,168
starcoder2-3b,train,clens,15,last_token,39466,instancetype,0.008784072852338811,77,0.5535714285714286,0,0,0,168
starcoder2-3b,train,clens,15,last_token,20118, Under,0.0032578613107218293,89,0.5238095238095238,0,0,0,168
starcoder2-3b,train,clens,15,last_token,14825, onto,0.030583887258765714,32,0.7261904761904762,0,0,0,168
starcoder2-3b,train,clens,15,last_token,19053, má,0.0568457312503712,5,0.8273809523809523,0,0,0,168
starcoder2-3b,train,clens,15,last_token,41179,cerning,-0.010243736109620524,129,0.4107142857142857,0,0,0,168
starcoder2-3b,train,clens,15,last_token,2194, args,0.03734566715746555,18,0.7559523809523809,0,0,0,168
starcoder2-3b,train,clens,15,last_token,48031, (^)(,-0.016563676261494877,142,0.43452380952380953,0,0,0,168
starcoder2-3b,train,clens,15,last_token,37114, Substitute,-0.0033062069881393476,105,0.5,0,0,0,168
starcoder2-3b,train,clens,15,last_token,38425,PERIM,0.025136834523119867,43,0.6785714285714286,0,0,0,168
starcoder2-3b,train,clens,15,last_token,30568,rche,0.0006355506240462379,95,0.5119047619047619,0,0,0,168
starcoder2-3b,train,clens,15,last_token,26047,]::,-0.06114296528854909,191,0.25,0,0,0,168
starcoder2-3b,train,clens,15,last_token,16472,>{{$,0.007071760599152397,83,0.47023809523809523,0,0,0,168
starcoder2-3b,train,clens,15,last_token,4149,kw,0.007321027971574811,82,0.6130952380952381,0,0,0,168
starcoder2-3b,train,clens,15,last_token,2360,viron,-0.002746508006571909,101,0.4642857142857143,0,0,0,168
starcoder2-3b,train,clens,15,last_token,44911,-+-,-0.041889851052669125,176,0.2976190476190476,0,0,0,168
starcoder2-3b,train,clens,15,last_token,42715,%(,-0.05521068144809173,187,0.21428571428571427,0,0,0,168
starcoder2-3b,train,clens,15,last_token,2224, format,-0.009149900639328221,124,0.4226190476190476,0,0,0,168
starcoder2-3b,train,clens,15,last_token,18194,][],-0.03747105509089148,171,0.30357142857142855,0,0,0,168
starcoder2-3b,train,clens,15,last_token,41169,",'_",0.07102533282160936,0,0.7321428571428571,0,0,0,168
starcoder2-3b,train,clens,15,last_token,764, do,-0.04729535935402335,179,0.20238095238095238,0,0,0,168
starcoder2-3b,train,clens,15,last_token,21711,ogenerated,0.07014458738737865,1,0.8035714285714286,0,0,0,168
starcoder2-3b,train,clens,15,last_token,42529, leo,-0.03460899993711125,166,0.24404761904761904,0,0,0,168
starcoder2-3b,train,clens,15,last_token,39202,igateway,0.011654038704039341,71,0.5595238095238095,0,0,0,168
starcoder2-3b,train,clens,15,last_token,20400, dedic,-0.016260777516048985,141,0.5,0,0,0,168
starcoder2-3b,train,clens,15,last_token,21348,duino,0.0330177430279715,27,0.6785714285714286,0,0,0,168
starcoder2-3b,train,clens,15,last_token,19158,hz,0.015575340398226748,66,0.6309523809523809,0,0,0,168
starcoder2-3b,train,clens,15,last_token,48069,Vg,-0.01844578821699961,144,0.3630952380952381,0,0,0,168
starcoder2-3b,train,clens,15,last_token,28166,tif,-0.009745461989331367,128,0.4226190476190476,0,0,0,168
starcoder2-3b,train,clens,15,last_token,36271,shr,-0.006311451505994578,114,0.4523809523809524,0,0,0,168
starcoder2-3b,train,clens,15,last_token,47634, můžete,0.03386877991500679,23,0.6369047619047619,0,0,0,168
starcoder2-3b,train,clens,15,last_token,253,�,0.024654355371605246,45,0.6369047619047619,0,0,0,168
starcoder2-3b,train,clens,15,last_token,29524,included,-0.014940025169678859,139,0.4166666666666667,0,0,0,168
starcoder2-3b,train,clens,15,last_token,16955,ellig,0.024451617612177793,47,0.6904761904761905,0,0,0,168
starcoder2-3b,train,clens,15,last_token,21407,Presentation,-0.008716733700283833,122,0.44047619047619047,0,0,0,168
starcoder2-3b,train,clens,15,last_token,4386,security,-0.028174096510171866,159,0.35714285714285715,0,0,1,168
starcoder2-3b,train,clens,15,last_token,38041,igation,-0.019509122483292455,147,0.47023809523809523,0,0,1,168
starcoder2-3b,train,clens,15,last_token,32173,Symfony,-0.021339409568423152,150,0.35714285714285715,0,0,1,168
starcoder2-3b,train,clens,15,last_token,21571, 만,0.003093041206380391,90,0.4523809523809524,0,0,1,168
starcoder2-3b,train,clens,15,last_token,21283,转换,-0.013132786500594903,137,0.44642857142857145,0,0,1,168
starcoder2-3b,train,clens,15,last_token,42201,olk,0.015580258479572538,65,0.5535714285714286,0,0,1,168
starcoder2-3b,train,clens,15,last_token,4224, still,-0.043290279594455895,177,0.2261904761904762,0,0,1,168
starcoder2-3b,train,clens,15,last_token,34277,Trees,-0.007265094719073631,118,0.4642857142857143,0,0,1,168
starcoder2-3b,train,clens,15,last_token,9902,LEMENT,0.0030598011308863,91,0.4642857142857143,0,0,1,168
starcoder2-3b,train,clens,15,last_token,4629,DATA,0.0239526225748596,48,0.625,0,0,1,168
starcoder2-3b,train,clens,15,last_token,25877,figcaption,0.042078668330379064,14,0.6845238095238095,0,0,1,168
starcoder2-3b,train,clens,15,last_token,47953, lea,-0.06240855411498453,192,0.17261904761904762,0,0,1,168
starcoder2-3b,train,clens,15,last_token,36163,Configurer,0.015741280712794282,64,0.625,0,0,1,168
starcoder2-3b,train,clens,15,last_token,37411,almost,-0.01512073114259242,140,0.43452380952380953,0,0,1,168
starcoder2-3b,train,clens,15,last_token,35265, Overflow,-0.03685688644602629,170,0.30357142857142855,0,0,1,168
starcoder2-3b,train,clens,15,last_token,38636,lamp,-0.016641200193358935,143,0.43452380952380953,0,0,1,168
starcoder2-3b,train,clens,15,last_token,25226,"""/>.",0.003503804585126733,88,0.4583333333333333,0,0,1,168
starcoder2-3b,train,clens,15,last_token,6297, Resource,0.02770921396046662,38,0.6904761904761905,0,0,1,168
starcoder2-3b,train,clens,15,last_token,41275, DFS,0.002377124495748768,92,0.5119047619047619,0,0,1,168
starcoder2-3b,train,clens,15,last_token,22137,Identifiers,0.0431724271780202,12,0.7619047619047619,0,0,1,168
starcoder2-3b,train,clens,15,last_token,24593,""">';",0.019425938655570536,55,0.6190476190476191,0,0,1,168
starcoder2-3b,train,clens,15,last_token,18225,disconnect,0.029892191005439765,35,0.7321428571428571,0,0,1,168
starcoder2-3b,train,clens,15,last_token,8972,itecture,-0.002828017573058098,103,0.47023809523809523,0,0,1,168
starcoder2-3b,train,clens,15,last_token,45552, CORS,0.06727243626810994,2,0.9226190476190477,0,0,1,168
starcoder2-3b,train,clens,15,last_token,38415, IQ,0.04855894168974558,10,0.7916666666666666,0,0,1,168
starcoder2-3b,train,clens,15,last_token,31647,paramtype,0.06277271308148678,3,0.7142857142857143,0,0,1,168
starcoder2-3b,train,clens,15,last_token,19779,�,0.004430655185156967,87,0.5,0,0,1,168
starcoder2-3b,train,clens,15,last_token,40440,bpmn,-0.009163354085447484,125,0.44642857142857145,0,0,1,168
starcoder2-3b,train,clens,15,last_token,26808,DetalleFacturaProveedor,-0.010752691335359613,130,0.4226190476190476,0,0,1,168
starcoder2-3b,train,clens,15,last_token,21794, Priority,-0.011154521478585033,131,0.44642857142857145,0,0,1,168
starcoder2-3b,train,clens,15,last_token,22140,expires,-0.020796838222931838,148,0.4226190476190476,0,0,1,168
starcoder2-3b,train,clens,15,last_token,11169,fabric,0.01538480953109449,67,0.6071428571428571,0,0,1,168
starcoder2-3b,train,clens,19,sink_arg,11135, unsafe,-0.11598519450230957,127,0.3869047619047619,1,0,0,168
starcoder2-3b,train,clens,19,sink_arg,10065, safe,0.12729453397593582,57,0.6369047619047619,0,1,0,168
starcoder2-3b,train,clens,19,sink_arg,32856, trusted,0.14292628771796606,50,0.6488095238095238,0,1,0,168
starcoder2-3b,train,clens,19,sink_arg,5084, clean,0.13682771711957062,51,0.7440476190476191,0,1,0,168
starcoder2-3b,train,clens,19,sink_arg,44483,obacz,-0.2881947834092995,169,0.24404761904761904,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,3054,entry,0.1302616198896256,55,0.6071428571428571,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,42485,igsaw,-0.5364548555518868,195,0.20238095238095238,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,48574,ásá,0.4202834884100956,13,0.8630952380952381,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,23376, sigu,0.05365935952231543,77,0.5297619047619048,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,36416,*)(*,-0.31795444033604037,178,0.26785714285714285,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,3429, entry,0.12066934381605907,61,0.6190476190476191,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,40346,perfilusuario,-0.3666045318870528,187,0.25595238095238093,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,41060,AUTHORS,-0.3030858777902409,175,0.23809523809523808,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,2717,Entry,0.022091752219441436,87,0.5357142857142857,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,37913,streetmap,-0.18738392390211653,145,0.2976190476190476,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,19599,tribs,-0.2142765192129092,153,0.2857142857142857,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,48700, namemap,-0.2837180735142463,168,0.34523809523809523,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,46511,putc,-0.02124425882113285,103,0.42857142857142855,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,8040,fol,0.26577332689390964,28,0.6785714285714286,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,17015,selves,0.009744924073832725,91,0.5059523809523809,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,47229, Ros,0.4637728818063842,9,0.8511904761904762,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,36890,icorp,-0.30252874186160433,174,0.24404761904761904,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,6777,hw,0.2777338072810492,26,0.8392857142857143,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,35362,ügen,-0.39693728724464866,190,0.19047619047619047,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,16224,jshop,-0.22964219825865892,156,0.24404761904761904,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,22138,ITERAL,-0.4223410401947759,193,0.125,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,18207, %(,-0.3851187314272806,188,0.17857142857142858,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,22534,ーシ,0.2953424169525573,25,0.8154761904761905,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,15930,":""-""`",-0.20834380078016693,149,0.38095238095238093,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,8715,ENTRY,-0.0012590611144922574,96,0.49404761904761907,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,37610,brk,0.24426537971607443,31,0.7976190476190477,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,5517,fi,0.17904444563690208,39,0.7440476190476191,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,49090,"
                     
                    ",-0.412365692313797,191,0.1130952380952381,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,1836,FI,0.1460633476844944,48,0.7023809523809523,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,30957,]\:,-0.25280325422873967,163,0.3333333333333333,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,42643,displayMode,0.4865666153552654,7,0.9404761904761905,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,26332,texttt,-0.08468602466956289,119,0.44642857142857145,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,4802,legate,-0.1536362601718059,140,0.3869047619047619,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,37566,TOMCAT,0.12457084214105099,58,0.6190476190476191,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,33175,>#<,-0.1790081082357682,144,0.3392857142857143,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,18867,҆,0.014678441435084011,89,0.4642857142857143,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,40181,Zc,-0.10859129502761888,125,0.4107142857142857,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,42865,FAMIL,-0.2120255035896132,152,0.27380952380952384,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,575, or,0.7025635992080838,0,0.8214285714285714,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,34232,MCAT,-0.24800431270271672,159,0.19047619047619047,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,138,�,0.26838499683847294,27,0.7559523809523809,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,2033,pository,0.15545136742087584,45,0.7142857142857143,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,210,�,-0.3384207822256731,183,0.20238095238095238,0,0,0,168
starcoder2-3b,train,clens,19,sink_arg,35747,―,-0.41802559188252647,192,0.27976190476190477,0,0,0,168
