model,lens,layer,relative_depth,site,condition,condition_kind,condition_order,base_id,family,structure,role_swap,orientation,matched_on,unsafe_program,safe_program,anchor_token_unsafe,anchor_token_safe,anchor_token_same,contrast_prob_unsafe,contrast_prob_safe,delta_contrast_prob,contrast_z_unsafe,contrast_z_safe,delta_contrast_z,top_positive,top_negative
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_assign_chain_00,command_exec,assign_chain,0,unsafe_minus_safe,same_base,command_exec_assign_chain_00_unsafe,command_exec_assign_chain_00_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_assign_chain_02,command_exec,assign_chain,0,unsafe_minus_safe,same_base,command_exec_assign_chain_02_unsafe,command_exec_assign_chain_02_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_assign_chain_03,command_exec,assign_chain,1,unsafe_minus_safe,same_base,command_exec_assign_chain_03_unsafe,command_exec_assign_chain_03_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_assign_chain_06,command_exec,assign_chain,0,unsafe_minus_safe,same_base,command_exec_assign_chain_06_unsafe,command_exec_assign_chain_06_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_assign_chain_08,command_exec,assign_chain,0,unsafe_minus_safe,same_base,command_exec_assign_chain_08_unsafe,command_exec_assign_chain_08_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_assign_chain_11,command_exec,assign_chain,1,unsafe_minus_safe,same_base,command_exec_assign_chain_11_unsafe,command_exec_assign_chain_11_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_branch_merge_00,command_exec,branch_merge,0,unsafe_minus_safe,same_base,command_exec_branch_merge_00_unsafe,command_exec_branch_merge_00_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_branch_merge_01,command_exec,branch_merge,1,unsafe_minus_safe,same_base,command_exec_branch_merge_01_unsafe,command_exec_branch_merge_01_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_branch_merge_07,command_exec,branch_merge,1,unsafe_minus_safe,same_base,command_exec_branch_merge_07_unsafe,command_exec_branch_merge_07_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_branch_merge_11,command_exec,branch_merge,1,unsafe_minus_safe,same_base,command_exec_branch_merge_11_unsafe,command_exec_branch_merge_11_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_branch_merge_12,command_exec,branch_merge,0,unsafe_minus_safe,same_base,command_exec_branch_merge_12_unsafe,command_exec_branch_merge_12_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_branch_merge_14,command_exec,branch_merge,0,unsafe_minus_safe,same_base,command_exec_branch_merge_14_unsafe,command_exec_branch_merge_14_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_direct_00,command_exec,direct,0,unsafe_minus_safe,same_base,command_exec_direct_00_unsafe,command_exec_direct_00_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_direct_08,command_exec,direct,0,unsafe_minus_safe,same_base,command_exec_direct_08_unsafe,command_exec_direct_08_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_direct_09,command_exec,direct,1,unsafe_minus_safe,same_base,command_exec_direct_09_unsafe,command_exec_direct_09_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_direct_11,command_exec,direct,1,unsafe_minus_safe,same_base,command_exec_direct_11_unsafe,command_exec_direct_11_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_direct_12,command_exec,direct,0,unsafe_minus_safe,same_base,command_exec_direct_12_unsafe,command_exec_direct_12_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_direct_13,command_exec,direct,1,unsafe_minus_safe,same_base,command_exec_direct_13_unsafe,command_exec_direct_13_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_helper_03,command_exec,helper,1,unsafe_minus_safe,same_base,command_exec_helper_03_unsafe,command_exec_helper_03_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_helper_04,command_exec,helper,0,unsafe_minus_safe,same_base,command_exec_helper_04_unsafe,command_exec_helper_04_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_helper_08,command_exec,helper,0,unsafe_minus_safe,same_base,command_exec_helper_08_unsafe,command_exec_helper_08_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_helper_12,command_exec,helper,0,unsafe_minus_safe,same_base,command_exec_helper_12_unsafe,command_exec_helper_12_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_helper_14,command_exec,helper,0,unsafe_minus_safe,same_base,command_exec_helper_14_unsafe,command_exec_helper_14_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,command_exec_helper_15,command_exec,helper,1,unsafe_minus_safe,same_base,command_exec_helper_15_unsafe,command_exec_helper_15_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,0,unsafe_minus_safe,same_base,dynamic_exec_assign_chain_02_unsafe,dynamic_exec_assign_chain_02_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_assign_chain_04,dynamic_exec,assign_chain,0,unsafe_minus_safe,same_base,dynamic_exec_assign_chain_04_unsafe,dynamic_exec_assign_chain_04_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_assign_chain_08,dynamic_exec,assign_chain,0,unsafe_minus_safe,same_base,dynamic_exec_assign_chain_08_unsafe,dynamic_exec_assign_chain_08_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_assign_chain_11,dynamic_exec,assign_chain,1,unsafe_minus_safe,same_base,dynamic_exec_assign_chain_11_unsafe,dynamic_exec_assign_chain_11_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_assign_chain_14,dynamic_exec,assign_chain,0,unsafe_minus_safe,same_base,dynamic_exec_assign_chain_14_unsafe,dynamic_exec_assign_chain_14_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_assign_chain_15,dynamic_exec,assign_chain,1,unsafe_minus_safe,same_base,dynamic_exec_assign_chain_15_unsafe,dynamic_exec_assign_chain_15_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_branch_merge_08,dynamic_exec,branch_merge,0,unsafe_minus_safe,same_base,dynamic_exec_branch_merge_08_unsafe,dynamic_exec_branch_merge_08_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_branch_merge_09,dynamic_exec,branch_merge,1,unsafe_minus_safe,same_base,dynamic_exec_branch_merge_09_unsafe,dynamic_exec_branch_merge_09_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_branch_merge_12,dynamic_exec,branch_merge,0,unsafe_minus_safe,same_base,dynamic_exec_branch_merge_12_unsafe,dynamic_exec_branch_merge_12_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_branch_merge_15,dynamic_exec,branch_merge,1,unsafe_minus_safe,same_base,dynamic_exec_branch_merge_15_unsafe,dynamic_exec_branch_merge_15_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_branch_merge_18,dynamic_exec,branch_merge,0,unsafe_minus_safe,same_base,dynamic_exec_branch_merge_18_unsafe,dynamic_exec_branch_merge_18_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_branch_merge_19,dynamic_exec,branch_merge,1,unsafe_minus_safe,same_base,dynamic_exec_branch_merge_19_unsafe,dynamic_exec_branch_merge_19_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_direct_01,dynamic_exec,direct,1,unsafe_minus_safe,same_base,dynamic_exec_direct_01_unsafe,dynamic_exec_direct_01_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_direct_03,dynamic_exec,direct,1,unsafe_minus_safe,same_base,dynamic_exec_direct_03_unsafe,dynamic_exec_direct_03_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_direct_05,dynamic_exec,direct,1,unsafe_minus_safe,same_base,dynamic_exec_direct_05_unsafe,dynamic_exec_direct_05_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_direct_10,dynamic_exec,direct,0,unsafe_minus_safe,same_base,dynamic_exec_direct_10_unsafe,dynamic_exec_direct_10_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_direct_13,dynamic_exec,direct,1,unsafe_minus_safe,same_base,dynamic_exec_direct_13_unsafe,dynamic_exec_direct_13_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_direct_14,dynamic_exec,direct,0,unsafe_minus_safe,same_base,dynamic_exec_direct_14_unsafe,dynamic_exec_direct_14_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_helper_02,dynamic_exec,helper,0,unsafe_minus_safe,same_base,dynamic_exec_helper_02_unsafe,dynamic_exec_helper_02_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_helper_04,dynamic_exec,helper,0,unsafe_minus_safe,same_base,dynamic_exec_helper_04_unsafe,dynamic_exec_helper_04_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_helper_07,dynamic_exec,helper,1,unsafe_minus_safe,same_base,dynamic_exec_helper_07_unsafe,dynamic_exec_helper_07_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_helper_10,dynamic_exec,helper,0,unsafe_minus_safe,same_base,dynamic_exec_helper_10_unsafe,dynamic_exec_helper_10_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_helper_13,dynamic_exec,helper,1,unsafe_minus_safe,same_base,dynamic_exec_helper_13_unsafe,dynamic_exec_helper_13_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,dynamic_exec_helper_19,dynamic_exec,helper,1,unsafe_minus_safe,same_base,dynamic_exec_helper_19_unsafe,dynamic_exec_helper_19_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_assign_chain_02,sql_exec,assign_chain,0,unsafe_minus_safe,same_base,sql_exec_assign_chain_02_unsafe,sql_exec_assign_chain_02_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_assign_chain_09,sql_exec,assign_chain,1,unsafe_minus_safe,same_base,sql_exec_assign_chain_09_unsafe,sql_exec_assign_chain_09_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_assign_chain_10,sql_exec,assign_chain,0,unsafe_minus_safe,same_base,sql_exec_assign_chain_10_unsafe,sql_exec_assign_chain_10_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_assign_chain_13,sql_exec,assign_chain,1,unsafe_minus_safe,same_base,sql_exec_assign_chain_13_unsafe,sql_exec_assign_chain_13_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_assign_chain_15,sql_exec,assign_chain,1,unsafe_minus_safe,same_base,sql_exec_assign_chain_15_unsafe,sql_exec_assign_chain_15_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_assign_chain_18,sql_exec,assign_chain,0,unsafe_minus_safe,same_base,sql_exec_assign_chain_18_unsafe,sql_exec_assign_chain_18_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_branch_merge_05,sql_exec,branch_merge,1,unsafe_minus_safe,same_base,sql_exec_branch_merge_05_unsafe,sql_exec_branch_merge_05_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_branch_merge_12,sql_exec,branch_merge,0,unsafe_minus_safe,same_base,sql_exec_branch_merge_12_unsafe,sql_exec_branch_merge_12_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_branch_merge_13,sql_exec,branch_merge,1,unsafe_minus_safe,same_base,sql_exec_branch_merge_13_unsafe,sql_exec_branch_merge_13_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_branch_merge_14,sql_exec,branch_merge,0,unsafe_minus_safe,same_base,sql_exec_branch_merge_14_unsafe,sql_exec_branch_merge_14_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_branch_merge_15,sql_exec,branch_merge,1,unsafe_minus_safe,same_base,sql_exec_branch_merge_15_unsafe,sql_exec_branch_merge_15_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_branch_merge_18,sql_exec,branch_merge,0,unsafe_minus_safe,same_base,sql_exec_branch_merge_18_unsafe,sql_exec_branch_merge_18_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_direct_03,sql_exec,direct,1,unsafe_minus_safe,same_base,sql_exec_direct_03_unsafe,sql_exec_direct_03_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_direct_06,sql_exec,direct,0,unsafe_minus_safe,same_base,sql_exec_direct_06_unsafe,sql_exec_direct_06_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_direct_09,sql_exec,direct,1,unsafe_minus_safe,same_base,sql_exec_direct_09_unsafe,sql_exec_direct_09_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_direct_12,sql_exec,direct,0,unsafe_minus_safe,same_base,sql_exec_direct_12_unsafe,sql_exec_direct_12_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_direct_15,sql_exec,direct,1,unsafe_minus_safe,same_base,sql_exec_direct_15_unsafe,sql_exec_direct_15_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_direct_18,sql_exec,direct,0,unsafe_minus_safe,same_base,sql_exec_direct_18_unsafe,sql_exec_direct_18_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_helper_03,sql_exec,helper,1,unsafe_minus_safe,same_base,sql_exec_helper_03_unsafe,sql_exec_helper_03_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_helper_07,sql_exec,helper,1,unsafe_minus_safe,same_base,sql_exec_helper_07_unsafe,sql_exec_helper_07_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_helper_09,sql_exec,helper,1,unsafe_minus_safe,same_base,sql_exec_helper_09_unsafe,sql_exec_helper_09_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_helper_12,sql_exec,helper,0,unsafe_minus_safe,same_base,sql_exec_helper_12_unsafe,sql_exec_helper_12_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_helper_14,sql_exec,helper,0,unsafe_minus_safe,same_base,sql_exec_helper_14_unsafe,sql_exec_helper_14_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,last_token,clean_heldout,clean,-1,sql_exec_helper_15,sql_exec,helper,1,unsafe_minus_safe,same_base,sql_exec_helper_15_unsafe,sql_exec_helper_15_safe,222,222,1,-0.010624441160622236,-0.010624441160622236,0.0,-0.9129230795668153,-0.9129230795668153,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,sink_arg,clean_heldout,clean,-1,command_exec_assign_chain_00,command_exec,assign_chain,0,unsafe_minus_safe,same_base,command_exec_assign_chain_00_unsafe,command_exec_assign_chain_00_safe,55,55,1,-0.010181738538357032,-0.010181738538357032,0.0,0.020547196207253975,0.020547196207253975,0.0,fabric|expires| Priority, unsafe| safe| trusted
starcoder2-3b,jlens,-1,,sink_arg,clean_heldout,clean,-1,command_exec_assign_chain_02,command_exec,assign_chain,0,unsafe_minus_safe,same_base,command_exec_assign_chain_02_unsafe,command_exec_assign_chain_02_safe,55,55,1,-0.010181738538357032,-0.010181738538357032,0.0,0.020547196207253975,0.020547196207253975,0.0,fabric|expires| Priority, unsafe| safe| trusted
