model,base_id,split,arm,layer,readout,family,pair_index,inner_word,outer_word,m_source,m_target,delta,reversal,n_seeds
deepseek-coder-6.7b,base_0370,test,ba,8,jlens,action,7,replaced,kept,0.05812343955039978,0.004050400108098984,-0.054073039442300797,0.0,1
deepseek-coder-6.7b,base_0370,test,ba,8,jlens,action,8,changed,unchanged,0.0637882798910141,0.009520169347524643,-0.054268110543489456,0.0,1
deepseek-coder-6.7b,base_0371,test,ba,8,jlens,scope,0,local,global,0.001898929476737976,-0.053518787026405334,-0.05541771650314331,0.0,1
deepseek-coder-6.7b,base_0371,test,ba,8,jlens,scope,1,inner,outer,-0.02455170452594757,-0.023084595799446106,0.0014671087265014648,1.0,1
deepseek-coder-6.7b,base_0371,test,ba,8,jlens,scope,2,inside,outside,0.12927904725074768,0.15866416692733765,0.029385119676589966,1.0,1
deepseek-coder-6.7b,base_0371,test,ba,8,jlens,scope,3,nested,module,-0.09473328292369843,0.029913127422332764,0.12464641034603119,1.0,1
deepseek-coder-6.7b,base_0371,test,ba,8,jlens,positional,4,later,earlier,0.05717184394598007,0.0010064542293548584,-0.056165389716625214,0.0,1
deepseek-coder-6.7b,base_0371,test,ba,8,jlens,positional,5,second,first,-0.2995593547821045,-0.264228880405426,0.03533047437667847,1.0,1
deepseek-coder-6.7b,base_0371,test,ba,8,jlens,positional,6,new,original,0.07642077654600143,0.02663814276456833,-0.049782633781433105,0.0,1
deepseek-coder-6.7b,base_0371,test,ba,8,jlens,action,7,replaced,kept,0.03915262967348099,-0.007872503250837326,-0.047025132924318314,0.0,1
deepseek-coder-6.7b,base_0371,test,ba,8,jlens,action,8,changed,unchanged,0.03563631325960159,-0.08060389757156372,-0.11624021083116531,0.0,1
deepseek-coder-6.7b,base_0372,calib,ba,8,jlens,scope,0,local,global,0.02484343945980072,-0.06297746300697327,-0.08782090246677399,0.0,1
deepseek-coder-6.7b,base_0372,calib,ba,8,jlens,scope,1,inner,outer,-0.0236516110599041,-0.023645922541618347,5.688518285751343e-06,1.0,1
deepseek-coder-6.7b,base_0372,calib,ba,8,jlens,scope,2,inside,outside,0.15982313454151154,0.165191650390625,0.005368515849113464,1.0,1
deepseek-coder-6.7b,base_0372,calib,ba,8,jlens,scope,3,nested,module,-0.07352015376091003,0.041053883731365204,0.11457403749227524,1.0,1
deepseek-coder-6.7b,base_0372,calib,ba,8,jlens,positional,4,later,earlier,0.023854821920394897,-0.004843413829803467,-0.028698235750198364,0.0,1
deepseek-coder-6.7b,base_0372,calib,ba,8,jlens,positional,5,second,first,-0.3535959720611572,-0.2838306128978729,0.0697653591632843,1.0,1
deepseek-coder-6.7b,base_0372,calib,ba,8,jlens,positional,6,new,original,0.035029955208301544,0.031147591769695282,-0.003882363438606262,0.0,1
deepseek-coder-6.7b,base_0372,calib,ba,8,jlens,action,7,replaced,kept,-0.0051327720284461975,-0.02002580091357231,-0.014893028885126114,0.0,1
deepseek-coder-6.7b,base_0372,calib,ba,8,jlens,action,8,changed,unchanged,-0.008733578026294708,-0.07533029466867447,-0.06659671664237976,0.0,1
deepseek-coder-6.7b,base_0373,calib,ba,8,jlens,scope,0,local,global,0.017591796815395355,-0.019296318292617798,-0.03688811510801315,0.0,1
deepseek-coder-6.7b,base_0373,calib,ba,8,jlens,scope,1,inner,outer,0.02182728610932827,0.021500136703252792,-0.0003271494060754776,0.0,1
deepseek-coder-6.7b,base_0373,calib,ba,8,jlens,scope,2,inside,outside,0.13275066018104553,0.13427498936653137,0.0015243291854858398,1.0,1
deepseek-coder-6.7b,base_0373,calib,ba,8,jlens,scope,3,nested,module,-0.08174722641706467,0.041987039148807526,0.12373426556587219,1.0,1
deepseek-coder-6.7b,base_0373,calib,ba,8,jlens,positional,4,later,earlier,-0.06223070248961449,-0.04606769606471062,0.01616300642490387,1.0,1
deepseek-coder-6.7b,base_0373,calib,ba,8,jlens,positional,5,second,first,-0.3613024353981018,-0.29488691687583923,0.06641551852226257,1.0,1
deepseek-coder-6.7b,base_0373,calib,ba,8,jlens,positional,6,new,original,0.06802894175052643,0.0917220413684845,0.02369309961795807,1.0,1
deepseek-coder-6.7b,base_0373,calib,ba,8,jlens,action,7,replaced,kept,0.013315752148628235,-0.017121996730566025,-0.03043774887919426,0.0,1
deepseek-coder-6.7b,base_0373,calib,ba,8,jlens,action,8,changed,unchanged,0.14266571402549744,0.038169823586940765,-0.10449589043855667,0.0,1
deepseek-coder-6.7b,base_0374,calib,ba,8,jlens,scope,0,local,global,0.009329790249466896,-0.024515703320503235,-0.03384549170732498,0.0,1
deepseek-coder-6.7b,base_0374,calib,ba,8,jlens,scope,1,inner,outer,0.04840584471821785,0.05030764639377594,0.0019018016755580902,1.0,1
deepseek-coder-6.7b,base_0374,calib,ba,8,jlens,scope,2,inside,outside,0.13589780032634735,0.17206445336341858,0.03616665303707123,1.0,1
deepseek-coder-6.7b,base_0374,calib,ba,8,jlens,scope,3,nested,module,-0.09492763876914978,0.09644647687673569,0.19137412309646606,1.0,1
deepseek-coder-6.7b,base_0374,calib,ba,8,jlens,positional,4,later,earlier,0.15156780183315277,0.052933238446712494,-0.09863456338644028,0.0,1
deepseek-coder-6.7b,base_0374,calib,ba,8,jlens,positional,5,second,first,-0.2646411657333374,-0.2884690463542938,-0.02382788062095642,0.0,1
deepseek-coder-6.7b,base_0374,calib,ba,8,jlens,positional,6,new,original,0.10174189507961273,0.06116238236427307,-0.04057951271533966,0.0,1
deepseek-coder-6.7b,base_0374,calib,ba,8,jlens,action,7,replaced,kept,-0.001412469893693924,-0.015853948891162872,-0.014441478997468948,0.0,1
deepseek-coder-6.7b,base_0374,calib,ba,8,jlens,action,8,changed,unchanged,0.09168687462806702,-0.03638865798711777,-0.12807554006576538,0.0,1
deepseek-coder-6.7b,base_0375,test,ba,8,jlens,scope,0,local,global,0.021307053044438362,-0.015613369643688202,-0.036920420825481415,0.0,1
deepseek-coder-6.7b,base_0375,test,ba,8,jlens,scope,1,inner,outer,-0.02249675989151001,0.0014742091298103333,0.023970969021320343,1.0,1
deepseek-coder-6.7b,base_0375,test,ba,8,jlens,scope,2,inside,outside,0.18392950296401978,0.19503659009933472,0.011107087135314941,1.0,1
deepseek-coder-6.7b,base_0375,test,ba,8,jlens,scope,3,nested,module,-0.2182622253894806,0.0017050057649612427,0.21996723115444183,1.0,1
deepseek-coder-6.7b,base_0375,test,ba,8,jlens,positional,4,later,earlier,0.04509080573916435,0.004206385463476181,-0.04088442027568817,0.0,1
deepseek-coder-6.7b,base_0375,test,ba,8,jlens,positional,5,second,first,-0.33651161193847656,-0.3219870924949646,0.014524519443511963,1.0,1
deepseek-coder-6.7b,base_0375,test,ba,8,jlens,positional,6,new,original,0.11018291115760803,0.09074521064758301,-0.019437700510025024,0.0,1
deepseek-coder-6.7b,base_0375,test,ba,8,jlens,action,7,replaced,kept,-0.008176550269126892,-0.07000314444303513,-0.061826594173908234,0.0,1
deepseek-coder-6.7b,base_0375,test,ba,8,jlens,action,8,changed,unchanged,0.13345906138420105,0.018504437059164047,-0.1149546205997467,0.0,1
deepseek-coder-6.7b,base_0376,test,ba,8,jlens,scope,0,local,global,-0.00044877827167510986,-0.05510106682777405,-0.05465228855609894,0.0,1
deepseek-coder-6.7b,base_0376,test,ba,8,jlens,scope,1,inner,outer,-0.03869745135307312,-0.016179900616407394,0.022517550736665726,1.0,1
deepseek-coder-6.7b,base_0376,test,ba,8,jlens,scope,2,inside,outside,0.09457694739103317,0.10537630319595337,0.010799355804920197,1.0,1
deepseek-coder-6.7b,base_0376,test,ba,8,jlens,scope,3,nested,module,-0.2008461356163025,-0.013702549040317535,0.18714359402656555,1.0,1
deepseek-coder-6.7b,base_0376,test,ba,8,jlens,positional,4,later,earlier,0.12582355737686157,0.027794189751148224,-0.09802936762571335,0.0,1
deepseek-coder-6.7b,base_0376,test,ba,8,jlens,positional,5,second,first,-0.29453137516975403,-0.24159160256385803,0.052939772605895996,1.0,1
deepseek-coder-6.7b,base_0376,test,ba,8,jlens,positional,6,new,original,0.13540944457054138,0.08243443071842194,-0.052975013852119446,0.0,1
deepseek-coder-6.7b,base_0376,test,ba,8,jlens,action,7,replaced,kept,0.008644606918096542,-0.006809618324041367,-0.015454225242137909,0.0,1
deepseek-coder-6.7b,base_0376,test,ba,8,jlens,action,8,changed,unchanged,0.09881363809108734,-0.05678384751081467,-0.1555974781513214,0.0,1
deepseek-coder-6.7b,base_0377,test,ba,8,jlens,scope,0,local,global,0.013172723352909088,-0.05505692958831787,-0.06822965294122696,0.0,1
deepseek-coder-6.7b,base_0377,test,ba,8,jlens,scope,1,inner,outer,-0.03654903918504715,-0.027062512934207916,0.009486526250839233,1.0,1
deepseek-coder-6.7b,base_0377,test,ba,8,jlens,scope,2,inside,outside,0.14201577007770538,0.16662338376045227,0.024607613682746887,1.0,1
deepseek-coder-6.7b,base_0377,test,ba,8,jlens,scope,3,nested,module,-0.12509354948997498,0.01721988618373871,0.14231343567371368,1.0,1
deepseek-coder-6.7b,base_0377,test,ba,8,jlens,positional,4,later,earlier,0.054363250732421875,-0.005613088607788086,-0.05997633934020996,0.0,1
deepseek-coder-6.7b,base_0377,test,ba,8,jlens,positional,5,second,first,-0.2999368906021118,-0.26761549711227417,0.032321393489837646,1.0,1
deepseek-coder-6.7b,base_0377,test,ba,8,jlens,positional,6,new,original,0.05144314467906952,0.04177819937467575,-0.009664945304393768,0.0,1
deepseek-coder-6.7b,base_0377,test,ba,8,jlens,action,7,replaced,kept,-0.005519438534975052,-0.008967526257038116,-0.0034480877220630646,0.0,1
deepseek-coder-6.7b,base_0377,test,ba,8,jlens,action,8,changed,unchanged,-0.006400689482688904,-0.08369304239749908,-0.07729235291481018,0.0,1
deepseek-coder-6.7b,base_0378,test,ba,8,jlens,scope,0,local,global,0.03263445198535919,-0.0034842491149902344,-0.036118701100349426,0.0,1
deepseek-coder-6.7b,base_0378,test,ba,8,jlens,scope,1,inner,outer,0.008034568279981613,-0.0109137874096632,-0.018948355689644814,0.0,1
deepseek-coder-6.7b,base_0378,test,ba,8,jlens,scope,2,inside,outside,0.1867237389087677,0.1777714490890503,-0.008952289819717407,0.0,1
deepseek-coder-6.7b,base_0378,test,ba,8,jlens,scope,3,nested,module,-0.191236674785614,-0.08119602501392365,0.11004064977169037,1.0,1
deepseek-coder-6.7b,base_0378,test,ba,8,jlens,positional,4,later,earlier,0.12516601383686066,0.05691475793719292,-0.06825125217437744,0.0,1
deepseek-coder-6.7b,base_0378,test,ba,8,jlens,positional,5,second,first,-0.30988743901252747,-0.3119460940361023,-0.002058655023574829,0.0,1
deepseek-coder-6.7b,base_0378,test,ba,8,jlens,positional,6,new,original,0.0875636488199234,0.10848162323236465,0.020917974412441254,1.0,1
deepseek-coder-6.7b,base_0378,test,ba,8,jlens,action,7,replaced,kept,0.030808724462985992,0.00396343506872654,-0.026845289394259453,0.0,1
deepseek-coder-6.7b,base_0378,test,ba,8,jlens,action,8,changed,unchanged,0.04453064873814583,-0.07186237722635269,-0.11639302968978882,0.0,1
deepseek-coder-6.7b,base_0379,test,ba,8,jlens,scope,0,local,global,-0.06730225682258606,-0.07560724765062332,-0.008304990828037262,0.0,1
deepseek-coder-6.7b,base_0379,test,ba,8,jlens,scope,1,inner,outer,0.014813899993896484,0.027822677046060562,0.013008777052164078,1.0,1
deepseek-coder-6.7b,base_0379,test,ba,8,jlens,scope,2,inside,outside,0.16476504504680634,0.16386494040489197,-0.0009001046419143677,0.0,1
deepseek-coder-6.7b,base_0379,test,ba,8,jlens,scope,3,nested,module,-0.10946626216173172,0.03370773047208786,0.14317399263381958,1.0,1
deepseek-coder-6.7b,base_0379,test,ba,8,jlens,positional,4,later,earlier,0.030519098043441772,-0.03184479475021362,-0.062363892793655396,0.0,1
deepseek-coder-6.7b,base_0379,test,ba,8,jlens,positional,5,second,first,-0.37033969163894653,-0.3315616846084595,0.03877800703048706,1.0,1
deepseek-coder-6.7b,base_0379,test,ba,8,jlens,positional,6,new,original,0.03942665457725525,0.04030219092965126,0.0008755363523960114,1.0,1
deepseek-coder-6.7b,base_0379,test,ba,8,jlens,action,7,replaced,kept,-0.019179601222276688,-0.02529071643948555,-0.006111115217208862,0.0,1
deepseek-coder-6.7b,base_0379,test,ba,8,jlens,action,8,changed,unchanged,0.0874309167265892,-0.027629166841506958,-0.11506008356809616,0.0,1
deepseek-coder-6.7b,base_0380,calib,ba,8,jlens,scope,0,local,global,0.026776915416121483,-0.024885207414627075,-0.05166212469339371,0.0,1
deepseek-coder-6.7b,base_0380,calib,ba,8,jlens,scope,1,inner,outer,0.0470132902264595,0.05361853912472725,0.006605248898267746,1.0,1
deepseek-coder-6.7b,base_0380,calib,ba,8,jlens,scope,2,inside,outside,0.14795178174972534,0.17712731659412384,0.0291755348443985,1.0,1
deepseek-coder-6.7b,base_0380,calib,ba,8,jlens,scope,3,nested,module,-0.12248407304286957,0.10661835223436356,0.22910243272781372,1.0,1
deepseek-coder-6.7b,base_0380,calib,ba,8,jlens,positional,4,later,earlier,0.11507073044776917,0.052537355571985245,-0.06253337860107422,0.0,1
deepseek-coder-6.7b,base_0380,calib,ba,8,jlens,positional,5,second,first,-0.23946839570999146,-0.29206472635269165,-0.052596330642700195,0.0,1
deepseek-coder-6.7b,base_0380,calib,ba,8,jlens,positional,6,new,original,0.15092258155345917,0.07357613742351532,-0.07734644412994385,0.0,1
deepseek-coder-6.7b,base_0380,calib,ba,8,jlens,action,7,replaced,kept,-0.009934511035680771,-0.04267791286110878,-0.03274340182542801,0.0,1
deepseek-coder-6.7b,base_0380,calib,ba,8,jlens,action,8,changed,unchanged,0.08484978973865509,-0.032783955335617065,-0.11763374507427216,0.0,1
deepseek-coder-6.7b,base_0381,test,ba,8,jlens,scope,0,local,global,0.02768898755311966,-3.281980752944946e-05,-0.02772180736064911,0.0,1
deepseek-coder-6.7b,base_0381,test,ba,8,jlens,scope,1,inner,outer,-0.004238314926624298,0.009862087666988373,0.014100402593612671,1.0,1
deepseek-coder-6.7b,base_0381,test,ba,8,jlens,scope,2,inside,outside,0.2195301353931427,0.20528621971607208,-0.014243915677070618,0.0,1
deepseek-coder-6.7b,base_0381,test,ba,8,jlens,scope,3,nested,module,-0.17372164130210876,-0.00020444393157958984,0.17351719737052917,1.0,1
deepseek-coder-6.7b,base_0381,test,ba,8,jlens,positional,4,later,earlier,0.005281023681163788,-0.019288640469312668,-0.024569664150476456,0.0,1
deepseek-coder-6.7b,base_0381,test,ba,8,jlens,positional,5,second,first,-0.3870050311088562,-0.3269863426685333,0.060018688440322876,1.0,1
deepseek-coder-6.7b,base_0381,test,ba,8,jlens,positional,6,new,original,0.043647170066833496,0.07775380462408066,0.03410663455724716,1.0,1
deepseek-coder-6.7b,base_0381,test,ba,8,jlens,action,7,replaced,kept,-0.061221688985824585,-0.053916290402412415,0.00730539858341217,1.0,1
deepseek-coder-6.7b,base_0381,test,ba,8,jlens,action,8,changed,unchanged,0.10553410649299622,0.012114863842725754,-0.09341923892498016,0.0,1
deepseek-coder-6.7b,base_0382,test,ba,8,jlens,scope,0,local,global,0.03638564422726631,-0.043987810611724854,-0.08037345111370087,0.0,1
deepseek-coder-6.7b,base_0382,test,ba,8,jlens,scope,1,inner,outer,0.015510397963225842,-0.002174435183405876,-0.017684832215309143,0.0,1
deepseek-coder-6.7b,base_0382,test,ba,8,jlens,scope,2,inside,outside,0.1544826328754425,0.16576124727725983,0.011278614401817322,1.0,1
deepseek-coder-6.7b,base_0382,test,ba,8,jlens,scope,3,nested,module,-0.0690617710351944,0.07381408661603928,0.14287585020065308,1.0,1
deepseek-coder-6.7b,base_0382,test,ba,8,jlens,positional,4,later,earlier,0.058286674320697784,0.009418249130249023,-0.04886842519044876,0.0,1
deepseek-coder-6.7b,base_0382,test,ba,8,jlens,positional,5,second,first,-0.2862791121006012,-0.26849398016929626,0.01778513193130493,1.0,1
deepseek-coder-6.7b,base_0382,test,ba,8,jlens,positional,6,new,original,0.03371414914727211,0.011979877948760986,-0.021734271198511124,0.0,1
deepseek-coder-6.7b,base_0382,test,ba,8,jlens,action,7,replaced,kept,0.0036578550934791565,-0.02761034294962883,-0.031268198043107986,0.0,1
deepseek-coder-6.7b,base_0382,test,ba,8,jlens,action,8,changed,unchanged,0.0019699186086654663,-0.08762364089488983,-0.0895935595035553,0.0,1
deepseek-coder-6.7b,base_0383,test,ba,8,jlens,scope,0,local,global,0.03868056833744049,-0.05147995054721832,-0.09016051888465881,0.0,1
deepseek-coder-6.7b,base_0383,test,ba,8,jlens,scope,1,inner,outer,0.036569707095623016,-0.0012200623750686646,-0.03778976947069168,0.0,1
deepseek-coder-6.7b,base_0383,test,ba,8,jlens,scope,2,inside,outside,0.21762500703334808,0.15899091958999634,-0.058634087443351746,0.0,1
deepseek-coder-6.7b,base_0383,test,ba,8,jlens,scope,3,nested,module,0.011487041600048542,0.09141676872968674,0.07992972433567047,1.0,1
deepseek-coder-6.7b,base_0383,test,ba,8,jlens,positional,4,later,earlier,0.01039096713066101,0.01801702380180359,0.007626056671142578,1.0,1
deepseek-coder-6.7b,base_0383,test,ba,8,jlens,positional,5,second,first,-0.3969016671180725,-0.2739071547985077,0.12299451231956482,1.0,1
deepseek-coder-6.7b,base_0383,test,ba,8,jlens,positional,6,new,original,-0.014447376132011414,0.001334063708782196,0.01578143984079361,1.0,1
deepseek-coder-6.7b,base_0383,test,ba,8,jlens,action,7,replaced,kept,0.008470103144645691,-0.035958465188741684,-0.044428568333387375,0.0,1
deepseek-coder-6.7b,base_0383,test,ba,8,jlens,action,8,changed,unchanged,0.029939845204353333,-0.08823172003030777,-0.1181715652346611,0.0,1
deepseek-coder-6.7b,base_0384,test,ba,8,jlens,scope,0,local,global,0.018709570169448853,-0.04764707386493683,-0.06635664403438568,0.0,1
deepseek-coder-6.7b,base_0384,test,ba,8,jlens,scope,1,inner,outer,-0.00746455043554306,0.0015097856521606445,0.008974336087703705,1.0,1
deepseek-coder-6.7b,base_0384,test,ba,8,jlens,scope,2,inside,outside,0.12261548638343811,0.16406363248825073,0.04144814610481262,1.0,1
deepseek-coder-6.7b,base_0384,test,ba,8,jlens,scope,3,nested,module,-0.021733546629548073,0.11381343752145767,0.1355469822883606,1.0,1
deepseek-coder-6.7b,base_0384,test,ba,8,jlens,positional,4,later,earlier,0.06034272536635399,-0.003134980797767639,-0.06347770988941193,0.0,1
deepseek-coder-6.7b,base_0384,test,ba,8,jlens,positional,5,second,first,-0.30719271302223206,-0.3168940544128418,-0.009701341390609741,0.0,1
deepseek-coder-6.7b,base_0384,test,ba,8,jlens,positional,6,new,original,0.044500529766082764,0.054351456463336945,0.009850926697254181,1.0,1
deepseek-coder-6.7b,base_0384,test,ba,8,jlens,action,7,replaced,kept,0.01350303366780281,-0.0022062957286834717,-0.015709329396486282,0.0,1
deepseek-coder-6.7b,base_0384,test,ba,8,jlens,action,8,changed,unchanged,0.09148436784744263,-0.01646403968334198,-0.1079484075307846,0.0,1
deepseek-coder-6.7b,base_0385,calib,ba,8,jlens,scope,0,local,global,0.02666126936674118,-0.03016987442970276,-0.05683114379644394,0.0,1
deepseek-coder-6.7b,base_0385,calib,ba,8,jlens,scope,1,inner,outer,0.035630159080028534,-0.013231918215751648,-0.04886207729578018,0.0,1
deepseek-coder-6.7b,base_0385,calib,ba,8,jlens,scope,2,inside,outside,0.2253517210483551,0.21598121523857117,-0.009370505809783936,0.0,1
deepseek-coder-6.7b,base_0385,calib,ba,8,jlens,scope,3,nested,module,-0.1145203560590744,-0.03935743868350983,0.07516291737556458,1.0,1
deepseek-coder-6.7b,base_0385,calib,ba,8,jlens,positional,4,later,earlier,0.06466098874807358,0.013471394777297974,-0.051189593970775604,0.0,1
deepseek-coder-6.7b,base_0385,calib,ba,8,jlens,positional,5,second,first,-0.28531503677368164,-0.2969958484172821,-0.011680811643600464,0.0,1
deepseek-coder-6.7b,base_0385,calib,ba,8,jlens,positional,6,new,original,0.00028192438185214996,0.04004012793302536,0.03975820541381836,1.0,1
deepseek-coder-6.7b,base_0385,calib,ba,8,jlens,action,7,replaced,kept,-0.03258798271417618,-0.046590983867645264,-0.014003001153469086,0.0,1
deepseek-coder-6.7b,base_0385,calib,ba,8,jlens,action,8,changed,unchanged,0.052395470440387726,-0.027366962283849716,-0.07976242899894714,0.0,1
deepseek-coder-6.7b,base_0386,calib,ba,8,jlens,scope,0,local,global,0.029864482581615448,-0.020711392164230347,-0.050575874745845795,0.0,1
deepseek-coder-6.7b,base_0386,calib,ba,8,jlens,scope,1,inner,outer,0.04037436842918396,0.019080957397818565,-0.021293411031365395,0.0,1
deepseek-coder-6.7b,base_0386,calib,ba,8,jlens,scope,2,inside,outside,0.17082710564136505,0.1318877935409546,-0.03893931210041046,0.0,1
deepseek-coder-6.7b,base_0386,calib,ba,8,jlens,scope,3,nested,module,-0.09996731579303741,0.038282543420791626,0.13824985921382904,1.0,1
deepseek-coder-6.7b,base_0386,calib,ba,8,jlens,positional,4,later,earlier,-0.004440613090991974,-0.03586558252573013,-0.03142496943473816,0.0,1
deepseek-coder-6.7b,base_0386,calib,ba,8,jlens,positional,5,second,first,-0.35089707374572754,-0.306216299533844,0.044680774211883545,1.0,1
deepseek-coder-6.7b,base_0386,calib,ba,8,jlens,positional,6,new,original,0.07575873285531998,0.09862726926803589,0.022868536412715912,1.0,1
deepseek-coder-6.7b,base_0386,calib,ba,8,jlens,action,7,replaced,kept,0.01910506933927536,-0.022629212588071823,-0.04173428192734718,0.0,1
deepseek-coder-6.7b,base_0386,calib,ba,8,jlens,action,8,changed,unchanged,0.1395675241947174,0.0356629341840744,-0.103904590010643,0.0,1
deepseek-coder-6.7b,base_0387,test,ba,8,jlens,scope,0,local,global,0.026015039533376694,-0.03467530012130737,-0.06069033965468407,0.0,1
deepseek-coder-6.7b,base_0387,test,ba,8,jlens,scope,1,inner,outer,-0.034291889518499374,0.00896550714969635,0.043257396668195724,1.0,1
deepseek-coder-6.7b,base_0387,test,ba,8,jlens,scope,2,inside,outside,0.18728739023208618,0.2232576459646225,0.035970255732536316,1.0,1
deepseek-coder-6.7b,base_0387,test,ba,8,jlens,scope,3,nested,module,-0.17328567802906036,-0.04349514842033386,0.1297905296087265,1.0,1
deepseek-coder-6.7b,base_0387,test,ba,8,jlens,positional,4,later,earlier,0.06613577157258987,0.012313887476921082,-0.05382188409566879,0.0,1
deepseek-coder-6.7b,base_0387,test,ba,8,jlens,positional,5,second,first,-0.2658992111682892,-0.29368355870246887,-0.027784347534179688,0.0,1
deepseek-coder-6.7b,base_0387,test,ba,8,jlens,positional,6,new,original,0.029451701790094376,0.04524439573287964,0.015792693942785263,1.0,1
deepseek-coder-6.7b,base_0387,test,ba,8,jlens,action,7,replaced,kept,0.04552780091762543,0.03261619806289673,-0.012911602854728699,0.0,1
deepseek-coder-6.7b,base_0387,test,ba,8,jlens,action,8,changed,unchanged,0.030521318316459656,-0.08587327599525452,-0.11639459431171417,0.0,1
deepseek-coder-6.7b,base_0388,test,ba,8,jlens,scope,0,local,global,0.035227902233600616,-0.025204092264175415,-0.06043199449777603,0.0,1
deepseek-coder-6.7b,base_0388,test,ba,8,jlens,scope,1,inner,outer,0.04022800549864769,0.048826172947883606,0.008598167449235916,1.0,1
deepseek-coder-6.7b,base_0388,test,ba,8,jlens,scope,2,inside,outside,0.1326090693473816,0.17670206725597382,0.044092997908592224,1.0,1
deepseek-coder-6.7b,base_0388,test,ba,8,jlens,scope,3,nested,module,-0.057964224368333817,0.08491821587085724,0.14288243651390076,1.0,1
deepseek-coder-6.7b,base_0388,test,ba,8,jlens,positional,4,later,earlier,0.14470145106315613,0.054819561541080475,-0.08988188952207565,0.0,1
deepseek-coder-6.7b,base_0388,test,ba,8,jlens,positional,5,second,first,-0.23972797393798828,-0.2795674204826355,-0.03983944654464722,0.0,1
deepseek-coder-6.7b,base_0388,test,ba,8,jlens,positional,6,new,original,0.13621965050697327,0.07496943324804306,-0.061250217258930206,0.0,1
deepseek-coder-6.7b,base_0388,test,ba,8,jlens,action,7,replaced,kept,0.003684649243950844,-0.03137379139661789,-0.035058438777923584,0.0,1
deepseek-coder-6.7b,base_0388,test,ba,8,jlens,action,8,changed,unchanged,0.1033129021525383,-0.04461370408535004,-0.14792659878730774,0.0,1
deepseek-coder-6.7b,base_0389,test,ba,8,jlens,scope,0,local,global,-0.02097170799970627,-0.01554541289806366,0.005426295101642609,1.0,1
deepseek-coder-6.7b,base_0389,test,ba,8,jlens,scope,1,inner,outer,0.0202642772346735,0.017479369416832924,-0.002784907817840576,0.0,1
deepseek-coder-6.7b,base_0389,test,ba,8,jlens,scope,2,inside,outside,0.1350749284029007,0.14371271431446075,0.008637785911560059,1.0,1
deepseek-coder-6.7b,base_0389,test,ba,8,jlens,scope,3,nested,module,-0.093301922082901,0.026948310434818268,0.12025023251771927,1.0,1
deepseek-coder-6.7b,base_0389,test,ba,8,jlens,positional,4,later,earlier,-0.014553263783454895,-0.04961607605218887,-0.03506281226873398,0.0,1
deepseek-coder-6.7b,base_0389,test,ba,8,jlens,positional,5,second,first,-0.35217446088790894,-0.2907975912094116,0.061376869678497314,1.0,1
deepseek-coder-6.7b,base_0389,test,ba,8,jlens,positional,6,new,original,0.06541736423969269,0.09990115463733673,0.03448379039764404,1.0,1
deepseek-coder-6.7b,base_0389,test,ba,8,jlens,action,7,replaced,kept,-0.020236775279045105,-0.018708467483520508,0.0015283077955245972,1.0,1
deepseek-coder-6.7b,base_0389,test,ba,8,jlens,action,8,changed,unchanged,0.18161700665950775,0.028660627081990242,-0.15295638144016266,0.0,1
deepseek-coder-6.7b,base_0390,test,ba,8,jlens,scope,0,local,global,0.014104414731264114,-0.02636733651161194,-0.04047175124287605,0.0,1
deepseek-coder-6.7b,base_0390,test,ba,8,jlens,scope,1,inner,outer,0.012323640286922455,-0.012913011014461517,-0.025236651301383972,0.0,1
deepseek-coder-6.7b,base_0390,test,ba,8,jlens,scope,2,inside,outside,0.2008552849292755,0.213032528758049,0.012177243828773499,1.0,1
deepseek-coder-6.7b,base_0390,test,ba,8,jlens,scope,3,nested,module,-0.13790631294250488,-0.048150498420000076,0.0897558182477951,1.0,1
deepseek-coder-6.7b,base_0390,test,ba,8,jlens,positional,4,later,earlier,0.058556947857141495,0.0066939666867256165,-0.05186298117041588,0.0,1
deepseek-coder-6.7b,base_0390,test,ba,8,jlens,positional,5,second,first,-0.28931623697280884,-0.282816618680954,0.006499618291854858,1.0,1
deepseek-coder-6.7b,base_0390,test,ba,8,jlens,positional,6,new,original,-0.0027739200741052628,0.03591771796345711,0.03869163990020752,1.0,1
deepseek-coder-6.7b,base_0390,test,ba,8,jlens,action,7,replaced,kept,-0.020299162715673447,-0.028383156284689903,-0.008083993569016457,0.0,1
deepseek-coder-6.7b,base_0390,test,ba,8,jlens,action,8,changed,unchanged,0.04929063469171524,-0.0389738567173481,-0.08826449513435364,0.0,1
deepseek-coder-6.7b,base_0391,test,ba,8,jlens,scope,0,local,global,0.026326224207878113,-0.015617132186889648,-0.04194335639476776,0.0,1
deepseek-coder-6.7b,base_0391,test,ba,8,jlens,scope,1,inner,outer,0.03073873743414879,0.017810726538300514,-0.012928010895848274,0.0,1
deepseek-coder-6.7b,base_0391,test,ba,8,jlens,scope,2,inside,outside,0.1921796351671219,0.1872139275074005,-0.0049657076597213745,0.0,1
deepseek-coder-6.7b,base_0391,test,ba,8,jlens,scope,3,nested,module,-0.08723568916320801,0.07673300057649612,0.16396868228912354,1.0,1
deepseek-coder-6.7b,base_0391,test,ba,8,jlens,positional,4,later,earlier,-0.02771143987774849,-0.031990546733140945,-0.004279106855392456,0.0,1
