model,base_id,split,arm,layer,readout,family,pair_index,inner_word,outer_word,m_source,m_target,delta,reversal,n_seeds
deepseek-coder-6.7b,base_0222,test,ba,12,logit,positional,5,second,first,-1.8415923118591309,-6.115772247314453,-4.274179935455322,0.0,1
deepseek-coder-6.7b,base_0222,test,ba,12,logit,positional,6,new,original,3.5946784019470215,4.228163719177246,0.6334853172302246,1.0,1
deepseek-coder-6.7b,base_0222,test,ba,12,logit,action,7,replaced,kept,8.894436836242676,8.253680229187012,-0.6407566070556641,0.0,1
deepseek-coder-6.7b,base_0222,test,ba,12,logit,action,8,changed,unchanged,5.770044326782227,6.718771934509277,0.9487276077270508,1.0,1
deepseek-coder-6.7b,base_0223,test,ba,12,logit,scope,0,local,global,-7.846102714538574,2.785001754760742,10.631104469299316,1.0,1
deepseek-coder-6.7b,base_0223,test,ba,12,logit,scope,1,inner,outer,-4.027834892272949,-1.385134220123291,2.642700672149658,1.0,1
deepseek-coder-6.7b,base_0223,test,ba,12,logit,scope,2,inside,outside,2.1162426471710205,4.38789176940918,2.271649122238159,1.0,1
deepseek-coder-6.7b,base_0223,test,ba,12,logit,scope,3,nested,module,-1.2091479301452637,1.920229196548462,3.1293771266937256,1.0,1
deepseek-coder-6.7b,base_0223,test,ba,12,logit,positional,4,later,earlier,-7.4055280685424805,2.280137062072754,9.685665130615234,1.0,1
deepseek-coder-6.7b,base_0223,test,ba,12,logit,positional,5,second,first,-7.814118385314941,-9.698938369750977,-1.8848199844360352,0.0,1
deepseek-coder-6.7b,base_0223,test,ba,12,logit,positional,6,new,original,-2.7099711894989014,2.6412501335144043,5.351221084594727,1.0,1
deepseek-coder-6.7b,base_0223,test,ba,12,logit,action,7,replaced,kept,4.2108306884765625,12.938794136047363,8.7279634475708,1.0,1
deepseek-coder-6.7b,base_0223,test,ba,12,logit,action,8,changed,unchanged,5.1330413818359375,9.70106315612793,4.568021774291992,1.0,1
deepseek-coder-6.7b,base_0224,test,ba,12,logit,scope,0,local,global,-3.1029787063598633,3.0108327865600586,6.113811492919922,1.0,1
deepseek-coder-6.7b,base_0224,test,ba,12,logit,scope,1,inner,outer,-1.6213808059692383,-1.5461950302124023,0.07518577575683594,1.0,1
deepseek-coder-6.7b,base_0224,test,ba,12,logit,scope,2,inside,outside,-1.3566856384277344,1.8485097885131836,3.205195426940918,1.0,1
deepseek-coder-6.7b,base_0224,test,ba,12,logit,scope,3,nested,module,0.721351146697998,3.2807841300964355,2.5594329833984375,1.0,1
deepseek-coder-6.7b,base_0224,test,ba,12,logit,positional,4,later,earlier,-7.202733993530273,2.709301471710205,9.91203498840332,1.0,1
deepseek-coder-6.7b,base_0224,test,ba,12,logit,positional,5,second,first,-4.2620697021484375,-5.126516342163086,-0.8644466400146484,0.0,1
deepseek-coder-6.7b,base_0224,test,ba,12,logit,positional,6,new,original,0.6957666873931885,4.510917663574219,3.8151509761810303,1.0,1
deepseek-coder-6.7b,base_0224,test,ba,12,logit,action,7,replaced,kept,4.053101062774658,10.160416603088379,6.107315540313721,1.0,1
deepseek-coder-6.7b,base_0224,test,ba,12,logit,action,8,changed,unchanged,0.8520324230194092,8.63109302520752,7.779060363769531,1.0,1
deepseek-coder-6.7b,base_0225,calib,ba,12,logit,scope,0,local,global,-8.253026962280273,-0.34538745880126953,7.907639503479004,1.0,1
deepseek-coder-6.7b,base_0225,calib,ba,12,logit,scope,1,inner,outer,0.38289737701416016,0.38419079780578613,0.0012934207916259766,1.0,1
deepseek-coder-6.7b,base_0225,calib,ba,12,logit,scope,2,inside,outside,3.1444592475891113,4.585936546325684,1.4414772987365723,1.0,1
deepseek-coder-6.7b,base_0225,calib,ba,12,logit,scope,3,nested,module,-3.6564016342163086,-0.28929412364959717,3.367107391357422,1.0,1
deepseek-coder-6.7b,base_0225,calib,ba,12,logit,positional,4,later,earlier,-12.285210609436035,-0.533122181892395,11.75208854675293,1.0,1
deepseek-coder-6.7b,base_0225,calib,ba,12,logit,positional,5,second,first,-6.49101448059082,-7.344417572021484,-0.8534030914306641,0.0,1
deepseek-coder-6.7b,base_0225,calib,ba,12,logit,positional,6,new,original,0.7140758037567139,1.7131625413894653,0.9990867376327515,1.0,1
deepseek-coder-6.7b,base_0225,calib,ba,12,logit,action,7,replaced,kept,8.717996597290039,12.322734832763672,3.604738235473633,1.0,1
deepseek-coder-6.7b,base_0225,calib,ba,12,logit,action,8,changed,unchanged,4.013947486877441,5.393320083618164,1.3793725967407227,1.0,1
deepseek-coder-6.7b,base_0226,calib,ba,12,logit,scope,0,local,global,-4.792849540710449,4.8057661056518555,9.598615646362305,1.0,1
deepseek-coder-6.7b,base_0226,calib,ba,12,logit,scope,1,inner,outer,0.4271583557128906,-1.4251527786254883,-1.852311134338379,0.0,1
deepseek-coder-6.7b,base_0226,calib,ba,12,logit,scope,2,inside,outside,6.601981163024902,6.018327236175537,-0.5836539268493652,0.0,1
deepseek-coder-6.7b,base_0226,calib,ba,12,logit,scope,3,nested,module,-1.1721582412719727,2.728780746459961,3.9009389877319336,1.0,1
deepseek-coder-6.7b,base_0226,calib,ba,12,logit,positional,4,later,earlier,-7.749203205108643,0.776409387588501,8.525612831115723,1.0,1
deepseek-coder-6.7b,base_0226,calib,ba,12,logit,positional,5,second,first,-1.258009433746338,-6.5617218017578125,-5.303712368011475,0.0,1
deepseek-coder-6.7b,base_0226,calib,ba,12,logit,positional,6,new,original,-0.8202375173568726,4.520105838775635,5.340343475341797,1.0,1
deepseek-coder-6.7b,base_0226,calib,ba,12,logit,action,7,replaced,kept,7.698027610778809,10.586374282836914,2.8883466720581055,1.0,1
deepseek-coder-6.7b,base_0226,calib,ba,12,logit,action,8,changed,unchanged,3.763789415359497,9.67741584777832,5.913626670837402,1.0,1
deepseek-coder-6.7b,base_0227,calib,ba,12,logit,scope,0,local,global,-5.140170097351074,0.3663625717163086,5.506532669067383,1.0,1
deepseek-coder-6.7b,base_0227,calib,ba,12,logit,scope,1,inner,outer,1.3673067092895508,-2.41794490814209,-3.7852516174316406,0.0,1
deepseek-coder-6.7b,base_0227,calib,ba,12,logit,scope,2,inside,outside,5.011302471160889,6.487748622894287,1.4764461517333984,1.0,1
deepseek-coder-6.7b,base_0227,calib,ba,12,logit,scope,3,nested,module,3.3089754581451416,2.4329423904418945,-0.8760330677032471,0.0,1
deepseek-coder-6.7b,base_0227,calib,ba,12,logit,positional,4,later,earlier,-8.751849174499512,-0.05508267879486084,8.69676685333252,1.0,1
deepseek-coder-6.7b,base_0227,calib,ba,12,logit,positional,5,second,first,-3.1891021728515625,-9.258801460266113,-6.069699287414551,0.0,1
deepseek-coder-6.7b,base_0227,calib,ba,12,logit,positional,6,new,original,-4.087630271911621,3.6278769969940186,7.715507507324219,1.0,1
deepseek-coder-6.7b,base_0227,calib,ba,12,logit,action,7,replaced,kept,1.8955411911010742,7.492974281311035,5.597433090209961,1.0,1
deepseek-coder-6.7b,base_0227,calib,ba,12,logit,action,8,changed,unchanged,0.14401960372924805,6.560538291931152,6.416518688201904,1.0,1
deepseek-coder-6.7b,base_0228,calib,ba,12,logit,scope,0,local,global,-4.267678260803223,3.4418582916259766,7.709536552429199,1.0,1
deepseek-coder-6.7b,base_0228,calib,ba,12,logit,scope,1,inner,outer,-2.76798152923584,-3.123501777648926,-0.35552024841308594,0.0,1
deepseek-coder-6.7b,base_0228,calib,ba,12,logit,scope,2,inside,outside,6.468828201293945,4.2172393798828125,-2.251588821411133,0.0,1
deepseek-coder-6.7b,base_0228,calib,ba,12,logit,scope,3,nested,module,-2.8525571823120117,3.9320883750915527,6.7846455574035645,1.0,1
deepseek-coder-6.7b,base_0228,calib,ba,12,logit,positional,4,later,earlier,-5.3847150802612305,2.8828959465026855,8.267610549926758,1.0,1
deepseek-coder-6.7b,base_0228,calib,ba,12,logit,positional,5,second,first,-3.237304210662842,-6.192598342895508,-2.955294132232666,0.0,1
deepseek-coder-6.7b,base_0228,calib,ba,12,logit,positional,6,new,original,2.6723580360412598,3.1860198974609375,0.5136618614196777,1.0,1
deepseek-coder-6.7b,base_0228,calib,ba,12,logit,action,7,replaced,kept,7.317435264587402,9.942164421081543,2.6247291564941406,1.0,1
deepseek-coder-6.7b,base_0228,calib,ba,12,logit,action,8,changed,unchanged,5.058547496795654,10.10944938659668,5.050901889801025,1.0,1
deepseek-coder-6.7b,base_0229,test,ba,12,logit,scope,0,local,global,-4.444980621337891,-0.8459157943725586,3.599064826965332,1.0,1
deepseek-coder-6.7b,base_0229,test,ba,12,logit,scope,1,inner,outer,-0.7811737060546875,-3.2302966117858887,-2.449122905731201,0.0,1
deepseek-coder-6.7b,base_0229,test,ba,12,logit,scope,2,inside,outside,3.962517023086548,5.967321872711182,2.004804849624634,1.0,1
deepseek-coder-6.7b,base_0229,test,ba,12,logit,scope,3,nested,module,3.066765308380127,2.606093645095825,-0.46067166328430176,0.0,1
deepseek-coder-6.7b,base_0229,test,ba,12,logit,positional,4,later,earlier,-9.07005500793457,-1.2587618827819824,7.811293125152588,1.0,1
deepseek-coder-6.7b,base_0229,test,ba,12,logit,positional,5,second,first,-1.1687006950378418,-8.83161735534668,-7.662916660308838,0.0,1
deepseek-coder-6.7b,base_0229,test,ba,12,logit,positional,6,new,original,-4.692887306213379,3.3617405891418457,8.054628372192383,1.0,1
deepseek-coder-6.7b,base_0229,test,ba,12,logit,action,7,replaced,kept,2.9953911304473877,7.034605979919434,4.039215087890625,1.0,1
deepseek-coder-6.7b,base_0229,test,ba,12,logit,action,8,changed,unchanged,-1.7980198860168457,6.781609535217285,8.579629898071289,1.0,1
deepseek-coder-6.7b,base_0230,calib,ba,12,logit,scope,0,local,global,-7.420492649078369,1.6276893615722656,9.048181533813477,1.0,1
deepseek-coder-6.7b,base_0230,calib,ba,12,logit,scope,1,inner,outer,1.5512299537658691,1.2448573112487793,-0.30637264251708984,0.0,1
deepseek-coder-6.7b,base_0230,calib,ba,12,logit,scope,2,inside,outside,3.5049514770507812,5.17208194732666,1.667130470275879,1.0,1
deepseek-coder-6.7b,base_0230,calib,ba,12,logit,scope,3,nested,module,1.6802647113800049,2.129474401473999,0.44920969009399414,1.0,1
deepseek-coder-6.7b,base_0230,calib,ba,12,logit,positional,4,later,earlier,-11.316865921020508,-1.0474060773849487,10.26945972442627,1.0,1
deepseek-coder-6.7b,base_0230,calib,ba,12,logit,positional,5,second,first,-2.893317937850952,-8.673554420471191,-5.78023624420166,0.0,1
deepseek-coder-6.7b,base_0230,calib,ba,12,logit,positional,6,new,original,2.7048723697662354,4.563975811004639,1.8591034412384033,1.0,1
deepseek-coder-6.7b,base_0230,calib,ba,12,logit,action,7,replaced,kept,6.023789405822754,8.582300186157227,2.5585107803344727,1.0,1
deepseek-coder-6.7b,base_0230,calib,ba,12,logit,action,8,changed,unchanged,1.6533188819885254,6.657938003540039,5.004619121551514,1.0,1
deepseek-coder-6.7b,base_0231,calib,ba,12,logit,scope,0,local,global,-8.255146980285645,-0.23807621002197266,8.017070770263672,1.0,1
deepseek-coder-6.7b,base_0231,calib,ba,12,logit,scope,1,inner,outer,-0.20570993423461914,-0.5368208885192871,-0.33111095428466797,0.0,1
deepseek-coder-6.7b,base_0231,calib,ba,12,logit,scope,2,inside,outside,0.6082320213317871,0.714648962020874,0.10641694068908691,1.0,1
deepseek-coder-6.7b,base_0231,calib,ba,12,logit,scope,3,nested,module,-2.9751944541931152,1.4321558475494385,4.407350540161133,1.0,1
deepseek-coder-6.7b,base_0231,calib,ba,12,logit,positional,4,later,earlier,-11.750450134277344,-1.4417134523391724,10.308736801147461,1.0,1
deepseek-coder-6.7b,base_0231,calib,ba,12,logit,positional,5,second,first,-1.8947079181671143,-7.04240608215332,-5.147698402404785,0.0,1
deepseek-coder-6.7b,base_0231,calib,ba,12,logit,positional,6,new,original,0.19674670696258545,4.408688545227051,4.211941719055176,1.0,1
deepseek-coder-6.7b,base_0231,calib,ba,12,logit,action,7,replaced,kept,7.425165176391602,8.892822265625,1.4676570892333984,1.0,1
deepseek-coder-6.7b,base_0231,calib,ba,12,logit,action,8,changed,unchanged,4.5790696144104,9.072620391845703,4.493550777435303,1.0,1
deepseek-coder-6.7b,base_0232,test,ba,12,logit,scope,0,local,global,-10.617055892944336,4.30488395690918,14.921939849853516,1.0,1
deepseek-coder-6.7b,base_0232,test,ba,12,logit,scope,1,inner,outer,-2.7071051597595215,0.1852879524230957,2.892393112182617,1.0,1
deepseek-coder-6.7b,base_0232,test,ba,12,logit,scope,2,inside,outside,4.700516700744629,6.006436347961426,1.3059196472167969,1.0,1
deepseek-coder-6.7b,base_0232,test,ba,12,logit,scope,3,nested,module,-5.707364082336426,1.3155187368392944,7.02288293838501,1.0,1
deepseek-coder-6.7b,base_0232,test,ba,12,logit,positional,4,later,earlier,-8.159140586853027,3.1639955043792725,11.323136329650879,1.0,1
deepseek-coder-6.7b,base_0232,test,ba,12,logit,positional,5,second,first,-7.623112678527832,-10.529232025146484,-2.9061193466186523,0.0,1
deepseek-coder-6.7b,base_0232,test,ba,12,logit,positional,6,new,original,-1.4369440078735352,2.0017898082733154,3.4387338161468506,1.0,1
deepseek-coder-6.7b,base_0232,test,ba,12,logit,action,7,replaced,kept,9.291299819946289,13.339498519897461,4.048198699951172,1.0,1
deepseek-coder-6.7b,base_0232,test,ba,12,logit,action,8,changed,unchanged,3.898535966873169,10.126482963562012,6.227947235107422,1.0,1
deepseek-coder-6.7b,base_0233,test,ba,12,logit,scope,0,local,global,-2.1582260131835938,5.066806793212891,7.225032806396484,1.0,1
deepseek-coder-6.7b,base_0233,test,ba,12,logit,scope,1,inner,outer,-0.9619336128234863,-2.050072193145752,-1.0881385803222656,0.0,1
deepseek-coder-6.7b,base_0233,test,ba,12,logit,scope,2,inside,outside,5.982218265533447,5.291417598724365,-0.690800666809082,0.0,1
deepseek-coder-6.7b,base_0233,test,ba,12,logit,scope,3,nested,module,0.9476923942565918,2.88135027885437,1.9336578845977783,1.0,1
deepseek-coder-6.7b,base_0233,test,ba,12,logit,positional,4,later,earlier,-7.787054061889648,-0.27848148345947266,7.508572578430176,1.0,1
deepseek-coder-6.7b,base_0233,test,ba,12,logit,positional,5,second,first,-4.5087995529174805,-7.3174543380737305,-2.80865478515625,0.0,1
deepseek-coder-6.7b,base_0233,test,ba,12,logit,positional,6,new,original,-3.2147603034973145,3.081666946411133,6.296427249908447,1.0,1
deepseek-coder-6.7b,base_0233,test,ba,12,logit,action,7,replaced,kept,9.50837230682373,11.71690845489502,2.208536148071289,1.0,1
deepseek-coder-6.7b,base_0233,test,ba,12,logit,action,8,changed,unchanged,4.8708343505859375,8.581921577453613,3.711087226867676,1.0,1
deepseek-coder-6.7b,base_0234,test,ba,12,logit,scope,0,local,global,-6.527585983276367,3.8513784408569336,10.3789644241333,1.0,1
deepseek-coder-6.7b,base_0234,test,ba,12,logit,scope,1,inner,outer,-3.5023117065429688,-2.0777547359466553,1.4245569705963135,1.0,1
deepseek-coder-6.7b,base_0234,test,ba,12,logit,scope,2,inside,outside,3.3243250846862793,4.483733177185059,1.1594080924987793,1.0,1
deepseek-coder-6.7b,base_0234,test,ba,12,logit,scope,3,nested,module,-0.8519558906555176,2.5311460494995117,3.3831019401550293,1.0,1
deepseek-coder-6.7b,base_0234,test,ba,12,logit,positional,4,later,earlier,-8.912280082702637,2.1537821292877197,11.066061973571777,1.0,1
deepseek-coder-6.7b,base_0234,test,ba,12,logit,positional,5,second,first,-5.672703266143799,-9.190338134765625,-3.517634868621826,0.0,1
deepseek-coder-6.7b,base_0234,test,ba,12,logit,positional,6,new,original,-1.3155741691589355,3.2159934043884277,4.531567573547363,1.0,1
deepseek-coder-6.7b,base_0234,test,ba,12,logit,action,7,replaced,kept,6.70953893661499,14.192312240600586,7.482773303985596,1.0,1
deepseek-coder-6.7b,base_0234,test,ba,12,logit,action,8,changed,unchanged,3.975102424621582,8.876923561096191,4.901821136474609,1.0,1
deepseek-coder-6.7b,base_0235,test,ba,12,logit,scope,0,local,global,-9.007852554321289,-0.0959482192993164,8.911904335021973,1.0,1
deepseek-coder-6.7b,base_0235,test,ba,12,logit,scope,1,inner,outer,-1.6459131240844727,-1.5305633544921875,0.11534976959228516,1.0,1
deepseek-coder-6.7b,base_0235,test,ba,12,logit,scope,2,inside,outside,5.9141998291015625,5.948009967803955,0.03381013870239258,1.0,1
deepseek-coder-6.7b,base_0235,test,ba,12,logit,scope,3,nested,module,0.5789213180541992,2.163444757461548,1.5845234394073486,1.0,1
deepseek-coder-6.7b,base_0235,test,ba,12,logit,positional,4,later,earlier,-8.931751251220703,0.4285287857055664,9.36028003692627,1.0,1
deepseek-coder-6.7b,base_0235,test,ba,12,logit,positional,5,second,first,-4.351004600524902,-7.298551082611084,-2.9475464820861816,0.0,1
deepseek-coder-6.7b,base_0235,test,ba,12,logit,positional,6,new,original,-1.7344223260879517,4.077786445617676,5.812208652496338,1.0,1
deepseek-coder-6.7b,base_0235,test,ba,12,logit,action,7,replaced,kept,6.838347911834717,12.190476417541504,5.352128505706787,1.0,1
deepseek-coder-6.7b,base_0235,test,ba,12,logit,action,8,changed,unchanged,-1.7051281929016113,7.929443836212158,9.63457202911377,1.0,1
deepseek-coder-6.7b,base_0236,test,ba,12,logit,scope,0,local,global,-9.034614562988281,-0.10734176635742188,8.92727279663086,1.0,1
deepseek-coder-6.7b,base_0236,test,ba,12,logit,scope,1,inner,outer,1.109179973602295,-2.4969091415405273,-3.6060891151428223,0.0,1
deepseek-coder-6.7b,base_0236,test,ba,12,logit,scope,2,inside,outside,3.3833889961242676,3.183790683746338,-0.1995983123779297,0.0,1
deepseek-coder-6.7b,base_0236,test,ba,12,logit,scope,3,nested,module,-1.086899757385254,-0.14879637956619263,0.9381033778190613,1.0,1
deepseek-coder-6.7b,base_0236,test,ba,12,logit,positional,4,later,earlier,-9.294322967529297,-2.775376319885254,6.518946647644043,1.0,1
deepseek-coder-6.7b,base_0236,test,ba,12,logit,positional,5,second,first,-0.3717823028564453,-6.550170421600342,-6.1783881187438965,0.0,1
deepseek-coder-6.7b,base_0236,test,ba,12,logit,positional,6,new,original,1.0515923500061035,5.129280090332031,4.077687740325928,1.0,1
deepseek-coder-6.7b,base_0236,test,ba,12,logit,action,7,replaced,kept,7.5635175704956055,9.78431510925293,2.220797538757324,1.0,1
deepseek-coder-6.7b,base_0236,test,ba,12,logit,action,8,changed,unchanged,4.21883487701416,5.196319580078125,0.9774847030639648,1.0,1
deepseek-coder-6.7b,base_0237,test,ba,12,logit,scope,0,local,global,-11.615545272827148,-0.31587886810302734,11.299666404724121,1.0,1
deepseek-coder-6.7b,base_0237,test,ba,12,logit,scope,1,inner,outer,-1.0876655578613281,-0.8093812465667725,0.27828431129455566,1.0,1
deepseek-coder-6.7b,base_0237,test,ba,12,logit,scope,2,inside,outside,1.9067292213439941,4.685498237609863,2.778769016265869,1.0,1
deepseek-coder-6.7b,base_0237,test,ba,12,logit,scope,3,nested,module,-2.0564002990722656,-2.106346607208252,-0.04994630813598633,0.0,1
deepseek-coder-6.7b,base_0237,test,ba,12,logit,positional,4,later,earlier,-6.555192470550537,1.218601107597351,7.773793697357178,1.0,1
deepseek-coder-6.7b,base_0237,test,ba,12,logit,positional,5,second,first,-3.9673802852630615,-8.57343864440918,-4.606058120727539,0.0,1
deepseek-coder-6.7b,base_0237,test,ba,12,logit,positional,6,new,original,-1.7018262147903442,1.8658702373504639,3.5676965713500977,1.0,1
deepseek-coder-6.7b,base_0237,test,ba,12,logit,action,7,replaced,kept,3.203793525695801,10.263750076293945,7.0599565505981445,1.0,1
deepseek-coder-6.7b,base_0237,test,ba,12,logit,action,8,changed,unchanged,1.2126097679138184,3.9538607597351074,2.741250991821289,1.0,1
deepseek-coder-6.7b,base_0238,test,ba,12,logit,scope,0,local,global,-5.063958644866943,4.263849258422852,9.327808380126953,1.0,1
deepseek-coder-6.7b,base_0238,test,ba,12,logit,scope,1,inner,outer,-3.0069527626037598,-3.9222664833068848,-0.915313720703125,0.0,1
deepseek-coder-6.7b,base_0238,test,ba,12,logit,scope,2,inside,outside,6.934113502502441,3.371244192123413,-3.5628693103790283,0.0,1
deepseek-coder-6.7b,base_0238,test,ba,12,logit,scope,3,nested,module,-4.229377746582031,2.7071709632873535,6.936548709869385,1.0,1
deepseek-coder-6.7b,base_0238,test,ba,12,logit,positional,4,later,earlier,-4.685143947601318,3.685075044631958,8.370219230651855,1.0,1
deepseek-coder-6.7b,base_0238,test,ba,12,logit,positional,5,second,first,-3.612095832824707,-7.029540061950684,-3.4174442291259766,0.0,1
deepseek-coder-6.7b,base_0238,test,ba,12,logit,positional,6,new,original,1.5566474199295044,2.926973581314087,1.3703261613845825,1.0,1
deepseek-coder-6.7b,base_0238,test,ba,12,logit,action,7,replaced,kept,6.227899551391602,9.804901123046875,3.5770015716552734,1.0,1
deepseek-coder-6.7b,base_0238,test,ba,12,logit,action,8,changed,unchanged,3.1478474140167236,10.9625883102417,7.814741134643555,1.0,1
deepseek-coder-6.7b,base_0239,test,ba,12,logit,scope,0,local,global,-7.562446117401123,2.986922264099121,10.549367904663086,1.0,1
deepseek-coder-6.7b,base_0239,test,ba,12,logit,scope,1,inner,outer,-3.5265822410583496,-1.7338685989379883,1.7927136421203613,1.0,1
deepseek-coder-6.7b,base_0239,test,ba,12,logit,scope,2,inside,outside,3.9573090076446533,4.851574897766113,0.89426589012146,1.0,1
deepseek-coder-6.7b,base_0239,test,ba,12,logit,scope,3,nested,module,0.4434969425201416,3.3463826179504395,2.902885675430298,1.0,1
deepseek-coder-6.7b,base_0239,test,ba,12,logit,positional,4,later,earlier,-7.328845977783203,2.608523368835449,9.937369346618652,1.0,1
deepseek-coder-6.7b,base_0239,test,ba,12,logit,positional,5,second,first,-6.14479923248291,-9.913352012634277,-3.768552780151367,0.0,1
deepseek-coder-6.7b,base_0239,test,ba,12,logit,positional,6,new,original,-4.0970354080200195,1.8128187656402588,5.909853935241699,1.0,1
deepseek-coder-6.7b,base_0239,test,ba,12,logit,action,7,replaced,kept,5.631863117218018,11.664813995361328,6.0329508781433105,1.0,1
deepseek-coder-6.7b,base_0239,test,ba,12,logit,action,8,changed,unchanged,5.149038314819336,8.094794273376465,2.945755958557129,1.0,1
deepseek-coder-6.7b,base_0240,calib,ba,12,logit,scope,0,local,global,-7.414949893951416,0.04763507843017578,7.462584972381592,1.0,1
deepseek-coder-6.7b,base_0240,calib,ba,12,logit,scope,1,inner,outer,-4.096467971801758,-0.8226747512817383,3.2737932205200195,1.0,1
deepseek-coder-6.7b,base_0240,calib,ba,12,logit,scope,2,inside,outside,0.507256031036377,2.29162859916687,1.7843725681304932,1.0,1
deepseek-coder-6.7b,base_0240,calib,ba,12,logit,scope,3,nested,module,-0.9715743064880371,0.1091012954711914,1.0806756019592285,1.0,1
deepseek-coder-6.7b,base_0240,calib,ba,12,logit,positional,4,later,earlier,-7.004010200500488,2.2284023761749268,9.232412338256836,1.0,1
deepseek-coder-6.7b,base_0240,calib,ba,12,logit,positional,5,second,first,-2.5499045848846436,-6.422344207763672,-3.8724396228790283,0.0,1
deepseek-coder-6.7b,base_0240,calib,ba,12,logit,positional,6,new,original,1.571395754814148,2.448636054992676,0.8772403001785278,1.0,1
deepseek-coder-6.7b,base_0240,calib,ba,12,logit,action,7,replaced,kept,4.687658786773682,11.253177642822266,6.565518856048584,1.0,1
deepseek-coder-6.7b,base_0240,calib,ba,12,logit,action,8,changed,unchanged,1.1403231620788574,9.229720115661621,8.089397430419922,1.0,1
deepseek-coder-6.7b,base_0241,calib,ba,12,logit,scope,0,local,global,-7.2969865798950195,1.9424495697021484,9.239436149597168,1.0,1
deepseek-coder-6.7b,base_0241,calib,ba,12,logit,scope,1,inner,outer,0.9214639663696289,0.9949679374694824,0.07350397109985352,1.0,1
deepseek-coder-6.7b,base_0241,calib,ba,12,logit,scope,2,inside,outside,2.0268325805664062,5.0126824378967285,2.9858498573303223,1.0,1
deepseek-coder-6.7b,base_0241,calib,ba,12,logit,scope,3,nested,module,1.8600618839263916,2.7184224128723145,0.8583605289459229,1.0,1
deepseek-coder-6.7b,base_0241,calib,ba,12,logit,positional,4,later,earlier,-12.303606033325195,-1.852648138999939,10.450958251953125,1.0,1
deepseek-coder-6.7b,base_0241,calib,ba,12,logit,positional,5,second,first,-2.6454739570617676,-8.4037446975708,-5.758270740509033,0.0,1
deepseek-coder-6.7b,base_0241,calib,ba,12,logit,positional,6,new,original,2.733762741088867,4.779959678649902,2.046196937561035,1.0,1
deepseek-coder-6.7b,base_0241,calib,ba,12,logit,action,7,replaced,kept,5.955953121185303,8.123087882995605,2.1671347618103027,1.0,1
deepseek-coder-6.7b,base_0241,calib,ba,12,logit,action,8,changed,unchanged,2.3975446224212646,4.284535884857178,1.886991262435913,1.0,1
deepseek-coder-6.7b,base_0242,test,ba,12,logit,scope,0,local,global,-11.290178298950195,0.21102428436279297,11.501202583312988,1.0,1
deepseek-coder-6.7b,base_0242,test,ba,12,logit,scope,1,inner,outer,0.028059959411621094,-1.3144268989562988,-1.34248685836792,0.0,1
deepseek-coder-6.7b,base_0242,test,ba,12,logit,scope,2,inside,outside,5.637808799743652,5.046602249145508,-0.5912065505981445,0.0,1
deepseek-coder-6.7b,base_0242,test,ba,12,logit,scope,3,nested,module,-3.455063819885254,-2.602916955947876,0.8521468639373779,1.0,1
deepseek-coder-6.7b,base_0242,test,ba,12,logit,positional,4,later,earlier,-7.8608174324035645,1.3170799016952515,9.177897453308105,1.0,1
deepseek-coder-6.7b,base_0242,test,ba,12,logit,positional,5,second,first,-5.662335395812988,-8.400216102600098,-2.7378807067871094,0.0,1
deepseek-coder-6.7b,base_0242,test,ba,12,logit,positional,6,new,original,0.2767406702041626,3.178037643432617,2.901297092437744,1.0,1
deepseek-coder-6.7b,base_0242,test,ba,12,logit,action,7,replaced,kept,7.24379825592041,11.236625671386719,3.9928274154663086,1.0,1
deepseek-coder-6.7b,base_0242,test,ba,12,logit,action,8,changed,unchanged,3.123048782348633,6.088906288146973,2.96585750579834,1.0,1
deepseek-coder-6.7b,base_0243,calib,ba,12,logit,scope,0,local,global,-4.800201416015625,1.7925052642822266,6.592706680297852,1.0,1
deepseek-coder-6.7b,base_0243,calib,ba,12,logit,scope,1,inner,outer,2.971736431121826,1.784654140472412,-1.187082290649414,0.0,1
deepseek-coder-6.7b,base_0243,calib,ba,12,logit,scope,2,inside,outside,3.929501533508301,4.830202102661133,0.900700569152832,1.0,1
deepseek-coder-6.7b,base_0243,calib,ba,12,logit,scope,3,nested,module,-2.0011792182922363,1.141670823097229,3.142849922180176,1.0,1
deepseek-coder-6.7b,base_0243,calib,ba,12,logit,positional,4,later,earlier,-10.80023193359375,-0.8495876789093018,9.950644493103027,1.0,1
deepseek-coder-6.7b,base_0243,calib,ba,12,logit,positional,5,second,first,-4.323348045349121,-9.139148712158203,-4.815800666809082,0.0,1
deepseek-coder-6.7b,base_0243,calib,ba,12,logit,positional,6,new,original,2.622825860977173,4.338890552520752,1.716064691543579,1.0,1
deepseek-coder-6.7b,base_0243,calib,ba,12,logit,action,7,replaced,kept,6.8631134033203125,8.938336372375488,2.075222969055176,1.0,1
deepseek-coder-6.7b,base_0243,calib,ba,12,logit,action,8,changed,unchanged,3.952129364013672,6.487579822540283,2.5354504585266113,1.0,1
deepseek-coder-6.7b,base_0244,calib,ba,12,logit,scope,0,local,global,-8.323566436767578,3.490589141845703,11.814155578613281,1.0,1
deepseek-coder-6.7b,base_0244,calib,ba,12,logit,scope,1,inner,outer,-1.5771303176879883,0.38332653045654297,1.9604568481445312,1.0,1
deepseek-coder-6.7b,base_0244,calib,ba,12,logit,scope,2,inside,outside,4.462558746337891,6.531542778015137,2.068984031677246,1.0,1
