model,layer,arm,seed,family,pair_index,inner_word,outer_word,reversal,mean_delta,n
deepseek-coder-6.7b,20,ab,45,scope,2,inside,outside,0.995,0.2835581302642822,400
deepseek-coder-6.7b,20,ab,45,scope,3,nested,module,0.8625,0.25014275312423706,400
deepseek-coder-6.7b,20,ab,45,positional,4,later,earlier,0.1775,-0.14921526610851288,400
deepseek-coder-6.7b,20,ab,45,positional,5,second,first,0.525,0.001245658379048109,400
deepseek-coder-6.7b,20,ab,45,positional,6,new,original,0.1325,-0.23710909485816956,400
deepseek-coder-6.7b,20,ab,45,action,7,replaced,kept,0.8725,0.17114807665348053,400
deepseek-coder-6.7b,20,ab,45,action,8,changed,unchanged,0.4975,0.003299483098089695,400
deepseek-coder-6.7b,20,ab,46,scope,0,local,global,0.0,-0.5928213596343994,400
deepseek-coder-6.7b,20,ab,46,scope,1,inner,outer,0.0,-0.3802211880683899,400
deepseek-coder-6.7b,20,ab,46,scope,2,inside,outside,0.005,-0.36816224455833435,400
deepseek-coder-6.7b,20,ab,46,scope,3,nested,module,0.0025,-0.5283772945404053,400
deepseek-coder-6.7b,20,ab,46,positional,4,later,earlier,0.3925,-0.030576501041650772,400
deepseek-coder-6.7b,20,ab,46,positional,5,second,first,0.9975,0.3651014566421509,400
deepseek-coder-6.7b,20,ab,46,positional,6,new,original,0.945,0.27851155400276184,400
deepseek-coder-6.7b,20,ab,46,action,7,replaced,kept,0.0075,-0.3693259060382843,400
deepseek-coder-6.7b,20,ab,46,action,8,changed,unchanged,1.0,0.45808979868888855,400
deepseek-coder-6.7b,20,ba,42,scope,0,local,global,0.135,-0.19350628554821014,400
deepseek-coder-6.7b,20,ba,42,scope,1,inner,outer,0.4225,-0.025550490245223045,400
deepseek-coder-6.7b,20,ba,42,scope,2,inside,outside,0.89,0.17233258485794067,400
deepseek-coder-6.7b,20,ba,42,scope,3,nested,module,0.7175,0.11415066570043564,400
deepseek-coder-6.7b,20,ba,42,positional,4,later,earlier,1.0,0.6400341987609863,400
deepseek-coder-6.7b,20,ba,42,positional,5,second,first,0.54,0.0118167195469141,400
deepseek-coder-6.7b,20,ba,42,positional,6,new,original,0.925,0.24759776890277863,400
deepseek-coder-6.7b,20,ba,42,action,7,replaced,kept,0.0,-0.47581958770751953,400
deepseek-coder-6.7b,20,ba,42,action,8,changed,unchanged,0.9725,0.3093138039112091,400
deepseek-coder-6.7b,20,ba,43,scope,0,local,global,0.9625,0.3394438922405243,400
deepseek-coder-6.7b,20,ba,43,scope,1,inner,outer,0.0925,-0.13863953948020935,400
deepseek-coder-6.7b,20,ba,43,scope,2,inside,outside,0.125,-0.18574103713035583,400
deepseek-coder-6.7b,20,ba,43,scope,3,nested,module,1.0,0.6167650818824768,400
deepseek-coder-6.7b,20,ba,43,positional,4,later,earlier,0.965,0.30570995807647705,400
deepseek-coder-6.7b,20,ba,43,positional,5,second,first,0.0975,-0.23879390954971313,400
deepseek-coder-6.7b,20,ba,43,positional,6,new,original,0.07,-0.20439106225967407,400
deepseek-coder-6.7b,20,ba,43,action,7,replaced,kept,0.965,0.33638036251068115,400
deepseek-coder-6.7b,20,ba,43,action,8,changed,unchanged,0.8625,0.18889422714710236,400
deepseek-coder-6.7b,20,ba,44,scope,0,local,global,0.0,-0.5831848382949829,400
deepseek-coder-6.7b,20,ba,44,scope,1,inner,outer,0.01,-0.34184330701828003,400
deepseek-coder-6.7b,20,ba,44,scope,2,inside,outside,0.0,-0.5456313490867615,400
deepseek-coder-6.7b,20,ba,44,scope,3,nested,module,0.155,-0.250553160905838,400
deepseek-coder-6.7b,20,ba,44,positional,4,later,earlier,0.3275,-0.06534873694181442,400
deepseek-coder-6.7b,20,ba,44,positional,5,second,first,0.9875,0.25631940364837646,400
deepseek-coder-6.7b,20,ba,44,positional,6,new,original,0.39,-0.03977828100323677,400
deepseek-coder-6.7b,20,ba,44,action,7,replaced,kept,0.925,0.25771334767341614,400
deepseek-coder-6.7b,20,ba,44,action,8,changed,unchanged,0.6175,0.04965841770172119,400
deepseek-coder-6.7b,20,ba,45,scope,0,local,global,0.6875,0.0854761004447937,400
deepseek-coder-6.7b,20,ba,45,scope,1,inner,outer,0.9425,0.20318111777305603,400
deepseek-coder-6.7b,20,ba,45,scope,2,inside,outside,0.995,0.28905096650123596,400
deepseek-coder-6.7b,20,ba,45,scope,3,nested,module,0.86,0.24711944162845612,400
deepseek-coder-6.7b,20,ba,45,positional,4,later,earlier,0.195,-0.1456393301486969,400
deepseek-coder-6.7b,20,ba,45,positional,5,second,first,0.5225,0.007145249284803867,400
deepseek-coder-6.7b,20,ba,45,positional,6,new,original,0.13,-0.2371826022863388,400
deepseek-coder-6.7b,20,ba,45,action,7,replaced,kept,0.8825,0.17190682888031006,400
deepseek-coder-6.7b,20,ba,45,action,8,changed,unchanged,0.4975,0.004719269461929798,400
deepseek-coder-6.7b,20,ba,46,scope,0,local,global,0.0,-0.5914676785469055,400
deepseek-coder-6.7b,20,ba,46,scope,1,inner,outer,0.0025,-0.384677916765213,400
deepseek-coder-6.7b,20,ba,46,scope,2,inside,outside,0.015,-0.36875489354133606,400
deepseek-coder-6.7b,20,ba,46,scope,3,nested,module,0.0025,-0.5259879231452942,400
deepseek-coder-6.7b,20,ba,46,positional,4,later,earlier,0.3475,-0.03142690286040306,400
deepseek-coder-6.7b,20,ba,46,positional,5,second,first,0.9975,0.3722778558731079,400
deepseek-coder-6.7b,20,ba,46,positional,6,new,original,0.9275,0.28460192680358887,400
deepseek-coder-6.7b,20,ba,46,action,7,replaced,kept,0.0075,-0.36748427152633667,400
deepseek-coder-6.7b,20,ba,46,action,8,changed,unchanged,1.0,0.46028250455856323,400
deepseek-coder-6.7b,24,ab,42,scope,0,local,global,0.3425,-0.11307039111852646,400
deepseek-coder-6.7b,24,ab,42,scope,1,inner,outer,0.02,-0.4055185317993164,400
deepseek-coder-6.7b,24,ab,42,scope,2,inside,outside,0.0025,-0.6493773460388184,400
deepseek-coder-6.7b,24,ab,42,scope,3,nested,module,0.015,-0.749494194984436,400
deepseek-coder-6.7b,24,ab,42,positional,4,later,earlier,0.9975,0.5969285368919373,400
deepseek-coder-6.7b,24,ab,42,positional,5,second,first,0.28,-0.1303330957889557,400
deepseek-coder-6.7b,24,ab,42,positional,6,new,original,0.1125,-0.34010574221611023,400
deepseek-coder-6.7b,24,ab,42,action,7,replaced,kept,0.52,0.01885109394788742,400
deepseek-coder-6.7b,24,ab,42,action,8,changed,unchanged,0.55,0.022420693188905716,400
deepseek-coder-6.7b,24,ab,43,scope,0,local,global,0.635,0.12768836319446564,400
deepseek-coder-6.7b,24,ab,43,scope,1,inner,outer,0.675,0.1336228996515274,400
deepseek-coder-6.7b,24,ab,43,scope,2,inside,outside,0.98,0.4918888807296753,400
deepseek-coder-6.7b,24,ab,43,scope,3,nested,module,0.7475,0.18361087143421173,400
deepseek-coder-6.7b,24,ab,43,positional,4,later,earlier,0.83,0.19928386807441711,400
deepseek-coder-6.7b,24,ab,43,positional,5,second,first,0.0,-0.5476276874542236,400
deepseek-coder-6.7b,24,ab,43,positional,6,new,original,0.01,-0.6063607931137085,400
deepseek-coder-6.7b,24,ab,43,action,7,replaced,kept,0.1625,-0.23081718385219574,400
deepseek-coder-6.7b,24,ab,43,action,8,changed,unchanged,0.7275,0.13803432881832123,400
deepseek-coder-6.7b,24,ab,44,scope,0,local,global,0.9925,0.6328654289245605,400
deepseek-coder-6.7b,24,ab,44,scope,1,inner,outer,0.945,0.2716468870639801,400
deepseek-coder-6.7b,24,ab,44,scope,2,inside,outside,0.6125,0.0734492838382721,400
deepseek-coder-6.7b,24,ab,44,scope,3,nested,module,0.765,0.23378857970237732,400
deepseek-coder-6.7b,24,ab,44,positional,4,later,earlier,0.9175,0.32847312092781067,400
deepseek-coder-6.7b,24,ab,44,positional,5,second,first,0.81,0.24170590937137604,400
deepseek-coder-6.7b,24,ab,44,positional,6,new,original,0.2825,-0.12795987725257874,400
deepseek-coder-6.7b,24,ab,44,action,7,replaced,kept,0.1925,-0.2611216604709625,400
deepseek-coder-6.7b,24,ab,44,action,8,changed,unchanged,0.015,-0.40001267194747925,400
deepseek-coder-6.7b,24,ab,45,scope,0,local,global,0.665,0.10780467092990875,400
deepseek-coder-6.7b,24,ab,45,scope,1,inner,outer,0.9175,0.2687112092971802,400
deepseek-coder-6.7b,24,ab,45,scope,2,inside,outside,0.945,0.3897138237953186,400
deepseek-coder-6.7b,24,ab,45,scope,3,nested,module,0.96,0.5246750712394714,400
deepseek-coder-6.7b,24,ab,45,positional,4,later,earlier,0.0175,-0.4748775362968445,400
deepseek-coder-6.7b,24,ab,45,positional,5,second,first,0.0525,-0.4218459725379944,400
deepseek-coder-6.7b,24,ab,45,positional,6,new,original,0.0625,-0.47985512018203735,400
deepseek-coder-6.7b,24,ab,45,action,7,replaced,kept,0.8075,0.24922767281532288,400
deepseek-coder-6.7b,24,ab,45,action,8,changed,unchanged,0.795,0.220687597990036,400
deepseek-coder-6.7b,24,ab,46,scope,0,local,global,0.9525,0.38455095887184143,400
deepseek-coder-6.7b,24,ab,46,scope,1,inner,outer,0.7875,0.1332922726869583,400
deepseek-coder-6.7b,24,ab,46,scope,2,inside,outside,0.52,0.00669388473033905,400
deepseek-coder-6.7b,24,ab,46,scope,3,nested,module,0.0825,-0.48286372423171997,400
deepseek-coder-6.7b,24,ab,46,positional,4,later,earlier,0.9975,0.7846860289573669,400
deepseek-coder-6.7b,24,ab,46,positional,5,second,first,0.105,-0.2507156431674957,400
deepseek-coder-6.7b,24,ab,46,positional,6,new,original,0.8925,0.38856637477874756,400
deepseek-coder-6.7b,24,ab,46,action,7,replaced,kept,0.0125,-0.6655333042144775,400
deepseek-coder-6.7b,24,ab,46,action,8,changed,unchanged,0.0075,-0.568564236164093,400
deepseek-coder-6.7b,24,ba,42,scope,0,local,global,0.345,-0.11016073077917099,400
deepseek-coder-6.7b,24,ba,42,scope,1,inner,outer,0.015,-0.4146481454372406,400
deepseek-coder-6.7b,24,ba,42,scope,2,inside,outside,0.0,-0.6553918719291687,400
deepseek-coder-6.7b,24,ba,42,scope,3,nested,module,0.015,-0.7441019415855408,400
deepseek-coder-6.7b,24,ba,42,positional,4,later,earlier,0.9975,0.5865750312805176,400
deepseek-coder-6.7b,24,ba,42,positional,5,second,first,0.27,-0.1316414326429367,400
deepseek-coder-6.7b,24,ba,42,positional,6,new,original,0.125,-0.3332917392253876,400
deepseek-coder-6.7b,24,ba,42,action,7,replaced,kept,0.525,0.021522045135498047,400
deepseek-coder-6.7b,24,ba,42,action,8,changed,unchanged,0.5375,0.025425998494029045,400
deepseek-coder-6.7b,24,ba,43,scope,0,local,global,0.6425,0.11968179792165756,400
deepseek-coder-6.7b,24,ba,43,scope,1,inner,outer,0.735,0.13904276490211487,400
deepseek-coder-6.7b,24,ba,43,scope,2,inside,outside,0.9825,0.4911349415779114,400
deepseek-coder-6.7b,24,ba,43,scope,3,nested,module,0.755,0.18499083817005157,400
deepseek-coder-6.7b,24,ba,43,positional,4,later,earlier,0.81,0.2024824172258377,400
deepseek-coder-6.7b,24,ba,43,positional,5,second,first,0.0025,-0.5491753220558167,400
deepseek-coder-6.7b,24,ba,43,positional,6,new,original,0.015,-0.6107462048530579,400
deepseek-coder-6.7b,24,ba,43,action,7,replaced,kept,0.1825,-0.23804938793182373,400
deepseek-coder-6.7b,24,ba,43,action,8,changed,unchanged,0.6775,0.12875445187091827,400
deepseek-coder-6.7b,24,ba,44,scope,0,local,global,0.995,0.6268463730812073,400
deepseek-coder-6.7b,24,ba,44,scope,1,inner,outer,0.94,0.26920005679130554,400
deepseek-coder-6.7b,24,ba,44,scope,2,inside,outside,0.605,0.07789689302444458,400
deepseek-coder-6.7b,24,ba,44,scope,3,nested,module,0.7575,0.2313823252916336,400
deepseek-coder-6.7b,24,ba,44,positional,4,later,earlier,0.92,0.32860755920410156,400
deepseek-coder-6.7b,24,ba,44,positional,5,second,first,0.7975,0.24382659792900085,400
deepseek-coder-6.7b,24,ba,44,positional,6,new,original,0.26,-0.13137471675872803,400
deepseek-coder-6.7b,24,ba,44,action,7,replaced,kept,0.2025,-0.2552645802497864,400
deepseek-coder-6.7b,24,ba,44,action,8,changed,unchanged,0.0275,-0.4001520574092865,400
deepseek-coder-6.7b,24,ba,45,scope,0,local,global,0.6225,0.11508958786725998,400
deepseek-coder-6.7b,24,ba,45,scope,1,inner,outer,0.9025,0.2721346914768219,400
deepseek-coder-6.7b,24,ba,45,scope,2,inside,outside,0.95,0.3884405493736267,400
deepseek-coder-6.7b,24,ba,45,scope,3,nested,module,0.9525,0.531042754650116,400
deepseek-coder-6.7b,24,ba,45,positional,4,later,earlier,0.0225,-0.4690663516521454,400
deepseek-coder-6.7b,24,ba,45,positional,5,second,first,0.06,-0.420715868473053,400
deepseek-coder-6.7b,24,ba,45,positional,6,new,original,0.06,-0.4774278700351715,400
deepseek-coder-6.7b,24,ba,45,action,7,replaced,kept,0.79,0.2530893087387085,400
deepseek-coder-6.7b,24,ba,45,action,8,changed,unchanged,0.765,0.21974509954452515,400
deepseek-coder-6.7b,24,ba,46,scope,0,local,global,0.95,0.3853023648262024,400
deepseek-coder-6.7b,24,ba,46,scope,1,inner,outer,0.8,0.14482128620147705,400
deepseek-coder-6.7b,24,ba,46,scope,2,inside,outside,0.5575,0.010499599389731884,400
deepseek-coder-6.7b,24,ba,46,scope,3,nested,module,0.07,-0.489206999540329,400
deepseek-coder-6.7b,24,ba,46,positional,4,later,earlier,1.0,0.789879322052002,400
deepseek-coder-6.7b,24,ba,46,positional,5,second,first,0.1175,-0.24071352183818817,400
deepseek-coder-6.7b,24,ba,46,positional,6,new,original,0.8925,0.38529959321022034,400
deepseek-coder-6.7b,24,ba,46,action,7,replaced,kept,0.0175,-0.6609213352203369,400
deepseek-coder-6.7b,24,ba,46,action,8,changed,unchanged,0.0075,-0.5685051083564758,400
