split,subset,layer,position,lens,accuracy,accuracy_ci_lo,accuracy_ci_hi,n_rows,n_bases,mean_bound_rank,reversal_rate,reversal_ci_lo,reversal_ci_hi,paired_gap,paired_gap_ci_lo,paired_gap_ci_hi,n_pairs
calib,both_correct,31,def_target,jlens,0.5892857142857143,0.5172413793103449,0.6774193548387096,56,23,2.4464285714285716,0.17857142857142858,0.034482758620689655,0.3548387096774194,0.42360377311706543,0.3079477066476944,0.5463972168309348,28
calib,both_correct,8,def_target,logit,0.5178571428571429,0.5,0.5576923076923077,56,23,5.964285714285714,0.03571428571428571,0.0,0.11538461538461539,-0.06008742430380413,-0.2171672858830009,0.10293984821051239,28
calib,both_correct,16,def_target,logit,0.44642857142857145,0.38333333333333336,0.5,56,23,4.607142857142857,0.0,0.0,0.0,-0.25335413217544556,-0.8194215921762352,0.38708988768713803,28
calib,both_correct,24,def_target,logit,0.5178571428571429,0.5,0.5576923076923077,56,23,2.267857142857143,0.03571428571428571,0.0,0.11538461538461539,4.619182484490531,2.099492294586564,7.607170468880578,28
calib,both_correct,31,def_target,logit,0.5892857142857143,0.5172413793103449,0.6774193548387096,56,23,2.4464285714285716,0.17857142857142858,0.034482758620689655,0.3548387096774194,12.851732526506696,9.34370375572167,16.576861327035083,28
calib,both_correct,8,def_target,probe,1.0,1.0,1.0,56,23,0.0,1.0,1.0,1.0,1.9255281346184867,1.9115839401709622,1.9384876158730737,28
calib,both_correct,16,def_target,probe,1.0,1.0,1.0,56,23,0.0,1.0,1.0,1.0,1.9264467571462904,1.914029039657885,1.9386112294736364,28
calib,both_correct,24,def_target,probe,1.0,1.0,1.0,56,23,0.0,1.0,1.0,1.0,1.9434144347906113,1.9296866641000465,1.9558284270710178,28
calib,both_correct,31,def_target,probe,1.0,1.0,1.0,56,23,0.0,1.0,1.0,1.0,1.9475077241659164,1.9344067730073646,1.9593618279589073,28
calib,both_correct,8,mutation,gram_random,0.5,0.34615384615384615,0.6515151515151515,56,23,4.428571428571429,0.21428571428571427,0.038461538461538464,0.40756704980842823,-0.0055544669240979215,-0.02267486601442754,0.011943008156704725,28
calib,both_correct,16,mutation,gram_random,0.4642857142857143,0.3275862068965517,0.6094184027777776,56,23,5.178571428571429,0.17857142857142858,0.03571428571428571,0.35714285714285715,-0.0006285692964281354,-0.04372624542771114,0.046029792524754004,28
calib,both_correct,24,mutation,gram_random,0.5178571428571429,0.4074074074074074,0.625,56,23,5.0,0.14285714285714285,0.0,0.3200357142857141,-0.025431893233742033,-0.13142063001145451,0.09494713819026947,28
calib,both_correct,31,mutation,gram_random,0.5,0.42857142857142855,0.5769230769230769,56,23,4.553571428571429,0.07142857142857142,0.0,0.18518518518518517,-0.017373371869325638,-0.14327064734855385,0.11561741447534973,28
calib,both_correct,8,mutation,jlens,0.4642857142857143,0.37869318181818185,0.5384615384615384,56,23,6.142857142857143,0.03571428571428571,0.0,0.11538461538461539,-0.012502607623381274,-0.0277933034500885,0.003947470288861676,28
calib,both_correct,16,mutation,jlens,0.48214285714285715,0.36538461538461536,0.5909090909090909,56,23,2.9642857142857144,0.14285714285714285,0.0,0.3076923076923077,-0.011905025158609663,-0.061820535597383465,0.04179940144398381,28
