model,lens,layer,relative_depth,prompt_style,condition,condition_kind,condition_order,base_id,family,structure,orientation,taint_delta_contrast_z,taint_delta_contrast_prob,taint_contrast_z_unsafe,taint_contrast_z_safe,model_delta_margin,model_margin_unsafe,model_margin_safe,model_correct_unsafe,model_correct_safe,security_delta_contrast_z,security_delta_contrast_prob
starcoder2-3b,jlens,23,0.7931,e6,encode_only,atomic,13,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,0.006186431203551557,4.630110911316154e-05,3.7427594665971124,3.736573035393561,-0.013671875,-0.15625,-0.142578125,0,1,-0.009246423187830644,-1.7656585099008748e-05
starcoder2-3b,jlens,23,0.7931,sink,encode_only,atomic,13,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,0.02850077015353847,0.0005232012828765183,4.25015975206059,4.221658981907051,0.103515625,0.166015625,0.0625,1,0,-0.005840450251702434,-4.336864271410612e-05
starcoder2-3b,jlens,23,0.7931,e6,flatten_only,atomic,14,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,-0.01047294766826834,-0.00030307508826624835,3.698079685114889,3.7085526327831575,-0.0087890625,0.2041015625,0.212890625,1,0,0.001954841588293954,-0.00011396795235196072
starcoder2-3b,jlens,23,0.7931,sink,flatten_only,atomic,14,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,0.02008908281235211,-8.018204037438595e-05,4.310831916171857,4.290742833359505,-0.033203125,0.447265625,0.48046875,1,0,0.0027906291022925522,5.216181576502693e-06
starcoder2-3b,jlens,23,0.7931,e6,normalize,baseline,0,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,0.004803416698147878,6.024057195125679e-05,3.6278039493969043,3.6230005326987564,0.005859375,0.099609375,0.09375,1,0,0.01747257938415836,6.810373748673479e-05
starcoder2-3b,jlens,23,0.7931,sink,normalize,baseline,0,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,0.023737872643367908,0.0001894673222735642,4.233491312142302,4.209753439498934,0.0390625,0.6328125,0.59375,1,0,-0.005232652628235801,-1.6999584648361155e-06
starcoder2-3b,jlens,23,0.7931,e6,opaque_only,atomic,12,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,-0.007995625086785196,9.479720363265304e-05,3.678886176462856,3.6868818015496414,-0.009765625,0.046875,0.056640625,1,0,-0.0011091720451965603,-3.0861224381381613e-05
starcoder2-3b,jlens,23,0.7931,sink,opaque_only,atomic,12,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,0.004861514176764281,3.575269286342983e-05,4.228192565760238,4.223331051583473,0.005859375,0.3984375,0.392578125,1,0,-0.005290929230942876,-2.6972294436544697e-06
starcoder2-3b,jlens,23,0.7931,e6,rename_cumulative,cumulative,21,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,-0.029153708881558327,-0.00024709578735415336,3.5484580343065244,3.5776117431880827,-0.01171875,0.1640625,0.17578125,1,0,0.0012027337490372325,-0.00010130903828204155
starcoder2-3b,jlens,23,0.7931,sink,rename_cumulative,cumulative,21,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,-0.01654978122520312,-6.227580860093673e-05,4.129094760499438,4.145644541724641,0.009765625,0.509765625,0.5,1,0,-0.007762245918018218,-7.811586554146849e-05
starcoder2-3b,jlens,23,0.7931,e6,rename_only,atomic,11,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,0.013782537109924053,-0.0002882657092278633,3.6009782083901727,3.5871956712802486,-0.013671875,-0.177734375,-0.1640625,0,1,0.020304857946232824,-1.7686336988044504e-06
starcoder2-3b,jlens,23,0.7931,sink,rename_only,atomic,11,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,0.021619328849374675,-0.00015027201354881822,4.241601863369226,4.219982534519851,0.013671875,0.212890625,0.19921875,1,0,0.024069174244323532,2.8142757310205962e-05
starcoder2-3b,jlens,23,0.7931,e6,rename_opaque,cumulative,22,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,0.008064971459184722,0.00013333670170749545,3.68500771403868,3.676942742579495,0.01074206829071045,0.2529296278953552,0.24218755960464478,1,0,0.0024789718989793874,2.6621169550468393e-06
starcoder2-3b,jlens,23,0.7931,sink,rename_opaque,cumulative,22,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,0.012380380916038547,0.0003522701290035804,4.13771001751471,4.125329636598671,0.013671875,0.1328125,0.119140625,1,0,0.005884156857688727,-4.108996341532778e-06
starcoder2-3b,jlens,23,0.7931,e6,rename_opaque_encode,cumulative,23,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,-0.01936064888418354,-2.5185401678937125e-05,3.721347525966589,3.7407081748507727,-0.00390625,0.28125,0.28515625,1,0,0.0047800038075601625,-9.86168635211046e-06
starcoder2-3b,jlens,23,0.7931,sink,rename_opaque_encode,cumulative,23,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,-0.000873173826378526,0.00012429722332077398,4.279295609920222,4.280168783746601,0.009765625,0.353515625,0.34375,1,0,0.007779895149210181,-1.016960437235162e-05
starcoder2-3b,jlens,23,0.7931,e6,rename_opaque_encode_flatten,cumulative,24,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,0.025571289384381135,0.0002488420572051564,3.727038789276414,3.7014674998920327,0.0107421875,0.16015625,0.1494140625,1,0,-0.003595897318608543,1.5071877264162536e-05
starcoder2-3b,jlens,23,0.7931,sink,rename_opaque_encode_flatten,cumulative,24,command_exec_helper_12,command_exec,helper,unsafe_minus_safe,-0.005244644978379398,5.197276011263338e-05,4.2518743770261125,4.257119022004492,-0.00390625,0.27734375,0.28125,1,0,0.005196897286282698,-7.499109404663501e-06
starcoder2-3b,jlens,23,0.7931,e6,clean_heldout,clean,-1,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,0.06160723957019343,0.0006065025452428666,3.7534583430014448,3.6918511034312513,0.06640619039535522,0.3007811903953552,0.234375,1,0,-0.007449230848267541,8.093121578764753e-05
starcoder2-3b,jlens,23,0.7931,sink,clean_heldout,clean,-1,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,-0.02019927645762376,-1.726107900399884e-05,4.176310737709423,4.196510014167047,-0.015625,0.71875,0.734375,1,0,0.0008538790726968504,-1.0958462071240793e-05
starcoder2-3b,jlens,23,0.7931,e6,encode_only,atomic,13,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,0.04877805667991586,0.0005476246852214768,3.8683806378762733,3.8196025811963574,0.049804627895355225,0.2763671278953552,0.2265625,1,0,-0.012798662708800812,0.000128525678174108
starcoder2-3b,jlens,23,0.7931,sink,encode_only,atomic,13,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,-0.020807974746810842,-5.191097825019836e-05,4.2151812790110395,4.23598925375785,-0.05078125,0.453125,0.50390625,1,0,-0.0020959272938669837,-8.583541794723176e-06
starcoder2-3b,jlens,23,0.7931,e6,flatten_only,atomic,14,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,0.025619397142849998,0.0001728823866870878,3.818216702935362,3.792597305792512,0.015625,0.15234375,0.13671875,1,0,0.00255092144957203,4.12608524952493e-05
starcoder2-3b,jlens,23,0.7931,sink,flatten_only,atomic,14,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,0.006786364395209077,9.489578704985693e-05,4.299986756997862,4.293200392602653,0.04296875,0.42578125,0.3828125,1,0,0.003223760049562374,3.197559864328431e-06
starcoder2-3b,jlens,23,0.7931,e6,normalize,baseline,0,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,0.0718488111154989,0.0007070115334680237,3.697447718110127,3.625598906994628,0.06640625,0.212890625,0.146484375,1,0,-0.0058091194646455735,0.0001178786340108387
starcoder2-3b,jlens,23,0.7931,sink,normalize,baseline,0,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,-0.019379304589429047,-5.0624578615147964e-05,4.146773862991033,4.166153167580462,-0.03515625,0.64453125,0.6796875,1,0,0.008187923263197838,2.492797397287208e-05
starcoder2-3b,jlens,23,0.7931,e6,opaque_only,atomic,12,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,0.05527158386942688,0.0005954328067038148,3.8980953602391355,3.8428237763697086,0.1416015625,0.2275390625,0.0859375,1,0,-0.012713352686968549,0.00010044457157533729
starcoder2-3b,jlens,23,0.7931,sink,opaque_only,atomic,12,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,-0.02508947355168889,-4.597463762592846e-06,4.128518406100346,4.153607879652035,-0.033203125,0.169921875,0.203125,1,0,-0.0005244687537241388,2.7535758689196943e-06
starcoder2-3b,jlens,23,0.7931,e6,rename_cumulative,cumulative,21,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,0.024299008505685116,0.0004992209504898204,3.4698555223434346,3.4455565138377495,0.08203119039535522,-0.28125,-0.3632811903953552,0,1,-0.01190404814667545,4.038672596516635e-05
starcoder2-3b,jlens,23,0.7931,sink,rename_cumulative,cumulative,21,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,-0.0031776106758103495,0.00031361533576616807,4.145547156095637,4.148724766771448,0.048828125,-0.0546875,-0.103515625,0,1,-0.01412707261966939,-3.422956938348154e-05
starcoder2-3b,jlens,23,0.7931,e6,rename_only,atomic,11,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,0.030961973802965836,0.000394598897130647,3.454559751927271,3.423597778124305,0.05664074420928955,-0.2968749403953552,-0.3535156846046448,0,1,-0.020100307996438582,8.562763883530888e-05
starcoder2-3b,jlens,23,0.7931,sink,rename_only,atomic,11,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,-0.010764825604336004,0.0002202406251679348,4.252174928634078,4.262939754238414,0.009765625,0.154296875,0.14453125,1,0,-0.007909982877153388,-1.2776821784698383e-05
starcoder2-3b,jlens,23,0.7931,e6,rename_opaque,cumulative,22,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,0.0021884506801397308,-0.00019346728461628465,3.6389535008037113,3.6367650501235715,-0.014648377895355225,0.3349609971046448,0.349609375,1,0,-0.00978221014422892,7.309686881111499e-06
starcoder2-3b,jlens,23,0.7931,sink,rename_opaque,cumulative,22,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,0.01236744044208482,-0.00020409735391311093,4.259745117295428,4.247377676853343,-0.029296875,0.033203125,0.0625,1,0,-0.0061053808459831105,1.719875317431757e-05
starcoder2-3b,jlens,23,0.7931,e6,rename_opaque_encode,cumulative,23,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,-0.011880098862392607,-0.0002295155491260567,3.6390696703124785,3.650949769174871,0.02636706829071045,0.3691405653953552,0.3427734971046448,1,0,-0.014312952542904434,-5.4141478165372486e-05
starcoder2-3b,jlens,23,0.7931,sink,rename_opaque_encode,cumulative,23,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,-0.025184246576102076,-0.00039945694809291263,4.197726101789812,4.2229103483659145,-0.03515613079071045,0.3281250596046448,0.3632811903953552,1,0,-0.007825255555293453,-3.2807338950190112e-06
starcoder2-3b,jlens,23,0.7931,e6,rename_opaque_encode_flatten,cumulative,24,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,-0.01863435722307427,-0.00014610374546993043,3.5968003221665623,3.6154346793896366,-0.041015625,0.134765625,0.17578125,1,0,0.009047818840140831,-3.354247492790008e-05
starcoder2-3b,jlens,23,0.7931,sink,rename_opaque_encode_flatten,cumulative,24,command_exec_helper_14,command_exec,helper,unsafe_minus_safe,0.024843362577210648,-7.754002408497454e-05,4.1653808089808955,4.140537446403685,-0.029296875,0.158203125,0.1875,1,0,0.024918093738953262,3.064982448183762e-05
starcoder2-3b,jlens,23,0.7931,e6,clean_heldout,clean,-1,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,0.04955568103428165,0.0005189242755691166,3.756736428981798,3.7071807479475165,0.0546875,0.251953125,0.197265625,1,0,-0.010348497167467774,2.4303992914889022e-05
starcoder2-3b,jlens,23,0.7931,sink,clean_heldout,clean,-1,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,0.0261087668955593,0.00024158868179038895,4.341020193435307,4.314911426539748,0.0390625,0.75,0.7109375,1,0,-0.0024989199432730036,1.937015246645732e-05
starcoder2-3b,jlens,23,0.7931,e6,encode_only,atomic,13,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,0.06777769574859649,0.000734393403251165,3.6980291996736376,3.630251503925041,0.078125,0.2421875,0.1640625,1,0,-0.008362368089967154,7.314067180743539e-05
starcoder2-3b,jlens,23,0.7931,sink,encode_only,atomic,13,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,0.03856499362326371,0.00043054168592567693,4.326605974560959,4.288040980937695,0.05859375,0.80078125,0.7421875,1,0,-0.006404109552315518,5.339196441703914e-05
starcoder2-3b,jlens,23,0.7931,e6,flatten_only,atomic,14,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,0.0021213379363782536,0.00010252384395581862,3.6977490167267266,3.6956276787903484,-0.0107421875,0.0029296875,0.013671875,1,0,-0.006582660011233754,4.55319784750316e-06
starcoder2-3b,jlens,23,0.7931,sink,flatten_only,atomic,14,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,-0.009163006628607917,4.791154536628456e-05,4.4383840942346335,4.4475471008632415,-0.068359375,0.455078125,0.5234375,1,0,0.004390941185900887,5.378668819756849e-06
starcoder2-3b,jlens,23,0.7931,e6,normalize,baseline,0,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,0.06459425982471467,0.0007038838794081771,3.7162642071589276,3.651669947334213,0.078125,0.18359375,0.10546875,1,0,-0.006863046303702491,6.500912442071113e-05
starcoder2-3b,jlens,23,0.7931,sink,normalize,baseline,0,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,0.04523353285497045,0.000424534812539127,4.33006056388146,4.28482703102649,0.058593690395355225,0.71875,0.6601563096046448,1,0,-0.0004975403517675225,4.1562656484580435e-05
starcoder2-3b,jlens,23,0.7931,e6,opaque_only,atomic,12,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,0.018201929771122227,0.00010013925862863149,3.8838144519074027,3.8656125221362805,0.014648497104644775,0.3115234375,0.2968749403953552,1,0,-0.03026458405590282,4.463941536931443e-05
starcoder2-3b,jlens,23,0.7931,sink,opaque_only,atomic,12,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,-0.001340570155162979,-0.0002710758328888854,4.253188199803395,4.254528769958558,-0.02734375,0.30078125,0.328125,1,0,-0.03976771971038928,-4.906620400121561e-05
starcoder2-3b,jlens,23,0.7931,e6,rename_cumulative,cumulative,21,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,0.002542326459924471,-6.965276173581669e-06,3.5415498284171494,3.539007501957225,0.029296815395355225,-0.123046875,-0.15234369039535522,0,1,-0.01412156349446736,3.6825986934767296e-05
starcoder2-3b,jlens,23,0.7931,sink,rename_cumulative,cumulative,21,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,-0.005528403464097664,4.8780350813328044e-05,4.332682227427501,4.338210630891599,-0.0078125,0.36328125,0.37109375,1,0,0.0011241023006334228,-2.8171988925157487e-06
starcoder2-3b,jlens,23,0.7931,e6,rename_only,atomic,11,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,0.030726119658210482,0.00019218135992784754,3.5225282713056854,3.491802151647475,0.1044921875,-0.26171875,-0.3662109375,0,1,-0.019475066889450887,6.624863552207039e-05
starcoder2-3b,jlens,23,0.7931,sink,rename_only,atomic,11,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,0.004226887013285108,2.4669570677926522e-06,4.265333902439222,4.261107015425937,0.00390625,0.16796875,0.1640625,1,0,-0.004505910288700177,3.2173302492166655e-06
starcoder2-3b,jlens,23,0.7931,e6,rename_opaque,cumulative,22,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,0.014529724177286152,0.0002876308305596355,3.6963256792824795,3.6817959551051933,0.0380859375,0.33203125,0.2939453125,1,0,-0.009587937874178443,-1.3510430005574114e-05
starcoder2-3b,jlens,23,0.7931,sink,rename_opaque,cumulative,22,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,-0.008948281861853147,0.00014742062731236405,4.249633158921313,4.258581440783166,0.00390625,0.263671875,0.259765625,1,0,-0.020763873847435277,-1.7925680396511934e-05
starcoder2-3b,jlens,23,0.7931,e6,rename_opaque_encode,cumulative,23,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,0.011909951612325553,0.0001607493530959743,3.7051847330791894,3.693274781466864,0.0048828125,0.4521483778953552,0.4472655653953552,1,0,-0.013012274486632947,-2.593376163470551e-07
starcoder2-3b,jlens,23,0.7931,sink,rename_opaque_encode,cumulative,23,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,0.01578069222363343,-1.8218605059305143e-05,4.226471928966466,4.210691236742832,0.0,0.3886719346046448,0.3886719346046448,1,0,-0.0037517092389722784,2.66544759121648e-06
starcoder2-3b,jlens,23,0.7931,e6,rename_opaque_encode_flatten,cumulative,24,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,0.004579561695216228,-3.7653766433481256e-05,3.6632213029860745,3.6586417412908583,-0.005859494209289551,0.23535150289535522,0.24121099710464478,1,0,0.0007312979271909548,-1.0290220690250401e-05
starcoder2-3b,jlens,23,0.7931,sink,rename_opaque_encode_flatten,cumulative,24,command_exec_helper_15,command_exec,helper,unsafe_minus_safe,0.016124988660944695,5.523632135380485e-05,4.316409684101666,4.3002846954407214,0.037109375,0.423828125,0.38671875,1,0,-0.009964274487871627,2.195972937492005e-05
starcoder2-3b,jlens,23,0.7931,e6,clean_heldout,clean,-1,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,0.02283258513292008,0.0005114704706785933,3.844748807491442,3.821916222358522,0.01171875,0.595703125,0.583984375,1,0,-0.011991263048748091,3.427805426644073e-05
starcoder2-3b,jlens,23,0.7931,sink,clean_heldout,clean,-1,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,0.008947292215480296,0.0002439750657318475,4.243928771546307,4.234981479330827,0.023437559604644775,0.70703125,0.6835936903953552,1,0,0.0031486237132112294,-9.774450347357216e-06
starcoder2-3b,jlens,23,0.7931,e6,encode_only,atomic,13,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,0.04400069903932691,0.0008001251172154444,3.8646706955583046,3.8206699965189777,0.048828125,0.322265625,0.2734375,1,0,-0.03157222089246359,-1.1306534945059593e-05
starcoder2-3b,jlens,23,0.7931,sink,encode_only,atomic,13,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,0.02624621714281261,0.0005899330282584277,4.204252474832661,4.178006257689848,0.05078125,0.3671875,0.31640625,1,0,-0.009870313560034427,-6.552521411830672e-05
starcoder2-3b,jlens,23,0.7931,e6,flatten_only,atomic,14,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,0.0002829058513462712,0.00018059875566517683,3.7078767633004452,3.707593857449099,-0.013671875,0.318359375,0.33203125,1,0,-0.012988163653037232,-7.879044416640724e-05
starcoder2-3b,jlens,23,0.7931,sink,flatten_only,atomic,14,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,0.000559967936182737,0.00045104943923669066,4.202965085821232,4.202405117885049,0.037109375,0.439453125,0.40234375,1,0,-0.011876771726992308,-8.67565918023748e-05
starcoder2-3b,jlens,23,0.7931,e6,normalize,baseline,0,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,0.033191132376853894,0.0005500070859499502,3.8127840223000304,3.7795928899231765,0.02734375,0.568359375,0.541015625,1,0,-0.018127066735881825,1.6181880177209423e-05
starcoder2-3b,jlens,23,0.7931,sink,normalize,baseline,0,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,0.010376285680287367,0.00020539925314277258,4.199383711709443,4.189007426029155,0.015625,0.640625,0.625,1,0,0.0032062673082486892,-2.08921675608556e-05
starcoder2-3b,jlens,23,0.7931,e6,opaque_only,atomic,12,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,0.03445933645004162,0.0007971765951985989,3.687119106644536,3.6526597701944943,0.0341796875,0.3525390625,0.318359375,1,0,-0.030201996396754416,2.021204758186068e-05
starcoder2-3b,jlens,23,0.7931,sink,opaque_only,atomic,12,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,0.01718992680819298,0.0003018540229498233,4.136721181702963,4.1195312548947705,0.0078125,0.42578125,0.41796875,1,0,0.008891337631483198,1.7143803502948918e-05
starcoder2-3b,jlens,23,0.7931,e6,rename_cumulative,cumulative,21,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,-0.013378632263047585,-0.00024181328379170933,3.7686757441414236,3.782054376404471,0.021484375,0.53125,0.509765625,1,0,-0.023327671017801532,-3.557590414694084e-06
starcoder2-3b,jlens,23,0.7931,sink,rename_cumulative,cumulative,21,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,0.002843960381339272,-0.00012975213620611964,4.204252341498294,4.201408381116955,0.01953125,0.453125,0.43359375,1,0,-0.0044611080305754225,-8.430732491522541e-06
starcoder2-3b,jlens,23,0.7931,e6,rename_only,atomic,11,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,0.005538441332730404,0.00024400856878621646,3.589599168493696,3.5840607271609657,-0.0146484375,0.3994140625,0.4140625,1,0,-0.041153320215287115,-3.185496994503878e-05
starcoder2-3b,jlens,23,0.7931,sink,rename_only,atomic,11,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,-0.017910283943648686,-8.776268455511563e-05,4.143895024143187,4.161805308086835,-0.01953125,0.23828125,0.2578125,1,0,-0.01383032176319221,7.698351539135034e-06
starcoder2-3b,jlens,23,0.7931,e6,rename_opaque,cumulative,22,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,0.00624178362834682,0.00038044967228797674,3.665081671887649,3.658839888259302,0.0322265625,0.5263671875,0.494140625,1,0,-0.0008927048008317562,-3.428922523587147e-05
starcoder2-3b,jlens,23,0.7931,sink,rename_opaque,cumulative,22,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,-0.031194882087613784,-0.00016287949488193176,4.105253669153538,4.136448551241152,0.005859375,0.369140625,0.36328125,1,0,0.00760616631198241,2.6642251488302737e-05
starcoder2-3b,jlens,23,0.7931,e6,rename_opaque_encode,cumulative,23,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,-0.009287802041360038,1.4339596830476031e-05,3.588990820057539,3.598278622098899,0.035156309604644775,0.392578125,0.3574218153953552,1,0,-0.01583487839617237,-1.1249005797134976e-05
starcoder2-3b,jlens,23,0.7931,sink,rename_opaque_encode,cumulative,23,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,0.004422487940670905,0.00021069904464368627,4.142163155143761,4.13774066720309,0.0234375,0.45703125,0.43359375,1,0,-0.013860354693812194,1.8211444692710355e-05
starcoder2-3b,jlens,23,0.7931,e6,rename_opaque_encode_flatten,cumulative,24,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,0.008054717962699076,-4.174065616716072e-05,3.7242493459256516,3.7161946279629525,0.01953125,0.154296875,0.134765625,1,0,-0.005752848835989255,-1.6187525470241076e-05
starcoder2-3b,jlens,23,0.7931,sink,rename_opaque_encode_flatten,cumulative,24,dynamic_exec_assign_chain_02,dynamic_exec,assign_chain,unsafe_minus_safe,-0.01164184639664434,-9.006859071983286e-05,4.309901192588133,4.321543038984777,5.960464477539063e-08,0.3476563096046448,0.34765625,1,0,-0.0035864519197408296,-1.8188907037475222e-07
starcoder2-3b,jlens,23,0.7931,e6,clean_heldout,clean,-1,dynamic_exec_assign_chain_04,dynamic_exec,assign_chain,unsafe_minus_safe,0.004886789501516109,-1.9834493703276e-05,3.699935206518152,3.6950484170166358,0.03125,0.486328125,0.455078125,1,0,0.013557424060090528,-8.178936269420331e-05
starcoder2-3b,jlens,23,0.7931,sink,clean_heldout,clean,-1,dynamic_exec_assign_chain_04,dynamic_exec,assign_chain,unsafe_minus_safe,-0.01131913278050245,-4.56928547415969e-05,4.135352891222036,4.146672024002538,0.015625,0.57421875,0.55859375,1,0,0.0023975147316253054,-2.823640734327809e-05
starcoder2-3b,jlens,23,0.7931,e6,encode_only,atomic,13,dynamic_exec_assign_chain_04,dynamic_exec,assign_chain,unsafe_minus_safe,-0.014461684439515565,-0.000289538251695403,3.6613013542655874,3.675763038705103,0.037109375,0.32421875,0.287109375,1,0,0.002274952716899037,-7.47036374733924e-05
starcoder2-3b,jlens,23,0.7931,sink,encode_only,atomic,13,dynamic_exec_assign_chain_04,dynamic_exec,assign_chain,unsafe_minus_safe,-0.030183496169315482,-0.00021997539579820397,4.13769035461914,4.167873850788456,0.007812440395355225,0.51171875,0.5039063096046448,1,0,-0.0036258570321970884,-7.488038901316829e-05
starcoder2-3b,jlens,23,0.7931,e6,flatten_only,atomic,14,dynamic_exec_assign_chain_04,dynamic_exec,assign_chain,unsafe_minus_safe,0.024453207963090584,0.0001608896144128548,3.7490874471727498,3.724634239209659,0.0107421875,0.345703125,0.3349609375,1,0,-0.02661647660415134,-5.1650934000634086e-06
starcoder2-3b,jlens,23,0.7931,sink,flatten_only,atomic,14,dynamic_exec_assign_chain_04,dynamic_exec,assign_chain,unsafe_minus_safe,0.03989974677090835,0.0005053472734287898,4.332584592209088,4.292684845438179,0.035156190395355225,0.625,0.5898438096046448,1,0,-0.033577149662825434,-3.354634798717268e-05
starcoder2-3b,jlens,23,0.7931,e6,normalize,baseline,0,dynamic_exec_assign_chain_04,dynamic_exec,assign_chain,unsafe_minus_safe,-0.007889864100697253,-0.0001084517430623641,3.664548178375795,3.672438042476492,0.0390625,0.490234375,0.451171875,1,0,0.021993409581034462,-0.00010453788441192394
starcoder2-3b,jlens,23,0.7931,sink,normalize,baseline,0,dynamic_exec_assign_chain_04,dynamic_exec,assign_chain,unsafe_minus_safe,-0.012064698435345633,4.2598312683779505e-05,4.116596050960386,4.128660749395731,0.02734375,0.5625,0.53515625,1,0,0.008346971280963844,-2.94158456146075e-05
starcoder2-3b,jlens,23,0.7931,e6,opaque_only,atomic,12,dynamic_exec_assign_chain_04,dynamic_exec,assign_chain,unsafe_minus_safe,0.005845857028633716,-0.0001082656876012951,3.7196477305693434,3.7138018735407097,0.103515625,0.568359375,0.46484375,1,0,0.015000388354726168,-0.0001103728570659851
starcoder2-3b,jlens,23,0.7931,sink,opaque_only,atomic,12,dynamic_exec_assign_chain_04,dynamic_exec,assign_chain,unsafe_minus_safe,-0.013746461331385795,9.961981262349845e-05,4.171482091786362,4.1852285531177476,0.06640630960464478,0.3828125,0.3164061903953552,1,0,0.0049287803751267845,-2.9075736760940385e-05
starcoder2-3b,jlens,23,0.7931,e6,rename_cumulative,cumulative,21,dynamic_exec_assign_chain_04,dynamic_exec,assign_chain,unsafe_minus_safe,0.005233201399911014,7.638351155634868e-05,3.762560348476448,3.757327147076537,-0.0166015625,0.490234375,0.5068359375,1,0,0.00010124423081792067,-5.079800208759172e-05
starcoder2-3b,jlens,23,0.7931,sink,rename_cumulative,cumulative,21,dynamic_exec_assign_chain_04,dynamic_exec,assign_chain,unsafe_minus_safe,0.015374704668470685,0.00012304111320114372,4.1965848888893085,4.181210184220838,5.960464477539063e-08,0.44921875,0.4492186903953552,1,0,3.837688057117816e-05,-1.0044817857421395e-05
