base_id,split,arm,binding,site,variant,layer,rank,own_answer,installed_answer,clean_logit_diff,patched_logit_diff,delta_ld,clean_logit_diff_unbatched,clean_path_shift,flipped,says_installed,says_own,says_other,edit_fraction,edit_norm,state_norm,effective_rank,degenerate,gates_required,gate_override,gate_override_reason
base_0001,test,ba,source,def_target,whole_state,6,3072,2,3,-2.0,-1.71875,0.28125,-2.0,0.0,0,0,1,0,0.5055977388283596,10.618062742738704,21.001009156695076,3072,False,"H0,H1,H2",False,
base_0001,test,ba,source,def_target,noop,6,0,2,3,-2.0,-2.0,0.0,-2.0,0.0,0,0,1,0,0.0,0.0,21.001009156695076,0,True,"H0,H1,H2",False,
base_0001,test,ba,source,mutation,whole_state,6,3072,2,3,-2.0,-1.75,0.25,-2.0,0.0,0,0,1,0,1.0171110912331423,19.448742044418793,19.121551433323965,3072,False,"H0,H1,H2",False,
base_0001,test,ba,source,mutation,noop,6,0,2,3,-2.0,-2.0,0.0,-2.0,0.0,0,0,1,0,0.0,0.0,19.121551433323965,0,True,"H0,H1,H2",False,
base_0001,test,ba,source,use,whole_state,6,3072,2,3,-2.0,0.625,2.625,-2.0,0.0,1,1,0,0,0.7623551274578184,16.433717796922828,21.55651245073067,3072,False,"H0,H1,H2",False,
base_0001,test,ba,source,use,noop,6,0,2,3,-2.0,-2.0,0.0,-2.0,0.0,0,0,1,0,0.0,0.0,21.55651245073067,0,True,"H0,H1,H2",False,
base_0001,test,ba,target,def_source,whole_state,6,3072,3,2,-1.9374998807907104,-1.9374998807907104,0.0,-1.9375,1.1920928955078125e-07,0,0,1,0,0.0,0.0,22.097166614927687,3072,True,"H0,H1,H2",False,
base_0001,test,ba,target,def_source,noop,6,0,3,2,-1.9375,-1.9375,0.0,-1.9375,0.0,0,0,1,0,0.0,0.0,22.097166614927687,0,True,"H0,H1,H2",False,
base_0001,test,ba,target,def_target,whole_state,6,3072,3,2,-1.9375001192092896,-2.21875,-0.28124988079071045,-1.9375,-1.1920928955078125e-07,0,0,1,0,0.4856430795436903,10.618062742738704,21.863922683126514,3072,False,"H0,H1,H2",False,
base_0001,test,ba,target,def_target,noop,6,0,3,2,-1.9375,-1.9375,0.0,-1.9375,0.0,0,0,1,0,0.0,0.0,21.863922683126514,0,True,"H0,H1,H2",False,
base_0001,test,ba,target,mutation,whole_state,6,3072,3,2,-1.9375,-1.84375,0.09375,-1.9375,0.0,0,0,1,0,0.8949651813621814,19.448742044418793,21.73128346157204,3072,False,"H0,H1,H2",False,
base_0001,test,ba,target,mutation,noop,6,0,3,2,-1.9375,-1.9375,0.0,-1.9375,0.0,0,0,1,0,0.0,0.0,21.73128346157204,0,True,"H0,H1,H2",False,
base_0001,test,ba,target,use,whole_state,6,3072,3,2,-1.9375,1.0625,3.0,-1.9375,0.0,1,1,0,0,0.7400319936324327,16.433717796922828,22.206766651071725,3072,False,"H0,H1,H2",False,
base_0001,test,ba,target,use,noop,6,0,3,2,-1.9375,-1.9375,0.0,-1.9375,0.0,0,0,1,0,0.0,0.0,22.206766651071725,0,True,"H0,H1,H2",False,
