arm,site,layer,contrast,delta,ci_lo,ci_hi,n,n_bases,edit_fraction_treatment,edit_fraction_control
ab,use,7,das_binding - random_rank,0.7770926368023668,0.7397209864216191,0.8131982430895525,560,280,0.4334857592930355,0.006061748941665376
ab,use,7,das_binding - random_norm,0.23939732270581382,0.1860449231522424,0.2894817275873252,560,280,0.4334857592930355,0.45873388012239646
ab,use,7,das_binding - noop,0.893443082219788,0.8483251982275396,0.936607842209882,560,280,0.4334857592930355,0.0
