base_id,split,arm,binding,site,variant,layer,rank,own_answer,installed_answer,clean_logit_diff,patched_logit_diff,delta_ld,clean_logit_diff_unbatched,clean_path_shift,flipped,says_installed,says_own,says_other,edit_fraction,edit_norm,state_norm,effective_rank,degenerate,gates_required,gate_override,gate_override_reason
base_0004,test,ba,target,use,random_rank,12,1,6,2,-1.75,-1.78125,-0.03125,-1.78125,0.03125,0,0,1,0,0.01313085223272088,0.4106186601800636,31.271287872453517,1,False,"H0,H1,H2,H3",False,
base_0004,test,ba,target,use,random_norm,12,1728,6,2,-1.78125,-0.34375,1.4375,-1.78125,0.0,0,0,1,0,0.6155906084977075,19.250311129910642,31.271287872453517,1728,False,"H0,H1,H2,H3",False,
base_0004,test,ba,target,use,noop,12,1,6,2,-1.78125,-1.78125,0.0,-1.78125,0.0,0,0,1,0,0.0,0.0,31.271287872453517,1,True,"H0,H1,H2,H3",False,
base_0004,test,ba,target,use,whole_state,12,3072,6,2,-1.78125,0.5312499403953552,2.3124999403953552,-1.78125,0.0,1,1,0,0,0.8060403961992356,25.205921266372783,31.271287872453517,3072,False,"H0,H1,H2,H3",False,
base_0005,test,ab,source,use,das_binding,12,1,7,6,-2.625,4.4375,7.0625,-2.625,0.0,1,1,0,0,0.4778323632472838,15.408534262358426,32.24673640279223,1,False,"H0,H1,H2,H3",False,
base_0005,test,ab,source,use,das_answer_control,12,1,7,6,-2.625,2.09375,4.71875,-2.625,0.0,1,1,0,0,0.47783236324728395,15.408534262358431,32.24673640279223,1,False,"H0,H1,H2,H3",False,
base_0005,test,ab,source,use,mean_difference,12,1,7,6,-2.625,-1.9062501192092896,0.7187498807907104,-2.625,0.0,0,0,1,0,0.7057886674854869,22.75938111648247,32.24673640279223,1,False,"H0,H1,H2,H3",False,
base_0005,test,ab,source,use,random_rank,12,1,7,6,-2.625,-2.625,0.0,-2.625,0.0,0,0,1,0,0.01743450230113216,0.5622058000184833,32.24673640279223,1,False,"H0,H1,H2,H3",False,
base_0005,test,ab,source,use,random_norm,12,1216,7,6,-2.625,-2.75,-0.125,-2.625,0.0,0,0,1,0,0.49564041759859134,15.982785896871638,32.24673640279223,1216,False,"H0,H1,H2,H3",False,
base_0005,test,ab,source,use,noop,12,1,7,6,-2.625,-2.625,0.0,-2.625,0.0,0,0,1,0,0.0,0.0,32.24673640279223,1,True,"H0,H1,H2,H3",False,
base_0005,test,ab,source,use,whole_state,12,3072,7,6,-2.625,-1.625,1.0,-2.625,0.0,0,0,1,0,0.7739683282643224,24.957952665649373,32.24673640279223,3072,False,"H0,H1,H2,H3",False,
base_0005,test,ab,target,use,das_binding,12,1,6,7,-0.28125,6.484375,6.765625,-0.25,-0.03125,1,1,0,0,0.4819637790257846,15.408534262358426,31.970315888684418,1,False,"H0,H1,H2,H3",False,
