model,base_id,split,arm,binding,cell,layer,target_mode,target_token,score,rho,n_tokens,frac_inner_def_name,frac_inner_def_value,frac_outer_def_name,frac_outer_def_value,frac_use_site,frac_return_kw,frac_signature,frac_suffix,frac_other,frac_outer_def,frac_inner_def,frac_inner_def_identical,frac_both_defs,ntok_inner_def_name,ntok_inner_def_value,ntok_outer_def_name,ntok_outer_def_value,ntok_use_site,ntok_return_kw,ntok_signature,ntok_suffix,ntok_other
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,19,bound,17,510.0826416015625,1.000000046741167,21,0.010902401496842122,0.03495394207673054,0.04463395548793052,0.04552264342553254,0.040338173015966844,0.02512564698749365,0.061555312405096735,0.6263790308236233,0.11058894102195066,0.09015659891346306,0.04585634357357266,0.03495394207673054,0.13601294248703572,1,1,1,1,1,1,3,5,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,19,other,19,442.99365234375,1.0000002029008854,21,0.012346458603035433,0.07850582074310196,0.047373557076542214,0.022432517382868687,0.04147097764290147,0.027325700970569335,0.06587410717582565,0.5917266766756113,0.11294438663042947,0.0698060744594109,0.09085227934613739,0.07850582074310196,0.16065835380554827,1,1,1,1,1,1,3,5,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,23,bound,17,510.0826416015625,1.0000000710465737,21,0.010288244998859665,0.023699798341405023,0.03187819380524133,0.03713605532550758,0.029319533715503075,0.02243193857890579,0.05568686728164979,0.6942781497593571,0.09528128924014448,0.06901424913074891,0.03398804334026469,0.023699798341405023,0.1030022924710136,1,1,1,1,1,1,3,5,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,23,other,19,442.99365234375,1.000000197518899,21,0.01128004599368036,0.05956620604441329,0.034977641248122075,0.016704269098353156,0.03052129196468232,0.024573275649461945,0.05911839679358303,0.6657062705772714,0.0975528001493316,0.051681910346475235,0.07084625203809365,0.05956620604441329,0.12252816238456889,1,1,1,1,1,1,3,5,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,27,bound,17,510.0826416015625,0.9999999728901232,21,0.006809737907394515,0.009694497564014908,0.01361213464710763,0.02301306215938029,0.013311238384857406,0.011050339159890269,0.043944753241937425,0.7733926125877297,0.10517159723781092,0.03662519680648792,0.016504235471409424,0.009694497564014908,0.05312943227789734,1,1,1,1,1,1,3,5,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,27,other,19,442.99365234375,1.0000001097925215,21,0.007616464376313721,0.016674963106268276,0.01445491741673473,0.013280774662965376,0.013376075648097936,0.012219808623798706,0.04612569402651527,0.7646822040823735,0.11156920784945401,0.027735692079700107,0.024291427482582,0.016674963106268276,0.052027119562282106,1,1,1,1,1,1,3,5,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,0,bound,19,447.55938720703125,0.9999997175314489,21,0.0050389257165019755,0.07274323816794455,0.3406349309603286,0.021446386775443475,0.0016093028414709335,0.021589734304556792,0.043212661660334176,0.16872231376707003,0.3250022233377985,0.36208131773577207,0.07778216388444653,0.07274323816794455,0.4398634816202186,1,1,1,1,1,1,3,5,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,0,other,17,383.4335632324219,0.9999996137074152,21,0.0022044283017483355,0.024472287207671927,0.3670523849580452,0.03639714956228141,0.0022562518226170217,0.022542728231645232,0.03839286234820247,0.18893084514472733,0.31775067613047614,0.4034495345203266,0.026676715509420263,0.024472287207671927,0.43012625002974686,1,1,1,1,1,1,3,5,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,3,bound,19,447.55938720703125,0.9999998862667882,21,0.007584701698890999,0.08060287539038566,0.31854688644044243,0.023844270694616105,0.0068092920990893945,0.02236587105112322,0.034927653435574454,0.18469003641576567,0.32062829904090007,0.3423911571350585,0.08818757708927666,0.08060287539038566,0.4305787342243351,1,1,1,1,1,1,3,5,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,3,other,17,383.4335632324219,0.9999997698955336,21,0.00603662982174726,0.025921576152242165,0.3356856235550885,0.0457236609356106,0.00812512993110428,0.023123682432940627,0.03192212857830858,0.20736909356679067,0.31609224492170096,0.3814092844906991,0.03195820597398943,0.025921576152242165,0.4133674904646885,1,1,1,1,1,1,3,5,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,7,bound,19,447.55938720703125,1.000000069518427,21,0.014532851129232397,0.11405118335896469,0.23849701335626586,0.021235660175706102,0.017988249359420456,0.01961181839425061,0.045228696042364645,0.2566586091773375,0.2721959885248846,0.25973267353197194,0.12858403448819708,0.11405118335896469,0.38831670802016904,1,1,1,1,1,1,3,5,7
