example_id,layer,lens,stratum,positive_name,negative_name,distance_gap,margin,correct
synthetic_control_502678,0,jlens,indent_matched,z,l,-15,-0.005685210227966309,False
synthetic_control_502678,0,logit,indent_matched,z,l,-15,0.028650157153606415,True
synthetic_control_502678,0,random,indent_matched,z,l,-15,0.14151263236999512,True
synthetic_control_502678,0,jlens,indent_matched,z,f,-22,-0.04873991012573242,False
synthetic_control_502678,0,logit,indent_matched,z,f,-22,0.2605651021003723,True
synthetic_control_502678,0,random,indent_matched,z,f,-22,1.042363166809082,True
synthetic_control_502678,0,jlens,indent_matched,l,z,1,0.00785064697265625,True
synthetic_control_502678,0,logit,indent_matched,l,z,1,-0.040381915867328644,False
synthetic_control_502678,0,random,indent_matched,l,z,1,-0.0014890432357788086,False
synthetic_control_502678,0,jlens,indent_matched,l,s,-6,-0.07483363151550293,False
synthetic_control_502678,0,logit,indent_matched,l,s,-6,0.042312994599342346,True
synthetic_control_502678,0,random,indent_matched,l,s,-6,0.31018146872520447,True
synthetic_control_502678,0,jlens,indent_matched,f,z,8,0.050473809242248535,True
synthetic_control_502678,0,logit,indent_matched,f,z,8,-0.2613438069820404,False
synthetic_control_502678,0,random,indent_matched,f,z,8,-1.002187728881836,False
synthetic_control_502678,0,jlens,indent_matched,f,s,1,-0.032210469245910645,False
synthetic_control_502678,0,logit,indent_matched,f,s,1,-0.17864888906478882,False
synthetic_control_502678,0,random,indent_matched,f,s,1,-0.6905171871185303,False
synthetic_control_845351,0,jlens,indent_matched,z,b,-72,-0.09955203533172607,False
synthetic_control_845351,0,logit,indent_matched,z,b,-72,-0.16114908456802368,False
synthetic_control_845351,0,random,indent_matched,z,b,-72,0.4924185872077942,True
synthetic_control_845351,0,jlens,indent_matched,z,v,-36,-0.09097301959991455,False
synthetic_control_845351,0,logit,indent_matched,z,v,-36,-0.2733919322490692,False
synthetic_control_845351,0,random,indent_matched,z,v,-36,-0.24403905868530273,False
synthetic_control_845351,0,jlens,indent_matched,z,k,-65,-0.08324575424194336,False
synthetic_control_845351,0,logit,indent_matched,z,k,-65,0.24567364156246185,True
synthetic_control_845351,0,random,indent_matched,z,k,-65,1.0838911533355713,True
synthetic_control_845351,0,jlens,indent_matched,z,a,-29,-0.0903853178024292,False
synthetic_control_845351,0,logit,indent_matched,z,a,-29,-0.3161575198173523,False
synthetic_control_845351,0,random,indent_matched,z,a,-29,-0.1306835412979126,False
synthetic_control_845351,0,jlens,indent_matched,i,v,-29,0.018811941146850586,True
synthetic_control_845351,0,logit,indent_matched,i,v,-29,-0.012712910771369934,False
synthetic_control_845351,0,random,indent_matched,i,v,-29,-0.4799303412437439,False
synthetic_control_845351,0,jlens,indent_matched,i,w,-36,0.05196547508239746,True
synthetic_control_845351,0,logit,indent_matched,i,w,-36,0.3975711166858673,True
synthetic_control_845351,0,random,indent_matched,i,w,-36,-0.6491461396217346,False
synthetic_control_845351,0,jlens,indent_matched,i,b,-65,0.010232925415039062,True
synthetic_control_845351,0,logit,indent_matched,i,b,-65,0.0995299443602562,True
synthetic_control_845351,0,random,indent_matched,i,b,-65,0.256527304649353,True
synthetic_control_845351,0,jlens,indent_matched,i,k,-58,0.026539206504821777,True
synthetic_control_845351,0,logit,indent_matched,i,k,-58,0.5063526630401611,True
synthetic_control_845351,0,random,indent_matched,i,k,-58,0.8479999303817749,True
synthetic_control_845351,0,jlens,indent_matched,h,v,-22,-0.032276153564453125,False
synthetic_control_845351,0,logit,indent_matched,h,v,-22,-0.5655221939086914,False
synthetic_control_845351,0,random,indent_matched,h,v,-22,-0.6748603582382202,False
synthetic_control_845351,0,jlens,indent_matched,h,b,-58,-0.04085516929626465,False
synthetic_control_845351,0,logit,indent_matched,h,b,-58,-0.4532793164253235,False
synthetic_control_845351,0,random,indent_matched,h,b,-58,0.0615973025560379,True
synthetic_control_845351,0,jlens,indent_matched,h,p,-44,-0.007207155227661133,False
synthetic_control_845351,0,logit,indent_matched,h,p,-44,0.049378156661987305,True
synthetic_control_845351,0,random,indent_matched,h,p,-44,-0.5622526407241821,False
synthetic_control_845351,0,jlens,indent_matched,h,a,-15,-0.03168845176696777,False
synthetic_control_845351,0,logit,indent_matched,h,a,-15,-0.6082878112792969,False
synthetic_control_845351,0,random,indent_matched,h,a,-15,-0.5615048408508301,False
synthetic_control_845351,0,jlens,indent_matched,a,z,-13,0.09811902046203613,True
synthetic_control_845351,0,logit,indent_matched,a,z,-13,0.30204740166664124,True
synthetic_control_845351,0,random,indent_matched,a,z,-13,0.17505937814712524,True
synthetic_control_845351,0,jlens,indent_matched,a,b,-43,-0.005946159362792969,False
synthetic_control_845351,0,logit,indent_matched,a,b,-43,0.10739777982234955,True
synthetic_control_845351,0,random,indent_matched,a,b,-43,0.6186630725860596,True
synthetic_control_845351,0,jlens,indent_matched,a,h,1,0.031285762786865234,True
synthetic_control_845351,0,logit,indent_matched,a,h,1,0.5646894574165344,True
synthetic_control_845351,0,random,indent_matched,a,h,1,0.6187928915023804,True
synthetic_control_845351,0,jlens,indent_matched,a,i,-6,-0.01759958267211914,False
synthetic_control_845351,0,logit,indent_matched,a,i,-6,0.04026526212692261,True
synthetic_control_845351,0,random,indent_matched,a,i,-6,0.32143187522888184,True
synthetic_control_845351,0,jlens,indent_matched,v,z,-6,0.09773337841033936,True
synthetic_control_845351,0,logit,indent_matched,v,z,-6,0.29159629344940186,True
synthetic_control_845351,0,random,indent_matched,v,z,-6,0.16167610883712769,True
synthetic_control_845351,0,jlens,indent_matched,v,i,1,-0.017985224723815918,False
synthetic_control_845351,0,logit,indent_matched,v,i,1,0.029814153909683228,True
synthetic_control_845351,0,random,indent_matched,v,i,1,0.3080486059188843,True
synthetic_control_845351,0,jlens,indent_matched,v,k,-29,0.00964212417602539,True
synthetic_control_845351,0,logit,indent_matched,v,k,-29,0.5289338827133179,True
synthetic_control_845351,0,random,indent_matched,v,k,-29,1.2453516721725464,True
synthetic_control_845351,0,jlens,indent_matched,v,h,8,0.030900120735168457,True
synthetic_control_845351,0,logit,indent_matched,v,h,8,0.5542383193969727,True
synthetic_control_845351,0,random,indent_matched,v,h,8,0.6054096221923828,True
synthetic_control_845351,0,jlens,indent_matched,w,i,8,-0.05287575721740723,False
synthetic_control_845351,0,logit,indent_matched,w,i,8,-0.38154906034469604,False
synthetic_control_845351,0,random,indent_matched,w,i,8,0.595274031162262,True
synthetic_control_845351,0,jlens,indent_matched,w,p,-15,-0.013348579406738281,False
synthetic_control_845351,0,logit,indent_matched,w,p,-15,0.1938064843416214,True
synthetic_control_845351,0,random,indent_matched,w,p,-15,0.31799447536468506,True
synthetic_control_845351,0,jlens,indent_matched,w,b,-29,-0.041222333908081055,False
synthetic_control_845351,0,logit,indent_matched,w,b,-29,-0.3144165277481079,False
synthetic_control_845351,0,random,indent_matched,w,b,-29,0.8925052285194397,True
synthetic_control_845351,0,jlens,indent_matched,w,z,1,0.06284284591674805,True
synthetic_control_845351,0,logit,indent_matched,w,z,1,-0.11976689845323563,False
synthetic_control_845351,0,random,indent_matched,w,z,1,0.44890153408050537,True
synthetic_control_845351,0,jlens,indent_matched,p,v,-6,-0.019711613655090332,False
synthetic_control_845351,0,logit,indent_matched,p,v,-6,-0.5890944600105286,False
synthetic_control_845351,0,random,indent_matched,p,v,-6,-0.059291839599609375,False
synthetic_control_845351,0,jlens,indent_matched,p,z,-42,0.07858502864837646,True
synthetic_control_845351,0,logit,indent_matched,p,z,-42,-0.3035770356655121,False
synthetic_control_845351,0,random,indent_matched,p,z,-42,0.13045775890350342,True
synthetic_control_845351,0,jlens,indent_matched,p,a,-13,-0.02113199234008789,False
synthetic_control_845351,0,logit,indent_matched,p,a,-13,-0.6114280819892883,False
synthetic_control_845351,0,random,indent_matched,p,a,-13,-0.02464592456817627,False
synthetic_control_845351,0,jlens,indent_matched,p,h,-28,0.007325291633605957,True
synthetic_control_845351,0,logit,indent_matched,p,h,-28,-0.04999116063117981,False
synthetic_control_845351,0,random,indent_matched,p,h,-28,0.5886698365211487,True
synthetic_control_845351,0,jlens,indent_matched,k,a,-6,-0.010299444198608398,False
synthetic_control_845351,0,logit,indent_matched,k,a,-6,-0.5760180950164795,False
synthetic_control_845351,0,random,indent_matched,k,a,-6,-1.2533228397369385,False
synthetic_control_845351,0,jlens,indent_matched,k,z,-35,0.08941757678985596,True
synthetic_control_845351,0,logit,indent_matched,k,z,-35,-0.26816704869270325,False
synthetic_control_845351,0,random,indent_matched,k,z,-35,-1.0982191562652588,False
synthetic_control_845351,0,jlens,indent_matched,k,h,-21,0.01815783977508545,True
synthetic_control_845351,0,logit,indent_matched,k,h,-21,-0.014581173658370972,False
synthetic_control_845351,0,random,indent_matched,k,h,-21,-0.6400070786476135,False
synthetic_control_845351,0,jlens,indent_matched,k,v,1,-0.00887906551361084,False
synthetic_control_845351,0,logit,indent_matched,k,v,1,-0.5536844730377197,False
synthetic_control_845351,0,random,indent_matched,k,v,1,-1.2879687547683716,False
synthetic_control_845351,0,jlens,indent_matched,b,v,8,0.007057785987854004,True
synthetic_control_845351,0,logit,indent_matched,b,v,8,-0.08242650330066681,False
synthetic_control_845351,0,random,indent_matched,b,v,8,-0.640616238117218,False
synthetic_control_845351,0,jlens,indent_matched,b,h,-14,0.03409469127655029,True
synthetic_control_845351,0,logit,indent_matched,b,h,-14,0.45667681097984314,True
synthetic_control_845351,0,random,indent_matched,b,h,-14,0.007345438003540039,True
synthetic_control_845351,0,jlens,indent_matched,b,w,15,0.0421527624130249,True
synthetic_control_845351,0,logit,indent_matched,b,w,15,0.34467780590057373,True
synthetic_control_845351,0,random,indent_matched,b,w,15,-0.9335616230964661,False
synthetic_control_845351,0,jlens,indent_matched,b,a,1,0.005637407302856445,True
synthetic_control_845351,0,logit,indent_matched,b,a,1,-0.10476012527942657,False
synthetic_control_845351,0,random,indent_matched,b,a,1,-0.6059703230857849,False
synthetic_control_824310,0,jlens,indent_matched,x,h,-22,0.001033186912536621,True
synthetic_control_824310,0,logit,indent_matched,x,h,-22,0.5655030012130737,True
synthetic_control_824310,0,random,indent_matched,x,h,-22,0.15251629054546356,True
synthetic_control_824310,0,jlens,indent_matched,x,i,-29,-0.04820585250854492,False
synthetic_control_824310,0,logit,indent_matched,x,i,-29,0.03077453374862671,True
synthetic_control_824310,0,random,indent_matched,x,i,-29,-0.1948956847190857,False
synthetic_control_824310,0,jlens,indent_matched,d,i,-22,-0.02215576171875,False
synthetic_control_824310,0,logit,indent_matched,d,i,-22,-0.8765215873718262,False
synthetic_control_824310,0,random,indent_matched,d,i,-22,1.243652582168579,True
synthetic_control_824310,0,jlens,indent_matched,d,h,-15,0.027083277702331543,True
synthetic_control_824310,0,logit,indent_matched,d,h,-15,-0.3417931795120239,False
synthetic_control_824310,0,random,indent_matched,d,h,-15,1.591064453125,True
synthetic_control_824310,0,jlens,indent_matched,h,d,1,-0.026582837104797363,False
synthetic_control_824310,0,logit,indent_matched,h,d,1,0.34042975306510925,True
synthetic_control_824310,0,random,indent_matched,h,d,1,-1.6811766624450684,False
synthetic_control_824310,0,jlens,indent_matched,h,x,-6,-0.0029305219650268555,False
synthetic_control_824310,0,logit,indent_matched,h,x,-6,-0.5106419324874878,False
synthetic_control_824310,0,random,indent_matched,h,x,-6,-0.13567548990249634,False
synthetic_control_824310,0,jlens,indent_matched,i,x,1,0.045239925384521484,True
synthetic_control_824310,0,logit,indent_matched,i,x,1,-0.004512771964073181,False
synthetic_control_824310,0,random,indent_matched,i,x,1,0.2750887870788574,True
synthetic_control_824310,0,jlens,indent_matched,i,d,8,0.021587610244750977,True
synthetic_control_824310,0,logit,indent_matched,i,d,8,0.8465589284896851,True
synthetic_control_824310,0,random,indent_matched,i,d,8,-1.2704124450683594,False
synthetic_control_954099,0,jlens,indent_matched,v,k,-36,0.009403467178344727,True
synthetic_control_954099,0,logit,indent_matched,v,k,-36,0.4908643960952759,True
synthetic_control_954099,0,random,indent_matched,v,k,-36,1.288038969039917,True
synthetic_control_954099,0,jlens,indent_matched,v,m,-65,-0.03548264503479004,False
synthetic_control_954099,0,logit,indent_matched,v,m,-65,0.5504614114761353,True
synthetic_control_954099,0,random,indent_matched,v,m,-65,0.519507646560669,True
synthetic_control_954099,0,jlens,indent_matched,v,j,-29,0.07735109329223633,True
synthetic_control_954099,0,logit,indent_matched,v,j,-29,0.09951456636190414,True
synthetic_control_954099,0,random,indent_matched,v,j,-29,1.672013282775879,True
synthetic_control_954099,0,jlens,indent_matched,v,g,-58,-0.04556632041931152,False
synthetic_control_954099,0,logit,indent_matched,v,g,-58,0.3240252435207367,True
synthetic_control_954099,0,random,indent_matched,v,g,-58,3.5629255771636963,True
synthetic_control_954099,0,jlens,indent_matched,w,a,-65,-0.029555797576904297,False
synthetic_control_954099,0,logit,indent_matched,w,a,-65,-0.4725417494773865,False
synthetic_control_954099,0,random,indent_matched,w,a,-65,0.3691440224647522,True
synthetic_control_954099,0,jlens,indent_matched,w,j,-22,0.04537820816040039,True
synthetic_control_954099,0,logit,indent_matched,w,j,-22,-0.2877458333969116,False
synthetic_control_954099,0,random,indent_matched,w,j,-22,1.9393811225891113,True
synthetic_control_954099,0,jlens,indent_matched,w,g,-51,-0.07753920555114746,False
synthetic_control_954099,0,logit,indent_matched,w,g,-51,-0.06323516368865967,False
synthetic_control_954099,0,random,indent_matched,w,g,-51,3.8302934169769287,True
synthetic_control_954099,0,jlens,indent_matched,w,k,-29,-0.02256941795349121,False
synthetic_control_954099,0,logit,indent_matched,w,k,-29,0.10360398888587952,True
synthetic_control_954099,0,random,indent_matched,w,k,-29,1.5554068088531494,True
synthetic_control_954099,0,jlens,indent_matched,c,e,-29,-0.13947069644927979,False
synthetic_control_954099,0,logit,indent_matched,c,e,-29,-1.0849194526672363,False
synthetic_control_954099,0,random,indent_matched,c,e,-29,0.19223767518997192,True
synthetic_control_954099,0,jlens,indent_matched,c,j,-15,-0.023629188537597656,False
synthetic_control_954099,0,logit,indent_matched,c,j,-15,-0.8971514105796814,False
synthetic_control_954099,0,random,indent_matched,c,j,-15,0.5121207237243652,True
synthetic_control_954099,0,jlens,indent_matched,c,g,-44,-0.1465466022491455,False
synthetic_control_954099,0,logit,indent_matched,c,g,-44,-0.6726406812667847,False
synthetic_control_954099,0,random,indent_matched,c,g,-44,2.4030330181121826,True
synthetic_control_954099,0,jlens,indent_matched,c,a,-58,-0.09856319427490234,False
synthetic_control_954099,0,logit,indent_matched,c,a,-58,-1.0819473266601562,False
synthetic_control_954099,0,random,indent_matched,c,a,-58,-1.0581163167953491,False
synthetic_control_954099,0,jlens,indent_matched,j,m,-36,-0.1174466609954834,False
synthetic_control_954099,0,logit,indent_matched,j,m,-36,0.4276580214500427,True
synthetic_control_954099,0,random,indent_matched,j,m,-36,-1.1597412824630737,False
synthetic_control_954099,0,jlens,indent_matched,j,c,1,0.022687673568725586,True
synthetic_control_954099,0,logit,indent_matched,j,c,1,0.8863422870635986,True
synthetic_control_954099,0,random,indent_matched,j,c,1,-0.5258761048316956,False
synthetic_control_954099,0,jlens,indent_matched,j,g,-29,-0.12628495693206787,False
synthetic_control_954099,0,logit,indent_matched,j,g,-29,0.2353479564189911,True
synthetic_control_954099,0,random,indent_matched,j,g,-29,1.9194862842559814,True
synthetic_control_954099,0,jlens,indent_matched,j,w,-6,-0.04886424541473389,False
synthetic_control_954099,0,logit,indent_matched,j,w,-6,0.2743193209171295,True
synthetic_control_954099,0,random,indent_matched,j,w,-6,-1.8657784461975098,False
synthetic_control_954099,0,jlens,indent_matched,k,m,-29,-0.04445481300354004,False
synthetic_control_954099,0,logit,indent_matched,k,m,-29,0.04063767194747925,True
synthetic_control_954099,0,random,indent_matched,k,m,-29,-0.8087858557701111,False
synthetic_control_954099,0,jlens,indent_matched,k,w,1,0.024127602577209473,True
synthetic_control_954099,0,logit,indent_matched,k,w,1,-0.11270102858543396,False
synthetic_control_954099,0,random,indent_matched,k,w,1,-1.514823079109192,False
synthetic_control_954099,0,jlens,indent_matched,k,c,8,0.09567952156066895,True
synthetic_control_954099,0,logit,indent_matched,k,c,8,0.49932193756103516,True
synthetic_control_954099,0,random,indent_matched,k,c,8,-0.1749206781387329,False
synthetic_control_954099,0,jlens,indent_matched,k,a,-36,-0.008418440818786621,False
synthetic_control_954099,0,logit,indent_matched,k,a,-36,-0.5421226024627686,False
synthetic_control_954099,0,random,indent_matched,k,a,-36,-1.2174742221832275,False
synthetic_control_954099,0,jlens,indent_matched,e,v,1,0.03222393989562988,True
synthetic_control_954099,0,logit,indent_matched,e,v,1,0.06594178080558777,True
synthetic_control_954099,0,random,indent_matched,e,v,1,-1.2469348907470703,False
synthetic_control_954099,0,jlens,indent_matched,e,w,8,0.065818190574646,True
synthetic_control_954099,0,logit,indent_matched,e,w,8,0.46840235590934753,True
synthetic_control_954099,0,random,indent_matched,e,w,8,-1.550008773803711,False
synthetic_control_954099,0,jlens,indent_matched,e,m,-22,-0.0027642250061035156,False
synthetic_control_954099,0,logit,indent_matched,e,m,-22,0.6217410564422607,True
synthetic_control_954099,0,random,indent_matched,e,m,-22,-0.8439716100692749,False
synthetic_control_954099,0,jlens,indent_matched,e,c,15,0.13737010955810547,True
synthetic_control_954099,0,logit,indent_matched,e,c,15,1.0804252624511719,True
synthetic_control_954099,0,random,indent_matched,e,c,15,-0.21010643243789673,False
synthetic_control_954099,0,jlens,indent_matched,g,e,1,0.013670206069946289,True
synthetic_control_954099,0,logit,indent_matched,g,e,1,-0.4236523509025574,False
synthetic_control_954099,0,random,indent_matched,g,e,1,-2.19773530960083,False
synthetic_control_954099,0,jlens,indent_matched,g,c,-28,0.14835548400878906,True
synthetic_control_954099,0,logit,indent_matched,g,c,-28,0.6296201944351196,True
synthetic_control_954099,0,random,indent_matched,g,c,-28,-2.4384658336639404,False
synthetic_control_954099,0,jlens,indent_matched,g,w,-35,0.07992088794708252,True
synthetic_control_954099,0,logit,indent_matched,g,w,-35,0.029811233282089233,True
synthetic_control_954099,0,random,indent_matched,g,w,-35,-3.798943042755127,False
synthetic_control_954099,0,jlens,indent_matched,g,k,-6,0.053916215896606445,True
synthetic_control_954099,0,logit,indent_matched,g,k,-6,0.16138508915901184,True
synthetic_control_954099,0,random,indent_matched,g,k,-6,-2.2628796100616455,False
synthetic_control_954099,0,jlens,indent_matched,m,w,-28,0.06912589073181152,True
synthetic_control_954099,0,logit,indent_matched,m,w,-28,-0.1450549066066742,False
synthetic_control_954099,0,random,indent_matched,m,w,-28,-0.7311800718307495,False
synthetic_control_954099,0,jlens,indent_matched,m,e,8,0.002875208854675293,True
synthetic_control_954099,0,logit,indent_matched,m,e,8,-0.5985184907913208,False
synthetic_control_954099,0,random,indent_matched,m,e,8,0.8700276017189026,True
synthetic_control_954099,0,jlens,indent_matched,m,j,-6,0.11722147464752197,True
synthetic_control_954099,0,logit,indent_matched,m,j,-6,-0.41938209533691406,False
synthetic_control_954099,0,random,indent_matched,m,j,-6,1.1730096340179443,True
synthetic_control_954099,0,jlens,indent_matched,m,v,-35,0.034429192543029785,True
synthetic_control_954099,0,logit,indent_matched,m,v,-35,-0.5527711510658264,False
synthetic_control_954099,0,random,indent_matched,m,v,-35,-0.41187894344329834,False
synthetic_control_954099,0,jlens,indent_matched,a,j,1,0.08294558525085449,True
synthetic_control_954099,0,logit,indent_matched,a,j,1,0.16050012409687042,True
synthetic_control_954099,0,random,indent_matched,a,j,1,1.596078872680664,True
synthetic_control_954099,0,jlens,indent_matched,a,w,-21,0.03485000133514404,True
synthetic_control_954099,0,logit,indent_matched,a,w,-21,0.4348273277282715,True
synthetic_control_954099,0,random,indent_matched,a,w,-21,-0.30811089277267456,False
synthetic_control_954099,0,jlens,indent_matched,a,c,-14,0.10328459739685059,True
synthetic_control_954099,0,logit,indent_matched,a,c,-14,1.0346362590789795,True
synthetic_control_954099,0,random,indent_matched,a,c,-14,1.0523662567138672,True
synthetic_control_954099,0,jlens,indent_matched,a,v,-28,0.0001533031463623047,True
synthetic_control_954099,0,logit,indent_matched,a,v,-28,0.027111098170280457,True
synthetic_control_954099,0,random,indent_matched,a,v,-28,0.011190235614776611,True
synthetic_control_92297,0,jlens,indent_matched,x,c,-15,0.07613945007324219,True
synthetic_control_92297,0,logit,indent_matched,x,c,-15,1.0058927536010742,True
synthetic_control_92297,0,random,indent_matched,x,c,-15,0.6349104046821594,True
synthetic_control_92297,0,jlens,indent_matched,c,x,1,-0.08054494857788086,False
synthetic_control_92297,0,logit,indent_matched,c,x,1,-0.9576824307441711,False
synthetic_control_92297,0,random,indent_matched,c,x,1,-0.5863772630691528,False
synthetic_control_761876,0,jlens,indent_matched,b,x,-36,0.03537869453430176,True
synthetic_control_761876,0,logit,indent_matched,b,x,-36,-0.10989842563867569,False
synthetic_control_761876,0,random,indent_matched,b,x,-36,-0.18191444873809814,False
synthetic_control_761876,0,jlens,indent_matched,b,v,-29,0.009705901145935059,True
synthetic_control_761876,0,logit,indent_matched,b,v,-29,-0.10493919998407364,False
synthetic_control_761876,0,random,indent_matched,b,v,-29,-0.6345899701118469,False
synthetic_control_761876,0,jlens,indent_matched,b,d,-43,0.01134800910949707,True
synthetic_control_761876,0,logit,indent_matched,b,d,-43,0.8143919706344604,True
synthetic_control_761876,0,random,indent_matched,b,d,-43,-1.586923360824585,False
synthetic_control_761876,0,jlens,indent_matched,m,d,-36,0.042226195335388184,True
synthetic_control_761876,0,logit,indent_matched,m,d,-36,0.3493332862854004,True
synthetic_control_761876,0,random,indent_matched,m,d,-36,-1.4929449558258057,False
synthetic_control_761876,0,jlens,indent_matched,m,x,-29,0.06625688076019287,True
synthetic_control_761876,0,logit,indent_matched,m,x,-29,-0.5749571323394775,False
synthetic_control_761876,0,random,indent_matched,m,x,-29,-0.08793598413467407,False
synthetic_control_761876,0,jlens,indent_matched,m,v,-22,0.04058408737182617,True
synthetic_control_761876,0,logit,indent_matched,m,v,-22,-0.5699979066848755,False
synthetic_control_761876,0,random,indent_matched,m,v,-22,-0.5406115055084229,False
synthetic_control_761876,0,jlens,indent_matched,y,v,-15,-0.12437939643859863,False
synthetic_control_761876,0,logit,indent_matched,y,v,-15,-0.3923768103122711,False
synthetic_control_761876,0,random,indent_matched,y,v,-15,-1.1203880310058594,False
synthetic_control_761876,0,jlens,indent_matched,y,x,-22,-0.09870660305023193,False
synthetic_control_761876,0,logit,indent_matched,y,x,-22,-0.39733603596687317,False
synthetic_control_761876,0,random,indent_matched,y,x,-22,-0.6677125692367554,False
synthetic_control_761876,0,jlens,indent_matched,y,d,-29,-0.12273728847503662,False
synthetic_control_761876,0,logit,indent_matched,y,d,-29,0.5269544124603271,True
synthetic_control_761876,0,random,indent_matched,y,d,-29,-2.072721481323242,False
synthetic_control_761876,0,jlens,indent_matched,v,y,1,0.12562859058380127,True
synthetic_control_761876,0,logit,indent_matched,v,y,1,0.3703734278678894,True
synthetic_control_761876,0,random,indent_matched,v,y,1,0.9111773371696472,True
synthetic_control_761876,0,jlens,indent_matched,v,b,-13,-0.008644461631774902,False
synthetic_control_761876,0,logit,indent_matched,v,b,-13,0.07030776888132095,True
synthetic_control_761876,0,random,indent_matched,v,b,-13,0.6111478805541992,True
synthetic_control_761876,0,jlens,indent_matched,v,m,-6,-0.03693211078643799,False
synthetic_control_761876,0,logit,indent_matched,v,m,-6,0.5471056699752808,True
synthetic_control_761876,0,random,indent_matched,v,m,-6,0.4888688921928406,True
synthetic_control_761876,0,jlens,indent_matched,x,b,-6,-0.03272700309753418,False
synthetic_control_761876,0,logit,indent_matched,x,b,-6,0.07188276201486588,True
synthetic_control_761876,0,random,indent_matched,x,b,-6,0.13079530000686646,True
synthetic_control_761876,0,jlens,indent_matched,x,m,1,-0.061014652252197266,False
synthetic_control_761876,0,logit,indent_matched,x,m,1,0.5486806631088257,True
synthetic_control_761876,0,random,indent_matched,x,m,1,0.008516311645507812,True
synthetic_control_761876,0,jlens,indent_matched,x,y,8,0.10154604911804199,True
synthetic_control_761876,0,logit,indent_matched,x,y,8,0.3719484210014343,True
synthetic_control_761876,0,random,indent_matched,x,y,8,0.43082475662231445,True
synthetic_control_761876,0,jlens,indent_matched,d,b,1,-0.010837316513061523,False
synthetic_control_761876,0,logit,indent_matched,d,b,1,-0.7970998883247375,False
synthetic_control_761876,0,random,indent_matched,d,b,1,1.683687448501587,True
synthetic_control_761876,0,jlens,indent_matched,d,m,8,-0.03912496566772461,False
synthetic_control_761876,0,logit,indent_matched,d,m,8,-0.3203020393848419,False
synthetic_control_761876,0,random,indent_matched,d,m,8,1.561408519744873,True
synthetic_control_761876,0,jlens,indent_matched,d,y,15,0.12343573570251465,True
synthetic_control_761876,0,logit,indent_matched,d,y,15,-0.4970342516899109,False
synthetic_control_761876,0,random,indent_matched,d,y,15,1.9837169647216797,True
synthetic_control_774835,0,jlens,indent_matched,j,k,-29,-0.07318580150604248,False
synthetic_control_774835,0,logit,indent_matched,j,k,-29,0.36468052864074707,True
synthetic_control_774835,0,random,indent_matched,j,k,-29,-0.3980017900466919,False
synthetic_control_774835,0,jlens,indent_matched,j,c,-22,0.024683833122253418,True
synthetic_control_774835,0,logit,indent_matched,j,c,-22,0.8851388692855835,True
synthetic_control_774835,0,random,indent_matched,j,c,-22,-0.5500070452690125,False
synthetic_control_774835,0,jlens,indent_matched,z,c,-15,0.011546969413757324,True
synthetic_control_774835,0,logit,indent_matched,z,c,-15,0.732607364654541,True
synthetic_control_774835,0,random,indent_matched,z,c,-15,0.9102932810783386,True
synthetic_control_774835,0,jlens,indent_matched,z,k,-22,-0.08632266521453857,False
synthetic_control_774835,0,logit,indent_matched,z,k,-22,0.21214905381202698,True
synthetic_control_774835,0,random,indent_matched,z,k,-22,1.0622985363006592,True
synthetic_control_774835,0,jlens,indent_matched,c,j,-6,-0.022820234298706055,False
synthetic_control_774835,0,logit,indent_matched,c,j,-6,-0.9175324440002441,False
synthetic_control_774835,0,random,indent_matched,c,j,-6,0.4920344352722168,True
synthetic_control_774835,0,jlens,indent_matched,c,z,1,-0.012577533721923828,False
synthetic_control_774835,0,logit,indent_matched,c,z,1,-0.7743040323257446,False
synthetic_control_774835,0,random,indent_matched,c,z,1,-0.9009628891944885,False
synthetic_control_774835,0,jlens,indent_matched,k,j,1,0.07297253608703613,True
synthetic_control_774835,0,logit,indent_matched,k,j,1,-0.39997753500938416,False
synthetic_control_774835,0,random,indent_matched,k,j,1,0.311828076839447,True
synthetic_control_774835,0,jlens,indent_matched,k,z,8,0.08321523666381836,True
synthetic_control_774835,0,logit,indent_matched,k,z,8,-0.25674909353256226,False
synthetic_control_774835,0,random,indent_matched,k,z,8,-1.0811692476272583,False
synthetic_control_31592,0,jlens,indent_matched,k,h,-15,0.02502310276031494,True
synthetic_control_31592,0,logit,indent_matched,k,h,-15,0.03543466329574585,True
synthetic_control_31592,0,random,indent_matched,k,h,-15,-0.5952508449554443,False
synthetic_control_31592,0,jlens,indent_matched,h,k,1,-0.024033069610595703,False
synthetic_control_31592,0,logit,indent_matched,h,k,1,0.00435030460357666,True
synthetic_control_31592,0,random,indent_matched,h,k,1,0.55051589012146,True
synthetic_binding_286598,0,jlens,non_dependent,b,a,-5,0.010175228118896484,True
synthetic_binding_286598,0,logit,non_dependent,b,a,-5,-0.18351057171821594,False
synthetic_binding_286598,0,random,non_dependent,b,a,-5,-0.6038275957107544,False
synthetic_binding_286598,0,jlens,non_dependent,b,c,-14,0.11810135841369629,True
synthetic_binding_286598,0,logit,non_dependent,b,c,-14,0.8694764375686646,True
synthetic_binding_286598,0,random,non_dependent,b,c,-14,0.42784586548805237,True
synthetic_binding_286598,0,jlens,non_dependent,a,b,8,-0.010175228118896484,False
synthetic_binding_286598,0,logit,non_dependent,a,b,8,0.18351057171821594,True
