model,item_id,family,pair_id,arm,layer,direction,edit,clean_logit_diff,ablated_logit_diff,delta_logit_diff,edit_norm_ratio
starcoder2-3b,call-1,call,,,16,rlens,erase,-7.21875,-6.875,0.34375,0.026883238313209126
starcoder2-3b,call-1,call,,,16,logit,erase,-7.21875,-7.09375,0.125,0.014703367299221625
starcoder2-3b,call-1,call,,,16,offtarget,erase,-7.21875,-6.9375,0.28125,0.020827070706816754
starcoder2-3b,call-1,call,,,16,random,erase,-7.21875,-7.21875,0.0,0.03615434016953054
starcoder2-3b,call-1,call,,,20,jlens,erase,-7.21875,-6.5625,0.65625,0.017588344302386035
starcoder2-3b,call-1,call,,,20,rlens,erase,-7.21875,-6.25,0.96875,0.025577653069543255
starcoder2-3b,call-1,call,,,20,logit,erase,-7.21875,-7.09375,0.125,0.0018258287142079962
starcoder2-3b,call-1,call,,,20,offtarget,erase,-7.21875,-6.46875,0.75,0.021528948665069405
starcoder2-3b,call-1,call,,,20,random,erase,-7.21875,-7.21875,0.0,0.02837064737644388
starcoder2-3b,arith-1,arith,,,12,jlens,erase,-1.46875,-1.40625,0.0625,0.010013275365731721
starcoder2-3b,arith-1,arith,,,12,rlens,erase,-1.46875,-1.4375,0.03125,0.02189973734184787
starcoder2-3b,arith-1,arith,,,12,logit,erase,-1.46875,-1.4375,0.03125,0.009018951102074946
starcoder2-3b,arith-1,arith,,,12,offtarget,erase,-1.46875,-1.40625,0.0625,0.004536165789145604
starcoder2-3b,arith-1,arith,,,12,random,erase,-1.46875,-1.4375,0.03125,0.03357376749322812
starcoder2-3b,arith-1,arith,,,16,jlens,erase,-1.46875,-1.4375,0.03125,0.011547693171160655
starcoder2-3b,arith-1,arith,,,16,rlens,erase,-1.46875,-1.40625,0.0625,0.03726733982544241
starcoder2-3b,arith-1,arith,,,16,logit,erase,-1.46875,-1.4375,0.03125,0.009433194428496721
starcoder2-3b,arith-1,arith,,,16,offtarget,erase,-1.46875,-1.4375,0.03125,0.0015706761768500296
starcoder2-3b,arith-1,arith,,,16,random,erase,-1.46875,-1.46875,0.0,0.012366975845983107
starcoder2-3b,arith-1,arith,,,20,jlens,erase,-1.46875,-1.3125,0.15625,0.019999893878590764
starcoder2-3b,arith-1,arith,,,20,rlens,erase,-1.46875,-1.3125,0.15625,0.036730079121180974
starcoder2-3b,arith-1,arith,,,20,logit,erase,-1.46875,-1.4375,0.03125,0.0009945412306266088
starcoder2-3b,arith-1,arith,,,20,offtarget,erase,-1.46875,-1.5625,-0.09375,0.012467467209346387
starcoder2-3b,arith-1,arith,,,20,random,erase,-1.46875,-1.46875,0.0,0.002070517320209074
starcoder2-3b,binding-1-outer-answer,binding,binding-1,outer,12,jlens,erase,3.0,3.0,0.0,0.06579141914454414
starcoder2-3b,binding-1-outer-answer,binding,binding-1,outer,12,rlens,erase,3.0,3.0,0.0,0.06318437607621452
starcoder2-3b,binding-1-outer-answer,binding,binding-1,outer,12,logit,erase,3.0,3.0,0.0,0.02355866616440435
starcoder2-3b,binding-1-outer-answer,binding,binding-1,outer,12,offtarget,erase,3.0,3.0,0.0,0.04864798222552675
starcoder2-3b,binding-1-outer-answer,binding,binding-1,outer,12,random,erase,3.0,3.0,0.0,0.004878013384427466
starcoder2-3b,binding-1-outer-answer,binding,binding-1,outer,16,jlens,erase,3.0,3.0,0.0,0.03289364344911372
starcoder2-3b,binding-1-outer-answer,binding,binding-1,outer,16,rlens,erase,3.0,3.0,0.0,0.03409996207751538
starcoder2-3b,binding-1-outer-answer,binding,binding-1,outer,16,logit,erase,3.0,3.0,0.0,0.045174565301712634
starcoder2-3b,binding-1-outer-answer,binding,binding-1,outer,16,offtarget,erase,3.0,3.0,0.0,0.005127517306385932
starcoder2-3b,binding-1-outer-answer,binding,binding-1,outer,16,random,erase,3.0,3.0,0.0,0.007980701139576938
starcoder2-3b,binding-1-outer-answer,binding,binding-1,outer,20,jlens,erase,3.0,3.0,0.0,0.10626403139986652
starcoder2-3b,binding-1-outer-answer,binding,binding-1,outer,20,rlens,erase,3.0,3.25,0.25,0.11734339637088421
starcoder2-3b,binding-1-outer-answer,binding,binding-1,outer,20,logit,erase,3.0,3.0,0.0,0.10275334967984617
starcoder2-3b,binding-1-outer-answer,binding,binding-1,outer,20,offtarget,erase,3.0,3.0,0.0,0.00031895636681044553
starcoder2-3b,binding-1-outer-answer,binding,binding-1,outer,20,random,erase,3.0,3.0,0.0,0.0067417780287692295
starcoder2-3b,binding-1-inner-answer,binding,binding-1,inner,12,jlens,erase,0.75,0.75,0.0,0.05249657662214022
starcoder2-3b,binding-1-inner-answer,binding,binding-1,inner,12,rlens,erase,0.75,0.75,0.0,0.04598719112748809
starcoder2-3b,binding-1-inner-answer,binding,binding-1,inner,12,logit,erase,0.75,0.75,0.0,0.018755014573541513
starcoder2-3b,binding-1-inner-answer,binding,binding-1,inner,12,offtarget,erase,0.75,0.75,0.0,0.06933241827307664
starcoder2-3b,binding-1-inner-answer,binding,binding-1,inner,12,random,erase,0.75,0.75,0.0,0.006979811897050047
starcoder2-3b,binding-1-inner-answer,binding,binding-1,inner,16,jlens,erase,0.75,0.75,0.0,0.022330892423646567
starcoder2-3b,binding-1-inner-answer,binding,binding-1,inner,16,rlens,erase,0.75,0.75,0.0,0.01580585456218474
starcoder2-3b,binding-1-inner-answer,binding,binding-1,inner,16,logit,erase,0.75,0.75,0.0,0.00787212094488963
starcoder2-3b,binding-1-inner-answer,binding,binding-1,inner,16,offtarget,erase,0.75,1.0,0.25,0.003772152145191674
starcoder2-3b,binding-1-inner-answer,binding,binding-1,inner,16,random,erase,0.75,0.75,0.0,0.011108048199842551
starcoder2-3b,binding-1-inner-answer,binding,binding-1,inner,20,jlens,erase,0.75,0.75,0.0,0.04826482747775087
starcoder2-3b,binding-1-inner-answer,binding,binding-1,inner,20,rlens,erase,0.75,0.75,0.0,0.06412796823019895
starcoder2-3b,binding-1-inner-answer,binding,binding-1,inner,20,logit,erase,0.75,0.75,0.0,0.06311367361757318
starcoder2-3b,binding-1-inner-answer,binding,binding-1,inner,20,offtarget,erase,0.75,0.75,0.0,0.049434896698958244
starcoder2-3b,binding-1-inner-answer,binding,binding-1,inner,20,random,erase,0.75,0.75,0.0,0.014456534197048034
starcoder2-3b,defuse-1-answer,defuse,,,12,jlens,erase,-0.25,-0.25,0.0,0.042928963306917214
starcoder2-3b,defuse-1-answer,defuse,,,12,rlens,erase,-0.25,-0.25,0.0,0.0331190534070459
starcoder2-3b,defuse-1-answer,defuse,,,12,logit,erase,-0.25,-0.25,0.0,0.024596227290675038
starcoder2-3b,defuse-1-answer,defuse,,,12,offtarget,erase,-0.25,-0.25,0.0,0.03773577964623819
starcoder2-3b,defuse-1-answer,defuse,,,12,random,erase,-0.25,-0.25,0.0,0.0521605302189766
starcoder2-3b,defuse-1-answer,defuse,,,16,jlens,erase,-0.25,-0.25,0.0,0.038766169369211075
starcoder2-3b,defuse-1-answer,defuse,,,16,rlens,erase,-0.25,-0.25,0.0,0.043491710270018885
starcoder2-3b,defuse-1-answer,defuse,,,16,logit,erase,-0.25,-0.25,0.0,0.042528838553281476
starcoder2-3b,defuse-1-answer,defuse,,,16,offtarget,erase,-0.25,-0.25,0.0,0.02290597783218067
starcoder2-3b,defuse-1-answer,defuse,,,16,random,erase,-0.25,-0.25,0.0,0.03465951351455234
starcoder2-3b,defuse-1-answer,defuse,,,20,jlens,erase,-0.25,-0.25,0.0,0.05039780239286576
starcoder2-3b,defuse-1-answer,defuse,,,20,rlens,erase,-0.25,-0.5,-0.25,0.06081663669736339
starcoder2-3b,defuse-1-answer,defuse,,,20,logit,erase,-0.25,-0.25,0.0,0.05581457101083023
starcoder2-3b,defuse-1-answer,defuse,,,20,offtarget,erase,-0.25,-0.25,0.0,0.021869611787909277
starcoder2-3b,defuse-1-answer,defuse,,,20,random,erase,-0.25,-0.25,0.0,0.009390165304412815
starcoder2-3b,alias-1-answer,alias,,,12,jlens,erase,11.375,11.375,0.0,0.02428210181854062
starcoder2-3b,alias-1-answer,alias,,,12,rlens,erase,11.375,11.25,-0.125,0.04726180545719201
starcoder2-3b,alias-1-answer,alias,,,12,logit,erase,11.375,11.375,0.0,0.01524073311421838
starcoder2-3b,alias-1-answer,alias,,,12,offtarget,erase,11.375,11.5,0.125,0.03070618790390918
starcoder2-3b,alias-1-answer,alias,,,12,random,erase,11.375,11.5,0.125,0.021054254038286056
starcoder2-3b,alias-1-answer,alias,,,16,jlens,erase,11.375,11.5,0.125,0.011470405551721893
starcoder2-3b,alias-1-answer,alias,,,16,rlens,erase,11.375,11.375,0.0,0.02348464437748603
starcoder2-3b,alias-1-answer,alias,,,16,logit,erase,11.375,11.5,0.125,0.026959087581588156
starcoder2-3b,alias-1-answer,alias,,,16,offtarget,erase,11.375,11.5,0.125,0.00671245258959616
starcoder2-3b,alias-1-answer,alias,,,16,random,erase,11.375,11.375,0.0,0.0024859051739012806
starcoder2-3b,alias-1-answer,alias,,,20,jlens,erase,11.375,11.375,0.0,0.09070610348758729
starcoder2-3b,alias-1-answer,alias,,,20,rlens,erase,11.375,11.125,-0.25,0.10981323038654911
starcoder2-3b,alias-1-answer,alias,,,20,logit,erase,11.375,11.125,-0.25,0.10439384797838236
starcoder2-3b,alias-1-answer,alias,,,20,offtarget,erase,11.375,11.375,0.0,0.011281150281206073
starcoder2-3b,alias-1-answer,alias,,,20,random,erase,11.375,11.375,0.0,0.0010121703486143114
starcoder2-3b,call-1-answer,call,,,12,jlens,erase,13.875,13.75,-0.125,0.05373609050589828
starcoder2-3b,call-1-answer,call,,,12,rlens,erase,13.875,13.75,-0.125,0.07354404611183091
starcoder2-3b,call-1-answer,call,,,12,logit,erase,13.875,13.75,-0.125,0.01595413978177536
starcoder2-3b,call-1-answer,call,,,12,offtarget,erase,13.875,13.875,0.0,0.00756566762450274
starcoder2-3b,call-1-answer,call,,,12,random,erase,13.875,13.875,0.0,0.023365579766960142
starcoder2-3b,call-1-answer,call,,,16,jlens,erase,13.875,13.75,-0.125,0.07328533328727657
starcoder2-3b,call-1-answer,call,,,16,rlens,erase,13.875,13.75,-0.125,0.05135533778414255
starcoder2-3b,call-1-answer,call,,,16,logit,erase,13.875,13.75,-0.125,0.060126350185418335
starcoder2-3b,call-1-answer,call,,,16,offtarget,erase,13.875,13.875,0.0,0.0032781501493315485
starcoder2-3b,call-1-answer,call,,,16,random,erase,13.875,13.875,0.0,0.015686104648937722
starcoder2-3b,call-1-answer,call,,,20,jlens,erase,13.875,13.875,0.0,0.12978163086680952
starcoder2-3b,call-1-answer,call,,,20,rlens,erase,13.875,13.625,-0.25,0.12617467315190012
starcoder2-3b,call-1-answer,call,,,20,logit,erase,13.875,13.875,0.0,0.11399609336197157
starcoder2-3b,call-1-answer,call,,,20,offtarget,erase,13.875,13.75,-0.125,0.005556761932186567
starcoder2-3b,call-1-answer,call,,,20,random,erase,13.875,13.875,0.0,0.008283490034991986
starcoder2-3b,arith-1-answer,arith,,,12,jlens,erase,4.25,4.375,0.125,0.05318749356470026
starcoder2-3b,arith-1-answer,arith,,,12,rlens,erase,4.25,4.25,0.0,0.05994927814624727
starcoder2-3b,arith-1-answer,arith,,,12,logit,erase,4.25,4.375,0.125,0.03234886456587305
starcoder2-3b,arith-1-answer,arith,,,12,offtarget,erase,4.25,4.375,0.125,0.05781624222502707
starcoder2-3b,arith-1-answer,arith,,,12,random,erase,4.25,4.375,0.125,0.011635272290900773
starcoder2-3b,arith-1-answer,arith,,,16,jlens,erase,4.25,4.375,0.125,0.02844778765451365
starcoder2-3b,arith-1-answer,arith,,,16,rlens,erase,4.25,4.25,0.0,0.006516961400257041
starcoder2-3b,arith-1-answer,arith,,,16,logit,erase,4.25,4.375,0.125,0.049289396681511326
starcoder2-3b,arith-1-answer,arith,,,16,offtarget,erase,4.25,4.375,0.125,0.02740096782356565
starcoder2-3b,arith-1-answer,arith,,,16,random,erase,4.25,4.375,0.125,0.0045576833682793305
starcoder2-3b,arith-1-answer,arith,,,20,jlens,erase,4.25,4.375,0.125,0.04434657314400299
starcoder2-3b,arith-1-answer,arith,,,20,rlens,erase,4.25,4.375,0.125,0.021602564021946956
starcoder2-3b,arith-1-answer,arith,,,20,logit,erase,4.25,4.375,0.125,0.061812065658991014
starcoder2-3b,arith-1-answer,arith,,,20,offtarget,erase,4.25,4.5,0.25,0.03384222424388532
starcoder2-3b,arith-1-answer,arith,,,20,random,erase,4.25,4.375,0.125,0.025170645239821827
starcoder2-3b,binding-2-outer,binding,binding-2,outer,12,jlens,erase,-3.9375,-4.0,-0.0625,0.008431057478379104
starcoder2-3b,binding-2-outer,binding,binding-2,outer,12,rlens,erase,-3.9375,-3.875,0.0625,0.042122921374245205
starcoder2-3b,binding-2-outer,binding,binding-2,outer,12,logit,erase,-3.9375,-3.875,0.0625,0.009868649275028377
starcoder2-3b,binding-2-outer,binding,binding-2,outer,12,offtarget,erase,-3.9375,-3.875,0.0625,0.02555576410196399
starcoder2-3b,binding-2-outer,binding,binding-2,outer,12,random,erase,-3.9375,-3.875,0.0625,0.0020660267835631557
starcoder2-3b,binding-2-outer,binding,binding-2,outer,16,jlens,erase,-3.9375,-3.9375,0.0,0.012360949793695335
starcoder2-3b,binding-2-outer,binding,binding-2,outer,16,rlens,erase,-3.9375,-3.9375,0.0,0.010281619105891192
starcoder2-3b,binding-2-outer,binding,binding-2,outer,16,logit,erase,-3.9375,-4.0,-0.0625,0.006110575694191111
starcoder2-3b,binding-2-outer,binding,binding-2,outer,16,offtarget,erase,-3.9375,-3.8125,0.125,0.027024106924847184
starcoder2-3b,binding-2-outer,binding,binding-2,outer,16,random,erase,-3.9375,-3.9375,0.0,0.009634705135816024
starcoder2-3b,binding-2-outer,binding,binding-2,outer,20,jlens,erase,-3.9375,-3.625,0.3125,0.021102470191524565
starcoder2-3b,binding-2-outer,binding,binding-2,outer,20,rlens,erase,-3.9375,-3.625,0.3125,0.020192402596387552
starcoder2-3b,binding-2-outer,binding,binding-2,outer,20,logit,erase,-3.9375,-3.9375,0.0,0.001416780144807786
starcoder2-3b,binding-2-outer,binding,binding-2,outer,20,offtarget,erase,-3.9375,-4.0,-0.0625,0.003072831974008869
starcoder2-3b,binding-2-outer,binding,binding-2,outer,20,random,erase,-3.9375,-3.9375,0.0,0.012040604227857478
starcoder2-3b,binding-2-inner,binding,binding-2,inner,12,jlens,erase,2.9375,2.8125,-0.125,0.02499028966401252
starcoder2-3b,binding-2-inner,binding,binding-2,inner,12,rlens,erase,2.9375,2.875,-0.0625,0.02956694748352473
starcoder2-3b,binding-2-inner,binding,binding-2,inner,12,logit,erase,2.9375,2.875,-0.0625,0.002352647111316474
starcoder2-3b,binding-2-inner,binding,binding-2,inner,12,offtarget,erase,2.9375,2.875,-0.0625,0.009763883353334326
starcoder2-3b,binding-2-inner,binding,binding-2,inner,12,random,erase,2.9375,2.875,-0.0625,0.015022033027916715
starcoder2-3b,binding-2-inner,binding,binding-2,inner,16,jlens,erase,2.9375,2.75,-0.1875,0.02854376876627113
starcoder2-3b,binding-2-inner,binding,binding-2,inner,16,rlens,erase,2.9375,2.875,-0.0625,0.017619104923158282
starcoder2-3b,binding-2-inner,binding,binding-2,inner,16,logit,erase,2.9375,2.875,-0.0625,0.013772593311101153
starcoder2-3b,binding-2-inner,binding,binding-2,inner,16,offtarget,erase,2.9375,3.0,0.0625,0.00792213987963942
starcoder2-3b,binding-2-inner,binding,binding-2,inner,16,random,erase,2.9375,2.9375,0.0,0.00038958691978448266
starcoder2-3b,binding-2-inner,binding,binding-2,inner,20,jlens,erase,2.9375,2.8125,-0.125,0.007047013609767395
starcoder2-3b,binding-2-inner,binding,binding-2,inner,20,rlens,erase,2.9375,3.0,0.0625,0.0077689081066531895
starcoder2-3b,binding-2-inner,binding,binding-2,inner,20,logit,erase,2.9375,2.8125,-0.125,0.01253497419038855
starcoder2-3b,binding-2-inner,binding,binding-2,inner,20,offtarget,erase,2.9375,2.6875,-0.25,0.021463441002907934
starcoder2-3b,binding-2-inner,binding,binding-2,inner,20,random,erase,2.9375,2.9375,0.0,0.002462512723203292
starcoder2-3b,alias-2,alias,,,12,jlens,erase,3.0,2.9375,-0.0625,0.004176690380413708
starcoder2-3b,alias-2,alias,,,12,rlens,erase,3.0,3.25,0.25,0.04226674324414263
starcoder2-3b,alias-2,alias,,,12,logit,erase,3.0,3.1875,0.1875,0.017167607846727734
starcoder2-3b,alias-2,alias,,,12,offtarget,erase,3.0,3.125,0.125,0.007991016676868133
starcoder2-3b,alias-2,alias,,,12,random,erase,3.0,3.09375,0.09375,0.007921309775168086
starcoder2-3b,alias-2,alias,,,16,jlens,erase,3.0,3.0,0.0,0.004144931301651957
starcoder2-3b,alias-2,alias,,,16,rlens,erase,3.0,3.0625,0.0625,0.0015446824051591759
starcoder2-3b,alias-2,alias,,,16,logit,erase,3.0,3.0625,0.0625,0.0006988672295956364
starcoder2-3b,alias-2,alias,,,16,offtarget,erase,3.0,2.90625,-0.09375,0.006742275332988423
starcoder2-3b,alias-2,alias,,,16,random,erase,3.0,3.0,0.0,0.02721151462248071
starcoder2-3b,alias-2,alias,,,20,jlens,erase,3.0,3.34375,0.34375,0.008695308584664578
starcoder2-3b,alias-2,alias,,,20,rlens,erase,3.0,3.625,0.625,0.01596176973619125
starcoder2-3b,alias-2,alias,,,20,logit,erase,3.0,2.90625,-0.09375,0.003905973604672418
starcoder2-3b,alias-2,alias,,,20,offtarget,erase,3.0,1.46875,-1.53125,0.04057811902680754
starcoder2-3b,alias-2,alias,,,20,random,erase,3.0,3.15625,0.15625,0.03426643547761316
starcoder2-3b,call-2,call,,,12,jlens,erase,-4.46875,-4.625,-0.15625,0.018447421340169034
starcoder2-3b,call-2,call,,,12,rlens,erase,-4.46875,-4.5,-0.03125,0.02481501643791456
starcoder2-3b,call-2,call,,,12,logit,erase,-4.46875,-4.5,-0.03125,0.001924246934356496
starcoder2-3b,call-2,call,,,12,offtarget,erase,-4.46875,-4.15625,0.3125,0.054337903655218414
starcoder2-3b,call-2,call,,,12,random,erase,-4.46875,-4.53125,-0.0625,0.02979121942981269
starcoder2-3b,call-2,call,,,16,jlens,erase,-4.46875,-4.28125,0.1875,0.01766695156385544
starcoder2-3b,call-2,call,,,16,rlens,erase,-4.46875,-4.46875,0.0,0.00101873027809004
starcoder2-3b,call-2,call,,,16,logit,erase,-4.46875,-4.40625,0.0625,0.009708433154759758
starcoder2-3b,call-2,call,,,16,offtarget,erase,-4.46875,-4.53125,-0.0625,0.0013338637228535425
starcoder2-3b,call-2,call,,,16,random,erase,-4.46875,-4.40625,0.0625,0.02406263791349055
starcoder2-3b,call-2,call,,,20,jlens,erase,-4.46875,-3.875,0.59375,0.01522036715616695
starcoder2-3b,call-2,call,,,20,rlens,erase,-4.46875,-3.9375,0.53125,0.018403409839121327
starcoder2-3b,call-2,call,,,20,logit,erase,-4.46875,-4.46875,0.0,0.0012681250602111199
starcoder2-3b,call-2,call,,,20,offtarget,erase,-4.46875,-4.5,-0.03125,0.001827779233134026
starcoder2-3b,call-2,call,,,20,random,erase,-4.46875,-4.46875,0.0,0.006018140650917187
starcoder2-3b,arith-2,arith,,,12,jlens,erase,-1.59375,-1.59375,0.0,0.012203401514573196
starcoder2-3b,arith-2,arith,,,12,rlens,erase,-1.59375,-1.59375,0.0,0.026681851431590846
starcoder2-3b,arith-2,arith,,,12,logit,erase,-1.59375,-1.59375,0.0,0.009317759181228239
starcoder2-3b,arith-2,arith,,,12,offtarget,erase,-1.59375,-1.65625,-0.0625,0.005765425795432091
starcoder2-3b,arith-2,arith,,,12,random,erase,-1.59375,-1.5625,0.03125,0.0018531719985929284
starcoder2-3b,arith-2,arith,,,16,jlens,erase,-1.59375,-1.59375,0.0,0.019372510753649097
starcoder2-3b,arith-2,arith,,,16,rlens,erase,-1.59375,-1.625,-0.03125,0.051813918032248246
starcoder2-3b,arith-2,arith,,,16,logit,erase,-1.59375,-1.5625,0.03125,0.010916440843336827
starcoder2-3b,arith-2,arith,,,16,offtarget,erase,-1.59375,-1.625,-0.03125,0.009394799532324914
starcoder2-3b,arith-2,arith,,,16,random,erase,-1.59375,-1.5625,0.03125,0.0015031482589024183
starcoder2-3b,arith-2,arith,,,20,jlens,erase,-1.59375,-1.53125,0.0625,0.026850567852853082
starcoder2-3b,arith-2,arith,,,20,rlens,erase,-1.59375,-1.5,0.09375,0.049618507598657415
starcoder2-3b,arith-2,arith,,,20,logit,erase,-1.59375,-1.59375,0.0,0.0020573265517833954
starcoder2-3b,arith-2,arith,,,20,offtarget,erase,-1.59375,-1.78125,-0.1875,0.028916693141171
starcoder2-3b,arith-2,arith,,,20,random,erase,-1.59375,-1.59375,0.0,0.014622789187487816
starcoder2-3b,binding-2-outer-answer,binding,binding-2,outer,12,jlens,erase,1.25,1.0,-0.25,0.0514824463361845
starcoder2-3b,binding-2-outer-answer,binding,binding-2,outer,12,rlens,erase,1.25,1.25,0.0,0.05365747748749894
starcoder2-3b,binding-2-outer-answer,binding,binding-2,outer,12,logit,erase,1.25,1.25,0.0,0.02101919897454183
starcoder2-3b,binding-2-outer-answer,binding,binding-2,outer,12,offtarget,erase,1.25,1.0,-0.25,0.053243085819676336
starcoder2-3b,binding-2-outer-answer,binding,binding-2,outer,12,random,erase,1.25,1.0,-0.25,0.01868618349411761
starcoder2-3b,binding-2-outer-answer,binding,binding-2,outer,16,jlens,erase,1.25,1.0,-0.25,0.011285245537237238
starcoder2-3b,binding-2-outer-answer,binding,binding-2,outer,16,rlens,erase,1.25,1.0,-0.25,0.008135275487549127
starcoder2-3b,binding-2-outer-answer,binding,binding-2,outer,16,logit,erase,1.25,1.0,-0.25,0.022339428229760233
starcoder2-3b,binding-2-outer-answer,binding,binding-2,outer,16,offtarget,erase,1.25,1.25,0.0,0.0360693807347002
starcoder2-3b,binding-2-outer-answer,binding,binding-2,outer,16,random,erase,1.25,1.25,0.0,0.003378041526533036
starcoder2-3b,binding-2-outer-answer,binding,binding-2,outer,20,jlens,erase,1.25,1.0,-0.25,0.07073289563420118
starcoder2-3b,binding-2-outer-answer,binding,binding-2,outer,20,rlens,erase,1.25,1.0,-0.25,0.08020681911984814
starcoder2-3b,binding-2-outer-answer,binding,binding-2,outer,20,logit,erase,1.25,1.0,-0.25,0.07942494752399135
starcoder2-3b,binding-2-outer-answer,binding,binding-2,outer,20,offtarget,erase,1.25,1.25,0.0,0.04094147689046991
starcoder2-3b,binding-2-outer-answer,binding,binding-2,outer,20,random,erase,1.25,1.25,0.0,0.02607023738884687
starcoder2-3b,binding-2-inner-answer,binding,binding-2,inner,12,jlens,erase,0.5,0.5,0.0,0.06454459287340243
starcoder2-3b,binding-2-inner-answer,binding,binding-2,inner,12,rlens,erase,0.5,0.5,0.0,0.06202320684590396
starcoder2-3b,binding-2-inner-answer,binding,binding-2,inner,12,logit,erase,0.5,0.25,-0.25,0.0419276149399571
starcoder2-3b,binding-2-inner-answer,binding,binding-2,inner,12,offtarget,erase,0.5,0.25,-0.25,0.057668622926025065
starcoder2-3b,binding-2-inner-answer,binding,binding-2,inner,12,random,erase,0.5,0.25,-0.25,0.021019651679941437
starcoder2-3b,binding-2-inner-answer,binding,binding-2,inner,16,jlens,erase,0.5,0.25,-0.25,0.010218830774553937
starcoder2-3b,binding-2-inner-answer,binding,binding-2,inner,16,rlens,erase,0.5,0.25,-0.25,0.009661458755244537
starcoder2-3b,binding-2-inner-answer,binding,binding-2,inner,16,logit,erase,0.5,0.5,0.0,0.015772873997472583
starcoder2-3b,binding-2-inner-answer,binding,binding-2,inner,16,offtarget,erase,0.5,0.25,-0.25,0.007884349575769254
starcoder2-3b,binding-2-inner-answer,binding,binding-2,inner,16,random,erase,0.5,0.25,-0.25,0.0003498949698920569
starcoder2-3b,binding-2-inner-answer,binding,binding-2,inner,20,jlens,erase,0.5,0.5,0.0,0.033627513391692426
starcoder2-3b,binding-2-inner-answer,binding,binding-2,inner,20,rlens,erase,0.5,0.25,-0.25,0.03633950781436532
starcoder2-3b,binding-2-inner-answer,binding,binding-2,inner,20,logit,erase,0.5,0.5,0.0,0.05941257082964954
starcoder2-3b,binding-2-inner-answer,binding,binding-2,inner,20,offtarget,erase,0.5,0.5,0.0,0.03105987413886832
starcoder2-3b,binding-2-inner-answer,binding,binding-2,inner,20,random,erase,0.5,0.25,-0.25,0.017506643274532538
starcoder2-3b,alias-2-answer,alias,,,12,jlens,erase,12.75,12.75,0.0,0.03381295285554983
starcoder2-3b,alias-2-answer,alias,,,12,rlens,erase,12.75,12.875,0.125,0.05355073610938412
starcoder2-3b,alias-2-answer,alias,,,12,logit,erase,12.75,12.75,0.0,0.016775964198217003
starcoder2-3b,alias-2-answer,alias,,,12,offtarget,erase,12.75,12.75,0.0,0.015126861378083212
starcoder2-3b,alias-2-answer,alias,,,12,random,erase,12.75,12.75,0.0,0.003286248009213335
starcoder2-3b,alias-2-answer,alias,,,16,jlens,erase,12.75,12.75,0.0,0.043834797764178694
starcoder2-3b,alias-2-answer,alias,,,16,rlens,erase,12.75,12.75,0.0,0.07079623419715456
starcoder2-3b,alias-2-answer,alias,,,16,logit,erase,12.75,12.875,0.125,0.029575077487066122
starcoder2-3b,alias-2-answer,alias,,,16,offtarget,erase,12.75,12.75,0.0,0.02060490586134657
starcoder2-3b,alias-2-answer,alias,,,16,random,erase,12.75,12.75,0.0,0.0246698672000615
starcoder2-3b,alias-2-answer,alias,,,20,jlens,erase,12.75,12.875,0.125,0.11593458569359186
starcoder2-3b,alias-2-answer,alias,,,20,rlens,erase,12.75,12.5,-0.25,0.11988983407667245
starcoder2-3b,alias-2-answer,alias,,,20,logit,erase,12.75,12.5,-0.25,0.104818146483448
starcoder2-3b,alias-2-answer,alias,,,20,offtarget,erase,12.75,12.625,-0.125,0.02680540108743345
starcoder2-3b,alias-2-answer,alias,,,20,random,erase,12.75,12.75,0.0,0.01586178778466754
starcoder2-3b,call-2-answer,call,,,12,jlens,erase,18.25,18.25,0.0,0.04178087204389007
starcoder2-3b,call-2-answer,call,,,12,rlens,erase,18.25,18.25,0.0,0.03502048546288583
starcoder2-3b,call-2-answer,call,,,12,logit,erase,18.25,18.25,0.0,0.011438764987393116
starcoder2-3b,call-2-answer,call,,,12,offtarget,erase,18.25,18.25,0.0,0.032974923374802
starcoder2-3b,call-2-answer,call,,,12,random,erase,18.25,18.25,0.0,0.006168394902335151
starcoder2-3b,call-2-answer,call,,,16,jlens,erase,18.25,18.25,0.0,0.04262484806783044
starcoder2-3b,call-2-answer,call,,,16,rlens,erase,18.25,18.25,0.0,0.039883174091983935
starcoder2-3b,call-2-answer,call,,,16,logit,erase,18.25,18.25,0.0,0.03338204919356634
starcoder2-3b,call-2-answer,call,,,16,offtarget,erase,18.25,18.375,0.125,0.02103345289243401
starcoder2-3b,call-2-answer,call,,,16,random,erase,18.25,18.5,0.25,0.013977935125358797
starcoder2-3b,call-2-answer,call,,,20,jlens,erase,18.25,18.125,-0.125,0.09046444998546489
starcoder2-3b,call-2-answer,call,,,20,rlens,erase,18.25,18.0,-0.25,0.09318932829032911
starcoder2-3b,call-2-answer,call,,,20,logit,erase,18.25,18.25,0.0,0.0915539783210236
starcoder2-3b,call-2-answer,call,,,20,offtarget,erase,18.25,18.375,0.125,0.010780249767344471
starcoder2-3b,call-2-answer,call,,,20,random,erase,18.25,18.125,-0.125,0.0009632610016416558
starcoder2-3b,arith-2-answer,arith,,,12,jlens,erase,4.5,4.5,0.0,0.04399723417369696
starcoder2-3b,arith-2-answer,arith,,,12,rlens,erase,4.5,4.5,0.0,0.03339098590774993
starcoder2-3b,arith-2-answer,arith,,,12,logit,erase,4.5,4.5,0.0,0.015667408441814124
