split,position,site_kind,site,variant,n_families,min_family_delta,max_family_delta,all_families_positive,all_families_ci_positive,delta_affine,ci_lo_affine,delta_index,ci_lo_index,delta_modulus,ci_lo_modulus,delta_mul_sub,ci_lo_mul_sub,delta_threshold,ci_lo_threshold
calib,use,band,L8+16+24,jlens_answer,5,-0.0026041507720947266,0.010416674945089553,False,False,0.010416674945089553,0.0021701686912112767,0.001302076710595025,-0.003906269950999154,0.006893377093707814,0.00045956403893582964,-0.0026041507720947266,-0.008854127029577892,0.002604164183139801,-0.0008680580390824212
calib,use,band,L8+16+24,jlens_offvalue,5,-0.009114586644702487,0.011029411764705883,False,False,0.008246531089146933,-0.0013020800219641791,-0.009114586644702487,-0.02256946778959698,0.011029411764705883,0.0013786764705882354,-0.002083301544189453,-0.005729150772094726,-0.0004340269499354892,-0.004785159395800696
calib,use,band,L8+16+24,jlens_value,5,-0.009114583333333334,0.010850696100129021,False,False,0.010850696100129021,0.0021701503545045854,-0.009114583333333334,-0.018240029944313896,0.006893385859096751,-0.00137867651441518,0.001562503973642985,-0.004687496026357015,0.0030381944444444445,-0.0034722238986028566
calib,use,band,L8+16+24,logit_value,5,-0.0026041799121432835,0.0039062450329462686,False,False,0.0039062450329462686,-0.0008680572526322471,-0.0026041799121432835,-0.006076415379842122,0.0009191176470588235,-0.00459559003219885,-0.0005208214124043782,-0.0026041626930236816,0.0013020825054910448,-0.001736111111111111
calib,use,band,L8+16+24,noop_same_value,5,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calib,use,band,L8+16+24,probe_basis,5,0.008731621153214398,0.05642361773384942,True,False,0.05642361773384942,0.027332903568943342,0.018229166666666668,0.00520832993917995,0.008731621153214398,-0.011488970632062239,0.013020849227905274,-0.0010416587193806967,0.015190971394379934,0.0030273357199298015
calib,use,band,L8+16+24,whole_state,5,0.09071181548966302,3.433159707321061,True,False,3.433159707321061,2.5264431252247754,0.09071181548966302,-0.07249348908662796,1.227022053564296,0.7357421719852616,0.32760419845581057,-0.0942838305234909,0.15928819361660215,0.04165581427514553
calib,use,single,L16,cf_push_0.03,5,-0.002170138888888889,0.005055141799590167,False,False,0.004340282744831509,0.0008680605226092868,-0.002170138888888889,-0.005642357882526186,0.005055141799590167,0.00045956745743751525,-0.0005208214124043782,-0.003645833432674408,0.0008680555555555555,-0.0021701397167311776
calib,use,single,L16,cf_push_0.1,5,-0.0017361044883728027,0.01746322652872871,False,False,0.009982637233204313,0.0034722023126151826,-0.0017361044883728027,-0.006076382266150581,0.01746322652872871,0.006433811126386418,0.0005208611488342285,-0.004166595339775085,-0.0008680580390824212,-0.004774310522609287
calib,use,single,L16,cf_push_0.3,5,-0.002170142200258043,0.0551470605766072,False,False,0.03342012729909685,0.011707878443929884,-0.002170142200258043,-0.012597691516081491,0.0551470605766072,0.017003678136012133,0.002604182561238607,-0.007291631003220876,-8.27842288547092e-10,-0.0030381977558135986
