layer,threshold,n_test,n_both_fail,frac_positive_lead,mean_lead,mean_lead_ci_lo,mean_lead_ci_hi
7,0.6690000295639038,70,59,0.0,-1.5423728813559323,-1.8983050847457628,-1.2033898305084745
