model,base_id,condition,layer,target_token,target,condition_kind,condition_order,rho_unsafe,rho_safe,score_unsafe,score_safe,n_tokens_unsafe,n_tokens_safe,frac_source_expr_unsafe,frac_source_expr_safe,delta_frac_source_expr,ntok_source_expr_match,frac_trusted_expr_unsafe,frac_trusted_expr_safe,delta_frac_trusted_expr,ntok_trusted_expr_match,frac_sink_arg_unsafe,frac_sink_arg_safe,delta_frac_sink_arg,ntok_sink_arg_match,frac_sink_call_unsafe,frac_sink_call_safe,delta_frac_sink_call,ntok_sink_call_match,frac_taint_chain_unsafe,frac_taint_chain_safe,delta_frac_taint_chain,ntok_taint_chain_match,frac_trust_chain_unsafe,frac_trust_chain_safe,delta_frac_trust_chain,ntok_trust_chain_match,frac_signature_unsafe,frac_signature_safe,delta_frac_signature,ntok_signature_match,frac_other_unsafe,frac_other_safe,delta_frac_other,ntok_other_match,delta_total,delta_token_identical_roles
deepseek-coder-1.3b,command_exec_assign_chain_00,clean_heldout,19,5723, safe,clean,-1,1.0000001425775555,1.000000244571585,-283.69964599609375,-272.49871826171875,81,82,0.011188545906298305,0.009724316134735896,0.0014642297715624086,1,0.01241548630694085,0.011796825835232944,0.0006186604717079054,1,0.016016528840330585,0.015661443872996218,0.0003550849673343674,0,-0.030438074999603337,-0.02970447414840298,-0.0007336008512003576,1,0.045084772627976735,0.04531596384452821,-0.00023119121655147679,1,0.033972472807390075,0.030181441235260634,0.0037910315721294413,1,0.0412143324688289,0.029228057450143,0.011986275018685898,1,0.8705460786193935,0.8877966703470911,-0.017250591727697606,1,-1.019940294201549e-07,0.01689540476633382
deepseek-coder-1.3b,command_exec_assign_chain_00,clean_heldout,19,24281, vulnerable,clean,-1,1.0000000116164165,1.0000000988745823,-288.6226806640625,-277.82965087890625,81,82,0.01228803851113056,0.010890229110785302,0.0013978094003452568,1,0.01172457219957602,0.010893981303298458,0.0008305908962775617,1,0.016683544868945445,0.01618990248104059,0.0004936423879048565,0,-0.027208946184765874,-0.025189723219358095,-0.002019222965407779,1,0.04541994532673792,0.045406193865196245,1.3751461541672283e-05,1,0.032096782036286624,0.02852830903473697,0.0035684730015496553,1,0.04450189435522566,0.03239227726522701,0.01210961708999865,1,0.8644941805032802,0.8808889290336558,-0.01639474853037559,1,-8.725816571727996e-08,0.015901018884305018
deepseek-coder-1.3b,command_exec_assign_chain_00,clean_heldout,23,5723, safe,clean,-1,0.9999998924299746,1.0,-283.69964599609375,-272.49871826171875,81,82,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.9999998924299746,1.0,-1.0757002544270478e-07,1,-1.0757002544270478e-07,0.0
deepseek-coder-1.3b,command_exec_assign_chain_00,clean_heldout,23,24281, vulnerable,clean,-1,0.9999998942647956,1.0,-288.6226806640625,-277.82965087890625,81,82,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.9999998942647956,1.0,-1.0573520436985007e-07,1,-1.0573520436985007e-07,0.0
deepseek-coder-1.3b,command_exec_assign_chain_02,clean_heldout,0,5723, safe,clean,-1,1.000000417468593,1.0000003068172418,-160.30215454101562,-321.27001953125,81,81,0.03722169598931856,0.02626537607720041,0.010956319912118147,1,0.007607878852054749,0.005691755731489677,0.0019161231205650723,1,0.006846688036685948,0.003475241487349269,0.0033714465493366787,1,-0.13199413606603103,0.02087137298179765,-0.15286550904782867,1,0.04056760358078655,0.06364029321363236,-0.02307268963284581,1,0.10586207922229672,0.05598066950782655,0.04988140971447017,1,0.284252501050158,0.27859746489771053,0.005655036152447446,1,0.6496361068033234,0.5454781329202355,0.1041579738830879,1,1.1065135091525846e-07,-0.10752930978107364
deepseek-coder-1.3b,command_exec_assign_chain_02,clean_heldout,0,24281, vulnerable,clean,-1,1.0000000278261736,1.0000002136362782,-170.0240478515625,-331.3829345703125,81,81,0.04639827625262605,0.030704822498738286,0.01569345375388776,1,0.003702217101453725,0.002320922223963776,0.0013812948774899491,1,0.004721055841338802,0.0024191867280595955,0.002301869113279206,1,-0.12118462476170488,0.02396465468886353,-0.1451492794505684,1,0.04075871877823036,0.06421136888592056,-0.023452650107690202,1,0.10396194806108865,0.055194399757324875,0.04876754830376377,1,0.29511452502159263,0.2857515616314613,0.009362963390131318,1,0.6265279115315484,0.5354332972219464,0.09109461430960197,1,-1.858101046497973e-07,-0.09339666923298581
deepseek-coder-1.3b,command_exec_assign_chain_02,clean_heldout,3,5723, safe,clean,-1,1.00000045260623,1.0000003562257176,-160.30215454101562,-321.27001953125,81,81,0.03936321923894934,0.024910381005062866,0.014452838233886472,1,0.01514686413849159,0.0051102483292355455,0.010036615809256043,1,-0.015801569786913827,4.534995383702457e-05,-0.01584691974075085,1,-0.17202721605796767,0.017080976244697635,-0.1891081923026653,1,0.07024548374165693,0.07150148453014608,-0.001256000788489156,1,0.1169669245056809,0.0695519553911155,0.0474149691145654,1,0.2153366711842737,0.23073577589812028,-0.01539910471384659,1,0.7307700756420593,0.5810641848735026,0.14970589076855667,1,9.638051268190395e-08,-0.13385887464729312
deepseek-coder-1.3b,command_exec_assign_chain_02,clean_heldout,3,24281, vulnerable,clean,-1,1.0000000740570605,1.000000241717915,-170.0240478515625,-331.3829345703125,81,81,0.04989316057808462,0.029267953342431097,0.020625207235653524,1,0.009103324030883105,0.0009785132182081324,0.008124810812674972,1,-0.019690147354991555,-0.0027891400551401787,-0.016901007299851376,1,-0.15598685133769466,0.022200783462212433,-0.1781876347999071,1,0.06653366968623438,0.07041348786076992,-0.003879818174535546,1,0.11447064039753035,0.07018548178855619,0.04428515860897417,1,0.2203382496311934,0.23436918276193425,-0.014030933130740858,1,0.715338028425821,0.5753739793389432,0.13996404908687776,1,-1.6766085442210255e-07,-0.12306320944788084
deepseek-coder-1.3b,command_exec_assign_chain_02,clean_heldout,7,5723, safe,clean,-1,1.0000005691739469,1.0000003113163005,-160.30215454101562,-321.27001953125,81,81,0.03187191712039656,0.02726462259861812,0.004607294521778441,1,0.026050810074760872,0.019052887829075354,0.006997922245685517,1,-0.011571952202854546,0.0025566956927348277,-0.014128647895589373,1,-0.20871856137818948,0.020375116431554263,-0.22909367780974374,1,0.07804828654395167,0.0771297709523603,0.0009185155915913679,1,0.10013562311757453,0.06860304772290834,0.03153257539466618,1,0.138025014154407,0.16773504459349606,-0.02971003043908907,1,0.8461594317439003,0.6172831254955531,0.2288763062483472,1,2.578576465406268e-07,-0.2147474004951113
deepseek-coder-1.3b,command_exec_assign_chain_02,clean_heldout,7,24281, vulnerable,clean,-1,1.0000001233553997,1.0000002605364338,-170.0240478515625,-331.3829345703125,81,81,0.03365669592481815,0.028546466892924362,0.0051102290318937905,1,0.020922987424340574,0.01644510726887707,0.004477880155463503,1,-0.011688707548312366,0.0012199731373464884,-0.012908680685658855,1,-0.19045427036877732,0.025835394597111306,-0.21628966496588864,1,0.07426375513301492,0.07501800140380377,-0.0007542462707888498,1,0.10016617033677261,0.0694758754676727,0.03069029486909991,1,0.14068260640198743,0.16903989019322285,-0.02835728379123542,1,0.8324508860515556,0.6144195515754751,0.21803133447608047,1,-1.3718103408777438e-07,-0.2051227909714557
deepseek-coder-1.3b,command_exec_assign_chain_02,clean_heldout,11,5723, safe,clean,-1,1.0000006301535498,1.0000003204535637,-160.30215454101562,-321.27001953125,81,81,0.030636678726186303,0.02570593057396556,0.004930748152220742,1,0.035053127542105794,0.023739588499427585,0.011313539042678209,1,0.020228587269712463,0.024266158685934652,-0.004037571416222189,1,-0.21208536145543666,0.02589630916514714,-0.23798167062058379,1,0.01819179295587066,0.03955678735404957,-0.02136499439817891,1,0.05709444101528372,0.04520753191711187,0.011886909098171854,1,0.0671920123418909,0.11991912614014641,-0.05272711379825551,1,0.9836893517579366,0.6957088881177809,0.2879804636401557,1,3.0969998615626437e-07,-0.28394258252394744
deepseek-coder-1.3b,command_exec_assign_chain_02,clean_heldout,11,24281, vulnerable,clean,-1,1.0000001748447762,1.0000002918106983,-170.0240478515625,-331.3829345703125,81,81,0.02935458863135266,0.025572937145651745,0.003781651485700914,1,0.030435337627783256,0.02165807590839595,0.008777261719387305,1,0.02059552550724708,0.02431749476528435,-0.0037219692580372672,1,-0.19019711362380343,0.033030256153421256,-0.22322736977722468,1,0.017904814751730086,0.038686246583589434,-0.02078143183185935,1,0.05844439916978464,0.046135738459050064,0.012308660710734574,1,0.07050662450205049,0.12079999008979482,-0.05029336558774433,1,0.9629559982786314,0.6897995527055107,0.2731564455731207,1,-1.1696592217003143e-07,-0.2694345932810056
deepseek-coder-1.3b,command_exec_assign_chain_02,clean_heldout,15,5723, safe,clean,-1,1.000000656100092,1.0000003332202223,-160.30215454101562,-321.27001953125,81,81,0.011569962092609846,0.01750578515899359,-0.005935823066383742,1,0.029352795526907557,0.02129144349456123,0.008061352032346328,1,0.013993504851287347,0.01075256010273239,0.0032409447485549567,1,-0.20686791390241666,0.04732852439914752,-0.2541964383015642,1,0.010514358744507346,0.03738953998124598,-0.026875181236738634,1,0.05151134744594101,0.04549585707744118,0.006015490368499833,1,0.011616545954419195,0.07465995013263514,-0.06304340417821594,1,1.0783100553868366,0.7455766728734652,0.33273338251337137,1,3.228798699517199e-07,-0.3359740043820564
deepseek-coder-1.3b,command_exec_assign_chain_02,clean_heldout,15,24281, vulnerable,clean,-1,1.0000002454180874,1.00000027579135,-170.0240478515625,-331.3829345703125,81,81,0.012754881194988625,0.018278416851096362,-0.005523535656107737,1,0.026954965331101196,0.0202690003262114,0.0066859650048897955,1,0.01455669438639446,0.01122934422546883,0.00332735016092563,1,-0.19291703647169411,0.04856271598641225,-0.24147975245810638,1,0.011693461858227859,0.037422810469690024,-0.025729348611462165,1,0.052922107720412774,0.04652029955449591,0.0064018081659168655,1,0.015410172474192962,0.0758744091231537,-0.06046423664896074,1,1.0586249989244636,0.7418432792548215,0.3167817196696421,1,-3.037326262722573e-08,-0.3201091002038303
deepseek-coder-1.3b,command_exec_assign_chain_02,clean_heldout,19,5723, safe,clean,-1,1.000000710096322,1.0000002216598034,-160.30215454101562,-321.27001953125,81,81,-0.00037674644207218513,0.012929134650116634,-0.01330588109218882,1,0.01991982002456175,0.015102201044982624,0.004817618979579125,1,0.023068261067327955,0.009957401963521108,0.013110859103806848,1,-0.28740903007051166,0.001751560125832878,-0.28916059019634455,1,-0.003313831018898601,0.030992828338853147,-0.03430665935775175,1,0.04665882595951018,0.03880296243701006,0.007855863522500117,1,-0.02107259944779727,0.048962785069850266,-0.07003538451764754,1,1.222526010024202,0.8415013480296366,0.3810246619945653,1,4.884365187862727e-07,-0.39413503266185346
deepseek-coder-1.3b,command_exec_assign_chain_02,clean_heldout,19,24281, vulnerable,clean,-1,1.000000226421794,1.0000002296893515,-170.0240478515625,-331.3829345703125,81,81,0.0015087516553584715,0.013644014419101047,-0.012135262763742575,1,0.019142266823122294,0.014919492518871407,0.004222774304250887,1,0.02332530206334266,0.010502508190452479,0.012822793872890181,1,-0.2657372352719328,0.00554391816958591,-0.2712811534415187,1,-0.0008653337029588745,0.031507854536209065,-0.03237318823916794,1,0.04920749364230389,0.040160668352571885,0.009046825289732004,1,-0.014430991947550216,0.05128990669200505,-0.06572089863955527,1,1.1878499731601084,0.8324318668105548,0.3554181063495536,1,-3.267557835417989e-09,-0.3682409034900016
deepseek-coder-1.3b,command_exec_assign_chain_02,clean_heldout,23,5723, safe,clean,-1,1.0,1.0,-160.30215454101562,-321.27001953125,81,81,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,1.0,1.0,0.0,1,0.0,0.0
deepseek-coder-1.3b,command_exec_assign_chain_02,clean_heldout,23,24281, vulnerable,clean,-1,1.0,1.0,-170.0240478515625,-331.3829345703125,81,81,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,1.0,1.0,0.0,1,0.0,0.0
deepseek-coder-1.3b,command_exec_assign_chain_03,clean_heldout,0,5723, safe,clean,-1,1.0000003487335543,0.9999999692565423,-184.50003051757812,-362.3085632324219,86,86,0.03235827666878453,0.020163970697690953,0.01219430597109358,1,0.009358917134962893,0.006225113896897961,0.0031338032380649316,1,0.010307434866775132,0.00698747605420663,0.0033199588125685017,1,-0.018101012555655285,0.04987899174338137,-0.06798000429903665,1,0.03379700701643212,0.05360633616512284,-0.01980932914869072,1,0.09556476099731553,0.06252842134985585,0.03303633964745968,1,0.22146799590477326,0.26271214658923375,-0.041244150684460495,1,0.615246968700166,0.537897512760153,0.07734945594001308,1,3.794770119108781e-07,-0.08066903527556968
deepseek-coder-1.3b,command_exec_assign_chain_03,clean_heldout,0,24281, vulnerable,clean,-1,0.9999999300230378,0.9999999264054872,-189.86602783203125,-365.1664123535156,86,86,0.04108113686692182,0.024378055216519964,0.01670308165040186,1,0.00812139708801533,0.00344256327310091,0.00467883381491442,1,0.008721872490757399,0.006506306595735082,0.0022155658950223167,1,-0.019759431639567056,0.04950750649144491,-0.06926693813101197,1,0.032889041493844,0.053237011342261116,-0.020347969848417115,1,0.09343844329690607,0.06037205401985417,0.0330663892770519,1,0.23437701982571008,0.26996580913274465,-0.035588789307034574,1,0.60113045060045,0.5325906203338264,0.06853983026662358,1,3.617550412005066e-09,-0.07075539254409548
deepseek-coder-1.3b,command_exec_assign_chain_03,clean_heldout,3,5723, safe,clean,-1,1.0000003081995756,1.0000000448710533,-184.50003051757812,-362.3085632324219,86,86,0.027757674346794194,0.014160052935530739,0.013597621411263455,1,0.006483522430809054,0.001823248430046485,0.004660274000762569,1,0.005657704736887658,0.009736455936349905,-0.004078751199462247,1,-0.026809642841002762,0.04895823406863772,-0.07576787690964049,1,0.05341886138190518,0.06837805168140626,-0.014959190299501081,1,0.10874671190466127,0.0708363785547337,0.03791033334992758,1,0.16991778667124735,0.22445308143024836,-0.05453529475900101,1,0.6548276895682738,0.5616545418341,0.09317314773417373,1,2.6332852251509387e-07,-0.08909413320618897
deepseek-coder-1.3b,command_exec_assign_chain_03,clean_heldout,3,24281, vulnerable,clean,-1,1.0000000330803753,0.999999970211259,-189.86602783203125,-365.1664123535156,86,86,0.039041680671607806,0.018766512013382357,0.02027516865822545,1,0.0027002583417985605,-0.0016138702512679282,0.004314128593066489,1,0.0012510180122493983,0.0061871642663620646,-0.0049361462541126664,1,-0.026437720824650447,0.05000447923912594,-0.07644220006377639,1,0.04976568860222084,0.06624368010885612,-0.01647799150663528,1,0.10692273553867579,0.07156975576687566,0.03535297977180013,1,0.17761908169091847,0.22906333711422153,-0.051444255423303054,1,0.6491372910475548,0.5597789119537032,0.08935837909385158,1,6.28691162601891e-08,-0.08442216997062266
deepseek-coder-1.3b,command_exec_assign_chain_03,clean_heldout,7,5723, safe,clean,-1,1.000000336063531,1.0000000009048242,-184.50003051757812,-362.3085632324219,86,86,0.016924501381157954,0.020517107368014438,-0.003592605986856484,1,0.016683150745739075,0.015143638475123287,0.0015395122706157883,1,0.006268143747786649,0.013721592127088936,-0.007453448379302287,1,-0.007665437395429235,0.07341290302112408,-0.08107834041655332,1,0.03789454245405606,0.06033818038901906,-0.022443637934963,1,0.09260543222544272,0.06673019159297841,0.02587524063246431,1,0.09930294482588194,0.16598370757405137,-0.06668076274816943,1,0.7379870580788959,0.5841526803574247,0.15383437772147113,1,3.351587067046413e-07,-0.14638059418346214
deepseek-coder-1.3b,command_exec_assign_chain_03,clean_heldout,7,24281, vulnerable,clean,-1,1.000000073577347,0.9999999630497193,-189.86602783203125,-365.1664123535156,86,86,0.01979422838790257,0.02261742402015498,-0.0028231956322524072,1,0.013660026810376626,0.013537019492493297,0.00012300731788332867,1,0.003860908734906747,0.011164264823822913,-0.007303356088916166,1,-0.005516173405911106,0.0754120295080393,-0.0809282029139504,1,0.03422356102455404,0.05734603103733875,-0.02312247001278471,1,0.09373677204872387,0.0675213900086757,0.02621538204004817,1,0.10369394289869212,0.1680023428856205,-0.06430839998692837,1,0.7365468070781023,0.5843994612735739,0.15214734580452838,1,1.1052762782792769e-07,-0.14484387918798441
deepseek-coder-1.3b,command_exec_assign_chain_03,clean_heldout,11,5723, safe,clean,-1,1.000000355588491,1.0000000165747338,-184.50003051757812,-362.3085632324219,86,86,0.021853550521010026,0.024920323305508987,-0.003066772784498961,1,0.021122910687293377,0.018424157646993247,0.0026987530403001295,1,0.02103105461439144,0.03382614365879846,-0.012795089044407022,1,0.01029919373853834,0.08838327626285922,-0.07808408252432088,1,-0.017344741921273714,0.0275295623479448,-0.04487430426921851,1,0.06050938261450019,0.04678092481375968,0.013728457800740508,1,0.03687336681361967,0.12133946898794967,-0.08446610217433001,1,0.8456556385204117,0.6387961595509197,0.20685947896949197,1,3.3901375720568616e-07,-0.19406405091132772
deepseek-coder-1.3b,command_exec_assign_chain_03,clean_heldout,11,24281, vulnerable,clean,-1,1.000000026399552,0.9999999836774022,-189.86602783203125,-365.1664123535156,86,86,0.021670199357739377,0.025063106076663934,-0.0033929067189245564,1,0.018450960589113028,0.01710905124453723,0.0013419093445757972,1,0.019854580648268994,0.03248682134346858,-0.012632240695199585,1,0.011864491067209354,0.09047648113968484,-0.07861199007247549,1,-0.018523624635250993,0.02521539726071709,-0.04373902189596808,1,0.061742943987749876,0.04748287553663217,0.014260068451117706,1,0.0418594016966084,0.12320068691968335,-0.08134128522307495,1,0.8430810736881141,0.638965564156015,0.20411550953209912,1,4.272214998435331e-08,-0.19148322611474955
deepseek-coder-1.3b,command_exec_assign_chain_03,clean_heldout,15,5723, safe,clean,-1,1.0000003363462089,1.0000000619084812,-184.50003051757812,-362.3085632324219,86,86,0.0059294695660711254,0.0180955267821717,-0.012166057216100574,1,0.01801980374429946,0.01770237808771545,0.00031742565658400904,1,0.019826452211589497,0.021104375004790635,-0.0012779227932011375,1,0.02686800171481986,0.10849162180458481,-0.08162362008976495,1,-0.01973182080796991,0.025832830217641815,-0.045564651025611726,1,0.04718303533985876,0.044148173678688354,0.003034861661170403,1,-0.012026665282555513,0.07809161231702626,-0.09011827759958177,1,0.9139320598600955,0.6865335440158622,0.22739851584423332,1,2.744377275709642e-07,-0.22612031861330462
deepseek-coder-1.3b,command_exec_assign_chain_03,clean_heldout,15,24281, vulnerable,clean,-1,1.0000000878611626,0.9999999838865354,-189.86602783203125,-365.1664123535156,86,86,0.007051911264630143,0.018805642462724724,-0.011753731198094582,1,0.017147872300402794,0.01740086060857706,-0.0002529883081742665,1,0.018271695642051174,0.020412980083902646,-0.0021412844418514723,1,0.02279905590006095,0.10586522190143399,-0.08306616600137304,1,-0.019914183910863265,0.02475274467750544,-0.04466692858836871,1,0.048758596879254386,0.0458802252350569,0.0028783716441974846,1,-0.006450292999672098,0.08092705368104927,-0.08737734668072136,1,0.9123354327852986,0.6859552552362855,0.22638017754901307,1,1.0397462713029881e-07,-0.22423878913253448
