model,program_id,base_id,member,condition,condition_kind,condition_order,layer,target_token,target,score,rho,n_tokens,frac_source_expr,frac_trusted_expr,frac_sink_arg,frac_sink_call,frac_taint_chain,frac_trust_chain,frac_signature,frac_other,ntok_source_expr,ntok_trusted_expr,ntok_sink_arg,ntok_sink_call,ntok_taint_chain,ntok_trust_chain,ntok_signature,ntok_other
deepseek-coder-1.3b,command_exec_branch_merge_00_safe,command_exec_branch_merge_00,safe,clean_heldout,clean,-1,19,5723, safe,-251.78880310058594,0.9999999635665794,98,0.010710164934946271,0.006802047154372149,0.012697216773175892,-0.058137979315755296,0.031544990716810016,0.026030379294600055,0.006496491648107956,0.9638566523603224,15,10,3,5,11,11,5,38
deepseek-coder-1.3b,command_exec_branch_merge_00_safe,command_exec_branch_merge_00,safe,clean_heldout,clean,-1,23,24281, vulnerable,-254.16323852539062,0.9999999399646103,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999399646103,15,10,3,5,11,11,5,38
deepseek-coder-1.3b,command_exec_branch_merge_00_safe,command_exec_branch_merge_00,safe,clean_heldout,clean,-1,23,5723, safe,-251.78880310058594,1.0,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15,10,3,5,11,11,5,38
deepseek-coder-1.3b,command_exec_branch_merge_01_unsafe,command_exec_branch_merge_01,unsafe,clean_heldout,clean,-1,0,24281, vulnerable,-265.6391906738281,1.0000000360133061,104,0.02889540382435911,0.030255417215744308,0.009109866562555826,0.0035011397414825302,0.035135749677931094,0.05500131882746384,0.22257393861584254,0.6155272015479268,15,10,4,10,11,11,5,38
deepseek-coder-1.3b,command_exec_branch_merge_01_unsafe,command_exec_branch_merge_01,unsafe,clean_heldout,clean,-1,0,5723, safe,-266.75152587890625,1.000000278693413,104,0.027550734547709697,0.030659526807994567,0.010693624265017151,0.005313245678330239,0.03464547586213523,0.05105570536275226,0.2156190506078655,0.6244629155616084,15,10,4,10,11,11,5,38
deepseek-coder-1.3b,command_exec_branch_merge_01_unsafe,command_exec_branch_merge_01,unsafe,clean_heldout,clean,-1,3,24281, vulnerable,-265.6391906738281,1.000000046194638,104,0.030354601366717762,0.027775565723713706,-0.0013709099407782383,0.0003633307284680882,0.04425279960485797,0.07067708479929553,0.18463492990738087,0.6433126440049823,15,10,4,10,11,11,5,38
deepseek-coder-1.3b,command_exec_branch_merge_01_unsafe,command_exec_branch_merge_01,unsafe,clean_heldout,clean,-1,3,5723, safe,-266.75152587890625,1.000000193350887,104,0.028534615808224903,0.0313463159184676,0.002653508877390604,0.000999019887831883,0.042805508615145975,0.06704588741377618,0.17722720639183157,0.6493881304382185,15,10,4,10,11,11,5,38
deepseek-coder-1.3b,command_exec_branch_merge_01_unsafe,command_exec_branch_merge_01,unsafe,clean_heldout,clean,-1,7,24281, vulnerable,-265.6391906738281,1.0000001214467409,104,0.04317283432042851,0.02151189051215382,-0.007675050112571537,0.015997072369521706,0.058611892516333565,0.07175132694111587,0.11886885782181904,0.6777612970779401,15,10,4,10,11,11,5,38
deepseek-coder-1.3b,command_exec_branch_merge_01_unsafe,command_exec_branch_merge_01,unsafe,clean_heldout,clean,-1,7,5723, safe,-266.75152587890625,1.0000001828489105,104,0.04285520057521032,0.024339535613513215,-0.006379175028206432,0.016768368859044654,0.05602692802724206,0.0687204783178996,0.11153291041703418,0.686135936067173,15,10,4,10,11,11,5,38
deepseek-coder-1.3b,command_exec_branch_merge_01_unsafe,command_exec_branch_merge_01,unsafe,clean_heldout,clean,-1,11,24281, vulnerable,-265.6391906738281,1.0000001666877556,104,0.040918269491958474,0.014612133647295168,0.006648262289095309,0.04902963605190699,0.03495406978496453,0.022864362145067214,0.0655992445400148,0.765374188737453,15,10,4,10,11,11,5,38
