model,split,layer,question,arm,statistic,is_primary,n,n_bases,mean,median,sd,cohens_d,ci_lo,ci_hi,sign_consistency,n_nonzero,sign_test_p,permutation_p,permutation_effect_size
deepseek-coder-6.7b,test,0,scope/direct,ba,delta_contrast_prob,1,280,280,4.184367607319246e-06,5.302085739820189e-06,7.142663130387901e-05,0.05858273771189322,-4.182206926405596e-06,1.2516243695863231e-05,0.525,280,0.43727338509357616,0.324,0.9562698096360269
deepseek-coder-6.7b,test,0,scope/direct,ba,delta_contrast_z,0,280,280,0.0002715860102687147,0.00034133651445222846,0.0040762761429781495,0.06662600882340922,-0.0002010082260553895,0.0007482922149967271,0.5321428571428571,280,0.3096519366844883,0.294,1.0941590721970529
deepseek-coder-6.7b,test,0,scope/direct,ba,delta_prob_control,0,280,280,-1.3725266379927426e-05,-7.0507410392211785e-06,0.00018724800209063644,-0.07329993498827175,-3.553829255748713e-05,8.982280058226379e-06,0.4857142857142857,280,0.6757814111963587,0.232,-1.2554663824804881
deepseek-coder-6.7b,test,0,scope/direct,ba,delta_prob_mechanism,0,280,280,1.3229973419239945e-05,1.6540432348816905e-05,0.00018995901029499024,0.06964646424876039,-8.230174984165149e-06,3.579621200773832e-05,0.5321428571428571,280,0.3096519366844883,0.25,1.244398879217245
deepseek-coder-6.7b,test,0,scope/direct,ba,delta_z_control,0,280,280,-9.049249242917937e-05,-0.0003392644644667303,0.0024788056608083045,-0.03650648933876931,-0.0003695246396117306,0.00020331093941778578,0.45357142857142857,280,0.13502320750875024,0.548,-0.6896933072387821
deepseek-coder-6.7b,test,0,scope/direct,ba,delta_z_family_action,0,280,280,0.0010217707824178195,0.001419449379783326,0.009741500407054427,0.10488844015013249,-0.00014574363771021264,0.002148229639007022,0.5285714285714286,280,0.3700563944724199,0.064,1.8038236783288941
deepseek-coder-6.7b,test,0,scope/direct,ba,delta_z_family_ordinal,0,280,280,-0.00014288086353938408,1.7266480309391808e-05,0.009052490493746361,-0.01578359719218584,-0.0011913331190214036,0.0009042274097015896,0.5035714285714286,280,0.9523598320677091,0.822,-0.3689150933237608
deepseek-coder-6.7b,test,0,scope/direct,ba,delta_z_family_scope,0,280,280,8.026230729087678e-05,-1.0526015272454593e-05,0.005967817182383777,0.013449190020063067,-0.0006402489340304599,0.0007871949445257395,0.5,280,1.0,0.808,0.26909241671211703
deepseek-coder-6.7b,test,0,scope/direct,ba,delta_z_family_shadowing,0,280,280,0.0007799118993060897,0.001042077880893633,0.009251711436616631,0.08429920287173429,-0.00025158606405073643,0.0018956788377963044,0.5464285714285714,280,0.13502320750875024,0.15,1.5201661461953178
deepseek-coder-6.7b,test,0,scope/direct,ba,delta_z_mechanism,0,280,280,0.00031939839989549577,0.0008919922845468011,0.004776226356399841,0.06687254247645155,-0.0002199274731388888,0.0008829255172314936,0.5357142857142857,280,0.25613926267101966,0.284,1.1647783084302845
deepseek-coder-6.7b,test,3,scope/direct,ab,delta_contrast_prob,1,280,280,7.723665093872663e-05,0.00010140508532691106,0.0002845335566938701,0.27145005965614666,4.372275116176778e-05,0.00011027035843980374,0.6178571428571429,280,9.575382931729222e-05,0.0,4.494135465423569
deepseek-coder-6.7b,test,3,scope/direct,ab,delta_contrast_z,0,280,280,-0.0007528566444229621,-1.3458291013068724e-05,0.005103887930322222,-0.14750649988810244,-0.0013484408336750348,-0.00013106418204925495,0.49642857142857144,280,0.9523598320677091,0.01,-2.519756624470165
deepseek-coder-6.7b,test,3,scope/direct,ab,delta_prob_control,0,280,280,0.00012748367242204254,0.00011311533741974078,0.0002879488385966119,0.4427302886282332,9.49191431044888e-05,0.0001603917648228638,0.6642857142857143,280,4.1019417379302176e-08,0.0,6.770678897886915
deepseek-coder-6.7b,test,3,scope/direct,ab,delta_prob_mechanism,0,280,280,0.00012912033824306969,0.00013076292417503173,0.00036878928684318783,0.35011954752897334,8.34870722528471e-05,0.00017309875091885713,0.6571428571428571,280,1.597047080404402e-07,0.0,5.361809226910396
deepseek-coder-6.7b,test,3,scope/direct,ab,delta_z_control,0,280,280,0.0015340022879125042,0.0013693966238696336,0.0031826508023903325,0.4819888775609283,0.0011741524847773655,0.001889043181961396,0.6928571428571428,280,9.499152703142013e-11,0.0,7.027114276818867
deepseek-coder-6.7b,test,3,scope/direct,ab,delta_z_family_action,0,280,280,-0.0032346510430518536,-0.002244815285620402,0.012424910454980126,-0.26033596417230903,-0.00469702772070231,-0.0017740522393596885,0.4142857142857143,280,0.004883738258482803,0.0,-4.3732879668908655
deepseek-coder-6.7b,test,3,scope/direct,ab,delta_z_family_ordinal,0,280,280,0.002868602050226424,0.0032076490947602586,0.008108657640862504,0.3537702758309199,0.0019063259520005248,0.003847400081754292,0.6178571428571429,280,9.575382931729222e-05,0.0,5.873804866490069
deepseek-coder-6.7b,test,3,scope/direct,ab,delta_z_family_scope,0,280,280,-0.002290754972906295,-0.0015626518643831787,0.008331101428787733,-0.2749642400212171,-0.0032448237330785683,-0.0013154340957601263,0.4392857142857143,280,0.048401127548287404,0.0,-4.448957798082064
deepseek-coder-6.7b,test,3,scope/direct,ab,delta_z_family_shadowing,0,280,280,-0.0005020506171799614,0.0008485758974093316,0.013378389132199969,-0.03752698566463384,-0.0020566356179930107,0.0010738698929152963,0.5285714285714286,280,0.3700563944724199,0.508,-0.6276434643652702
deepseek-coder-6.7b,test,3,scope/direct,ab,delta_z_mechanism,0,280,280,0.0014422967104135709,0.0013936496741236025,0.0040900412614373535,0.3526362249721432,0.0009656142184166572,0.001933056441008741,0.625,280,3.418612407196954e-05,0.0,5.372227684731655
deepseek-coder-6.7b,test,3,scope/direct,ba,delta_contrast_prob,1,280,280,7.7424224644059e-05,9.85824938703854e-05,0.0002855967732219736,0.2710962864551792,4.354759538875469e-05,0.0001105407678046222,0.6178571428571429,280,9.575382931729222e-05,0.0,4.510657075819628
deepseek-coder-6.7b,test,3,scope/direct,ba,delta_contrast_z,0,280,280,-0.0007645991863849895,5.004858723112182e-05,0.005104892180637869,-0.1497777346375709,-0.0013639757285889547,-0.00014694588051078012,0.5035714285714286,280,0.9523598320677091,0.008,-2.5666403036424645
deepseek-coder-6.7b,test,3,scope/direct,ba,delta_prob_control,0,280,280,0.00012757720286574138,0.00011021815514162736,0.00028696714956406703,0.44457075682545694,9.490740676963302e-05,0.00015976895437950928,0.65,280,5.847044233891853e-07,0.0,6.7956963391792256
deepseek-coder-6.7b,test,3,scope/direct,ba,delta_prob_mechanism,0,280,280,0.00012798186322437297,0.00012751833305383654,0.0003681482917582266,0.34763671620788694,8.309280920827063e-05,0.00017166282771189026,0.65,280,5.847044233891853e-07,0.0,5.318484436887987
deepseek-coder-6.7b,test,3,scope/direct,ba,delta_z_control,0,280,280,0.0015258567453843728,0.0013072168243905085,0.003167077651338392,0.4817869699972633,0.0011616979458941971,0.0018775297700332275,0.7,280,1.7721663126308975e-11,0.0,7.031350775753114
deepseek-coder-6.7b,test,3,scope/direct,ba,delta_z_family_action,0,280,280,-0.0031934587715481684,-0.0019256468280911127,0.012413023484699122,-0.25726679527228613,-0.004650119802993388,-0.0017524548821969909,0.425,280,0.014131865390006187,0.0,-4.33465469862525
