model,lens,basis,arm,layer,site,condition,n_candidates,n,sv1_share,sv1_floor,mean_pairwise_cosine,resultant_length,mean_norm,dropped_zero_norm
deepseek-coder-6.7b,clens,frozen_pool,same_label_unsafe,27,sink_arg,clean_heldout,196,72,0.20269799283377474,0.013888888888888888,-0.013639469654189471,0.020948897661448137,10.145930768654983,0
deepseek-coder-6.7b,clens,frozen_pool,same_label_safe,27,sink_arg,clean_heldout,196,72,0.23835292793378318,0.013888888888888888,-0.013818394835442963,0.0161992655369987,10.046605289560395,0
deepseek-coder-6.7b,clens,frozen_pool,main,27,last_token,clean_heldout,196,72,0.18143705476121033,0.013888888888888888,0.0903886437862304,0.32097061367788016,6.142058200453094,0
deepseek-coder-6.7b,clens,frozen_pool,same_label_unsafe,27,last_token,clean_heldout,196,72,0.22346923304264918,0.013888888888888888,-0.01374770438911886,0.018224292537922838,10.153816199226704,0
deepseek-coder-6.7b,clens,frozen_pool,same_label_safe,27,last_token,clean_heldout,196,72,0.20995672120390912,0.013888888888888888,-0.013864540890794249,0.014727900937415963,10.36196222503269,0
deepseek-coder-6.7b,clens,frozen_pool,main,31,sink_arg,clean_heldout,196,72,0.36884268279559346,0.013888888888888888,0.3298051264357933,0.5823344301761915,4.76225445845615,0
deepseek-coder-6.7b,clens,frozen_pool,same_label_unsafe,31,sink_arg,clean_heldout,196,72,0.2870311491053837,0.013888888888888888,-0.013192155612951478,0.029664080289984116,7.6410594874520825,0
deepseek-coder-6.7b,clens,frozen_pool,same_label_safe,31,sink_arg,clean_heldout,196,72,0.257368952020135,0.013888888888888888,-0.013407506465166303,0.025837913834021876,7.701341663016431,0
deepseek-coder-6.7b,clens,frozen_pool,main,31,last_token,clean_heldout,196,72,0.17234416505333947,0.013888888888888888,0.07213604620425076,0.29158711487739825,1.8531638700695376,0
deepseek-coder-6.7b,clens,frozen_pool,same_label_unsafe,31,last_token,clean_heldout,196,72,0.25395319599505634,0.013888888888888888,-0.013776119497569636,0.017438588943519986,3.63893880267521,0
deepseek-coder-6.7b,clens,frozen_pool,same_label_safe,31,last_token,clean_heldout,196,72,0.2431918325066554,0.013888888888888888,-0.013873355788550415,0.014429781613097138,3.686230432628354,0
deepseek-coder-6.7b,logit,frozen_pool,main,-1,sink_arg,clean_heldout,196,18,0.23596794942796123,0.05555555555555555,-0.02966183939247361,0.16595660917640637,19.045759832155536,54
deepseek-coder-6.7b,logit,frozen_pool,same_label_unsafe,-1,sink_arg,clean_heldout,196,43,0.37068476453823324,0.023255813953488372,-0.02375671219043649,0.007182161366833718,18.044888404936433,29
deepseek-coder-6.7b,logit,frozen_pool,same_label_safe,-1,sink_arg,clean_heldout,196,43,0.3729996367776434,0.023255813953488372,-0.02375251133328918,0.007462345790318866,18.025322849275152,29
deepseek-coder-6.7b,logit,frozen_pool,main,-1,last_token,clean_heldout,196,0,,,,,,72
deepseek-coder-6.7b,logit,frozen_pool,same_label_unsafe,-1,last_token,clean_heldout,196,0,,,,,,72
