model,layer,site,condition,condition_kind,condition_order,n,sv1_share,sv1_floor,mean_pairwise_cosine,resultant_length,mean_norm,dropped_zero_norm,same_label_unsafe_n,same_label_unsafe_sv1_share,same_label_unsafe_sv1_floor,same_label_unsafe_mean_pairwise_cosine,same_label_unsafe_resultant_length,same_label_unsafe_mean_norm,same_label_unsafe_dropped_zero_norm,same_label_safe_n,same_label_safe_sv1_share,same_label_safe_sv1_floor,same_label_safe_mean_pairwise_cosine,same_label_safe_resultant_length,same_label_safe_mean_norm,same_label_safe_dropped_zero_norm,n_pairs,same_label_sv1_share,sv1_ratio,proj_mean,proj_sign_consistency,proj_ci_lo,proj_ci_hi,same_label_proj_mean,same_label_proj_sign_consistency
deepseek-coder-6.7b,0,last_token,rename_only,atomic,11,72,0.3850931677932908,0.013888888888888888,-0.0010480075618723751,0.11338181947560232,12.71782751134491,0,72,0.22234654148513627,0.013888888888888888,-0.013138998402358845,0.030534841991595372,27.84512477036392,0,72,0.2137173931550144,0.013888888888888888,-0.013289178340468968,0.02800504364958786,26.905111644817254,0,72,0.22234654148513627,1.7319503385171116,0.006225158049027565,0.5277777777777778,-0.012220702701819344,0.0247108631826075,0.0004885811621485365,0.5138888888888888
deepseek-coder-6.7b,0,last_token,rename_opaque,cumulative,22,72,0.23157971401082833,0.013888888888888888,-0.001960695695653187,0.10934086645850924,8.01566182082565,0,72,0.36448425757498204,0.013888888888888888,-0.011845971557813579,0.046983451489037306,135.9915224019399,0,72,0.3646466369674063,0.013888888888888888,-0.012146987128224533,0.04371052407856747,135.7136677232893,0,72,0.3646466369674063,0.635079802015363,0.007110546343494557,0.5416666666666666,-0.008393548902772953,0.023003251159562015,0.002029680928822206,0.5
deepseek-coder-6.7b,0,last_token,rename_opaque_encode,cumulative,23,72,0.3331641815927264,0.013888888888888888,0.012364904898749874,0.16149940865953147,8.642052423173807,0,72,0.2749848252682039,0.013888888888888888,-0.012191482697606627,0.04320569800223268,113.33842191205274,0,72,0.2749187681927147,0.013888888888888888,-0.011866480892986787,0.046767726377566377,113.28546924956413,0,72,0.2749848252682039,1.2115729705003826,-0.01340877432645098,0.4861111111111111,-0.029627804957746817,0.0030831040891752056,0.005281509874505794,0.5
deepseek-coder-6.7b,0,last_token,rename_opaque_encode_flatten,cumulative,24,72,0.12013083896692638,0.013888888888888888,-0.0019548601558693544,0.1093671777477947,0.3668991848057643,0,72,0.2048209372793997,0.013888888888888888,-0.012901785114957974,0.03415106490083267,163.96293704908578,0,72,0.20482186279389486,0.013888888888888888,-0.0129265697796978,0.03379134209491801,163.96004417518478,0,72,0.20482186279389486,0.5865137506722604,0.0029596690774212234,0.4722222222222222,-0.006328568257990763,0.012563420801374495,-0.002890945860353792,0.4583333333333333
deepseek-coder-6.7b,3,sink_arg,clean_heldout,clean,-1,72,0.14117202658106068,0.013888888888888888,0.007827049157513434,0.14699397617020143,117.34180285033193,0,72,0.18632784902555924,0.013888888888888888,-0.01296237490591294,0.033264800732610636,155.7341101774061,0,72,0.17882895266595758,0.013888888888888888,-0.013175707186258103,0.02993622614447687,156.94880385864434,0,72,0.18632784902555924,0.7576539273079658,0.006853879861581565,0.5694444444444444,-0.03570254514476688,0.047521380593356345,0.0005288824409366709,0.4930555555555556
deepseek-coder-6.7b,3,sink_arg,encode_only,atomic,13,72,0.14109873885859767,0.013888888888888888,0.008403442843230937,0.1489147986205067,114.46581628532437,0,72,0.18663548260872856,0.013888888888888888,-0.012944002063730363,0.03353601991291197,153.43229335246338,0,72,0.1784945077577523,0.013888888888888888,-0.01314148759115195,0.030494621800002113,154.8822402760637,0,72,0.18663548260872856,0.7560123985341186,0.009631598018073421,0.5694444444444444,-0.032817414347360074,0.05046813077168555,0.00010807960896640868,0.4861111111111111
deepseek-coder-6.7b,3,sink_arg,flatten_only,atomic,14,72,0.12115311097418835,0.013888888888888888,0.0031999701050909727,0.13055426061505038,133.51511676124278,0,72,0.17527306854194855,0.013888888888888888,-0.013187199570250902,0.029746342098227935,173.0187287904398,0,72,0.16445919069785087,0.013888888888888888,-0.013447665191939155,0.025059864816386293,174.07561229758116,0,72,0.17527306854194855,0.6912249096910885,-0.01671508041779575,0.4583333333333333,-0.054275041541812605,0.020965907066800692,0.00025366294520016443,0.5
deepseek-coder-6.7b,3,sink_arg,normalize,baseline,0,72,0.14124725185697468,0.013888888888888888,0.008820274553886514,0.1502885878219866,117.08307252149231,0,72,0.18655580627330717,0.013888888888888888,-0.012953027363113044,0.03340306398516251,155.5096945380388,0,72,0.17916754743702024,0.013888888888888888,-0.013173155478016821,0.029978223823674124,156.95010538735693,0,72,0.18655580627330717,0.7571313628804737,0.01131776974073518,0.5694444444444444,-0.03141802271934223,0.05169708217937617,0.0006028896113239568,0.4930555555555556
deepseek-coder-6.7b,3,sink_arg,opaque_only,atomic,12,72,0.14138105856729563,0.013888888888888888,0.008250720913798313,0.14840827624045172,119.3751587157571,0,72,0.18515670238100013,0.013888888888888888,-0.013108483937351192,0.03102365594905528,158.58166788389295,0,72,0.17897373223720217,0.013888888888888888,-0.013313343330518123,0.027576314195844977,159.74744144039428,0,72,0.18515670238100013,0.7635751595768507,0.007960974489537602,0.5555555555555556,-0.033830274478698505,0.04838403089448296,5.6226055365349146e-05,0.4722222222222222
deepseek-coder-6.7b,3,sink_arg,rename_cumulative,cumulative,21,72,0.09100571444266652,0.013888888888888888,-0.002517006402262058,0.10680281320677125,190.48240451987067,0,72,0.11005579588650935,0.013888888888888888,-0.0140044924107138,0.008882753920534938,197.00103674395328,0,72,0.10434990873918085,0.013888888888888888,-0.014004631453086495,0.008875032731441189,196.46839086273405,0,72,0.11005579588650935,0.8269052411970427,0.019029763694022685,0.6111111111111112,0.0072378076732991375,0.03074431411526955,7.592945194623385e-05,0.4583333333333333
deepseek-coder-6.7b,3,sink_arg,rename_only,atomic,11,72,0.09378351557893098,0.013888888888888888,-0.00025971235918827433,0.11675951201422713,193.32847973221104,0,72,0.09359884065218653,0.013888888888888888,-0.013961322250840175,0.011021519474764124,196.25151530874183,0,72,0.08325269134251322,0.013888888888888888,-0.013996203047088134,0.009331535285690768,194.2063603444038,0,72,0.09359884065218653,1.0019730471601749,0.010952063227343533,0.5555555555555556,-0.0005769710156967306,0.023199635097178144,-0.0004423740196734477,0.5
deepseek-coder-6.7b,3,sink_arg,rename_opaque,cumulative,22,72,0.08874906147424547,0.013888888888888888,0.007235490919917489,0.14499616160217166,193.3092537784711,0,72,0.09416853098136249,0.013888888888888888,-0.013975569681634088,0.010364571468321397,196.5847842925981,0,72,0.09177165799292752,0.013888888888888888,-0.014005036127103725,0.008852522377231218,195.9637570573459,0,72,0.09416853098136249,0.9424492508204293,0.01457230114011694,0.5555555555555556,0.0027947764580372333,0.025959627425184144,0.00018017733115183003,0.4791666666666667
deepseek-coder-6.7b,3,sink_arg,rename_opaque_encode,cumulative,23,72,0.0957703465474411,0.013888888888888888,-0.002279341837766831,0.10789441401966368,194.86576313523145,0,72,0.09020413455612133,0.013888888888888888,-0.01400231249877704,0.009002941330191073,195.11210319799937,0,72,0.09474397574900073,0.013888888888888888,-0.014037730928097996,0.006791645301645759,196.6815410114159,0,72,0.09474397574900073,1.0108330982558666,0.009501863528499119,0.5833333333333334,-0.0027152350812066216,0.021199342487777464,0.00014775799558105576,0.5138888888888888
deepseek-coder-6.7b,3,sink_arg,rename_opaque_encode_flatten,cumulative,24,72,0.0764412662166448,0.013888888888888888,-0.0011732708854550035,0.11283578081618675,199.0187534325884,0,72,0.08969208991886626,0.013888888888888888,-0.014026012756137433,0.007594857831163528,200.27530524815927,0,72,0.08731640304165549,0.013888888888888888,-0.013987478633612854,0.009781655885073402,200.6508474807423,0,72,0.08969208991886626,0.8522631849229078,-0.000942561961889327,0.5138888888888888,-0.011587994330316365,0.009691377841899438,0.000419950346440727,0.5
deepseek-coder-6.7b,3,last_token,clean_heldout,clean,-1,72,0.19889074575776408,0.013888888888888888,-0.0026275645442414043,0.10629119576263518,13.515412823417838,0,72,0.2587082566249793,0.013888888888888888,-0.01366188571522372,0.0204144945168037,51.44898722576999,0,72,0.26843817018881566,0.013888888888888888,-0.013577877581969737,0.02235157578342221,51.568630477820804,0,72,0.26843817018881566,0.7409182740959198,-0.030607840323979736,0.4861111111111111,-0.10291131472942644,0.03916639923681025,-0.00116095672390962,0.4861111111111111
deepseek-coder-6.7b,3,last_token,encode_only,atomic,13,72,0.14986654328637183,0.013888888888888888,0.022821762058507535,0.19077128198425766,50.280889797628284,0,72,0.18861542821858393,0.013888888888888888,-0.013122863236215792,0.030794279372392905,103.0220392122333,0,72,0.19951274039926575,0.013888888888888888,-0.013197136497295375,0.029581175670617747,105.00978706324807,0,72,0.19951274039926575,0.7511627727956534,-0.017847651404325645,0.4861111111111111,-0.0651967544320331,0.027763650985755572,-0.00190516117672422,0.4722222222222222
deepseek-coder-6.7b,3,last_token,flatten_only,atomic,14,72,0.07401944566339916,0.013888888888888888,-0.0011281088417335774,0.11303295194549562,2.3645648367611916,0,72,0.10032898352796818,0.013888888888888888,-0.01401435588481013,0.008317261316817818,200.50773365247946,0,72,0.1004427730317839,0.013888888888888888,-0.014014259488754479,0.008322973809509358,200.47814139036623,0,72,0.1004427730317839,0.736931522589252,0.007534348553328395,0.5,-0.0009724485154788872,0.015870411233421058,0.0005051183191247266,0.4722222222222222
deepseek-coder-6.7b,3,last_token,normalize,baseline,0,72,0.14731979272794973,0.013888888888888888,0.02673461175814451,0.20062947588736044,51.63935077721462,0,72,0.1911884131490117,0.013888888888888888,-0.013037498758079422,0.03213201678154454,102.58851326805328,0,72,0.20367845318947891,0.013888888888888888,-0.013166603958919972,0.030085784506945427,104.70780855191502,0,72,0.20367845318947891,0.7232959128519127,-0.017828039012423174,0.5,-0.06438230138654398,0.027789484855870177,-0.0016510491640806578,0.4861111111111111
deepseek-coder-6.7b,3,last_token,opaque_only,atomic,12,72,0.12061334592814732,0.013888888888888888,0.013643879591235898,0.16535800601261716,43.74276256654627,0,72,0.2773482862587515,0.013888888888888888,-0.01293510182682689,0.033666619285298884,136.78710002568135,0,72,0.2737432270388298,0.013888888888888888,-0.013056444554104697,0.03183997240074323,137.5063868475198,0,72,0.2773482862587515,0.43488044420660793,-0.008756144352800496,0.5416666666666666,-0.04940011027320905,0.0319722797155981,-0.001393898448776347,0.4930555555555556
