split,position,site_kind,site,variant,layer,delta_ld,ci_lo,ci_hi,n_rows,n_bases,flip_rate,moves_toward_target,mean_delta_norm_ratio
calib,use,band,L6+12+18,clens_answer,6,0.0012369836370150248,-0.0015624900783101719,0.003906254470348358,120,30,0.008333333333333333,False,0.03751023602483206
calib,use,band,L6+12+18,clens_value,6,0.0032552133003870645,-0.0006510376930236817,0.007552086313565572,120,30,0.0,False,0.05135871512974435
calib,use,band,L6+12+18,logit_value,6,0.004036460320154826,0.001302087294558684,0.006770832339922587,120,30,0.008333333333333333,True,0.024036031240924165
calib,use,band,L6+12+18,noop_same_value,6,0.0,0.0,0.0,120,30,0.0,False,0.0
calib,use,band,L6+12+18,whole_state,6,0.24602864782015482,0.13872721884399652,0.3643245463445782,120,30,0.09166666666666666,True,
calib,use,single,L12,gram_random,12,-0.0019531185428301493,-0.004817695493499438,0.0006510451436042786,120,30,0.0,False,0.0353105203090062
calib,use,single,L12,clens_answer,12,0.0015625024835268656,-0.001432290201385816,0.004427084860702356,120,30,0.0,False,0.0658486489406483
calib,use,single,L12,clens_value,12,0.001822921633720398,-0.0011718690395355225,0.004820971724887671,120,30,0.0,False,0.0365032104387588
calib,use,single,L12,logit_value,12,0.0004557326436042786,-0.002410486973822117,0.003645828925073147,120,30,0.0,False,0.03070972713909122
calib,use,single,L12,noop_same_value,12,0.0,0.0,0.0,120,30,0.0,False,0.0
calib,use,single,L12,whole_state,12,0.026236986617247264,0.0015625049670537313,0.05000000646958749,120,30,0.03333333333333333,True,
calib,use,single,L18,gram_random,18,0.0006510451436042786,-0.0018229182933767636,0.003125000533958276,120,30,0.0,False,0.033826711106044835
calib,use,single,L18,clens_answer,18,-0.0003906145691871643,-0.002604153752326965,0.001953129048148791,120,30,0.0,False,0.04087766658809875
calib,use,single,L18,clens_value,18,-0.002343735098838806,-0.0049511605252822236,0.0003906369333465894,120,30,0.0,False,0.03190657441653213
calib,use,single,L18,logit_value,18,6.510516007741292e-05,-0.002539063493410746,0.0024772217000524027,120,30,0.0,False,0.03797207526575552
calib,use,single,L18,noop_same_value,18,0.0,0.0,0.0,120,30,0.0,False,0.0
calib,use,single,L18,whole_state,18,-0.00019531448682149252,-0.01543782596786817,0.01145832988123099,120,30,0.016666666666666666,False,
calib,use,single,L23,gram_random,23,0.0,0.0,0.0,120,30,0.0,False,0.03825020089159758
calib,use,single,L23,clens_answer,23,0.0,0.0,0.0,120,30,0.0,False,0.02102430930394798
calib,use,single,L23,clens_value,23,0.0,0.0,0.0,120,30,0.0,False,0.02432084495059713
calib,use,single,L23,logit_value,23,0.0,0.0,0.0,120,30,0.0,False,0.0243211811670348
calib,use,single,L23,noop_same_value,23,0.0,0.0,0.0,120,30,0.0,False,0.0
calib,use,single,L23,whole_state,23,0.0,0.0,0.0,120,30,0.0,False,
calib,use,single,L6,gram_random,6,-0.0016275947292645773,-0.004168292457858722,0.0007812599589427312,120,30,0.0,False,0.032385025668225605
calib,use,single,L6,clens_answer,6,0.0018229186534881592,-0.0018229127054413161,0.0053385391955574355,120,30,0.0,False,0.03751023602483206
calib,use,single,L6,clens_value,6,0.004622401297092437,0.0007812647769848506,0.008593752508362135,120,30,0.0,True,0.05135871512974435
calib,use,single,L6,logit_value,6,0.0030598993102709453,0.000388992689549923,0.005729167175789675,120,30,0.0,True,0.024036031240924165
calib,use,single,L6,noop_same_value,6,0.0,0.0,0.0,120,30,0.0,False,0.0
calib,use,single,L6,whole_state,6,0.23899739235639572,0.13053222505996626,0.35534341995914775,120,30,0.09166666666666666,True,
test,pre_def,band,L12+18+23,gram_random,12,-0.002343751277242388,-0.005245532143328871,0.00027901471725531987,280,70,0.02142857142857143,False,0.04012281628215108
test,pre_def,band,L12+18+23,clens_answer,12,-0.002343750425747463,-0.005135325757520539,0.000334821024111339,280,70,0.014285714285714285,False,0.02999563501505546
test,pre_def,band,L12+18+23,clens_value,12,-0.00039062521287373136,-0.002790176027587482,0.0021205389073916843,280,70,0.010714285714285714,False,0.042120821477631805
test,pre_def,band,L12+18+23,logit_value,12,-0.0007254516439778464,-0.0029031856198395998,0.001396484518689761,280,70,0.007142857142857143,False,0.0260004933654987
test,pre_def,band,L12+18+23,noop_same_value,12,0.0,0.0,0.0,280,70,0.0,False,0.0
test,pre_def,band,L12+18+23,whole_state,12,0.0,0.0,0.0,280,70,0.0,False,
test,pre_def,band,L6+12+18,gram_random,6,-0.000948663055896759,-0.0036272357936416354,0.001506688930094242,280,70,0.02142857142857143,False,0.04075804255372462
test,pre_def,band,L6+12+18,clens_answer,6,-0.0007254453642027719,-0.0030705951686416356,0.0013392865817461695,280,70,0.014285714285714285,False,0.04083657008247677
test,pre_def,band,L6+12+18,clens_value,6,-0.0018415174313953944,-0.0049679137393832205,0.0008956474172217353,280,70,0.025,False,0.038647340522628006
test,pre_def,band,L6+12+18,logit_value,6,-0.0012834819299834116,-0.0037388359489185473,0.0009486596552389009,280,70,0.010714285714285714,False,0.03148748336743213
