layer,threshold,n_test,n_both_fail,frac_positive_lead,mean_lead,mean_lead_ci_lo,mean_lead_ci_hi
11,0.9330000281333923,70,19,0.3684210526315789,0.5789473684210527,0.21052631578947367,1.0
