model,layer,site,condition,condition_kind,condition_order,n,sv1_share,sv1_floor,mean_pairwise_cosine,resultant_length,mean_norm,dropped_zero_norm,same_label_unsafe_n,same_label_unsafe_sv1_share,same_label_unsafe_sv1_floor,same_label_unsafe_mean_pairwise_cosine,same_label_unsafe_resultant_length,same_label_unsafe_mean_norm,same_label_unsafe_dropped_zero_norm,same_label_safe_n,same_label_safe_sv1_share,same_label_safe_sv1_floor,same_label_safe_mean_pairwise_cosine,same_label_safe_resultant_length,same_label_safe_mean_norm,same_label_safe_dropped_zero_norm,n_pairs,same_label_sv1_share,sv1_ratio,proj_mean,proj_sign_consistency,proj_ci_lo,proj_ci_hi,same_label_proj_mean,same_label_proj_sign_consistency
starcoder2-3b,-1,last_token,clean_heldout,clean,-1,0,,,,,,72,0,,,,,,72,0,,,,,,72,0,,,,,,,,
starcoder2-3b,-1,last_token,encode_only,atomic,13,0,,,,,,72,0,,,,,,72,0,,,,,,72,0,,,,,,,,
starcoder2-3b,-1,last_token,flatten_only,atomic,14,0,,,,,,72,66,0.3483985439807312,0.015151515151515152,-0.015169577106198184,0.014552667201705987,32.22402811129779,6,66,0.3483985439807312,0.015151515151515152,-0.015169577106198184,0.014552667201705987,32.22402811129779,6,0,0.3483985439807312,,,,,,0.0,0.0
starcoder2-3b,-1,last_token,normalize,baseline,0,0,,,,,,72,0,,,,,,72,0,,,,,,72,0,,,,,,,,
starcoder2-3b,-1,last_token,opaque_only,atomic,12,0,,,,,,72,22,0.9999999999999659,0.045454545454545456,-0.04761904761904761,8.681780172593195e-18,219.91486372315921,50,22,0.9999999999999659,0.045454545454545456,-0.04761904761904761,8.681780172593195e-18,219.91486372315921,50,0,0.9999999999999659,,,,,,0.0,0.0
starcoder2-3b,-1,last_token,rename_cumulative,cumulative,21,0,,,,,,72,0,,,,,,72,0,,,,,,72,0,,,,,,,,
starcoder2-3b,-1,last_token,rename_only,atomic,11,0,,,,,,72,0,,,,,,72,0,,,,,,72,0,,,,,,,,
starcoder2-3b,-1,last_token,rename_opaque,cumulative,22,0,,,,,,72,42,0.8087301709558498,0.023809523809523808,-0.023848878661779524,0.022988597000956342,62.78701692863538,30,42,0.8087301709558498,0.023809523809523808,-0.023848878661779524,0.022988597000956342,62.78701692863538,30,0,0.8087301709558498,,,,,,0.0,0.0
starcoder2-3b,-1,last_token,rename_opaque_encode,cumulative,23,0,,,,,,72,34,0.7678785003232703,0.029411764705882353,-0.02952779889470408,0.02743046635680693,56.22615839920833,38,34,0.7678785003232703,0.029411764705882353,-0.02952779889470408,0.02743046635680693,56.22615839920833,38,0,0.7678785003232703,,,,,,0.0,0.0
starcoder2-3b,-1,last_token,rename_opaque_encode_flatten,cumulative,24,0,,,,,,72,67,0.3009978972100032,0.014925373134328358,-0.014780462352944012,0.01911843866794367,32.31610027039595,5,67,0.3009978972100032,0.014925373134328358,-0.014780462352944012,0.01911843866794367,32.31610027039595,5,0,0.3009978972100032,,,,,,0.0,0.0
starcoder2-3b,0,sink_arg,clean_heldout,clean,-1,72,0.15478154479996176,0.013888888888888888,0.004596668266376583,0.13572661691965465,88.09055332086284,0,72,0.23180134158148905,0.013888888888888888,-0.012439812852383261,0.040272213932324954,158.05082700825955,0,72,0.22058579128898287,0.013888888888888888,-0.012555703485462068,0.038827440992914186,159.39280757651886,0,72,0.23180134158148905,0.6677336021610073,-0.062409594963330414,0.3611111111111111,-0.11518055390273618,-0.009500146511208011,-0.0033443968889110068,0.4861111111111111
starcoder2-3b,0,sink_arg,encode_only,atomic,13,72,0.1570301845548536,0.013888888888888888,0.004794014869518867,0.13644163667500228,89.82015474626711,0,72,0.22953838354295764,0.013888888888888888,-0.012393000090045528,0.04084132466135244,159.3251664980653,0,72,0.21799030568164351,0.013888888888888888,-0.012453104958950781,0.04010914759795632,160.41878258825895,0,72,0.22953838354295764,0.6841129667773657,-0.06272581368039015,0.3611111111111111,-0.11625110218075323,-0.009620828784118985,-0.0034137242477335064,0.5
starcoder2-3b,0,sink_arg,flatten_only,atomic,14,72,0.15799701318531054,0.013888888888888888,0.003894414430288301,0.13315109548880036,92.08939798493867,0,72,0.2277944390944916,0.013888888888888888,-0.012536577900907585,0.03906955496923285,164.1250785369036,0,72,0.21543144993958532,0.013888888888888888,-0.012671508150297607,0.037327923962436116,166.24491542719022,0,72,0.2277944390944916,0.6935946892003437,-0.06023723452084809,0.3611111111111111,-0.11309730147447304,-0.008282107229468327,-0.002093632365357396,0.5
starcoder2-3b,0,sink_arg,normalize,baseline,0,72,0.15524353849123715,0.013888888888888888,0.004432288501146456,0.13512815334903167,88.25360936552852,0,72,0.23118990079746995,0.013888888888888888,-0.0124286566093431,0.04040856976225602,158.08103008362298,0,72,0.2198830872362129,0.013888888888888888,-0.012546065743975836,0.03894963488948036,159.53183869205225,0,72,0.23118990079746995,0.6714979242420959,-0.061920034691100315,0.3611111111111111,-0.11479496927240362,-0.009128396043076943,-0.0034017734424101015,0.4861111111111111
starcoder2-3b,0,sink_arg,opaque_only,atomic,12,72,0.1585192454162648,0.013888888888888888,0.00452589454619179,0.13546927248865623,89.71657045569093,0,72,0.22692761154527133,0.013888888888888888,-0.012483392227426181,0.03973508662461742,159.32611562931828,0,72,0.21666922595989543,0.013888888888888888,-0.012511341892187297,0.03938674439571112,160.77079979774226,0,72,0.22692761154527133,0.6985454274903904,-0.062399345809476814,0.3611111111111111,-0.11477039766444587,-0.010680280454277961,-0.0029284779142526355,0.5
starcoder2-3b,0,sink_arg,rename_cumulative,cumulative,21,72,0.14756509246741578,0.013888888888888888,-0.002703147685042736,0.10594000623793623,172.20264684552967,0,72,0.174183603002302,0.013888888888888888,-0.013841190656898162,0.015489899648297032,181.66002031073276,0,72,0.16625565552548047,0.013888888888888888,-0.013806641096271574,0.016553147638204556,181.08356833071238,0,72,0.174183603002302,0.8471813071030891,0.004017864034192438,0.5416666666666666,-0.009421135491337593,0.0169412372454447,0.0007322318335994399,0.5
starcoder2-3b,0,sink_arg,rename_only,atomic,11,72,0.15319190104238567,0.013888888888888888,-0.004224683359696698,0.09860467375822385,174.38852737372815,0,72,0.1434808992676221,0.013888888888888888,-0.013755716240528735,0.018006228444956064,180.31850262808388,0,72,0.13493809561367595,0.013888888888888888,-0.013763240494824499,0.017799003119502645,180.4143802022537,0,72,0.1434808992676221,1.0676814950584503,0.0024812151108727443,0.5277777777777778,-0.007611812144998035,0.012480947826745597,0.0015353987340391876,0.5277777777777778
starcoder2-3b,0,sink_arg,rename_opaque,cumulative,22,72,0.1504671968470262,0.013888888888888888,0.005293603107882192,0.13823519715102892,177.63882352271145,0,72,0.15966353094420196,0.013888888888888888,-0.013768753834066172,0.017645615516680733,182.92498823497675,0,72,0.15300721009999352,0.013888888888888888,-0.013723602049234975,0.01886511128170377,178.8853501152128,0,72,0.15966353094420196,0.9424017867900615,-0.0038542191934459163,0.5,-0.015129290077162188,0.0072700158585541986,-0.0007430172288626918,0.4930555555555556
starcoder2-3b,0,sink_arg,rename_opaque_encode,cumulative,23,72,0.16077454809632552,0.013888888888888888,-0.005035598268434882,0.0944628471161725,182.78343177888078,0,72,0.14493956020106769,0.013888888888888888,-0.013664544525615663,0.02035017699939677,181.6503936292969,0,72,0.1625112270067455,0.013888888888888888,-0.013906464456483376,0.013250274415229853,185.65329306712954,0,72,0.1625112270067455,0.9893134834902951,-0.006979295075068232,0.4722222222222222,-0.015704705396054557,0.0021134422295115743,0.0001628150976775678,0.5138888888888888
starcoder2-3b,0,sink_arg,rename_opaque_encode_flatten,cumulative,24,72,0.15185775111739155,0.013888888888888888,-0.003472684415977068,0.10229582689881098,180.72357496449527,0,72,0.1701629852534068,0.013888888888888888,-0.013721224608725862,0.018927145695352678,183.36452954038407,0,72,0.1480543278228209,0.013888888888888888,-0.013607797487835076,0.021681526431154664,181.26923643443862,0,72,0.1701629852534068,0.892425287974614,0.0022766331756432136,0.5694444444444444,-0.007207893066612254,0.01177814651450866,5.027215642682879e-05,0.5208333333333334
