model,lens,layer,relative_depth,prompt_style,condition,condition_kind,condition_order,n_pairs,taint_mean_delta_z,taint_sign_consistency,taint_permutation_p,taint_permutation_effect_size,taint_corr_model_delta,taint_lens_tracks_model,security_mean_delta_z,security_sign_consistency,security_permutation_p,security_permutation_effect_size,security_corr_model_delta,security_lens_tracks_model,mean_model_delta_margin,model_pair_separation
deepseek-coder-1.3b,rlens,11,0.4783,e6,normalize,baseline,0,72,-0.003680338420466056,0.4444444444444444,0.256,-1.2166706294126164,0.40470305261580264,0.5277777777777778,-0.015135559150363168,0.2916666666666667,0.0,-4.028855748117223,0.08434444481262057,0.3611111111111111,0.025065109133720398,0.7361111111111112
deepseek-coder-1.3b,rlens,11,0.4783,e6,rename_only,atomic,11,72,0.005377129461113721,0.4861111111111111,0.23,1.216041222639403,-0.10401664081824025,0.5138888888888888,-0.007888884535714874,0.3888888888888889,0.008,-2.79506553573745,-0.017028263737143157,0.4583333333333333,0.007675598892900679,0.625
deepseek-coder-1.3b,rlens,11,0.4783,e6,opaque_only,atomic,12,72,-0.0038837280965995803,0.4444444444444444,0.192,-1.3615181381297772,0.2876411460847357,0.4166666666666667,-0.017740367683909308,0.2916666666666667,0.0,-4.414484058290483,0.18063615215281265,0.4444444444444444,0.019710962971051533,0.7083333333333334
deepseek-coder-1.3b,rlens,11,0.4783,e6,encode_only,atomic,13,72,-0.003643373922699533,0.4722222222222222,0.262,-1.222321491786977,0.3079183906198515,0.5138888888888888,-0.01806527416606742,0.2638888888888889,0.0,-4.696370350360743,0.07732963094069716,0.3055555555555556,0.024414063327842288,0.8055555555555556
deepseek-coder-1.3b,rlens,11,0.4783,e6,flatten_only,atomic,14,72,-0.0032670977637555185,0.4166666666666667,0.326,-1.0150116569158203,0.13345655087145022,0.5833333333333334,0.000212511446441899,0.4027777777777778,0.92,0.035267391841259224,-0.055042020041384615,0.5277777777777778,-0.0006730837954415216,0.4583333333333333
deepseek-coder-1.3b,rlens,11,0.4783,e6,rename_cumulative,cumulative,21,72,0.005760688598817226,0.5833333333333334,0.212,1.2568339945781661,0.03279674995441148,0.5555555555555556,-0.008597281255095466,0.4027777777777778,0.008,-2.796492053803967,-0.23961788914841164,0.3194444444444444,0.01383208069536421,0.6666666666666666
deepseek-coder-1.3b,rlens,11,0.4783,e6,rename_opaque,cumulative,22,72,-0.0025451338458184914,0.4583333333333333,0.414,-0.8866440146729241,0.08184074068792598,0.5,-0.005234025975389163,0.4166666666666667,0.056,-1.9158573502409622,0.1144854891161478,0.4583333333333333,0.009438200957245298,0.6388888888888888
deepseek-coder-1.3b,rlens,11,0.4783,e6,rename_opaque_encode,cumulative,23,72,0.0018628366778826178,0.5972222222222222,0.45,0.8241083749112366,0.2861924223248473,0.625,-0.007095054395013575,0.4305555555555556,0.038,-2.136583159932854,-0.13024161987800692,0.4027777777777778,0.012809739344649844,0.7222222222222222
deepseek-coder-1.3b,rlens,11,0.4783,e6,rename_opaque_encode_flatten,cumulative,24,72,-0.0010096862209707513,0.4027777777777778,0.744,-0.3886769818678639,0.21921599315462628,0.5,0.0013173554152202131,0.5138888888888888,0.474,0.6304779450703233,0.2969714931098107,0.5694444444444444,-0.0038994658324453565,0.4583333333333333
deepseek-coder-1.3b,rlens,15,0.6522,e6,clean_heldout,clean,-1,72,0.013976992158311255,0.7083333333333334,0.0,3.9208552574386117,0.22797252267407545,0.6111111111111112,-0.0028124118909121,0.4027777777777778,0.166,-1.4096840070847876,0.384086091962536,0.4444444444444444,0.02170139468378491,0.7222222222222222
deepseek-coder-1.3b,rlens,15,0.6522,e6,normalize,baseline,0,72,0.020442480445938993,0.7222222222222222,0.0,5.153691027437536,0.289371247146148,0.6944444444444444,-0.002531769738565721,0.4583333333333333,0.25,-1.2199289044285215,0.31695999579813233,0.5416666666666666,0.025065109133720398,0.7361111111111112
deepseek-coder-1.3b,rlens,15,0.6522,e6,rename_only,atomic,11,72,0.014200205348732682,0.625,0.016,2.4017302662909,-0.08781648472500632,0.4444444444444444,-0.0003398398376565976,0.5138888888888888,0.908,-0.10557929562190477,-0.011318244974860673,0.5138888888888888,0.007675598892900679,0.625
deepseek-coder-1.3b,rlens,15,0.6522,e6,opaque_only,atomic,12,72,0.019129308839882588,0.7222222222222222,0.0,4.497617094540744,0.33515395271094167,0.6805555555555556,-0.003176282335254534,0.5277777777777778,0.248,-1.347190220877516,0.37196055395836697,0.5555555555555556,0.019710962971051533,0.7083333333333334
deepseek-coder-1.3b,rlens,15,0.6522,e6,encode_only,atomic,13,72,0.02381097551456489,0.8055555555555556,0.0,5.807504239642483,0.46441979717023446,0.7777777777777778,-0.0011829542007761804,0.4583333333333333,0.562,-0.6257228956949159,0.32054202429174483,0.5833333333333334,0.024414063327842288,0.8055555555555556
deepseek-coder-1.3b,rlens,15,0.6522,e6,flatten_only,atomic,14,72,0.0057974540307388295,0.625,0.334,0.9466287798061934,0.3850164539806211,0.6944444444444444,0.0028145874298103227,0.6111111111111112,0.148,1.3267005693997598,0.15913885533943556,0.5694444444444444,-0.0006730837954415216,0.4583333333333333
deepseek-coder-1.3b,rlens,15,0.6522,e6,rename_cumulative,cumulative,21,72,0.014766139999563357,0.625,0.006,2.6895332131117353,0.05743039086039145,0.5416666666666666,0.0021572755753224296,0.5833333333333334,0.422,0.7921436610276076,-0.044560025271478426,0.4444444444444444,0.01383208069536421,0.6666666666666666
deepseek-coder-1.3b,rlens,15,0.6522,e6,rename_opaque,cumulative,22,72,0.011353120977271338,0.5833333333333334,0.028,2.1908723425347283,0.3761920910033227,0.5972222222222222,0.0043225729181708295,0.5972222222222222,0.026,2.055674283057042,0.30716017250820404,0.4444444444444444,0.009438200957245298,0.6388888888888888
deepseek-coder-1.3b,rlens,15,0.6522,e6,rename_opaque_encode,cumulative,23,72,0.003129306854860946,0.625,0.524,0.7111190040240412,0.09279011865453274,0.6527777777777778,-0.0006028250821507335,0.5416666666666666,0.846,-0.23854082464663587,-0.016660346087084117,0.5138888888888888,0.012809739344649844,0.7222222222222222
deepseek-coder-1.3b,rlens,15,0.6522,e6,rename_opaque_encode_flatten,cumulative,24,72,0.00010817758046323246,0.4722222222222222,0.972,0.06785441150958836,0.0775252784740559,0.5138888888888888,-0.00010670257319665776,0.4861111111111111,0.954,-0.05635991506378719,0.3031039766289061,0.5,-0.0038994658324453565,0.4583333333333333
deepseek-coder-1.3b,rlens,19,0.8261,e6,clean_heldout,clean,-1,72,0.01242347410543866,0.6944444444444444,0.0,4.079061574134106,0.5703224757212806,0.7222222222222222,-0.0014301783783014907,0.4444444444444444,0.342,-1.0558418885099679,0.44195675931315886,0.5416666666666666,0.02170139468378491,0.7222222222222222
deepseek-coder-1.3b,rlens,19,0.8261,e6,normalize,baseline,0,72,0.01286516879700096,0.6944444444444444,0.0,3.8441954071798983,0.6389918695115748,0.7361111111111112,-0.0015438389239461345,0.4722222222222222,0.304,-1.0869327169262608,0.3507801610870009,0.5555555555555556,0.025065109133720398,0.7361111111111112
deepseek-coder-1.3b,rlens,19,0.8261,e6,rename_only,atomic,11,72,0.006406668090955432,0.5972222222222222,0.056,1.8525620727256988,0.37334843664212675,0.5972222222222222,-0.0027671211132348325,0.3888888888888889,0.164,-1.3967530352133097,0.035487274908611526,0.4583333333333333,0.007675598892900679,0.625
deepseek-coder-1.3b,rlens,19,0.8261,e6,opaque_only,atomic,12,72,0.006918710257241297,0.6527777777777778,0.018,2.2707388342383363,0.573669825062913,0.7083333333333334,-0.0005007793161492886,0.4861111111111111,0.764,-0.3791889197336261,0.3029943688568668,0.5416666666666666,0.019710962971051533,0.7083333333333334
deepseek-coder-1.3b,rlens,19,0.8261,e6,encode_only,atomic,13,72,0.009740927956905177,0.6944444444444444,0.002,3.14550911611413,0.646093921929883,0.7777777777777778,-0.0016314541408760127,0.4166666666666667,0.336,-1.0424321793455054,0.369299637578808,0.5277777777777778,0.024414063327842288,0.8055555555555556
deepseek-coder-1.3b,rlens,19,0.8261,e6,flatten_only,atomic,14,72,0.007382259005507695,0.625,0.002,2.794508553670429,0.43669554517964826,0.6944444444444444,0.0012726639699272336,0.5833333333333334,0.37,0.8577172701354554,0.17121549666546276,0.5416666666666666,-0.0006730837954415216,0.4583333333333333
deepseek-coder-1.3b,rlens,19,0.8261,e6,rename_cumulative,cumulative,21,72,0.008624456987944748,0.5972222222222222,0.026,2.202983870346503,0.38998735044416344,0.6805555555555556,-0.0002379832212289675,0.4861111111111111,0.848,-0.20804469326032443,0.12984082406303626,0.5138888888888888,0.01383208069536421,0.6666666666666666
deepseek-coder-1.3b,rlens,19,0.8261,e6,rename_opaque,cumulative,22,72,0.0062835156466012464,0.5694444444444444,0.068,1.792989251773527,0.6694791001398115,0.7777777777777778,0.001030638494204218,0.5138888888888888,0.438,0.7663791140432386,0.190782565795445,0.4444444444444444,0.009438200957245298,0.6388888888888888
deepseek-coder-1.3b,rlens,19,0.8261,e6,rename_opaque_encode,cumulative,23,72,0.0016106817337906544,0.5694444444444444,0.556,0.6663458036366211,0.5419273778357943,0.7638888888888888,-0.0038492685558927492,0.4444444444444444,0.034,-2.1219241333951593,-0.05328011069232124,0.5,0.012809739344649844,0.7222222222222222
