example_id,layer,lens,comparison,stratum,positive_name,negative_name,distance_gap,margin,correct
synthetic_control_715552,-1,random,next_ident,present_in_program,w,l,0,0.3966919481754303,True
synthetic_control_715552,-1,clens,control_dep,indent_matched,n,s,-29,-0.01625657081604004,False
synthetic_control_715552,-1,logit,control_dep,indent_matched,n,s,-29,0.3528926372528076,True
synthetic_control_715552,-1,random,control_dep,indent_matched,n,s,-29,0.5839904546737671,True
synthetic_control_715552,-1,clens,control_dep,indent_matched,n,x,-22,-0.07046473026275635,False
synthetic_control_715552,-1,logit,control_dep,indent_matched,n,x,-22,-0.17541444301605225,False
synthetic_control_715552,-1,random,control_dep,indent_matched,n,x,-22,-0.056614458560943604,False
synthetic_control_715552,-1,clens,control_dep,indent_matched,n,v,1,-0.011307954788208008,False
synthetic_control_715552,-1,logit,control_dep,indent_matched,n,v,1,0.30385932326316833,True
synthetic_control_715552,-1,random,control_dep,indent_matched,n,v,1,-0.8207957148551941,False
synthetic_control_715552,-1,clens,control_dep,indent_matched,n,w,-6,0.008014440536499023,True
synthetic_control_715552,-1,logit,control_dep,indent_matched,n,w,-6,0.3145993947982788,True
synthetic_control_715552,-1,random,control_dep,indent_matched,n,w,-6,-0.027180612087249756,False
synthetic_control_715552,-1,clens,control_dep,indent_matched,g,w,1,0.05314946174621582,True
synthetic_control_715552,-1,logit,control_dep,indent_matched,g,w,1,-0.2795730233192444,False
synthetic_control_715552,-1,random,control_dep,indent_matched,g,w,1,-1.4326367378234863,False
synthetic_control_715552,-1,clens,control_dep,indent_matched,g,v,8,0.03382706642150879,True
synthetic_control_715552,-1,logit,control_dep,indent_matched,g,v,8,-0.29031309485435486,False
synthetic_control_715552,-1,random,control_dep,indent_matched,g,v,8,-2.2262518405914307,False
synthetic_control_715552,-1,clens,control_dep,indent_matched,g,s,-22,0.028878450393676758,True
synthetic_control_715552,-1,logit,control_dep,indent_matched,g,s,-22,-0.24127978086471558,False
synthetic_control_715552,-1,random,control_dep,indent_matched,g,s,-22,-0.8214657306671143,False
synthetic_control_715552,-1,clens,control_dep,indent_matched,g,x,-15,-0.02532970905303955,False
synthetic_control_715552,-1,logit,control_dep,indent_matched,g,x,-15,-0.7695868611335754,False
synthetic_control_715552,-1,random,control_dep,indent_matched,g,x,-15,-1.4620707035064697,False
synthetic_control_715552,-1,clens,guard_var,present_in_program,o,g,0,0.06772744655609131,True
synthetic_control_715552,-1,logit,guard_var,present_in_program,o,g,0,0.2578278183937073,True
synthetic_control_715552,-1,random,guard_var,present_in_program,o,g,0,0.01154184341430664,True
synthetic_control_715552,-1,clens,next_ident,present_in_program,n,s,0,-0.01625657081604004,False
synthetic_control_715552,-1,logit,next_ident,present_in_program,n,s,0,0.3528926372528076,True
synthetic_control_715552,-1,random,next_ident,present_in_program,n,s,0,0.5839904546737671,True
synthetic_control_715552,-1,clens,control_dep,indent_matched,x,w,-28,0.07847917079925537,True
synthetic_control_715552,-1,logit,control_dep,indent_matched,x,w,-28,0.49001383781433105,True
synthetic_control_715552,-1,random,control_dep,indent_matched,x,w,-28,0.029433846473693848,True
synthetic_control_715552,-1,clens,control_dep,indent_matched,x,n,-6,0.07046473026275635,True
synthetic_control_715552,-1,logit,control_dep,indent_matched,x,n,-6,0.17541444301605225,True
synthetic_control_715552,-1,random,control_dep,indent_matched,x,n,-6,0.056614458560943604,True
synthetic_control_715552,-1,clens,control_dep,indent_matched,x,v,-21,0.05915677547454834,True
synthetic_control_715552,-1,logit,control_dep,indent_matched,x,v,-21,0.4792737662792206,True
synthetic_control_715552,-1,random,control_dep,indent_matched,x,v,-21,-0.7641812562942505,False
synthetic_control_715552,-1,clens,control_dep,indent_matched,x,g,1,0.02532970905303955,True
synthetic_control_715552,-1,logit,control_dep,indent_matched,x,g,1,0.7695868611335754,True
synthetic_control_715552,-1,random,control_dep,indent_matched,x,g,1,1.4620707035064697,True
synthetic_control_715552,-1,clens,control_dep,indent_matched,s,v,-14,0.004948616027832031,True
synthetic_control_715552,-1,logit,control_dep,indent_matched,s,v,-14,-0.04903331398963928,False
synthetic_control_715552,-1,random,control_dep,indent_matched,s,v,-14,-1.4047861099243164,False
synthetic_control_715552,-1,clens,control_dep,indent_matched,s,g,8,-0.028878450393676758,False
synthetic_control_715552,-1,logit,control_dep,indent_matched,s,g,8,0.24127978086471558,True
synthetic_control_715552,-1,random,control_dep,indent_matched,s,g,8,0.8214657306671143,True
synthetic_control_715552,-1,clens,control_dep,indent_matched,s,n,1,0.01625657081604004,True
synthetic_control_715552,-1,logit,control_dep,indent_matched,s,n,1,-0.3528926372528076,False
synthetic_control_715552,-1,random,control_dep,indent_matched,s,n,1,-0.5839904546737671,False
synthetic_control_715552,-1,clens,control_dep,indent_matched,s,w,-21,0.024271011352539062,True
synthetic_control_715552,-1,logit,control_dep,indent_matched,s,w,-21,-0.03829324245452881,False
synthetic_control_715552,-1,random,control_dep,indent_matched,s,w,-21,-0.6111710667610168,False
synthetic_control_715552,-1,clens,guard_var,present_in_program,m,n,0,0.06552398204803467,True
synthetic_control_715552,-1,logit,guard_var,present_in_program,m,n,0,-0.2316301167011261,False
synthetic_control_715552,-1,random,guard_var,present_in_program,m,n,0,0.26267266273498535,True
synthetic_control_715552,-1,clens,next_ident,present_in_program,x,n,0,0.07046473026275635,True
synthetic_control_715552,-1,logit,next_ident,present_in_program,x,n,0,0.17541444301605225,True
synthetic_control_715552,-1,random,next_ident,present_in_program,x,n,0,0.056614458560943604,True
synthetic_control_301476,-1,clens,control_dep,indent_matched,q,m,-15,-0.011241793632507324,False
synthetic_control_301476,-1,logit,control_dep,indent_matched,q,m,-15,-0.010127037763595581,False
synthetic_control_301476,-1,random,control_dep,indent_matched,q,m,-15,0.2242366075515747,True
synthetic_control_301476,-1,clens,guard_var,present_in_program,d,e,0,-0.08586764335632324,False
synthetic_control_301476,-1,logit,guard_var,present_in_program,d,e,0,-1.4105782508850098,False
synthetic_control_301476,-1,random,guard_var,present_in_program,d,e,0,1.4422886371612549,True
synthetic_control_301476,-1,clens,next_ident,present_in_program,q,b,0,-0.007551670074462891,False
synthetic_control_301476,-1,logit,next_ident,present_in_program,q,b,0,-0.27316832542419434,False
synthetic_control_301476,-1,random,next_ident,present_in_program,q,b,0,-0.2438942790031433,False
synthetic_control_301476,-1,clens,control_dep,indent_matched,m,q,1,0.011241793632507324,True
synthetic_control_301476,-1,logit,control_dep,indent_matched,m,q,1,0.010127037763595581,True
synthetic_control_301476,-1,random,control_dep,indent_matched,m,q,1,-0.2242366075515747,False
synthetic_control_301476,-1,clens,guard_var,present_in_program,e,q,0,0.03563058376312256,True
synthetic_control_301476,-1,logit,guard_var,present_in_program,e,q,0,0.6966202855110168,True
synthetic_control_301476,-1,random,guard_var,present_in_program,e,q,0,-1.279491901397705,False
synthetic_control_301476,-1,clens,next_ident,present_in_program,m,b,0,0.0036901235580444336,True
synthetic_control_301476,-1,logit,next_ident,present_in_program,m,b,0,-0.26304128766059875,False
synthetic_control_301476,-1,random,next_ident,present_in_program,m,b,0,-0.468130886554718,False
synthetic_control_48995,-1,clens,control_dep,indent_matched,p,e,-30,-0.1554882526397705,False
synthetic_control_48995,-1,logit,control_dep,indent_matched,p,e,-30,-1.0007891654968262,False
synthetic_control_48995,-1,random,control_dep,indent_matched,p,e,-30,1.3278563022613525,True
synthetic_control_48995,-1,clens,control_dep,indent_matched,p,k,-15,-0.08355367183685303,False
synthetic_control_48995,-1,logit,control_dep,indent_matched,p,k,-15,0.059211671352386475,True
synthetic_control_48995,-1,random,control_dep,indent_matched,p,k,-15,0.6951757669448853,True
synthetic_control_48995,-1,clens,guard_var,present_in_program,w,j,0,0.0123060941696167,True
synthetic_control_48995,-1,logit,guard_var,present_in_program,w,j,0,0.020120203495025635,True
synthetic_control_48995,-1,random,guard_var,present_in_program,w,j,0,0.7715418338775635,True
synthetic_control_48995,-1,clens,next_ident,present_in_program,p,f,0,-0.06672394275665283,False
synthetic_control_48995,-1,logit,next_ident,present_in_program,p,f,0,-0.051817238330841064,False
synthetic_control_48995,-1,random,next_ident,present_in_program,p,f,0,0.42610257863998413,True
synthetic_control_48995,-1,clens,control_dep,indent_matched,k,p,1,0.08355367183685303,True
synthetic_control_48995,-1,logit,control_dep,indent_matched,k,p,1,-0.059211671352386475,False
synthetic_control_48995,-1,random,control_dep,indent_matched,k,p,1,-0.6951757669448853,False
synthetic_control_48995,-1,clens,control_dep,indent_matched,k,e,-15,-0.07193458080291748,False
synthetic_control_48995,-1,logit,control_dep,indent_matched,k,e,-15,-1.0600008964538574,False
synthetic_control_48995,-1,random,control_dep,indent_matched,k,e,-15,0.6326805353164673,True
synthetic_control_48995,-1,clens,guard_var,present_in_program,f,e,0,-0.08876430988311768,False
synthetic_control_48995,-1,logit,guard_var,present_in_program,f,e,0,-0.9489719867706299,False
synthetic_control_48995,-1,random,guard_var,present_in_program,f,e,0,0.9017537236213684,True
synthetic_control_48995,-1,clens,next_ident,present_in_program,k,e,0,-0.07193458080291748,False
synthetic_control_48995,-1,logit,next_ident,present_in_program,k,e,0,-1.0600008964538574,False
synthetic_control_48995,-1,random,next_ident,present_in_program,k,e,0,0.6326805353164673,True
synthetic_control_48995,-1,clens,control_dep,indent_matched,e,p,-14,0.1554882526397705,True
synthetic_control_48995,-1,logit,control_dep,indent_matched,e,p,-14,1.0007891654968262,True
synthetic_control_48995,-1,random,control_dep,indent_matched,e,p,-14,-1.3278563022613525,False
synthetic_control_48995,-1,clens,control_dep,indent_matched,e,k,1,0.07193458080291748,True
synthetic_control_48995,-1,logit,control_dep,indent_matched,e,k,1,1.0600008964538574,True
synthetic_control_48995,-1,random,control_dep,indent_matched,e,k,1,-0.6326805353164673,False
synthetic_control_48995,-1,clens,guard_var,present_in_program,i,e,0,-0.05041015148162842,False
synthetic_control_48995,-1,logit,guard_var,present_in_program,i,e,0,-0.20150262117385864,False
synthetic_control_48995,-1,random,guard_var,present_in_program,i,e,0,0.16329799592494965,True
synthetic_control_48995,-1,clens,next_ident,present_in_program,e,j,0,0.11023330688476562,True
synthetic_control_48995,-1,logit,next_ident,present_in_program,e,j,0,0.7895827293395996,True
synthetic_control_48995,-1,random,next_ident,present_in_program,e,j,0,-0.04822149872779846,False
synthetic_control_502678,-1,clens,control_dep,indent_matched,s,l,-22,0.0661764144897461,True
synthetic_control_502678,-1,logit,control_dep,indent_matched,s,l,-22,-0.36783185601234436,False
synthetic_control_502678,-1,random,control_dep,indent_matched,s,l,-22,-0.21447911858558655,False
synthetic_control_502678,-1,clens,control_dep,indent_matched,s,f,-29,0.015108108520507812,True
synthetic_control_502678,-1,logit,control_dep,indent_matched,s,f,-29,0.1412162184715271,True
synthetic_control_502678,-1,random,control_dep,indent_matched,s,f,-29,-0.6931614875793457,False
synthetic_control_502678,-1,clens,control_dep,indent_matched,z,l,-15,-0.011364340782165527,False
synthetic_control_502678,-1,logit,control_dep,indent_matched,z,l,-15,0.003451712429523468,True
synthetic_control_502678,-1,random,control_dep,indent_matched,z,l,-15,1.4911010265350342,True
synthetic_control_502678,-1,clens,control_dep,indent_matched,z,f,-22,-0.06243264675140381,False
synthetic_control_502678,-1,logit,control_dep,indent_matched,z,f,-22,0.5124998092651367,True
synthetic_control_502678,-1,random,control_dep,indent_matched,z,f,-22,1.0124187469482422,True
synthetic_control_502678,-1,clens,guard_var,present_in_program,j,l,0,0.029599308967590332,True
synthetic_control_502678,-1,logit,guard_var,present_in_program,j,l,0,-0.3496588170528412,False
synthetic_control_502678,-1,random,guard_var,present_in_program,j,l,0,-0.3748498558998108,False
synthetic_control_502678,-1,clens,next_ident,present_in_program,s,f,0,0.015108108520507812,True
synthetic_control_502678,-1,logit,next_ident,present_in_program,s,f,0,0.1412162184715271,True
synthetic_control_502678,-1,random,next_ident,present_in_program,s,f,0,-0.6931614875793457,False
synthetic_control_502678,-1,clens,control_dep,indent_matched,l,z,1,0.011364340782165527,True
synthetic_control_502678,-1,logit,control_dep,indent_matched,l,z,1,-0.003451712429523468,False
synthetic_control_502678,-1,random,control_dep,indent_matched,l,z,1,-1.4911010265350342,False
synthetic_control_502678,-1,clens,control_dep,indent_matched,l,s,-6,-0.0661764144897461,False
synthetic_control_502678,-1,logit,control_dep,indent_matched,l,s,-6,0.36783185601234436,True
synthetic_control_502678,-1,random,control_dep,indent_matched,l,s,-6,0.21447911858558655,True
synthetic_control_502678,-1,clens,control_dep,indent_matched,f,s,1,-0.015108108520507812,False
synthetic_control_502678,-1,logit,control_dep,indent_matched,f,s,1,-0.1412162184715271,False
synthetic_control_502678,-1,random,control_dep,indent_matched,f,s,1,0.6931614875793457,True
synthetic_control_502678,-1,clens,control_dep,indent_matched,f,z,8,0.06243264675140381,True
synthetic_control_502678,-1,logit,control_dep,indent_matched,f,z,8,-0.5124998092651367,False
synthetic_control_502678,-1,random,control_dep,indent_matched,f,z,8,-1.0124187469482422,False
synthetic_control_502678,-1,clens,guard_var,present_in_program,i,s,0,0.023246049880981445,True
synthetic_control_502678,-1,logit,guard_var,present_in_program,i,s,0,0.6062531471252441,True
synthetic_control_502678,-1,random,guard_var,present_in_program,i,s,0,-0.04529424011707306,False
synthetic_control_502678,-1,clens,next_ident,present_in_program,l,x,0,-0.1203845739364624,False
synthetic_control_502678,-1,logit,next_ident,present_in_program,l,x,0,-0.1604752242565155,False
synthetic_control_502678,-1,random,next_ident,present_in_program,l,x,0,-0.42612579464912415,False
synthetic_control_845351,-1,clens,control_dep,indent_matched,z,w,-43,-0.05326974391937256,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,z,w,-43,0.3329903185367584,True
synthetic_control_845351,-1,random,control_dep,indent_matched,z,w,-43,1.0944091081619263,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,z,p,-58,0.0042912960052490234,True
synthetic_control_845351,-1,logit,control_dep,indent_matched,z,p,-58,0.564316987991333,True
synthetic_control_845351,-1,random,control_dep,indent_matched,z,p,-58,0.5863161087036133,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,z,a,-29,-0.10066568851470947,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,z,a,-29,-0.18026694655418396,False
synthetic_control_845351,-1,random,control_dep,indent_matched,z,a,-29,1.6550239324569702,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,z,k,-65,-0.079262375831604,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,z,k,-65,0.6235287189483643,True
synthetic_control_845351,-1,random,control_dep,indent_matched,z,k,-65,1.2814918756484985,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,i,b,-65,-0.02233123779296875,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,i,b,-65,0.22194933891296387,True
synthetic_control_845351,-1,random,control_dep,indent_matched,i,b,-65,-1.3600882291793823,False
synthetic_control_845351,-1,clens,control_dep,indent_matched,i,a,-22,0.00012111663818359375,True
synthetic_control_845351,-1,logit,control_dep,indent_matched,i,a,-22,0.05470263957977295,True
synthetic_control_845351,-1,random,control_dep,indent_matched,i,a,-22,-0.09585045278072357,False
synthetic_control_845351,-1,clens,control_dep,indent_matched,i,w,-36,0.04751706123352051,True
synthetic_control_845351,-1,logit,control_dep,indent_matched,i,w,-36,0.5679599046707153,True
synthetic_control_845351,-1,random,control_dep,indent_matched,i,w,-36,-0.6564652919769287,False
synthetic_control_845351,-1,clens,control_dep,indent_matched,i,p,-51,0.10507810115814209,True
synthetic_control_845351,-1,logit,control_dep,indent_matched,i,p,-51,0.7992866039276123,True
synthetic_control_845351,-1,random,control_dep,indent_matched,i,p,-51,-1.1645582914352417,False
synthetic_control_845351,-1,clens,control_dep,indent_matched,h,a,-15,-0.08819782733917236,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,h,a,-15,-0.7984260320663452,False
synthetic_control_845351,-1,random,control_dep,indent_matched,h,a,-15,1.0565533638000488,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,h,k,-51,-0.0667945146560669,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,h,k,-51,0.005369603633880615,True
synthetic_control_845351,-1,random,control_dep,indent_matched,h,k,-51,0.6830213069915771,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,h,b,-58,-0.11065018177032471,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,h,b,-58,-0.6311793327331543,False
synthetic_control_845351,-1,random,control_dep,indent_matched,h,b,-58,-0.20768439769744873,False
synthetic_control_845351,-1,clens,control_dep,indent_matched,h,w,-29,-0.04080188274383545,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,h,w,-29,-0.28516876697540283,False
synthetic_control_845351,-1,random,control_dep,indent_matched,h,w,-29,0.4959385395050049,True
synthetic_control_845351,-1,clens,guard_var,present_in_program,m,v,0,0.05421602725982666,True
synthetic_control_845351,-1,logit,guard_var,present_in_program,m,v,0,0.07222920656204224,True
synthetic_control_845351,-1,random,guard_var,present_in_program,m,v,0,-0.5581230521202087,False
synthetic_control_845351,-1,clens,next_ident,present_in_program,z,a,0,-0.10066568851470947,False
synthetic_control_845351,-1,logit,next_ident,present_in_program,z,a,0,-0.18026694655418396,False
synthetic_control_845351,-1,random,next_ident,present_in_program,z,a,0,1.6550239324569702,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,a,k,-36,0.02140331268310547,True
synthetic_control_845351,-1,logit,control_dep,indent_matched,a,k,-36,0.8037956357002258,True
synthetic_control_845351,-1,random,control_dep,indent_matched,a,k,-36,-0.37353208661079407,False
synthetic_control_845351,-1,clens,control_dep,indent_matched,a,b,-43,-0.022452354431152344,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,a,b,-43,0.16724669933319092,True
synthetic_control_845351,-1,random,control_dep,indent_matched,a,b,-43,-1.2642377614974976,False
synthetic_control_845351,-1,clens,control_dep,indent_matched,a,z,-13,0.10066568851470947,True
synthetic_control_845351,-1,logit,control_dep,indent_matched,a,z,-13,0.18026694655418396,True
synthetic_control_845351,-1,random,control_dep,indent_matched,a,z,-13,-1.6550239324569702,False
synthetic_control_845351,-1,clens,control_dep,indent_matched,a,i,-6,-0.00012111663818359375,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,a,i,-6,-0.05470263957977295,False
synthetic_control_845351,-1,random,control_dep,indent_matched,a,i,-6,0.09585045278072357,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,v,z,-6,0.07259213924407959,True
synthetic_control_845351,-1,logit,control_dep,indent_matched,v,z,-6,-0.32225024700164795,False
synthetic_control_845351,-1,random,control_dep,indent_matched,v,z,-6,-0.30079400539398193,False
synthetic_control_845351,-1,clens,control_dep,indent_matched,v,i,1,-0.028194665908813477,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,v,i,1,-0.5572198629379272,False
synthetic_control_845351,-1,random,control_dep,indent_matched,v,i,1,1.450080394744873,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,v,p,-22,0.07688343524932861,True
synthetic_control_845351,-1,logit,control_dep,indent_matched,v,p,-22,0.24206677079200745,True
synthetic_control_845351,-1,random,control_dep,indent_matched,v,p,-22,0.28552210330963135,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,v,b,-36,-0.05052590370178223,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,v,b,-36,-0.335270494222641,False
synthetic_control_845351,-1,random,control_dep,indent_matched,v,b,-36,0.08999216556549072,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,w,k,-22,-0.025992631912231445,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,w,k,-22,0.29053837060928345,True
synthetic_control_845351,-1,random,control_dep,indent_matched,w,k,-22,0.18708276748657227,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,w,z,1,0.05326974391937256,True
synthetic_control_845351,-1,logit,control_dep,indent_matched,w,z,1,-0.3329903185367584,False
synthetic_control_845351,-1,random,control_dep,indent_matched,w,z,1,-1.0944091081619263,False
synthetic_control_845351,-1,clens,control_dep,indent_matched,w,i,8,-0.04751706123352051,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,w,i,8,-0.5679599046707153,False
synthetic_control_845351,-1,random,control_dep,indent_matched,w,i,8,0.6564652919769287,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,w,p,-15,0.05756103992462158,True
synthetic_control_845351,-1,logit,control_dep,indent_matched,w,p,-15,0.23132669925689697,True
synthetic_control_845351,-1,random,control_dep,indent_matched,w,p,-15,-0.508092999458313,False
synthetic_control_845351,-1,clens,guard_var,present_in_program,u,k,0,-0.07378017902374268,False
synthetic_control_845351,-1,logit,guard_var,present_in_program,u,k,0,0.7956212162971497,True
synthetic_control_845351,-1,random,guard_var,present_in_program,u,k,0,-0.40364307165145874,False
synthetic_control_845351,-1,clens,next_ident,present_in_program,a,z,0,0.10066568851470947,True
synthetic_control_845351,-1,logit,next_ident,present_in_program,a,z,0,0.18026694655418396,True
synthetic_control_845351,-1,random,next_ident,present_in_program,a,z,0,-1.6550239324569702,False
synthetic_control_845351,-1,clens,control_dep,indent_matched,p,v,-6,-0.07688343524932861,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,p,v,-6,-0.24206677079200745,False
synthetic_control_845351,-1,random,control_dep,indent_matched,p,v,-6,-0.28552210330963135,False
synthetic_control_845351,-1,clens,control_dep,indent_matched,p,h,-28,-0.016759157180786133,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,p,h,-28,0.05384206771850586,True
synthetic_control_845351,-1,random,control_dep,indent_matched,p,h,-28,0.012154459953308105,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,p,w,1,-0.05756103992462158,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,p,w,1,-0.23132669925689697,False
synthetic_control_845351,-1,random,control_dep,indent_matched,p,w,1,0.508092999458313,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,p,i,-35,-0.10507810115814209,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,p,i,-35,-0.7992866039276123,False
synthetic_control_845351,-1,random,control_dep,indent_matched,p,i,-35,1.1645582914352417,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,k,a,-6,-0.02140331268310547,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,k,a,-6,-0.8037956357002258,False
synthetic_control_845351,-1,random,control_dep,indent_matched,k,a,-6,0.37353208661079407,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,k,i,-28,-0.021524429321289062,False
synthetic_control_845351,-1,logit,control_dep,indent_matched,k,i,-28,-0.8584982752799988,False
synthetic_control_845351,-1,random,control_dep,indent_matched,k,i,-28,0.46938252449035645,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,k,z,-35,0.079262375831604,True
synthetic_control_845351,-1,logit,control_dep,indent_matched,k,z,-35,-0.6235287189483643,False
synthetic_control_845351,-1,random,control_dep,indent_matched,k,z,-35,-1.2814918756484985,False
synthetic_control_845351,-1,clens,control_dep,indent_matched,k,w,8,0.025992631912231445,True
synthetic_control_845351,-1,logit,control_dep,indent_matched,k,w,8,-0.29053837060928345,False
synthetic_control_845351,-1,random,control_dep,indent_matched,k,w,8,-0.18708276748657227,False
synthetic_control_845351,-1,clens,control_dep,indent_matched,b,a,1,0.022452354431152344,True
synthetic_control_845351,-1,logit,control_dep,indent_matched,b,a,1,-0.16724669933319092,False
synthetic_control_845351,-1,random,control_dep,indent_matched,b,a,1,1.2642377614974976,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,b,i,-21,0.02233123779296875,True
synthetic_control_845351,-1,logit,control_dep,indent_matched,b,i,-21,-0.22194933891296387,False
synthetic_control_845351,-1,random,control_dep,indent_matched,b,i,-21,1.3600882291793823,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,b,w,15,0.06984829902648926,True
synthetic_control_845351,-1,logit,control_dep,indent_matched,b,w,15,0.34601056575775146,True
synthetic_control_845351,-1,random,control_dep,indent_matched,b,w,15,0.7036229372024536,True
synthetic_control_845351,-1,clens,control_dep,indent_matched,b,v,8,0.05052590370178223,True
synthetic_control_845351,-1,logit,control_dep,indent_matched,b,v,8,0.335270494222641,True
synthetic_control_845351,-1,random,control_dep,indent_matched,b,v,8,-0.08999216556549072,False
synthetic_control_845351,-1,clens,guard_var,present_in_program,f,z,0,0.06243264675140381,True
synthetic_control_845351,-1,logit,guard_var,present_in_program,f,z,0,-0.5124998092651367,False
synthetic_control_845351,-1,random,guard_var,present_in_program,f,z,0,-1.0124187469482422,False
synthetic_control_845351,-1,clens,next_ident,present_in_program,p,h,0,-0.016759157180786133,False
synthetic_control_845351,-1,logit,next_ident,present_in_program,p,h,0,0.05384206771850586,True
synthetic_control_845351,-1,random,next_ident,present_in_program,p,h,0,0.012154459953308105,True
synthetic_control_824310,-1,clens,control_dep,indent_matched,x,i,-29,0.030962109565734863,True
synthetic_control_824310,-1,logit,control_dep,indent_matched,x,i,-29,-0.07794606685638428,False
synthetic_control_824310,-1,random,control_dep,indent_matched,x,i,-29,0.6858991384506226,True
synthetic_control_824310,-1,clens,control_dep,indent_matched,x,h,-22,0.11928105354309082,True
synthetic_control_824310,-1,logit,control_dep,indent_matched,x,h,-22,0.7751826047897339,True
synthetic_control_824310,-1,random,control_dep,indent_matched,x,h,-22,-0.46650469303131104,False
synthetic_control_824310,-1,clens,control_dep,indent_matched,d,h,-15,0.05286145210266113,True
synthetic_control_824310,-1,logit,control_dep,indent_matched,d,h,-15,-0.35594701766967773,False
synthetic_control_824310,-1,random,control_dep,indent_matched,d,h,-15,0.12658679485321045,True
synthetic_control_824310,-1,clens,control_dep,indent_matched,d,i,-22,-0.035457491874694824,False
synthetic_control_824310,-1,logit,control_dep,indent_matched,d,i,-22,-1.209075689315796,False
synthetic_control_824310,-1,random,control_dep,indent_matched,d,i,-22,1.278990626335144,True
synthetic_control_824310,-1,clens,guard_var,present_in_program,b,f,0,0.06068539619445801,True
synthetic_control_824310,-1,logit,guard_var,present_in_program,b,f,0,0.5255200266838074,True
synthetic_control_824310,-1,random,guard_var,present_in_program,b,f,0,0.6216325163841248,True
synthetic_control_824310,-1,clens,next_ident,present_in_program,x,l,0,0.1203845739364624,True
synthetic_control_824310,-1,logit,next_ident,present_in_program,x,l,0,0.1604752242565155,True
synthetic_control_824310,-1,random,next_ident,present_in_program,x,l,0,0.42612579464912415,True
synthetic_control_824310,-1,clens,control_dep,indent_matched,h,d,1,-0.05286145210266113,False
synthetic_control_824310,-1,logit,control_dep,indent_matched,h,d,1,0.35594701766967773,True
synthetic_control_824310,-1,random,control_dep,indent_matched,h,d,1,-0.12658679485321045,False
synthetic_control_824310,-1,clens,control_dep,indent_matched,h,x,-6,-0.11928105354309082,False
synthetic_control_824310,-1,logit,control_dep,indent_matched,h,x,-6,-0.7751826047897339,False
synthetic_control_824310,-1,random,control_dep,indent_matched,h,x,-6,0.46650469303131104,True
synthetic_control_824310,-1,clens,control_dep,indent_matched,i,x,1,-0.030962109565734863,False
synthetic_control_824310,-1,logit,control_dep,indent_matched,i,x,1,0.07794606685638428,True
synthetic_control_824310,-1,random,control_dep,indent_matched,i,x,1,-0.6858991384506226,False
synthetic_control_824310,-1,clens,control_dep,indent_matched,i,d,8,0.035457491874694824,True
synthetic_control_824310,-1,logit,control_dep,indent_matched,i,d,8,1.209075689315796,True
synthetic_control_824310,-1,random,control_dep,indent_matched,i,d,8,-1.278990626335144,False
synthetic_control_824310,-1,clens,guard_var,present_in_program,l,v,0,-0.06122779846191406,False
synthetic_control_824310,-1,logit,guard_var,present_in_program,l,v,0,0.3187985420227051,True
synthetic_control_824310,-1,random,guard_var,present_in_program,l,v,0,-1.1903070211410522,False
synthetic_control_824310,-1,clens,next_ident,present_in_program,h,x,0,-0.11928105354309082,False
synthetic_control_824310,-1,logit,next_ident,present_in_program,h,x,0,-0.7751826047897339,False
