task,layer,filler_type,filler_target,filler_tokens_mean,accuracy,n
defuse_edge,11,scope_shadow,500,507.0,0.3875314586925074,50463
defuse_edge,11,scope_shadow,1000,1000.0,0.37823768487037185,165589
defuse_edge,15,comment_prose,0,0.0,1.0,1463
defuse_edge,15,comment_prose,50,56.0,0.9827348066298343,1448
defuse_edge,15,comment_prose,100,112.0,0.9924033149171271,1448
defuse_edge,15,comment_prose,200,224.0,0.9841160220994475,1448
defuse_edge,15,comment_prose,500,512.0,0.9834254143646409,1448
defuse_edge,15,comment_prose,1000,1005.0,0.9868512110726644,1445
defuse_edge,15,competing_update,0,0.0,1.0,1463
defuse_edge,15,competing_update,50,50.0,0.9245283018867925,1378
defuse_edge,15,competing_update,100,104.0,0.9336978810663021,1463
defuse_edge,15,competing_update,200,200.0,0.9268626110731374,1463
defuse_edge,15,competing_update,500,500.0,0.9254955570745045,1463
defuse_edge,15,competing_update,1000,1003.0,0.9156180606957809,1351
defuse_edge,15,dead_code,0,0.0,1.0,1463
defuse_edge,15,dead_code,50,50.0,0.9656428943258719,1921
defuse_edge,15,dead_code,100,100.0,0.9444203213200174,2303
defuse_edge,15,dead_code,200,200.0,0.92033953640222,3063
defuse_edge,15,dead_code,500,511.0,0.9451230971621876,5321
defuse_edge,15,dead_code,1000,1004.0,0.9488590757940604,8721
defuse_edge,15,lexical_decoy,0,0.0,1.0,1463
defuse_edge,15,lexical_decoy,50,72.0,0.902818270165209,2058
defuse_edge,15,lexical_decoy,100,120.0,0.9160115846090194,2417
defuse_edge,15,lexical_decoy,200,216.0,0.9291747888239116,3078
defuse_edge,15,lexical_decoy,500,520.0,0.9420502475701449,5453
defuse_edge,15,lexical_decoy,1000,1024.0,0.9456509508270508,8887
defuse_edge,15,scope_shadow,0,0.0,1.0,1462
defuse_edge,15,scope_shadow,50,60.0,0.8244406196213425,3486
defuse_edge,15,scope_shadow,100,105.0,0.7594782608695653,5750
defuse_edge,15,scope_shadow,200,201.0,0.6665605855676665,12569
defuse_edge,15,scope_shadow,500,507.0,0.4369538077403246,50463
defuse_edge,15,scope_shadow,1000,1000.0,0.27742784846819535,165589
defuse_edge,19,comment_prose,0,0.0,1.0,1463
defuse_edge,19,comment_prose,50,56.0,0.986878453038674,1448
defuse_edge,19,comment_prose,100,112.0,0.988950276243094,1448
defuse_edge,19,comment_prose,200,224.0,0.9792817679558011,1448
defuse_edge,19,comment_prose,500,512.0,0.9661602209944752,1448
defuse_edge,19,comment_prose,1000,1005.0,0.9598615916955018,1445
defuse_edge,19,competing_update,0,0.0,1.0,1463
defuse_edge,19,competing_update,50,50.0,0.9143686502177069,1378
defuse_edge,19,competing_update,100,104.0,0.9213943950786057,1463
defuse_edge,19,competing_update,200,200.0,0.9111414900888585,1463
defuse_edge,19,competing_update,500,500.0,0.8940533151059467,1463
defuse_edge,19,competing_update,1000,1003.0,0.8697261287934863,1351
defuse_edge,19,dead_code,0,0.0,1.0,1463
defuse_edge,19,dead_code,50,50.0,0.9359708485163977,1921
defuse_edge,19,dead_code,100,100.0,0.9170646982197134,2303
defuse_edge,19,dead_code,200,200.0,0.9396016976820111,3063
defuse_edge,19,dead_code,500,511.0,0.9652320992294682,5321
defuse_edge,19,dead_code,1000,1004.0,0.9587203302373581,8721
defuse_edge,19,lexical_decoy,0,0.0,1.0,1463
defuse_edge,19,lexical_decoy,50,72.0,0.95578231292517,2058
defuse_edge,19,lexical_decoy,100,120.0,0.9445593711212247,2417
defuse_edge,19,lexical_decoy,200,216.0,0.956140350877193,3078
defuse_edge,19,lexical_decoy,500,520.0,0.9475518063451311,5453
defuse_edge,19,lexical_decoy,1000,1024.0,0.9498143355463036,8887
defuse_edge,19,scope_shadow,0,0.0,1.0,1462
defuse_edge,19,scope_shadow,50,60.0,0.7997705106138842,3486
defuse_edge,19,scope_shadow,100,105.0,0.7509565217391304,5750
defuse_edge,19,scope_shadow,200,201.0,0.552549924417217,12569
defuse_edge,19,scope_shadow,500,507.0,0.3072548203634346,50463
defuse_edge,19,scope_shadow,1000,1000.0,0.16584434956428265,165589
defuse_edge,23,comment_prose,0,0.0,1.0,1463
defuse_edge,23,comment_prose,50,56.0,0.9779005524861878,1448
defuse_edge,23,comment_prose,100,112.0,0.986878453038674,1448
defuse_edge,23,comment_prose,200,224.0,0.981353591160221,1448
defuse_edge,23,comment_prose,500,512.0,0.9709944751381215,1448
defuse_edge,23,comment_prose,1000,1005.0,0.9640138408304498,1445
defuse_edge,23,competing_update,0,0.0,0.9993164730006835,1463
defuse_edge,23,competing_update,50,50.0,0.9281567489114659,1378
defuse_edge,23,competing_update,100,104.0,0.9282296650717703,1463
defuse_edge,23,competing_update,200,200.0,0.9234449760765551,1463
defuse_edge,23,competing_update,500,500.0,0.9090909090909091,1463
defuse_edge,23,competing_update,1000,1003.0,0.8963730569948186,1351
defuse_edge,23,dead_code,0,0.0,0.9993164730006835,1463
defuse_edge,23,dead_code,50,50.0,0.9156689224362311,1921
defuse_edge,23,dead_code,100,100.0,0.8918801563178463,2303
defuse_edge,23,dead_code,200,200.0,0.8632060071825008,3063
defuse_edge,23,dead_code,500,511.0,0.8507799285848525,5321
defuse_edge,23,dead_code,1000,1004.0,0.8745556702213049,8721
defuse_edge,23,lexical_decoy,0,0.0,1.0,1463
defuse_edge,23,lexical_decoy,50,72.0,0.9057337220602527,2058
defuse_edge,23,lexical_decoy,100,120.0,0.9110467521721142,2417
defuse_edge,23,lexical_decoy,200,216.0,0.8801169590643275,3078
defuse_edge,23,lexical_decoy,500,520.0,0.8846506510177884,5453
defuse_edge,23,lexical_decoy,1000,1024.0,0.9076178687971194,8887
defuse_edge,23,scope_shadow,0,0.0,0.9993160054719562,1462
defuse_edge,23,scope_shadow,50,60.0,0.853126792885829,3486
defuse_edge,23,scope_shadow,100,105.0,0.8641739130434782,5750
defuse_edge,23,scope_shadow,200,201.0,0.8757259925212825,12569
defuse_edge,23,scope_shadow,500,507.0,0.5871826883062838,50463
defuse_edge,23,scope_shadow,1000,1000.0,0.3692576197694291,165589
defuse_edge,27,comment_prose,0,0.0,0.9986329460013671,1463
defuse_edge,27,comment_prose,50,56.0,0.9288674033149171,1448
defuse_edge,27,comment_prose,100,112.0,0.9419889502762431,1448
defuse_edge,27,comment_prose,200,224.0,0.9399171270718232,1448
defuse_edge,27,comment_prose,500,512.0,0.9392265193370166,1448
defuse_edge,27,comment_prose,1000,1005.0,0.9162629757785468,1445
defuse_edge,27,competing_update,0,0.0,0.9986329460013671,1463
defuse_edge,27,competing_update,50,50.0,0.9042089985486212,1378
defuse_edge,27,competing_update,100,104.0,0.9179767600820232,1463
defuse_edge,27,competing_update,200,200.0,0.9036226930963773,1463
defuse_edge,27,competing_update,500,500.0,0.8954203691045797,1463
defuse_edge,27,competing_update,1000,1003.0,0.8867505551443375,1351
defuse_edge,27,dead_code,0,0.0,0.9986329460013671,1463
defuse_edge,27,dead_code,50,50.0,0.8641332639250391,1921
defuse_edge,27,dead_code,100,100.0,0.8393399913156752,2303
defuse_edge,27,dead_code,200,200.0,0.8139079333986288,3063
defuse_edge,27,dead_code,500,511.0,0.8462694982146213,5321
defuse_edge,27,dead_code,1000,1004.0,0.8366013071895425,8721
defuse_edge,27,lexical_decoy,0,0.0,0.9986329460013671,1463
defuse_edge,27,lexical_decoy,50,72.0,0.8872691933916423,2058
defuse_edge,27,lexical_decoy,100,120.0,0.8887050062060405,2417
defuse_edge,27,lexical_decoy,200,216.0,0.8671215074723847,3078
defuse_edge,27,lexical_decoy,500,520.0,0.8602604071153493,5453
defuse_edge,27,lexical_decoy,1000,1024.0,0.8623832564419939,8887
defuse_edge,27,scope_shadow,0,0.0,0.9986320109439124,1462
defuse_edge,27,scope_shadow,50,60.0,0.7578886976477338,3486
defuse_edge,27,scope_shadow,100,105.0,0.7782608695652173,5750
defuse_edge,27,scope_shadow,200,201.0,0.7975177022833957,12569
defuse_edge,27,scope_shadow,500,507.0,0.6976002219447912,50463
defuse_edge,27,scope_shadow,1000,1000.0,0.5882818303148156,165589
defuse_edge,29,comment_prose,0,0.0,0.9986329460013671,1463
defuse_edge,29,comment_prose,50,56.0,0.9212707182320442,1448
defuse_edge,29,comment_prose,100,112.0,0.9488950276243094,1448
defuse_edge,29,comment_prose,200,224.0,0.949585635359116,1448
defuse_edge,29,comment_prose,500,512.0,0.9412983425414365,1448
defuse_edge,29,comment_prose,1000,1005.0,0.9321799307958477,1445
defuse_edge,29,competing_update,0,0.0,0.9986329460013671,1463
defuse_edge,29,competing_update,50,50.0,0.8962264150943396,1378
defuse_edge,29,competing_update,100,104.0,0.9084073820915927,1463
defuse_edge,29,competing_update,200,200.0,0.911825017088175,1463
defuse_edge,29,competing_update,500,500.0,0.9131920710868079,1463
defuse_edge,29,competing_update,1000,1003.0,0.8978534418948927,1351
defuse_edge,29,dead_code,0,0.0,0.9979494190020506,1463
defuse_edge,29,dead_code,50,50.0,0.8735033836543467,1921
defuse_edge,29,dead_code,100,100.0,0.8649587494572297,2303
defuse_edge,29,dead_code,200,200.0,0.8795298726738492,3063
defuse_edge,29,dead_code,500,511.0,0.8321744033076489,5321
defuse_edge,29,dead_code,1000,1004.0,0.833619997706685,8721
defuse_edge,29,lexical_decoy,0,0.0,0.9986329460013671,1463
defuse_edge,29,lexical_decoy,50,72.0,0.8464528668610302,2058
defuse_edge,29,lexical_decoy,100,120.0,0.8402978899462143,2417
defuse_edge,29,lexical_decoy,200,216.0,0.8255360623781677,3078
defuse_edge,29,lexical_decoy,500,520.0,0.8542086924628645,5453
defuse_edge,29,lexical_decoy,1000,1024.0,0.8361651851018341,8887
defuse_edge,29,scope_shadow,0,0.0,0.9979480164158687,1462
defuse_edge,29,scope_shadow,50,60.0,0.8838209982788297,3486
defuse_edge,29,scope_shadow,100,105.0,0.8994782608695652,5750
defuse_edge,29,scope_shadow,200,201.0,0.8466862916699817,12569
defuse_edge,29,scope_shadow,500,507.0,0.539940154172364,50463
defuse_edge,29,scope_shadow,1000,1000.0,0.34025810893235664,165589
