layer,threshold,n_test,n_both_fail,frac_positive_lead,mean_lead,mean_lead_ci_lo,mean_lead_ci_hi
15,0.8360000252723694,70,22,0.7272727272727273,2.590909090909091,1.8170454545454546,3.3636363636363638
