layer,threshold,n_test,n_both_fail,frac_positive_lead,mean_lead,mean_lead_ci_lo,mean_lead_ci_hi
7,0.949999988079071,70,26,0.8076923076923077,2.3076923076923075,1.5,3.0384615384615383
