split,position,site,contrast,delta,ci_lo,ci_hi,n_rows,n_bases,clens_exceeds_control
test,answer,L24,clens_value - logit_value,0.003348213114908762,-0.008318919765629937,0.015570594213370759,280,70,False
test,answer,L24,clens_value - gram_random,0.2777343748935631,0.21148856293942248,0.3539732146795306,280,70,True
test,answer,L24,clens_value - noop_same_value,0.27963169600282395,0.21310965581664018,0.3565304169697421,280,70,True
test,answer,L24,clens_value - clens_answer,-0.7887834829943521,-0.9126283482994353,-0.6737751150663412,280,70,False
test,answer,L24,clens_value - clens_offvalue,0.26545758609260833,0.19406808177275317,0.3452134412287601,280,70,True
test,answer,L24,clens_value - whole_state,-2.701562502660922,-3.017135879610266,-2.398583987533514,280,70,False
