model,arm,binding,layer,target_mode,position,role,mean_frac,median_frac,n
deepseek-coder-1.3b,ba,source,0,other,4,signature,0.4521562363746338,-0.02519573797817845,200
deepseek-coder-1.3b,ba,source,0,other,5,signature,0.05964964247595452,-0.008135395895280676,200
deepseek-coder-1.3b,ba,source,0,other,6,signature,-0.08127176612844896,0.036406407247657625,200
deepseek-coder-1.3b,ba,source,0,other,7,other,0.09228597569690686,0.0014104153514306389,200
deepseek-coder-1.3b,ba,source,0,other,8,other,0.018674375454409853,0.0025233594105878434,200
deepseek-coder-1.3b,ba,source,0,other,9,inner_def_name,0.11980509943686556,0.009184705760933515,200
deepseek-coder-1.3b,ba,source,0,other,10,other,-0.10188127050284472,0.00916741998014553,200
deepseek-coder-1.3b,ba,source,0,other,11,inner_def_value,-0.42625748621062415,0.09684223416415334,200
deepseek-coder-1.3b,ba,source,0,other,12,other,0.022586166601751844,0.004493520193890059,200
deepseek-coder-1.3b,ba,source,0,other,13,other,0.00995469014675545,-0.0004922364512908674,200
deepseek-coder-1.3b,ba,source,0,other,14,return_kw,0.017004099121587183,0.006179010692110974,200
deepseek-coder-1.3b,ba,source,0,other,15,use_site,-0.25749958320361094,0.048687862960281984,200
deepseek-coder-1.3b,ba,source,0,other,16,suffix,0.10226808980736955,0.007452879834938262,200
deepseek-coder-1.3b,ba,source,0,other,17,suffix,0.06455141890730207,0.025529299194492507,200
deepseek-coder-1.3b,ba,source,0,other,18,suffix,-0.11016502643879984,0.02084325895362256,200
deepseek-coder-1.3b,ba,source,0,other,19,suffix,-0.2168106078541554,0.0395461305938421,200
deepseek-coder-1.3b,ba,source,0,other,20,suffix,-0.9314893707252676,0.1893829450625259,200
deepseek-coder-1.3b,ba,target,0,other,0,outer_def_name,0.26817479936702204,0.3369965227670627,200
deepseek-coder-1.3b,ba,target,0,other,1,other,0.19024410466531258,0.037508007914924854,200
deepseek-coder-1.3b,ba,target,0,other,2,outer_def_value,0.7150123547099347,0.09046040048264395,200
deepseek-coder-1.3b,ba,target,0,other,3,other,-0.1680146511788819,0.1890113942524459,200
deepseek-coder-1.3b,ba,target,0,other,4,signature,-1.1177401036176635,-0.06647540871579499,200
deepseek-coder-1.3b,ba,target,0,other,5,signature,-0.4319597835413063,-0.03523624160790054,200
deepseek-coder-1.3b,ba,target,0,other,6,signature,-0.12116408745669577,0.006574094901862115,200
deepseek-coder-1.3b,ba,target,0,other,7,other,-0.16205813317625883,-0.0009572344028065522,200
deepseek-coder-1.3b,ba,target,0,other,8,other,-0.03932584437877763,0.002386311522460625,200
deepseek-coder-1.3b,ba,target,0,other,9,inner_def_name,-0.4992840559038447,-0.000851558185466256,200
deepseek-coder-1.3b,ba,target,0,other,10,other,-0.24328152412136317,0.01392913714394675,200
deepseek-coder-1.3b,ba,target,0,other,11,inner_def_value,-0.8830085697923684,0.03857153404850193,200
deepseek-coder-1.3b,ba,target,0,other,12,other,0.1024732045179369,0.018449945952242246,200
deepseek-coder-1.3b,ba,target,0,other,13,other,0.04815463580005238,0.002890597025530851,200
deepseek-coder-1.3b,ba,target,0,other,14,return_kw,-0.2913542029952269,-0.0023848735299055505,200
deepseek-coder-1.3b,ba,target,0,other,15,use_site,0.0734083507012417,0.023718126632132665,200
deepseek-coder-1.3b,ba,target,0,other,16,suffix,-0.011756163767826972,0.007763059780961117,200
deepseek-coder-1.3b,ba,target,0,other,17,suffix,-0.018447255170930942,0.018487734973533267,200
deepseek-coder-1.3b,ba,target,0,other,18,suffix,0.3528100827287024,0.036309540118464545,200
deepseek-coder-1.3b,ba,target,0,other,19,suffix,0.48890015263646647,0.04936995000305758,200
deepseek-coder-1.3b,ba,target,0,other,20,suffix,2.7482225035749015,0.23349258746828033,200
deepseek-coder-1.3b,ab,source,3,bound,0,outer_def_name,0.28180444583622427,0.2835627831392369,200
deepseek-coder-1.3b,ab,source,3,bound,1,other,-0.02741754084242912,-0.009552003819709096,200
deepseek-coder-1.3b,ab,source,3,bound,2,outer_def_value,0.08753828269221586,0.09281172775018427,200
deepseek-coder-1.3b,ab,source,3,bound,3,other,0.23529227872571334,0.22481193985313586,200
deepseek-coder-1.3b,ab,source,3,bound,4,signature,-0.055295460501854035,-0.02904617951017498,200
deepseek-coder-1.3b,ab,source,3,bound,5,signature,0.00521578896879,0.004771065543930326,200
deepseek-coder-1.3b,ab,source,3,bound,6,signature,0.05484045757847086,0.04746537482182607,200
deepseek-coder-1.3b,ab,source,3,bound,7,other,-0.04233975077290921,-0.030946157855570672,200
deepseek-coder-1.3b,ab,source,3,bound,8,other,-0.014644129056354807,-0.010383768339640276,200
deepseek-coder-1.3b,ab,source,3,bound,9,inner_def_name,0.007809248642349307,0.010532128380901697,200
deepseek-coder-1.3b,ab,source,3,bound,10,other,-0.005854226217551297,-0.003724887573458932,200
deepseek-coder-1.3b,ab,source,3,bound,11,inner_def_value,0.08013713187323392,0.06951162001650876,200
deepseek-coder-1.3b,ab,source,3,bound,12,other,-0.0014715136012629331,-0.000619907276590582,200
deepseek-coder-1.3b,ab,source,3,bound,13,other,-0.0054975793036428034,-0.004150403704470539,200
deepseek-coder-1.3b,ab,source,3,bound,14,return_kw,0.003948516408622529,0.004901624633301946,200
deepseek-coder-1.3b,ab,source,3,bound,15,use_site,0.04928396456660033,0.0454868009570925,200
deepseek-coder-1.3b,ab,source,3,bound,16,suffix,0.0002043314237723888,0.005508675821312047,200
deepseek-coder-1.3b,ab,source,3,bound,17,suffix,0.016359651857718118,0.019725541042370003,200
deepseek-coder-1.3b,ab,source,3,bound,18,suffix,0.017229890335330074,0.015894596925082313,200
deepseek-coder-1.3b,ab,source,3,bound,19,suffix,0.03938880819870446,0.033446643540659335,200
deepseek-coder-1.3b,ab,source,3,bound,20,suffix,0.27346731979041705,0.22886353059001657,200
deepseek-coder-1.3b,ab,target,3,bound,0,outer_def_name,0.31135961315438815,0.2696695638804505,200
deepseek-coder-1.3b,ab,target,3,bound,1,other,0.08945896446505681,-0.003062710312624203,200
deepseek-coder-1.3b,ab,target,3,bound,2,outer_def_value,0.15014334437695318,0.0692332061681444,200
deepseek-coder-1.3b,ab,target,3,bound,3,other,0.1452635517836142,0.24485664902470222,200
deepseek-coder-1.3b,ab,target,3,bound,4,signature,0.10967758036075574,-0.03177830970412904,200
deepseek-coder-1.3b,ab,target,3,bound,5,signature,0.0017818384336276344,-0.0036963076148848785,200
deepseek-coder-1.3b,ab,target,3,bound,6,signature,0.02303481736185721,0.015124579371896218,200
deepseek-coder-1.3b,ab,target,3,bound,7,other,0.07700949680231456,-0.050081211570508086,200
deepseek-coder-1.3b,ab,target,3,bound,8,other,0.03374822582369607,-0.025850687766276238,200
deepseek-coder-1.3b,ab,target,3,bound,9,inner_def_name,0.008810019927620687,0.00936289524188063,200
deepseek-coder-1.3b,ab,target,3,bound,10,other,0.022344512647571618,0.006588980186402148,200
deepseek-coder-1.3b,ab,target,3,bound,11,inner_def_value,0.06524828076025885,0.0938839261425018,200
deepseek-coder-1.3b,ab,target,3,bound,12,other,-0.004183171505424746,0.017209682431779852,200
deepseek-coder-1.3b,ab,target,3,bound,13,other,0.01207622706204012,-0.0051518097749815375,200
deepseek-coder-1.3b,ab,target,3,bound,14,return_kw,0.03626166125267989,-0.0036231010917739045,200
deepseek-coder-1.3b,ab,target,3,bound,15,use_site,-0.015870318394205385,0.03535298382631727,200
deepseek-coder-1.3b,ab,target,3,bound,16,suffix,0.028416126206133412,0.005013727313388108,200
deepseek-coder-1.3b,ab,target,3,bound,17,suffix,0.07017527950114547,0.005297430130854685,200
deepseek-coder-1.3b,ab,target,3,bound,18,suffix,0.008364575467604506,0.020227472274924847,200
deepseek-coder-1.3b,ab,target,3,bound,19,suffix,-0.014764675884075264,0.040168734323516725,200
deepseek-coder-1.3b,ab,target,3,bound,20,suffix,-0.15835595100101824,0.2906231627937912,200
deepseek-coder-1.3b,ba,source,3,bound,0,outer_def_name,0.28664390251803695,0.28468021688008066,200
deepseek-coder-1.3b,ba,source,3,bound,1,other,-0.019705539313920255,-0.008366363691689496,200
deepseek-coder-1.3b,ba,source,3,bound,2,outer_def_value,0.09111094014649272,0.09650307687849223,200
deepseek-coder-1.3b,ba,source,3,bound,3,other,0.23433294360404464,0.22385866492388615,200
deepseek-coder-1.3b,ba,source,3,bound,4,signature,-0.05034666371275872,-0.030959157268123868,200
deepseek-coder-1.3b,ba,source,3,bound,5,signature,0.0039164276745508,0.004220190470511217,200
deepseek-coder-1.3b,ba,source,3,bound,6,signature,0.05153953716530046,0.046980638220485926,200
deepseek-coder-1.3b,ba,source,3,bound,7,other,-0.04258438015465266,-0.03060556961657184,200
deepseek-coder-1.3b,ba,source,3,bound,8,other,-0.015666326637367566,-0.0099580382890108,200
deepseek-coder-1.3b,ba,source,3,bound,9,inner_def_name,0.006258830648030467,0.011189126445704274,200
deepseek-coder-1.3b,ba,source,3,bound,10,other,-0.007302344238000525,-0.005064348483056194,200
deepseek-coder-1.3b,ba,source,3,bound,11,inner_def_value,0.07794782137466096,0.07086945591221633,200
deepseek-coder-1.3b,ba,source,3,bound,12,other,-0.0021355055628054383,-0.0010735356264496463,200
deepseek-coder-1.3b,ba,source,3,bound,13,other,-0.006163190119050266,-0.004340964126136178,200
deepseek-coder-1.3b,ba,source,3,bound,14,return_kw,0.0028118555571366934,0.0057653591429201526,200
deepseek-coder-1.3b,ba,source,3,bound,15,use_site,0.04745289228857228,0.046431176384092526,200
deepseek-coder-1.3b,ba,source,3,bound,16,suffix,0.000488036713387395,0.005216687189307286,200
deepseek-coder-1.3b,ba,source,3,bound,17,suffix,0.017748204725382903,0.019578665766943306,200
deepseek-coder-1.3b,ba,source,3,bound,18,suffix,0.017404861708596012,0.01611341702518869,200
deepseek-coder-1.3b,ba,source,3,bound,19,suffix,0.03839249905480431,0.034209659288890096,200
deepseek-coder-1.3b,ba,source,3,bound,20,suffix,0.2678551497381415,0.22867402083675897,200
deepseek-coder-1.3b,ba,target,3,bound,0,outer_def_name,0.26066404037445207,0.2717316792082458,200
deepseek-coder-1.3b,ba,target,3,bound,1,other,-0.03363511859085832,-0.005372325944407565,200
deepseek-coder-1.3b,ba,target,3,bound,2,outer_def_value,0.08997336373220645,0.06499868689988025,200
deepseek-coder-1.3b,ba,target,3,bound,3,other,0.23238732417416558,0.2509976130032362,200
deepseek-coder-1.3b,ba,target,3,bound,4,signature,-0.022024733634834905,-0.035622412557965846,200
deepseek-coder-1.3b,ba,target,3,bound,5,signature,0.004727689020602133,-0.003734675583927014,200
deepseek-coder-1.3b,ba,target,3,bound,6,signature,0.012032850978748854,0.01541089368746145,200
deepseek-coder-1.3b,ba,target,3,bound,7,other,-0.04396308567884596,-0.0534270356439558,200
deepseek-coder-1.3b,ba,target,3,bound,8,other,-0.02326481292231172,-0.0262204220654089,200
deepseek-coder-1.3b,ba,target,3,bound,9,inner_def_name,0.0008139435911918119,0.0072499886066429795,200
deepseek-coder-1.3b,ba,target,3,bound,10,other,-0.02073538598686075,0.005298035338533066,200
deepseek-coder-1.3b,ba,target,3,bound,11,inner_def_value,0.12417514033560599,0.10507093292186012,200
deepseek-coder-1.3b,ba,target,3,bound,12,other,0.016539920117850562,0.01796311723770701,200
deepseek-coder-1.3b,ba,target,3,bound,13,other,-0.001088627394054843,-0.005940183882329521,200
deepseek-coder-1.3b,ba,target,3,bound,14,return_kw,-0.007861155901531499,-0.003982353717787626,200
deepseek-coder-1.3b,ba,target,3,bound,15,use_site,0.037396160649611,0.03625538904948674,200
deepseek-coder-1.3b,ba,target,3,bound,16,suffix,0.005020576960740749,0.003651826455814273,200
deepseek-coder-1.3b,ba,target,3,bound,17,suffix,0.0019135668553936802,0.0029490329836839354,200
deepseek-coder-1.3b,ba,target,3,bound,18,suffix,0.02728333776887193,0.021131810127451467,200
deepseek-coder-1.3b,ba,target,3,bound,19,suffix,0.044429218537445844,0.042131414606902215,200
deepseek-coder-1.3b,ba,target,3,bound,20,suffix,0.29521583358170683,0.29961533832033804,200
deepseek-coder-1.3b,ab,source,3,other,0,outer_def_name,0.23418613741381286,0.264435363825377,200
deepseek-coder-1.3b,ab,source,3,other,1,other,-0.08929701856861633,-0.017293609780799548,200
deepseek-coder-1.3b,ab,source,3,other,2,outer_def_value,-0.046998036528570486,0.055032432283813985,200
deepseek-coder-1.3b,ab,source,3,other,3,other,0.30542741979316795,0.24205607760128556,200
deepseek-coder-1.3b,ab,source,3,other,4,signature,-0.1271815016527505,-0.03148210366679797,200
deepseek-coder-1.3b,ab,source,3,other,5,signature,0.009590966025093494,0.004976226958169869,200
deepseek-coder-1.3b,ab,source,3,other,6,signature,0.08118069327162307,0.05085950762514445,200
deepseek-coder-1.3b,ab,source,3,other,7,other,-0.07352476157967183,-0.03336219198513399,200
deepseek-coder-1.3b,ab,source,3,other,8,other,-0.022106267441648102,-0.011113725252547736,200
deepseek-coder-1.3b,ab,source,3,other,9,inner_def_name,0.010802165696448103,0.012328944721808881,200
deepseek-coder-1.3b,ab,source,3,other,10,other,0.0013638914421930186,0.001129005816740471,200
deepseek-coder-1.3b,ab,source,3,other,11,inner_def_value,0.18454382634611413,0.10100817595846266,200
deepseek-coder-1.3b,ab,source,3,other,12,other,0.0002766022916011545,0.0005765384214794279,200
deepseek-coder-1.3b,ab,source,3,other,13,other,-0.0071687808042142235,-0.004379033132480909,200
deepseek-coder-1.3b,ab,source,3,other,14,return_kw,0.0003778017437309414,0.004575236928694111,200
deepseek-coder-1.3b,ab,source,3,other,15,use_site,0.06236507589344349,0.04877443120949064,200
deepseek-coder-1.3b,ab,source,3,other,16,suffix,-0.012918054804714009,0.004211595300062997,200
deepseek-coder-1.3b,ab,source,3,other,17,suffix,0.006543149633202862,0.019195100427399282,200
deepseek-coder-1.3b,ab,source,3,other,18,suffix,0.02184682171015202,0.01674094714508343,200
deepseek-coder-1.3b,ab,source,3,other,19,suffix,0.056402393531240734,0.035076499206992975,200
deepseek-coder-1.3b,ab,source,3,other,20,suffix,0.404287394929908,0.2398085695475513,200
deepseek-coder-1.3b,ab,target,3,other,0,outer_def_name,0.2605616030255991,0.2967997878461195,200
deepseek-coder-1.3b,ab,target,3,other,1,other,0.012463475483603145,0.00319408904501192,200
deepseek-coder-1.3b,ab,target,3,other,2,outer_def_value,0.00713457556175336,0.12297364970872221,200
deepseek-coder-1.3b,ab,target,3,other,3,other,0.24735223860888206,0.22106383393415252,200
deepseek-coder-1.3b,ab,target,3,other,4,signature,0.07523143680381676,-0.034740442330289674,200
deepseek-coder-1.3b,ab,target,3,other,5,signature,-0.010442396486227516,-0.004044651612344954,200
deepseek-coder-1.3b,ab,target,3,other,6,signature,0.014788240370004022,0.01397824476235749,200
deepseek-coder-1.3b,ab,target,3,other,7,other,0.004000214349364,-0.051630566531940036,200
deepseek-coder-1.3b,ab,target,3,other,8,other,0.0009812185600959267,-0.027270194011923224,200
deepseek-coder-1.3b,ab,target,3,other,9,inner_def_name,0.022013757401188463,0.007504519617344957,200
