model,split,correct_only,contrast,contrast_kind,contrast_order,binding_changes,expect,layer,target_condition,statistic,role,token_identical,n_pairs,n_bases,mean_delta,median_delta,sd_delta,cohens_d,ci_lo,ci_hi,sign_consistency,n_nonzero,degenerate,sign_test_p,permutation_p,permutation_effect_size,mean_frac_from,mean_frac_to,same_target_token,median_abs_rho_minus_one
deepseek-coder-1.3b,test,1,flip_ab,binding_flip,0,1,shift,0,bound,binding_shift,binding_shift,0,80,80,0.06815035841163342,0.04679140274209309,0.6751466364078795,0.10094156548602194,-0.04261641715546633,0.2365751854447718,0.65,80,0,0.009682849923057572,0.526,1.0652364848908862,,,0,1.857671160232499e-07
deepseek-coder-1.3b,test,1,flip_ab,binding_flip,0,1,shift,0,bound,binding_shift_identical,binding_shift_identical,1,80,80,0.0537747921990389,0.05181467845735434,0.652892529398977,0.08236392633951795,-0.05878993032790168,0.2137513349818012,0.675,80,0,0.002324541288088704,0.598,0.9054121886596567,,,0,1.857671160232499e-07
deepseek-coder-1.3b,test,1,flip_ab,binding_flip,0,1,shift,0,bound,delta_frac_both_defs,both_defs,0,80,80,0.04989916963442552,-0.011860024083821974,0.3594974732220183,0.1388025601048072,-0.013359939658002617,0.13368686206841382,0.425,80,0,0.21851803947870374,0.312,1.194931672640307,0.41675063836807114,0.46664980800249667,0,1.857671160232499e-07
deepseek-coder-1.3b,test,1,flip_ab,binding_flip,0,1,shift,0,bound,delta_frac_inner_def,inner_def,0,80,80,0.059024764023029475,0.02130358149168592,0.3406122943666173,0.17329017478006328,0.00436787115525406,0.14156649142490452,0.65,80,0,0.009682849923057572,0.044,1.6528460049564397,0.07578206804940157,0.13480683207243108,0,1.857671160232499e-07
deepseek-coder-1.3b,test,1,flip_ab,binding_flip,0,1,shift,0,bound,delta_frac_inner_def_identical,inner_def_identical,1,80,80,0.04464919781043496,0.022679393425164115,0.278876098408454,0.16010406795436377,-0.001592859629825461,0.1128267735708039,0.7625,80,0,2.7318699228822653e-06,0.066,1.58389955089705,0.06941802453038425,0.11406722234081923,0,1.857671160232499e-07
deepseek-coder-1.3b,test,1,flip_ab,binding_flip,0,1,shift,0,bound,delta_frac_inner_def_name,inner_def_name,0,80,80,0.014375566212594514,-0.006025750926627755,0.11904956403344621,0.12075278334119553,-0.007865925290184997,0.04292348043265474,0.425,80,0,0.21851803947870374,0.324,1.097592754156835,0.006364043519017322,0.020739609731611836,0,1.857671160232499e-07
deepseek-coder-1.3b,test,1,flip_ab,binding_flip,0,1,shift,0,bound,delta_frac_inner_def_value,inner_def_value,1,80,80,0.04464919781043496,0.022679393425164115,0.278876098408454,0.16010406795436377,-0.001592859629825461,0.1128267735708039,0.7625,80,0,2.7318699228822653e-06,0.066,1.58389955089705,0.06941802453038425,0.11406722234081923,0,1.857671160232499e-07
deepseek-coder-1.3b,test,1,flip_ab,binding_flip,0,1,shift,0,bound,delta_frac_other,other,1,80,80,0.1256972081252647,0.05359164500764586,0.5067521049612896,0.24804476763814645,0.03763339514399335,0.24868649087156366,0.9,80,0,5.375095844566712e-14,0.0,2.2239695644934048,0.24080336061489332,0.366500568740158,0,1.857671160232499e-07
deepseek-coder-1.3b,test,1,flip_ab,binding_flip,0,1,shift,0,bound,delta_frac_outer_def,outer_def,1,80,80,-0.009125594388603952,-0.028570858244351877,0.4201356588999005,-0.02172058999347678,-0.10455273592505909,0.07315073915866364,0.35,80,0,0.009682849923057572,0.876,-0.3434013967183135,0.3409685703186695,0.33184297593006556,0,1.857671160232499e-07
deepseek-coder-1.3b,test,1,flip_ab,binding_flip,0,1,shift,0,bound,delta_frac_outer_def_name,outer_def_name,1,80,80,0.07998268735196791,-0.004887380551897413,0.6453318269590289,0.12394040400714017,-0.01595064471144071,0.23934314087285696,0.4625,80,0,0.5764306261883931,0.3,1.0653812767314745,0.27738730025538155,0.3573699876073494,0,1.857671160232499e-07
