model,split,correct_only,contrast,contrast_kind,contrast_order,binding_changes,expect,layer,target_condition,statistic,role,token_identical,n_pairs,n_bases,mean_delta,median_delta,sd_delta,cohens_d,ci_lo,ci_hi,sign_consistency,n_nonzero,degenerate,sign_test_p,permutation_p,permutation_effect_size,mean_frac_from,mean_frac_to,same_target_token,median_abs_rho_minus_one
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,bound,binding_shift,binding_shift,0,60,60,-0.03553573584707469,0.03865038364657517,0.30880117845780364,-0.1150764256294135,-0.12052512921879352,0.03463712587516406,0.6166666666666667,60,0,0.09246098107292373,0.396,-0.8588967857096433,,,0,2.310445903486169e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,bound,binding_shift_identical,binding_shift_identical,1,60,60,-0.030439441505861437,0.05332617439441151,0.35948305100752664,-0.08467559574936431,-0.12487287684084702,0.05312387859557201,0.7,60,0,0.002670436282807066,0.534,-0.6019379439450234,,,0,2.310445903486169e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,bound,delta_frac_both_defs,both_defs,0,60,60,0.038833394965129706,-0.009494533522110521,0.30692968457438047,0.12652212189570386,-0.03995220287545475,0.11464565828155071,0.4,60,0,0.1550019040032606,0.352,0.8969513875948336,0.3869719465150678,0.4258053414801974,0,2.310445903486169e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,bound,delta_frac_inner_def,inner_def,0,60,60,0.0016488295590275127,0.02353697405554908,0.12691568482194224,0.012991534981202334,-0.03311161166335132,0.02881060147706243,0.7,60,0,0.002670436282807066,0.922,0.06661778258722713,0.08589631464429158,0.08754514420331909,0,2.310445903486169e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,bound,delta_frac_inner_def_identical,inner_def_identical,1,60,60,0.006745123900240762,0.027729613724773138,0.10841915454638278,0.06221339696349626,-0.02472958552418912,0.03019619087090795,0.7666666666666667,60,0,4.223704562267977e-05,0.682,0.5197909775194856,0.0859716887773556,0.09271681267759635,0,2.310445903486169e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,bound,delta_frac_inner_def_name,inner_def_name,0,60,60,-0.005096294341213251,-0.006181598976429093,0.10173643884731767,-0.05009310723821956,-0.03244884979194847,0.017902874638794506,0.45,60,0,0.5189580031896519,0.756,-0.4629697952743942,-7.537413306403188e-05,-0.005171668474277281,0,2.310445903486169e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,bound,delta_frac_inner_def_value,inner_def_value,1,60,60,0.006745123900240762,0.027729613724773138,0.10841915454638278,0.06221339696349626,-0.02472958552418912,0.03019619087090795,0.7666666666666667,60,0,4.223704562267977e-05,0.682,0.5197909775194856,0.0859716887773556,0.09271681267759635,0,2.310445903486169e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,bound,delta_frac_other,other,1,60,60,0.03878063800128263,0.054149263481300794,0.16155828453191565,0.24004115984297644,-0.005269031295014072,0.07647458353389032,0.8333333333333334,60,0,1.6163814566157175e-07,0.074,1.7445255512429858,0.23181608904271547,0.2705967270439981,0,2.310445903486169e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,bound,delta_frac_outer_def,outer_def,1,60,60,0.037184565406102196,-0.033598140487266726,0.28048958713489863,0.13257021690512402,-0.03038501712979832,0.11235621289161168,0.35,60,0,0.027340133868077935,0.338,0.9518737428525014,0.3010756318707762,0.3382601972768783,0,2.310445903486169e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,bound,delta_frac_outer_def_name,outer_def_name,1,60,60,0.02896040010284599,-0.004530373813869587,0.3172577569312546,0.09128350519455167,-0.05569679329622524,0.10323541943458195,0.45,60,0,0.5189580031896519,0.534,0.6252270311525533,0.24521373787817302,0.27417413798101903,0,2.310445903486169e-07
