model,base_id,split,arm,binding,cell,layer,target_mode,target_token,score,rho,n_tokens,frac_inner_def_name,frac_inner_def_value,frac_outer_def_name,frac_outer_def_value,frac_use_site,frac_return_kw,frac_signature,frac_suffix,frac_other,frac_outer_def,frac_inner_def,frac_inner_def_identical,frac_both_defs,ntok_inner_def_name,ntok_inner_def_value,ntok_outer_def_name,ntok_outer_def_value,ntok_use_site,ntok_return_kw,ntok_signature,ntok_suffix,ntok_other
deepseek-coder-1.3b,base_0000,calib,ab,source,ab_source,19,bound,17,112.54114532470703,0.9999998726251007,21,0.006694464569266625,0.04609788812183695,0.1655486515382388,0.0721441007395231,-0.008462368855439087,-0.0029986093033702883,0.12145445426538404,0.6749410319359518,-0.07541974038629129,0.2376927522777619,0.05279235269110357,0.04609788812183695,0.2904851049688655,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ab,source,ab_source,19,other,19,102.79978942871094,1.0000001159625815,21,0.007094200519267452,0.09372901077275683,0.1771428623379808,0.056506404400002555,-0.011839955829574414,-0.004060270341061352,0.13066695683906115,0.641665441792573,-0.09090453452842452,0.23364926673798336,0.10082321129202429,0.09372901077275683,0.3344724780300077,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,0,bound,19,179.17849731445312,1.000000038255339,21,0.0034881577331574956,0.13513711394761077,0.2957178844420191,0.010472165516499609,0.017955387509897686,0.0028197005729204724,-0.044955932563983475,0.2842090125458989,0.29515654855131834,0.3061900499585187,0.13862527168076827,0.13513711394761077,0.44481532163928694,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,0,other,17,180.00970458984375,1.00000012367297,21,-0.0017462639942041767,0.0948663533528025,0.32912853446554224,0.03672444975110866,0.015593289389542325,0.0014810661007105465,-0.0400778355489596,0.28070148272891443,0.2833290474275132,0.3658529842166509,0.09312008935859832,0.0948663533528025,0.4589730735752492,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,3,bound,19,179.17849731445312,1.0000000410829075,21,0.00831657762793075,0.14737089191682756,0.2631188534914034,0.033766139468443306,0.023366895946414785,-5.8052975855007755e-05,-0.004735280785299428,0.31197874006973897,0.21687527632330314,0.2968849929598467,0.15568746954475832,0.14737089191682756,0.45257246250460503,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,3,other,17,180.00970458984375,1.0000000516545737,21,0.005313332181674742,0.10061124261217742,0.28624476948433836,0.06948298846938523,0.02193070164352033,-0.001014373979199662,0.001593647906721441,0.3072118927996893,0.20862585053626667,0.3557277579537236,0.10592457479385217,0.10061124261217742,0.4616523327475757,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,7,bound,19,179.17849731445312,1.0000000760116954,21,0.0021179276696206865,0.2089573624061774,0.22591065962838686,0.021074287413343606,-0.0012224703137505171,0.0027127524503748816,0.07431773485792209,0.32947264444406976,0.13665917745555048,0.24698494704173046,0.2110752900757981,0.2089573624061774,0.4580602371175285,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,7,other,17,180.00970458984375,1.0000001284741966,21,0.0005250631144722151,0.15275828855120183,0.23638410862451467,0.0743553869437242,-0.0022447793066542703,0.0019762477064309615,0.07503164928720715,0.32560442500311093,0.13560973855018885,0.3107394955682389,0.15328335166567403,0.15275828855120183,0.4640228472339129,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,11,bound,19,179.17849731445312,1.000000054222785,21,0.00873049839955097,0.17424720092803647,0.1973637193401621,0.005966133010143714,0.012755981309402092,-6.902909791297393e-05,0.0685694869604302,0.430420637457748,0.1020154259152242,0.20332985235030582,0.18297769932758745,0.17424720092803647,0.38630755167789327,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,11,other,17,180.00970458984375,0.9999999896525293,21,0.007395168128379852,0.1158339567907953,0.20198379417477966,0.06828693343356122,0.011668498046471697,-0.000516164041305731,0.06949205715829192,0.4272219954012489,0.09863375056030642,0.27027072760834087,0.12322912491917516,0.1158339567907953,0.39349985252751607,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,15,bound,19,179.17849731445312,0.9999999900203466,21,0.003957652202012971,0.18022588102404893,0.14884561327851092,-0.007836030692666949,0.020764487029409567,0.004886416319257626,0.09709987432981436,0.5241125959584947,0.02794350057146424,0.14100958258584398,0.1841835332260619,0.18022588102404893,0.3251931158119059,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,15,other,17,180.00970458984375,0.9999999374184971,21,0.0036658966320666847,0.11928531939501145,0.14931466088830525,0.0666119795719564,0.02086793130202331,0.004645674960409816,0.0981968508765193,0.5083852869739519,0.029026336818252844,0.21592664046026167,0.12295121602707813,0.11928531939501145,0.3388778564873398,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,19,bound,19,179.17849731445312,1.0000000883199347,21,0.0009826650582019788,0.09703295476435371,0.11501351229135658,0.019636319120092394,0.01746900048132269,0.001477106498903739,0.09724347356199739,0.6371588886523578,0.013986167891348468,0.13464983141144898,0.09801561982255569,0.09703295476435371,0.23266545123400467,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,19,other,17,180.00970458984375,0.9999999874174756,21,0.0012522456097532652,0.07935569273880158,0.11528886593977715,0.049163838009221916,0.017872660042505303,0.0014438834166121618,0.09720522941263779,0.6253502974794857,0.013067274768680751,0.16445270394899908,0.08060793834855484,0.07935569273880158,0.24506064229755392,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,0,bound,19,197.15478515625,1.0000000218807072,21,0.005335294947594316,0.04783183403793716,0.32201513133617155,0.10448155778432436,0.04540338298065993,0.003138375786023335,-0.004413543808572517,0.27093943942125276,0.2052685493953164,0.4264966891204959,0.05316712898553147,0.04783183403793716,0.4796638181060274,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,0,other,17,180.09954833984375,1.0000001322988146,21,0.008697546801432924,0.06871060113171189,0.28500837583381317,0.06905242089217288,0.05168534319737585,0.001235101687354338,-0.004949158493888502,0.299820875447259,0.220739025801583,0.35406079672598606,0.07740814793314481,0.06871060113171189,0.4314689446591309,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,3,bound,19,197.15478515625,1.0000000285696282,21,0.00651694444883016,0.04975775470530471,0.3218725504491385,0.14153737062656493,0.0415801971342809,0.0005497809272436183,0.005846775340429523,0.28478889355645065,0.1475497613813853,0.46340992107570345,0.05627469915413487,0.04975775470530471,0.5196846202298383,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,3,other,17,180.09954833984375,0.9999999809701519,21,0.00914427695695096,0.07515186388143222,0.3019469026698627,0.09357552111309968,0.04905326432152357,-0.0018388188242162758,0.0061279262042103835,0.31211658595557534,0.15472245869171317,0.3955224237829624,0.08429614083838317,0.07515186388143222,0.47981856462134553,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,7,bound,19,197.15478515625,1.0000000548718257,21,0.010802025906264162,0.05340370122878449,0.24672166508161764,0.16336317838240794,0.014203649805630268,0.0007261704170722163,0.08303542738877259,0.32760825070259153,0.10013598595868495,0.4100848434640256,0.06420572713504866,0.05340370122878449,0.4742905705990742,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,7,other,17,180.09954833984375,0.9999999758403665,21,0.012527581431811766,0.08584817687090507,0.24732260956617486,0.09608033895438822,0.014927371720368815,-0.0008836405783858076,0.09270699817711661,0.3542260724473193,0.09724446725066774,0.3434029485205631,0.09837575830271683,0.08584817687090507,0.4417787068232799,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,11,bound,19,197.15478515625,1.0000000743717306,21,0.012400640818758312,0.03200000081264721,0.2040696443298586,0.17514346705946163,0.01452273839121858,-0.006506123059669356,0.07402847929870249,0.44971448656253016,0.04462674015822318,0.37921311138932023,0.044400641631405516,0.03200000081264721,0.42361375302072574,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,11,other,17,180.09954833984375,1.0000000503049902,21,0.013678983227490222,0.06438535689727802,0.21396951149046464,0.10327535049551792,0.014372974985859531,-0.008888289424031373,0.08263864171782032,0.47868447303754197,0.03788304787704892,0.31724486198598256,0.07806434012476825,0.06438535689727802,0.3953092021107508,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,15,bound,19,197.15478515625,1.0000001118599204,21,0.014516191260312106,0.018470323352709938,0.1424039137553774,0.14584223375510497,0.02672694593403967,-0.005562279888699838,0.09937010360710101,0.5642160877822672,-0.005983407698292097,0.2882461475104824,0.032986514613022044,0.018470323352709938,0.32123266212350443,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,15,other,17,180.09954833984375,0.9999999894094758,21,0.015736376572015057,0.05554294694808203,0.15277246368805772,0.07376496589342849,0.03167069798502144,-0.007454953311038444,0.10993814715516491,0.5791630196431349,-0.01113367516439036,0.2265374295814862,0.07127932352009708,0.05554294694808203,0.2978167531015833,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,19,bound,19,197.15478515625,1.0000000903949087,21,0.009937785882514743,0.0023138835221925436,0.11004812341959468,0.07067343145158295,-0.0030051675510203136,-0.0003117681096107838,0.1034946875438249,0.7130273667991901,-0.0061782525633601705,0.18072155487117764,0.012251669404707287,0.0023138835221925436,0.19297322427588492,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,19,other,17,180.09954833984375,1.000000005626216,21,0.010924379929041793,0.039968765578661164,0.12024061840528055,0.05894792757843681,-0.001992989718973238,-0.0007910678131177452,0.11317779679488799,0.6680485635002327,-0.008523988628233966,0.17918854598371736,0.05089314550770296,0.039968765578661164,0.23008169149142033,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,0,bound,17,178.14328002929688,0.9999998755331786,21,0.0034661169164340146,0.0740556389069858,0.3391331053436642,0.050798303962089966,0.02123066444061816,-0.0011998303819689214,-0.05391818931256884,0.29885779394213075,0.26757627171579335,0.38993140930575415,0.07752175582341982,0.0740556389069858,0.46745316512917395,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,0,other,19,178.4693145751953,0.9999998483744459,21,0.003087990005698449,0.03982007938072009,0.36648657914795146,0.08585445528512978,0.02399001082833561,0.0009512775194369266,-0.05924849619512036,0.29542574358240503,0.2436322088198888,0.45234103443308127,0.042908069386418536,0.03982007938072009,0.49524910381949977,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,3,bound,17,178.14328002929688,0.9999999780844709,21,0.005726915869336669,0.08179119565923111,0.29075719340069095,0.08384173970290536,0.02704341222863128,-0.0020021706157142935,-0.003685329923641935,0.32695693642836476,0.18957008533466707,0.3745989331035963,0.08751811152856778,0.08179119565923111,0.4621170446321641,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,3,other,19,178.4693145751953,0.9999999589208302,21,0.005567897415520387,0.040701046560988156,0.3132165543150255,0.13285760760043996,0.028817399763084738,-0.00025335377691106445,-0.010798892534967658,0.32578099183578546,0.16411070774186454,0.44607416191546545,0.04626894397650854,0.040701046560988156,0.492343105891974,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,7,bound,17,178.14328002929688,0.9999999511501183,21,-0.009745001316082727,0.13179196976256036,0.24551054330875788,0.09556966210464626,-0.0027055326246329917,0.0013224683443131093,0.06822726986368416,0.3528097338386497,0.11721883786822264,0.3410802054134041,0.12204696844647762,0.13179196976256036,0.4631271738598817,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,7,other,19,178.4693145751953,0.999999960590715,21,-0.008699500808598375,0.0764109753068634,0.25323779204551233,0.16786164524867767,-0.004516430305360774,0.0028987760090593796,0.0638742618841304,0.34830491180228734,0.10062752940814361,0.42109943729418997,0.06771147449826503,0.0764109753068634,0.488810911792455,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,11,bound,17,178.14328002929688,0.9999998810538842,21,-0.0037615479514078102,0.09161279492801502,0.21629500570373894,0.08704198243943921,0.012105356662273728,-0.0016420842530316157,0.07035718358895802,0.44909853345267725,0.07889265648322136,0.30333698814317817,0.08785124697660722,0.09161279492801502,0.3911882351197854,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,11,other,19,178.4693145751953,0.9999999073213848,21,-0.004043006564544874,0.03312004672044213,0.21640576205961526,0.17092991591688386,0.010920637501693932,-0.000794118968428968,0.06776614519588259,0.43844753013060267,0.06724699532923827,0.38733567797649915,0.029077040155897255,0.03312004672044213,0.4164127181323964,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,15,bound,17,178.14328002929688,0.9999998957757663,21,-0.004355291495193322,0.11715432892286445,0.15843931518129906,0.06536153237940391,0.021347015490118117,0.0019504879428641935,0.10047214789069583,0.528766576745589,0.010863782718124968,0.22380084756070295,0.11279903742767113,0.11715432892286445,0.3365998849883741,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,15,other,19,178.4693145751953,0.9999998435317794,21,-0.004780236393189563,0.04414430926718287,0.15656428837999464,0.1547988699714821,0.02076050141221503,0.0025380274218087724,0.09868843494854937,0.5250830168277915,0.002202631695944767,0.31136315835147677,0.03936407287399331,0.04414430926718287,0.35072723122547006,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,19,bound,17,178.14328002929688,0.99999976746118,21,0.0005052382651502835,0.071472499995289,0.12526127861055925,0.045175819101966476,0.015013285722373955,-0.0034523251895878628,0.10340288583044435,0.6227342488067031,0.019886836318281486,0.17043709771252571,0.07197773826043928,0.071472499995289,0.24241483597296498,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,19,other,19,178.4693145751953,0.9999998295047459,21,-8.598755313173164e-05,0.05341173795000327,0.1239993194350456,0.08371518036040018,0.014522117131983005,-0.0030777402518261327,0.10262675275132915,0.6065989839137444,0.01828946576719804,0.20771449979544576,0.05332575039687154,0.05341173795000327,0.2610402501923173,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,source,ab_source,0,bound,18,227.735595703125,0.9999997917958554,21,0.019139479680908657,0.0393245707838187,0.28855990801936093,0.07865934265468132,0.05441088136052015,0.00972449925058024,0.009205254864276965,0.26214187107367026,0.23883398410803808,0.36721925067404226,0.05846405046472736,0.0393245707838187,0.4256833011387696,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,source,ab_source,0,other,17,216.19302368164062,1.0000000720958258,21,0.023876024584523363,0.04691289014743063,0.26604363109917784,0.05866117379587542,0.05992769592049251,0.008832178698784185,0.009434787317765574,0.27712475568916406,0.2491869348426124,0.32470480489505327,0.07078891473195399,0.04691289014743063,0.39549371962700725,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,source,ab_source,3,bound,18,227.735595703125,1.0000000159653712,21,0.023336988304093566,0.04098120051886514,0.2774937553936782,0.11704511192049785,0.059912981712415776,0.0057608524323143635,0.02283477896890963,0.2912276880534383,0.16140665866115841,0.3945388673141761,0.0643181888229587,0.04098120051886514,0.4588570561371348,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,source,ab_source,3,other,17,216.19302368164062,1.0000001242033254,21,0.027699360800557522,0.050295530357429966,0.2653797606029068,0.0909825304518653,0.06720060153470823,0.004337682726278134,0.024489432965242572,0.3052594727177176,0.16435575204661934,0.35636229105477213,0.0779948911579875,0.050295530357429966,0.4343571822127596,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,source,ab_source,7,bound,18,227.735595703125,0.9999999959432253,21,0.014546565868536296,0.05819312701341652,0.20551997738005265,0.1365852355261818,0.02735146781749669,0.004060966486832725,0.08590832472354887,0.3484403748137338,0.11939395631342596,0.3421052129062344,0.07273969288195281,0.05819312701341652,0.4148449057881872,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,source,ab_source,7,other,17,216.19302368164062,0.9999999998621496,21,0.016328031074164483,0.07143267449044799,0.20355020381233596,0.1013175175562903,0.03089249733880108,0.003448114248011741,0.08907024587628859,0.3660096152132566,0.11795110025255276,0.3048677213686263,0.08776070556461248,0.07143267449044799,0.39262842693323874,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,source,ab_source,11,bound,18,227.735595703125,0.9999999034225903,21,0.008391646197490365,0.04040035832783915,0.17320038754080436,0.13133113130557833,0.04643111033388543,-0.011028046163520242,0.0860299892277191,0.4582829060539348,0.06696042059885907,0.3045315188463827,0.048792004525329516,0.04040035832783915,0.35332352337171224,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,source,ab_source,11,other,17,216.19302368164062,1.0000000016542063,21,0.008182452218051603,0.05533878198608653,0.17669408020340438,0.0938098293346064,0.05045346956676768,-0.012731077405845928,0.09072188046858558,0.4753134611821031,0.06221712410044702,0.2705039095380108,0.06352123420413813,0.05533878198608653,0.3340251437421489,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,source,ab_source,15,bound,18,227.735595703125,0.9999999463458835,21,0.008678852757107594,0.043000651429023214,0.11886320024013593,0.10132080626443898,0.0436106312077551,-0.016295250363822022,0.11373237381138072,0.5652918969239619,0.021796784075902124,0.22018400650457493,0.051679504186130806,0.043000651429023214,0.27186351069070575,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,source,ab_source,15,other,17,216.19302368164062,1.0000000769205943,21,0.00835132683404635,0.0633656660238759,0.1232649889973664,0.06053365155028512,0.04591877389909084,-0.018441809008989424,0.11955780673873019,0.5792551295041524,0.01819454238203666,0.18379864054765152,0.07171699285792225,0.0633656660238759,0.25551563340557376,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,source,ab_source,19,bound,18,227.735595703125,0.9999999712099863,21,0.004756137486532555,0.026522290296471396,0.08782382169906894,0.039540439353616244,-0.006636679197755694,-0.0098070470248337,0.12040440819289669,0.7250997144742537,0.012296885929736115,0.12736426105268517,0.03127842778300395,0.026522290296471396,0.15864268883568913,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,source,ab_source,19,other,17,216.19302368164062,0.9999999194952918,21,0.005053900306216089,0.0472094871371033,0.09169409502509313,0.029292103441836095,-0.007343411196487175,-0.011024465817515651,0.12624810749973214,0.7087415653563071,0.010128537743006878,0.12098619846692922,0.05226338744331939,0.0472094871371033,0.1732495859102486,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,target,ab_target,0,bound,17,126.0396957397461,0.9999999506997841,21,0.00804883695943318,0.05956212139325768,0.28746464571564334,0.042010045232297885,0.03785768926364724,0.0008907539372074617,-0.10441347544910723,0.38508417686751584,0.2834951567798887,0.32947469094794124,0.06761095835269086,0.05956212139325768,0.3970856493006321,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,target,ab_target,0,other,18,125.91712951660156,0.9999996177585143,21,0.009863738933884142,0.01827853696117536,0.320905847659476,0.08285423840341344,0.034372839566389424,0.00341823034281859,-0.10727518681218308,0.38095873151456505,0.25662264118897543,0.40376008606288943,0.0281422758950595,0.01827853696117536,0.43190236195794895,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,target,ab_target,3,bound,17,126.0396957397461,1.0000000756646001,21,0.011101791018914637,0.07124726283309449,0.248335076141287,0.08647586828911746,0.06360971593995862,-0.0031973467073036013,-0.03372931802739361,0.4183127371139403,0.1378442890629847,0.3348109444304045,0.08234905385200912,0.07124726283309449,0.41715999828241357,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,target,ab_target,3,other,18,125.91712951660156,0.999999706040913,21,0.00812085976850755,0.022006801597895326,0.27685323926440586,0.14031825818988003,0.06073201928477643,-0.0009980303889128895,-0.03983960664430469,0.4165158796982709,0.11629028527039467,0.4171714974542859,0.030127661366402877,0.022006801597895326,0.44729915882068877,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,target,ab_target,7,bound,17,126.0396957397461,0.9999999933793475,21,0.006932187304690751,0.13682083076704232,0.23717749855858938,0.06394440316520154,0.03238435800856826,0.000615803440772021,0.05712471871684945,0.45522748561994275,0.009772707797691016,0.30112190172379094,0.14375301807173307,0.13682083076704232,0.444874919795524,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,target,ab_target,7,other,18,125.91712951660156,0.9999996314860722,21,0.004191432443600754,0.06678193018629792,0.2504714100220489,0.14745789104719342,0.02695306417271714,0.0022746802652929164,0.05612183005124147,0.4480655300412743,-0.0023181367435945177,0.39792930106924235,0.07097336262989867,0.06678193018629792,0.468902663699141,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,target,ab_target,11,bound,17,126.0396957397461,0.9999999068379612,21,0.002743893015552102,0.08799942797562389,0.2356605746575042,0.03840932959651095,0.047896512769914544,-0.008356239529910972,0.0636527161321467,0.5645701531905493,-0.03257646096992939,0.2740699042540152,0.09074332099117599,0.08799942797562389,0.36481322524519116,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,target,ab_target,11,other,18,125.91712951660156,0.9999997836726204,21,0.00024770526353578876,0.010461877037737644,0.24131985111677565,0.12878580677293855,0.042222495805615656,-0.007157865894520246,0.06305131008997097,0.5574639080725463,-0.03639530459197987,0.37010565788971417,0.010709582301273434,0.010461877037737644,0.3808152401909876,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,target,ab_target,15,bound,17,126.0396957397461,0.9999999408870313,21,-0.003741020030689562,0.12310630422314399,0.18369791059773521,0.0009346772375157193,0.05566190635446444,-0.006351717813414123,0.10285911175812752,0.6379695376211958,-0.0941367690610477,0.18463258783525094,0.11936528419245443,0.12310630422314399,0.30399787202770534,1,1,1,1,1,1,3,5,7
deepseek-coder-1.3b,base_0001,test,ab,target,ab_target,15,other,18,125.91712951660156,0.9999998016604552,21,-0.00468570737027098,0.025880180723585073,0.1853604625728829,0.09360187491555184,0.05457316648297616,-0.00554290721503786,0.10295829064220582,0.6462154556890334,-0.09836101478047116,0.27896233748843474,0.02119447335331409,0.025880180723585073,0.30015681084174883,1,1,1,1,1,1,3,5,7
