model,split,correct_only,layer,target_condition,statistic,role,token_identical,mean_delta_ab,mean_delta_ba,median_delta_ab,median_delta_ba,sign_consistency_ab,sign_consistency_ba,signs_agree,arm_ratio,both_significant_sign
deepseek-coder-1.3b,test,0,0,fixed_b,delta_frac_inner_def_name,inner_def_name,0,0.026850923940575068,-0.5420274738234887,-0.006442573588575781,-0.008141839144412417,0.4142857142857143,0.35714285714285715,0,-20.186548329698933,0
deepseek-coder-1.3b,test,0,0,fixed_b,delta_frac_inner_def_value,inner_def_value,1,-0.15633985694507832,-1.1852781225292162,0.008559930309832757,-0.029022230311178468,0.6285714285714286,0.2785714285714286,1,7.581420027431651,1
deepseek-coder-1.3b,test,0,0,fixed_b,delta_frac_other,other,1,-0.01767198989923006,-0.7648008489711654,0.03524889819148905,0.030053180195974707,0.8357142857142857,0.7857142857142857,1,43.2775739083286,1
deepseek-coder-1.3b,test,0,0,fixed_b,delta_frac_outer_def,outer_def,1,0.6109198097689174,0.7850629041431361,0.016104606051983245,0.06645974166849358,0.6142857142857143,0.8357142857142857,1,1.2850506590056214,1
deepseek-coder-1.3b,test,0,0,fixed_b,delta_frac_outer_def_name,outer_def_name,1,0.4544502698523341,-0.053508542013139634,0.018745053197655265,0.041118119075475634,0.7,0.8214285714285714,0,-0.1177434486517663,1
deepseek-coder-1.3b,test,0,0,fixed_b,delta_frac_outer_def_value,outer_def_value,1,0.1564695399165832,0.8385714461562758,-0.0014532227659937603,0.019287145747802718,0.4785714285714286,0.6785714285714286,1,5.359327103558519,0
deepseek-coder-1.3b,test,0,0,fixed_b,delta_frac_return_kw,return_kw,1,0.026316579973500533,-0.38399902078154197,-0.006046939465990008,-0.0081203210007796,0.25,0.18571428571428572,0,-14.591524474996735,1
deepseek-coder-1.3b,test,0,0,fixed_b,delta_frac_signature,signature,1,0.35243378331898567,-1.5743251182445976,-0.08171385394846842,-0.09926660206036456,0.15714285714285714,0.1357142857142857,0,-4.4670096703518505,1
deepseek-coder-1.3b,test,0,0,fixed_b,delta_frac_suffix,suffix,1,-0.7407071590958978,3.671045874675012,0.04526321826866797,0.0854063989063376,0.7071428571428572,0.8071428571428572,0,-4.956136618357876,1
deepseek-coder-1.3b,test,0,0,fixed_b,delta_frac_use_site,use_site,1,-0.10180200419034567,-0.005670912311417564,-0.023093047836744256,-0.017728067311818745,0.07857142857142857,0.14285714285714285,1,0.05570531107437039,1
deepseek-coder-1.3b,test,0,0,other,binding_shift,binding_shift,0,-0.47693527666790303,0.4012314953365445,-0.13090838773378166,-0.18125037647950196,0.11428571428571428,0.11428571428571428,0,-0.841270325272936,1
deepseek-coder-1.3b,test,0,0,other,binding_shift_identical,binding_shift_identical,1,-0.4691206724628992,1.115621987357049,-0.13503738655728828,-0.18206026134918715,0.11428571428571428,0.11428571428571428,0,-2.378113037526137,1
deepseek-coder-1.3b,test,0,0,other,delta_frac_both_defs,both_defs,0,0.2093461295181704,-2.758440566004436,0.04851825682578642,0.051154751249721214,0.8142857142857143,0.85,0,-13.176458396213217,1
deepseek-coder-1.3b,test,0,0,other,delta_frac_inner_def,inner_def,0,-0.13379457357486638,-1.178604535333946,-0.04856899174912413,-0.0686731773339424,0.15714285714285714,0.16428571428571428,1,8.809060814969776,1
deepseek-coder-1.3b,test,0,0,other,delta_frac_inner_def_identical,inner_def_identical,1,-0.1259799693698624,-0.4642140433134413,-0.04193082905687141,-0.05967492733665628,0.15,0.16428571428571428,1,3.6848242274973364,1
deepseek-coder-1.3b,test,0,0,other,delta_frac_inner_def_name,inner_def_name,0,-0.007814604205004008,-0.7143904920205044,-0.008132921974135022,-0.009109885494908328,0.37857142857142856,0.32857142857142857,1,91.41736078751771,1
deepseek-coder-1.3b,test,0,0,other,delta_frac_inner_def_value,inner_def_value,1,-0.1259799693698624,-0.4642140433134413,-0.04193082905687141,-0.05967492733665628,0.15,0.16428571428571428,1,3.6848242274973364,1
deepseek-coder-1.3b,test,0,0,other,delta_frac_other,other,1,-0.002031462838386279,-0.73026617890189,0.012882785564645408,0.014207230177955055,0.7,0.6642857142857143,1,359.4779904918109,1
deepseek-coder-1.3b,test,0,0,other,delta_frac_outer_def,outer_def,1,0.34314070309303674,-1.5798360306704902,0.09606954698623754,0.11822427551121831,0.9,0.9142857142857143,0,-4.604047308961026,1
deepseek-coder-1.3b,test,0,0,other,delta_frac_outer_def_name,outer_def_name,1,0.22793689221329627,-1.7593036043533685,0.05470295854897034,0.0723429201491782,0.9071428571428571,0.9142857142857143,0,-7.718380237925973,1
deepseek-coder-1.3b,test,0,0,other,delta_frac_outer_def_value,outer_def_value,1,0.11520381087974053,0.1794675736828775,0.03653614109468975,0.053364473403067325,0.8785714285714286,0.8642857142857143,1,1.5578267100054608,1
deepseek-coder-1.3b,test,0,0,other,delta_frac_return_kw,return_kw,1,-0.00858674144505017,-0.40081726833899733,-0.005526101471497694,-0.008213913734160857,0.2642857142857143,0.20714285714285716,1,46.6786231894811,1
deepseek-coder-1.3b,test,0,0,other,delta_frac_signature,signature,1,-0.048895539729287375,-2.192626533616177,-0.08573226184083918,-0.09810835846280914,0.14285714285714285,0.1357142857142857,1,44.843078647986395,1
deepseek-coder-1.3b,test,0,0,other,delta_frac_suffix,suffix,1,-0.11254552719823065,5.648404424432605,0.03959078866048918,0.0745772385239953,0.7142857142857143,0.7571428571428571,0,-50.18772904660937,1
deepseek-coder-1.3b,test,0,0,other,delta_frac_use_site,use_site,1,-0.0372867146256347,0.4337551660344247,-0.023006130622742316,-0.02080618986468551,0.10714285714285714,0.14285714285714285,0,-11.632968213729859,1
deepseek-coder-1.3b,test,0,3,bound,binding_shift,binding_shift,0,-0.15204695617432837,0.10377238555327023,0.09912773977176371,0.08835035115923982,0.8,0.8142857142857143,0,-0.682502222762623,1
deepseek-coder-1.3b,test,0,3,bound,binding_shift_identical,binding_shift_identical,1,-0.15483205007173562,0.10832147265985895,0.104074732215063,0.09170890637691029,0.7857142857142857,0.8071428571428572,0,-0.6996062676278733,1
deepseek-coder-1.3b,test,0,3,bound,delta_frac_both_defs,both_defs,0,0.10697437261151557,0.020980562281829065,-0.031105164906328364,-0.030841778593071384,0.3142857142857143,0.34285714285714286,1,0.19612699536945497,1
deepseek-coder-1.3b,test,0,3,bound,delta_frac_inner_def,inner_def,0,-0.022536291781406377,0.06237647391754965,0.03176968400278497,0.031471595138351155,0.7642857142857142,0.75,0,-2.767823319052583,1
deepseek-coder-1.3b,test,0,3,bound,delta_frac_inner_def_identical,inner_def_identical,1,-0.025321385678813688,0.06692556102413838,0.033778676045861336,0.03858772540935143,0.7857142857142857,0.8071428571428572,0,-2.643044968906846,1
deepseek-coder-1.3b,test,0,3,bound,delta_frac_inner_def_name,inner_def_name,0,0.0027850938974073296,-0.004549087106588718,-0.0028217717044910287,-0.00400132543793377,0.45,0.44285714285714284,0,-1.63336938507657,0
deepseek-coder-1.3b,test,0,3,bound,delta_frac_inner_def_value,inner_def_value,1,-0.025321385678813688,0.06692556102413838,0.033778676045861336,0.03858772540935143,0.7857142857142857,0.8071428571428572,0,-2.643044968906846,1
deepseek-coder-1.3b,test,0,3,bound,delta_frac_other,other,1,0.34245587326251986,0.0046238623962669735,0.01965167034804738,0.0013501788958760613,0.6,0.5142857142857142,1,0.013502067732745272,0
deepseek-coder-1.3b,test,0,3,bound,delta_frac_outer_def,outer_def,1,0.12951066439292194,-0.041395911635720595,-0.06336673566966289,-0.0593808260872164,0.17857142857142858,0.20714285714285716,0,-0.3196332273466661,1
deepseek-coder-1.3b,test,0,3,bound,delta_frac_outer_def_name,outer_def_name,1,0.041577409625916384,-0.023558783784189456,-0.019813561283241327,-0.01534069911496845,0.22142857142857142,0.30714285714285716,0,-0.56662461649618,1
deepseek-coder-1.3b,test,0,3,bound,delta_frac_outer_def_value,outer_def_value,1,0.08793325476700553,-0.01783712785153114,-0.04143902359072522,-0.04586070909950287,0.19285714285714287,0.19285714285714287,0,-0.2028484888770888,1
deepseek-coder-1.3b,test,0,3,bound,delta_frac_return_kw,return_kw,1,0.052479555423684626,-0.007317003624087646,-0.008776604920041127,-0.010378419036243381,0.22142857142857142,0.17857142857142858,0,-0.139425792863813,1
deepseek-coder-1.3b,test,0,3,bound,delta_frac_signature,signature,1,0.21662831691272594,-0.004753657496653482,-0.03174866402466382,-0.041607329083589745,0.17857142857142858,0.14285714285714285,0,-0.021943841711924532,1
deepseek-coder-1.3b,test,0,3,bound,delta_frac_suffix,suffix,1,-0.6281550721374399,0.013941839791867796,0.05816357187475352,0.09014743996516772,0.7785714285714286,0.8357142857142857,0,-0.022194901243776523,1
deepseek-coder-1.3b,test,0,3,bound,delta_frac_use_site,use_site,1,-0.09038293977902476,-0.0274753242819812,-0.008454437888056502,-0.006261820906814486,0.3142857142857143,0.32142857142857145,1,0.30398794672042107,1
deepseek-coder-1.3b,test,0,3,fixed_a,binding_shift,binding_shift,0,-0.044717236828443266,2.2259931160932775,-0.041986093165566854,-0.005092521928392706,0.32857142857142857,0.4857142857142857,0,-49.77930824825454,0
deepseek-coder-1.3b,test,0,3,fixed_a,binding_shift_identical,binding_shift_identical,1,-0.03742564146419768,2.3194039741320456,-0.039789973347100875,-0.002003958868116877,0.3357142857142857,0.5,0,-61.97365985966724,0
deepseek-coder-1.3b,test,0,3,fixed_a,delta_frac_both_defs,both_defs,0,-0.005450110317052487,-0.9917171530468516,-0.0034656704397720006,-0.005159137262799651,0.4642857142857143,0.45714285714285713,1,181.96276687169689,0
deepseek-coder-1.3b,test,0,3,fixed_a,delta_frac_inner_def,inner_def,0,-0.025083673572747857,0.6171379815232131,-0.026120365033015486,0.0013239460285924681,0.30714285714285716,0.5,0,-24.603173842674398,0
deepseek-coder-1.3b,test,0,3,fixed_a,delta_frac_inner_def_identical,inner_def_identical,1,-0.017792078208502305,0.7105488395619814,-0.02111622139662323,0.0014994695872091596,0.3357142857142857,0.5428571428571428,0,-39.936247538661966,0
deepseek-coder-1.3b,test,0,3,fixed_a,delta_frac_inner_def_name,inner_def_name,0,-0.007291595364245564,-0.0934108580387683,-0.004906343116190546,-0.005769383397945999,0.4142857142857143,0.38571428571428573,1,12.810757231100576,0
deepseek-coder-1.3b,test,0,3,fixed_a,delta_frac_inner_def_value,inner_def_value,1,-0.017792078208502305,0.7105488395619814,-0.02111622139662323,0.0014994695872091596,0.3357142857142857,0.5428571428571428,0,-39.936247538661966,0
deepseek-coder-1.3b,test,0,3,fixed_a,delta_frac_other,other,1,0.0035930368145653995,-0.9266924552056826,-0.009477992510582456,-0.009733207530666158,0.45,0.45714285714285713,0,-257.9134317380413,0
deepseek-coder-1.3b,test,0,3,fixed_a,delta_frac_outer_def,outer_def,1,0.019633563255695385,-1.6088551345700646,0.022494537484834654,-0.002624259700953563,0.6785714285714286,0.4928571428571429,0,-81.94412362225493,0
deepseek-coder-1.3b,test,0,3,fixed_a,delta_frac_outer_def_name,outer_def_name,1,0.011282042159309683,-0.558499368085999,0.008334164934408889,0.0022433256523518297,0.6857142857142857,0.5428571428571428,0,-49.50339310912237,0
deepseek-coder-1.3b,test,0,3,fixed_a,delta_frac_outer_def_value,outer_def_value,1,0.0083515210963857,-1.050355766484066,0.016084056369678072,-0.004582987565377049,0.6428571428571429,0.45714285714285713,0,-125.76819891392358,0
deepseek-coder-1.3b,test,0,3,fixed_a,delta_frac_return_kw,return_kw,1,-0.0078541177007019,-0.05003929920527476,-0.008296215652958454,-0.01036151981307927,0.21428571428571427,0.17142857142857143,1,6.371091077588879,1
deepseek-coder-1.3b,test,0,3,fixed_a,delta_frac_signature,signature,1,-0.016435379574674117,-0.5432800004552966,-0.03773558945405512,-0.04322979678552627,0.16428571428571428,0.12857142857142856,1,33.05551891800885,1
deepseek-coder-1.3b,test,0,3,fixed_a,delta_frac_suffix,suffix,1,0.03477969224215351,2.176460883945598,0.06192016663918343,0.08379726745593123,0.7857142857142857,0.8,1,62.578497497677525,1
deepseek-coder-1.3b,test,0,3,fixed_a,delta_frac_use_site,use_site,1,-0.008633062127829327,0.3352702706192307,-0.007252241674680233,-0.011226586316226125,0.34285714285714286,0.2714285714285714,0,-38.835614253077324,1
deepseek-coder-1.3b,test,0,3,fixed_b,binding_shift,binding_shift,0,-0.4738228363778866,-3.4276433069576084,0.017231804426614768,-0.08036043539207458,0.55,0.2571428571428571,1,7.234018801542039,0
deepseek-coder-1.3b,test,0,3,fixed_b,binding_shift_identical,binding_shift_identical,1,-0.47344751289562176,-3.186219200305675,0.02525879862788307,-0.07884541778700746,0.5928571428571429,0.2571428571428571,1,6.729825616399684,1
deepseek-coder-1.3b,test,0,3,fixed_b,delta_frac_both_defs,both_defs,0,0.19199877454379047,-0.28478687750410603,-0.0019019527923553048,-0.0025176878524281465,0.4785714285714286,0.4714285714285714,0,-1.4832744541249807,0
deepseek-coder-1.3b,test,0,3,fixed_b,delta_frac_inner_def,inner_def,0,-0.14091203091704804,-1.8562150922308576,0.0033381839264794363,-0.04188212930035694,0.5428571428571428,0.24285714285714285,1,13.172864518030917,0
deepseek-coder-1.3b,test,0,3,fixed_b,delta_frac_inner_def_identical,inner_def_identical,1,-0.14053670743478328,-1.6147909855789233,0.011453783109580735,-0.03637851614147443,0.5928571428571429,0.25,1,11.490172319059592,1
deepseek-coder-1.3b,test,0,3,fixed_b,delta_frac_inner_def_name,inner_def_name,0,-0.00037532348226478827,-0.24142410665193453,-0.0045369617450524,-0.004381918262010022,0.37857142857142856,0.36428571428571427,1,643.2427440860506,1
deepseek-coder-1.3b,test,0,3,fixed_b,delta_frac_inner_def_value,inner_def_value,1,-0.14053670743478328,-1.6147909855789233,0.011453783109580735,-0.03637851614147443,0.5928571428571429,0.25,1,11.490172319059592,1
deepseek-coder-1.3b,test,0,3,fixed_b,delta_frac_other,other,1,0.3709043154823222,-2.431919344972624,0.00910478383163156,-0.020795690726570427,0.55,0.37142857142857144,0,-6.556729710222346,0
deepseek-coder-1.3b,test,0,3,fixed_b,delta_frac_outer_def,outer_def,1,0.3329108054608385,1.5714282147267518,-0.009686122616189369,0.038660165691595805,0.4357142857142857,0.7,1,4.720267978539989,0
deepseek-coder-1.3b,test,0,3,fixed_b,delta_frac_outer_def_name,outer_def_name,1,0.092009836213811,0.3422567451673456,-0.0026825875612001837,0.0176404382849,0.4714285714285714,0.7428571428571429,1,3.7197843105819124,0
deepseek-coder-1.3b,test,0,3,fixed_b,delta_frac_outer_def_value,outer_def_value,1,0.24090096924702753,1.229171469559407,-0.004743340212448349,0.02339940596322859,0.4642857142857143,0.65,1,5.102393209132236,0
deepseek-coder-1.3b,test,0,3,fixed_b,delta_frac_return_kw,return_kw,1,0.05604703753068874,-0.4763653991905575,-0.007150896347092935,-0.010253678936673814,0.24285714285714285,0.2,0,-8.499385876188764,1
deepseek-coder-1.3b,test,0,3,fixed_b,delta_frac_signature,signature,1,0.2629641592968115,-0.6486470155081239,-0.033921153600993,-0.046002088185172894,0.17857142857142858,0.15714285714285714,0,-2.466674611637803,1
deepseek-coder-1.3b,test,0,3,fixed_b,delta_frac_suffix,suffix,1,-0.7773962052169751,3.7899840998225733,0.04586384887793543,0.08901582667554869,0.7,0.8071428571428572,0,-4.875228454150699,1
deepseek-coder-1.3b,test,0,3,fixed_b,delta_frac_use_site,use_site,1,-0.10451794603911994,0.05174264512803648,-0.011903982446330693,-0.007025188392762645,0.25,0.3357142857142857,0,-0.4950599116124016,1
deepseek-coder-1.3b,test,0,3,other,binding_shift,binding_shift,0,-0.3664931170320016,-1.3054225764176026,-0.12706731728244833,-0.17270871276848676,0.12142857142857143,0.14285714285714285,1,3.561929312586831,1
deepseek-coder-1.3b,test,0,3,other,binding_shift_identical,binding_shift_identical,1,-0.3560411042880839,-0.9751366988334894,-0.12166226066061722,-0.17717750439474053,0.12142857142857143,0.14285714285714285,1,2.738831800848691,1
deepseek-coder-1.3b,test,0,3,other,delta_frac_both_defs,both_defs,0,0.07957429161522245,-1.297484592832787,0.02683530007319368,0.0271423127979816,0.8214285714285714,0.7642857142857142,0,-16.30532382376345,1
deepseek-coder-1.3b,test,0,3,other,delta_frac_inner_def,inner_def,0,-0.14345941270838955,-1.3014535846251947,-0.054416186125695654,-0.0743722384919662,0.15714285714285714,0.15714285714285714,1,9.071928847712934,1
deepseek-coder-1.3b,test,0,3,other,delta_frac_inner_def_identical,inner_def_identical,1,-0.13300739996447186,-0.9711677070410805,-0.05122796660042127,-0.07269309232707225,0.1357142857142857,0.17857142857142858,1,7.301606582043503,1
deepseek-coder-1.3b,test,0,3,other,delta_frac_inner_def_name,inner_def_name,0,-0.010452012743917685,-0.33028587758411404,-0.006762245946478419,-0.007060977903661282,0.36428571428571427,0.34285714285714286,1,31.600217649592565,1
deepseek-coder-1.3b,test,0,3,other,delta_frac_inner_def_value,inner_def_value,1,-0.13300739996447186,-0.9711677070410805,-0.05122796660042127,-0.07269309232707225,0.1357142857142857,0.17857142857142858,1,7.301606582043503,1
deepseek-coder-1.3b,test,0,3,other,delta_frac_other,other,1,0.0320414790343677,-3.363235662574573,-0.02017509972783818,-0.0340650506152151,0.40714285714285714,0.32857142857142857,0,-104.96505666817582,1
deepseek-coder-1.3b,test,0,3,other,delta_frac_outer_def,outer_def,1,0.22303370432361203,0.003968991792407703,0.07874903370345901,0.10264167466196264,0.8785714285714286,0.8714285714285714,1,0.017795479855586632,1
deepseek-coder-1.3b,test,0,3,other,delta_frac_outer_def_name,outer_def_name,1,0.06171446874720429,-0.1926838391344639,0.02947524460484592,0.0370566534557753,0.9,0.8857142857142857,0,-3.1221825780229633,1
deepseek-coder-1.3b,test,0,3,other,delta_frac_outer_def_value,outer_def_value,1,0.1613192355764077,0.19665283092687166,0.05290034806071334,0.06688572016013844,0.8928571428571429,0.8571428571428571,1,1.2190290279036715,1
deepseek-coder-1.3b,test,0,3,other,delta_frac_return_kw,return_kw,1,-0.004286635593697793,-0.5190876947717444,-0.006816413563929109,-0.009483495805644244,0.24285714285714285,0.2,1,121.09443021816611,1
deepseek-coder-1.3b,test,0,3,other,delta_frac_signature,signature,1,0.029900462809411506,-1.1871733584667667,-0.03549664066884124,-0.04613550851513987,0.16428571428571428,0.14285714285714285,0,-39.70418003339703,1
deepseek-coder-1.3b,test,0,3,other,delta_frac_suffix,suffix,1,-0.1144614408373815,5.952503143976303,0.04472811382038058,0.08121651594422483,0.7071428571428572,0.75,0,-52.00444010165124,1
deepseek-coder-1.3b,test,0,3,other,delta_frac_use_site,use_site,1,-0.02276806838792451,0.4144882400292484,-0.010793428257008342,-0.010622735746409043,0.2642857142857143,0.2714285714285714,0,-18.204804771628336,1
deepseek-coder-1.3b,test,0,7,bound,binding_shift,binding_shift,0,-0.10498299988649291,0.09029328306995082,0.11290363620772143,0.1091260458122225,0.8071428571428572,0.8571428571428571,0,-0.860075280450887,1
deepseek-coder-1.3b,test,0,7,bound,binding_shift_identical,binding_shift_identical,1,-0.152192393753949,0.1052075332009786,0.12213260435926515,0.12285798421407365,0.8142857142857143,0.8571428571428571,0,-0.6912798373555298,1
deepseek-coder-1.3b,test,0,7,bound,delta_frac_both_defs,both_defs,0,0.060607194624177754,0.08261660650263096,0.016192024982828596,0.010836809427964333,0.6285714285714286,0.6,1,1.3631485010143183,1
deepseek-coder-1.3b,test,0,7,bound,delta_frac_inner_def,inner_def,0,-0.022187902631157608,0.08645494478629089,0.06406399633179041,0.06427477811653845,0.8428571428571429,0.8785714285714286,0,-3.8964901831183254,1
deepseek-coder-1.3b,test,0,7,bound,delta_frac_inner_def_identical,inner_def_identical,1,-0.06939729649861368,0.10136919491731865,0.07312373120122873,0.07908279084232778,0.85,0.9071428571428571,0,-1.460708125990811,1
deepseek-coder-1.3b,test,0,7,bound,delta_frac_inner_def_name,inner_def_name,0,0.04720939386745609,-0.014914250131027774,-0.009922240584174537,-0.012909147660483757,0.32142857142857145,0.2357142857142857,0,-0.31591700102951226,1
