model,base_id,condition,layer,target_token,target,condition_kind,condition_order,rho_unsafe,rho_safe,score_unsafe,score_safe,n_tokens_unsafe,n_tokens_safe,frac_source_expr_unsafe,frac_source_expr_safe,delta_frac_source_expr,ntok_source_expr_match,frac_trusted_expr_unsafe,frac_trusted_expr_safe,delta_frac_trusted_expr,ntok_trusted_expr_match,frac_sink_arg_unsafe,frac_sink_arg_safe,delta_frac_sink_arg,ntok_sink_arg_match,frac_sink_call_unsafe,frac_sink_call_safe,delta_frac_sink_call,ntok_sink_call_match,frac_taint_chain_unsafe,frac_taint_chain_safe,delta_frac_taint_chain,ntok_taint_chain_match,frac_trust_chain_unsafe,frac_trust_chain_safe,delta_frac_trust_chain,ntok_trust_chain_match,frac_signature_unsafe,frac_signature_safe,delta_frac_signature,ntok_signature_match,frac_other_unsafe,frac_other_safe,delta_frac_other,ntok_other_match,delta_total,delta_token_identical_roles
deepseek-coder-6.7b,command_exec_assign_chain_00,clean_heldout,19,5723, safe,clean,-1,0.9999999763434866,1.0000003023762403,54.092384338378906,42.916893005371094,81,82,0.05893175123390391,0.07362362807451125,-0.014691876840607347,1,0.030132029124095537,0.05032954286410864,-0.0201975137400131,1,0.029217464870753825,0.03787135027893661,-0.008653885408182783,0,0.06167540101965135,0.043342624875326724,0.018332776144324624,1,0.05954246193120303,0.05344890324992772,0.006093558681275306,1,0.04234456703881319,0.03039261922316959,0.011951947815643599,1,0.07015795402928238,0.08741383283189957,-0.017255878802617197,1,0.6479983470957834,0.6235778009783601,0.02442054611742328,1,-3.260327536142027e-07,-0.015766986741994116
deepseek-coder-6.7b,command_exec_assign_chain_00,clean_heldout,19,24281, vulnerable,clean,-1,1.0000001578808406,1.0000000276081042,180.74215698242188,167.31898498535156,81,82,0.022721186752516418,0.022898516355335883,-0.00017732960281946486,1,0.010103608059244325,0.009321368245214564,0.0007822398140297608,1,0.010352810805683827,0.012927075855277552,-0.002574265049593724,0,0.0899110428540581,0.060014569288182336,0.029896473565875763,1,0.022337143256508714,0.013505855402104748,0.008831287854403966,1,0.04060844078963322,0.04058528348672168,2.3157302911545885e-05,1,0.0721630891849811,0.06746870923832628,0.0046943799466548225,1,0.731802836178215,0.773278649736941,-0.04147581355872609,1,1.302727365773415e-07,0.044050208881056395
deepseek-coder-6.7b,command_exec_assign_chain_00,clean_heldout,23,5723, safe,clean,-1,1.0000000462111223,1.0000000946580423,54.092384338378906,42.916893005371094,81,82,0.04322248087913507,0.049566851465182686,-0.006344370586047615,1,0.031478441687479736,0.049190380589792713,-0.017711938902312978,1,0.04082734008914249,0.049818910424210466,-0.008991570335067978,0,0.11146657104324234,0.10204865259418194,0.009417918449060397,1,0.06211223355391362,0.057427752539622234,0.004684481014291385,1,0.03974135013352703,0.02638939893799721,0.013351951195529822,1,0.08152282076952924,0.09430489733548283,-0.012782076565953593,1,0.5896288080551528,0.5712532507715722,0.018375557283580646,1,-4.8446919913291975e-08,-0.009384035395432581
deepseek-coder-6.7b,command_exec_assign_chain_00,clean_heldout,23,24281, vulnerable,clean,-1,1.0000002440969706,1.0000000179786646,180.74215698242188,167.31898498535156,81,82,0.017739660266839468,0.016723317601423354,0.0010163426654161145,1,0.007448812497121704,0.006900563730306893,0.0005482487668148107,1,0.009930733402940772,0.01201356964183396,-0.0020828362388931876,0,0.07262354943997286,0.051607578459082995,0.021015970980889864,1,0.022259468912734504,0.012299632549634513,0.00995983636309999,1,0.03598043254936602,0.036784867840514664,-0.000804435291148646,1,0.04342181063144538,0.039494334610761385,0.003927476020683995,1,0.7905957763965501,0.8241761535451069,-0.03358037714855677,1,2.2611830616942052e-07,0.03566343950575613
deepseek-coder-6.7b,command_exec_assign_chain_00,clean_heldout,27,5723, safe,clean,-1,1.00000035925532,1.0000001577200026,54.092384338378906,42.916893005371094,81,82,0.03999043021787421,0.04301384698361108,-0.0030234167657368707,1,0.017960455991950702,0.02183052709108898,-0.0038700710991382767,1,0.03797719040157915,0.05230959970466843,-0.01433240930308928,0,0.10748120181679907,0.11323697520893913,-0.005755773392140062,1,0.07922981100195856,0.07890508660448564,0.00032472439747291415,1,0.04377695339810704,0.030670631933055352,0.013106321465051689,1,0.03924886980073828,0.049159848792345806,-0.009910978991607526,1,0.6343354466263129,0.6108736414018081,0.023461805224504806,1,2.0153531739286468e-07,-0.009129194386098133
deepseek-coder-6.7b,command_exec_assign_chain_00,clean_heldout,27,24281, vulnerable,clean,-1,1.0000002952330498,0.9999999627401917,180.74215698242188,167.31898498535156,81,82,0.01671061367188562,0.016689526951742348,2.1086720143271426e-05,1,0.00614661969149442,0.006034583109319395,0.00011203658217502459,1,0.012848445084678028,0.014100121113831954,-0.001251676029153926,0,0.05842785557307238,0.05087794391164057,0.0075499116614318115,1,0.024186563927463753,0.01489525682357343,0.009291307103890322,1,0.02787942703714254,0.02748785073358716,0.00039157630355537987,1,0.010007760538323678,0.007340463492091774,0.0026672970462319045,1,0.8437930097089894,0.862574216604405,-0.018781206895415625,1,3.324928581627251e-07,0.020033215417427717
deepseek-coder-6.7b,command_exec_assign_chain_02,clean_heldout,0,5723, safe,clean,-1,1.000000450052951,1.0000003311741348,51.98341369628906,66.0750732421875,81,81,0.11656813541075017,0.09065178703737141,0.025916348373378764,1,0.02665101476722188,0.0019101862493926501,0.02474082851782923,1,0.013711771256661339,0.02482754778411799,-0.011115776527456652,1,-0.004577109153245839,0.028200566157169166,-0.032777675310415005,1,0.07823354591720319,0.04687185232346847,0.03136169359373472,1,0.053168578349279544,0.0803931266287498,-0.027224548279470254,1,0.38243598803564066,0.369698015086613,0.012737972949027676,1,0.33380852546944,0.35744724990725235,-0.023638724437812342,1,1.1887881613131812e-07,0.034754619844085136
deepseek-coder-6.7b,command_exec_assign_chain_02,clean_heldout,0,24281, vulnerable,clean,-1,1.0000004780532992,1.0000002451723344,170.84552001953125,175.23907470703125,81,81,0.07711942652895781,0.06573421275505535,0.011385213773902461,1,0.007370545437780424,0.017213902609322,-0.009843357171541575,1,0.005358410466545579,0.007579456649080307,-0.0022210461825347277,1,0.03483746825579563,0.04739295583962836,-0.01255548758383273,1,0.035586395594726615,0.03386282680061888,0.0017235687941077327,1,0.027869367356582773,0.02273875865582787,0.005130608700754904,1,0.31990823158037907,0.31996569702608335,-5.746544570428558e-05,1,0.4919506328325314,0.4855124348367181,0.0064381979958132995,1,2.3288096507971534e-07,-0.004216918932313492
deepseek-coder-6.7b,command_exec_assign_chain_02,clean_heldout,3,5723, safe,clean,-1,1.0000001355148394,0.9999999854258573,51.98341369628906,66.0750732421875,81,81,0.1120526218726013,0.08546272218647481,0.02658989968612649,1,0.03670403155486037,0.012190113292053249,0.024513918262807122,1,0.019087703051250116,0.026486627137469354,-0.007398924086219238,1,-0.004335062952727054,0.03286234574407197,-0.03719740869679902,1,0.06518610093791921,0.04893944819313268,0.01624665274478653,1,0.061762992298537614,0.07679864556043774,-0.015035653261900123,1,0.3626102934566607,0.3456497957031978,0.016960497753462866,1,0.3469314552957371,0.3716102876090197,-0.024678832313282606,1,1.5008898201357423e-07,0.032077906488483854
deepseek-coder-6.7b,command_exec_assign_chain_02,clean_heldout,3,24281, vulnerable,clean,-1,0.9999999825995926,1.0000000531458282,170.84552001953125,175.23907470703125,81,81,0.07479804453903673,0.06473494635727793,0.010063098181758795,1,0.01959090313215958,0.027212977079401936,-0.007622073947242354,1,0.0054935631380100556,0.007614590123074269,-0.002121026985064213,1,0.035147965836095495,0.04973184897419715,-0.014583883138101654,1,0.026763774969841107,0.031201382196426073,-0.004437607226584966,1,0.03156067097383368,0.024655177129096227,0.006905493844737452,1,0.2969397098039486,0.29598620447634144,0.0009535053276071848,1,0.5097053502066672,0.49886292681001304,0.010842423396654144,1,-7.054623561014717e-08,-0.008721466957825542
deepseek-coder-6.7b,command_exec_assign_chain_02,clean_heldout,7,5723, safe,clean,-1,1.0000001922898956,1.0000000344479736,51.98341369628906,66.0750732421875,81,81,0.1307907380596506,0.10679118289578962,0.023999555163860986,1,0.06332452731965402,0.04576960207909286,0.01755492524056116,1,0.002642624645789579,0.02682346066274973,-0.024180836016960153,1,0.020246954102254768,0.05316462691905184,-0.03291767281679707,1,0.040259981804492036,0.04326207161902875,-0.0030020898145367153,1,0.06859652030742967,0.057051246986601786,0.011545273320827887,1,0.33848142397840814,0.3119731821234045,0.02650824185500361,1,0.33565742207221666,0.3551646611622544,-0.019507239090037765,1,1.5784192194251423e-07,0.04368823294891986
deepseek-coder-6.7b,command_exec_assign_chain_02,clean_heldout,7,24281, vulnerable,clean,-1,0.999999893242613,1.0000000490217118,170.84552001953125,175.23907470703125,81,81,0.07473184388213357,0.07027890673462193,0.004452937147511632,1,0.04095903800279408,0.05003464550175507,-0.00907560749896099,1,-0.0024081161306381523,0.005774713780821193,-0.008182829911459345,1,0.0431486100311016,0.05844236925308599,-0.015293759221984393,1,0.015206742961096125,0.02229945360360837,-0.007092710642512243,1,0.03343195160926839,0.02571010285505824,0.007721848754210146,1,0.2717050465310933,0.27002971399066983,0.0016753325404234576,1,0.523224776355764,0.4974301433020914,0.025794633053672633,1,-1.5577909910288734e-07,-0.01761195892131239
deepseek-coder-6.7b,command_exec_assign_chain_02,clean_heldout,11,5723, safe,clean,-1,1.0000001225259103,1.0000002183020513,51.98341369628906,66.0750732421875,81,81,0.15669523009895145,0.13298470784387487,0.023710522255076583,1,0.053551357346442466,0.03504792166632489,0.01850343568011758,1,0.023560470579643823,0.048195102498838994,-0.024634631919195172,1,0.06364133736517713,0.08151181019149731,-0.017870472826320177,1,0.027733696350857557,0.03429661006745772,-0.006562913716600161,1,0.08007222763211413,0.05226973864732269,0.027802488984791443,1,0.23568328706078456,0.22036931410116078,0.015313972959623778,1,0.3590625160919393,0.395325013285574,-0.036262497193634724,1,-9.577614085154451e-08,0.06089703333668904
deepseek-coder-6.7b,command_exec_assign_chain_02,clean_heldout,11,24281, vulnerable,clean,-1,1.0000000111641711,1.0000000554417279,170.84552001953125,175.23907470703125,81,81,0.0869087073610717,0.08081755489648063,0.006091152464591076,1,0.02974946701130314,0.03565345877124271,-0.005903991759939567,1,0.002599220531801722,0.008850031904231438,-0.006250811372429716,1,0.06066399029572282,0.08254686759325726,-0.021882877297534437,1,0.00638481497272995,0.01142234876504102,-0.00503753379231107,1,0.0382347958487838,0.034233723988435126,0.004001071860348676,1,0.20069155144911724,0.19711466907957775,0.003576882369539486,1,0.5747674636936408,0.549361400443462,0.0254060632501788,1,-4.427755674607514e-08,-0.019155296155305836
deepseek-coder-6.7b,command_exec_assign_chain_02,clean_heldout,15,5723, safe,clean,-1,1.0000002673748627,1.0000001814861321,51.98341369628906,66.0750732421875,81,81,0.14189720098549657,0.12039320202865464,0.021503998956841935,1,0.04451703204964505,0.03155501239298942,0.012962019656655631,1,0.03269933199482797,0.03732972701591877,-0.004630395021090805,1,0.08348576925348973,0.09242722803692288,-0.008941458783433151,1,0.04262801194665572,0.05069495624774049,-0.008066944301084768,1,0.08720839707618858,0.06485806786324479,0.02235032921294379,1,0.13782556870425489,0.13204366723718194,0.005781901467072942,1,0.42973895536430423,0.47069832066347916,-0.04095936529917493,1,8.588873064152569e-08,0.04558984620899638
deepseek-coder-6.7b,command_exec_assign_chain_02,clean_heldout,15,24281, vulnerable,clean,-1,0.9999999788927388,1.0000000590769025,170.84552001953125,175.23907470703125,81,81,0.07496466299090425,0.06773361170005873,0.0072310512908455166,1,0.021835102671188725,0.023367829135620386,-0.0015327264644316614,1,0.008301428204998542,0.01780350701840303,-0.009502078813404487,1,0.04282987660682567,0.06205227675489626,-0.01922240014807059,1,0.020392739637064627,0.03230838972852291,-0.011915650091458282,1,0.03997416792029611,0.035554479662057215,0.0044196882582388936,1,0.12929263777837638,0.12638148201009397,0.0029111557682824085,1,0.6624093630830845,0.63479848306725,0.02761088001583456,1,-8.018416364219405e-08,-0.018108881386593716
