model,condition,condition_kind,condition_order,layer,target_token,target,ast_role,token_identical,n_pairs,mean_delta_frac,sign_consistency,n_nonzero,degenerate,median_delta_frac,sign_test_p,permutation_p,permutation_effect_size,mean_frac_unsafe,mean_frac_safe,token_count_matched_frac,median_abs_rho_minus_one
deepseek-coder-6.7b,clean_heldout,clean,-1,7,24281, vulnerable,trusted_expr,1,72,0.00035482562849037294,0.5416666666666666,72,0,0.001473710692569334,0.555997717760971,0.84,0.24671755848175267,0.05796268130628798,0.057607855677797616,1.0,1.0388954307938292e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,11,5723, safe,other,0,72,0.025814625184085047,0.6388888888888888,72,0,0.020715086637555558,0.02446090732832437,0.0,3.407377102513864,0.42585981840423937,0.40004519322015436,1.0,3.0881131352078484e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,11,5723, safe,signature,1,72,0.0014556203488858717,0.5138888888888888,72,0,0.00040989877240484723,0.906294324703081,0.602,0.5445055760421194,0.18291443739982982,0.18145881705094397,1.0,3.0881131352078484e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,11,5723, safe,sink_arg,0,72,0.01589422279557208,0.6388888888888888,72,0,0.012825234797052512,0.02446090732832437,0.0,3.3991964909865624,0.02510317910913908,0.009208956313567001,0.6111111111111112,3.0881131352078484e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,11,5723, safe,sink_call,1,72,-0.011810297984321686,0.4166666666666667,72,0,-0.003399573750309276,0.1945051658673991,0.03,-2.2461364765967304,0.09307277400024762,0.10488307198456931,1.0,3.0881131352078484e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,11,5723, safe,source_expr,1,72,-0.012191168547940667,0.2361111111111111,72,0,-0.012728019580989885,8.14003082672391e-06,0.0,-3.3839948146879646,0.11492369257465566,0.12711486112259632,1.0,3.0881131352078484e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,11,5723, safe,taint_chain,1,72,-0.026894200929083692,0.1111111111111111,72,0,-0.021259271943072727,5.765519304519332e-12,0.0,-5.6961305746958315,0.040863632668832174,0.06775783359791587,1.0,3.0881131352078484e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,11,5723, safe,trust_chain,1,72,0.018164234456931137,0.7916666666666666,72,0,0.014229272138597888,6.539968221733264e-07,0.0,5.5705548723319875,0.05541232178234902,0.037248087325417886,1.0,3.0881131352078484e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,11,5723, safe,trusted_expr,1,72,-0.010433039601716959,0.2777777777777778,72,0,-0.006604684301440539,0.00020771603022674048,0.0,-3.808997119266276,0.061850373591407354,0.07228341319312431,1.0,3.0881131352078484e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,11,24281, vulnerable,other,0,72,0.004073672351296809,0.5555555555555556,72,0,0.004176580291401055,0.40957939592707177,0.19,1.3572736454297496,0.5725483222683978,0.5684746499171011,1.0,1.2274366134601422e-07
