model,program_id,base_id,member,condition,condition_kind,condition_order,layer,target_token,target,score,rho,n_tokens,frac_source_expr,frac_trusted_expr,frac_sink_arg,frac_sink_call,frac_taint_chain,frac_trust_chain,frac_signature,frac_other,ntok_source_expr,ntok_trusted_expr,ntok_sink_arg,ntok_sink_call,ntok_taint_chain,ntok_trust_chain,ntok_signature,ntok_other
deepseek-coder-6.7b,command_exec_direct_00_unsafe,command_exec_direct_00,unsafe,clean_heldout,clean,-1,19,24281, vulnerable,191.36825561523438,1.0000002470312213,48,0.03174328490729236,0.01088301857815566,0.022495592885147003,0.07023997334651091,0.01751091973773493,0.028419900693776107,0.06102350128194292,0.7576840556006612,8,5,2,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_unsafe,command_exec_direct_00,unsafe,clean_heldout,clean,-1,19,5723, safe,60.918067932128906,1.0000007691757629,48,0.08984165711787977,0.05123206918595898,0.035951965445461434,0.028235844183679616,-0.007017320250172425,0.054446427180367137,0.11906950394400359,0.6282406223685847,8,5,2,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_unsafe,command_exec_direct_00,unsafe,clean_heldout,clean,-1,23,24281, vulnerable,191.36825561523438,1.0000003262603048,48,0.026714844485059015,0.009607981237780578,0.01842852411960362,0.05098862385290926,0.015633177843018903,0.02633950271687779,0.03177621302055135,0.8205114589845042,8,5,2,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_unsafe,command_exec_direct_00,unsafe,clean_heldout,clean,-1,23,5723, safe,60.918067932128906,1.0000009005006913,48,0.07231041942860572,0.059699918921805366,0.04303259073218335,0.07576272706371837,-0.012454877500625263,0.05346454747313377,0.12367151494404327,0.5845140594378269,8,5,2,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_unsafe,command_exec_direct_00,unsafe,clean_heldout,clean,-1,27,24281, vulnerable,191.36825561523438,1.0000002762505957,48,0.024471285228668885,0.009782499665735028,0.017372598450067018,0.050394831655538284,0.009778571694118172,0.011791097249254675,0.000250255007857407,0.8761591372993562,8,5,2,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_unsafe,command_exec_direct_00,unsafe,clean_heldout,clean,-1,27,5723, safe,60.918067932128906,1.0000007634885832,48,0.06701547242801284,0.04131876635324666,0.041753336104978514,0.09183343268016782,-0.017176304597237978,0.017925428709926403,0.07541080560850609,0.6819198262009829,8,5,2,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_safe,command_exec_direct_00,safe,clean_heldout,clean,-1,0,24281, vulnerable,204.87075805664062,1.00000019841957,47,0.061439711278461644,0.03441191767754746,0.01119438526381959,0.04961502733930738,0.018453812532538482,0.02171642959659358,0.331019689284496,0.47214922544680593,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_safe,command_exec_direct_00,safe,clean_heldout,clean,-1,0,5723, safe,60.950443267822266,0.9999997269158982,47,0.10201423782370943,0.0236197319304362,0.033354250646506683,0.010950116045438815,0.030083704496922697,0.04104982322183045,0.41757174512462397,0.34135611762643,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_safe,command_exec_direct_00,safe,clean_heldout,clean,-1,3,24281, vulnerable,204.87075805664062,1.0000000385492567,47,0.06456284287599962,0.03739762132059128,0.011859751834258003,0.050799989302799484,0.018363380922376122,0.015799026182352544,0.3070824300296952,0.49413499608118433,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_safe,command_exec_direct_00,safe,clean_heldout,clean,-1,3,5723, safe,60.950443267822266,0.9999996891437463,47,0.10687683446017857,0.02883468186907917,0.03727718371367059,0.007548977997931253,0.028205320072991306,0.03350653573916623,0.39833616819567946,0.35941398709504957,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_safe,command_exec_direct_00,safe,clean_heldout,clean,-1,7,24281, vulnerable,204.87075805664062,0.9999999391940028,47,0.07442240194069934,0.04102322429497163,0.01416397328101853,0.06145327901664518,0.019313531362814038,0.013719974871354294,0.27148722589936547,0.5044163285271341,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_safe,command_exec_direct_00,safe,clean_heldout,clean,-1,7,5723, safe,60.950443267822266,0.9999995793722497,47,0.1336625507890467,0.06447122128350266,0.030684572644044145,0.020895475979927264,0.01954014369154426,0.03985656549218031,0.3757835650784185,0.31510548441358566,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_safe,command_exec_direct_00,safe,clean_heldout,clean,-1,11,24281, vulnerable,204.87075805664062,1.000000045459029,47,0.08687352686561411,0.0303882184935558,0.01566896651822788,0.08283398866487765,0.021360901876413724,0.02135328919830394,0.2050712638141916,0.5364498900278444,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_safe,command_exec_direct_00,safe,clean_heldout,clean,-1,11,5723, safe,60.950443267822266,0.9999996582781528,47,0.1608024004785892,0.0597140091954502,0.03205585871590651,0.038483765111520726,0.012665290301279407,0.04730673202957379,0.3106780767531536,0.33829352569267923,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_safe,command_exec_direct_00,safe,clean_heldout,clean,-1,15,24281, vulnerable,204.87075805664062,1.0000001288127047,47,0.07332125711680375,0.01637572051615529,0.0207860664168605,0.058373241851321395,0.022082923925680804,0.019650658431777372,0.13669212628319857,0.6527181342709072,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_safe,command_exec_direct_00,safe,clean_heldout,clean,-1,15,5723, safe,60.950443267822266,0.9999997093133419,47,0.15087388178979097,0.04678654324317508,0.05269651446855019,0.024200550765991275,0.0009121145908574484,0.039208991895814393,0.22191336320667066,0.4634077493524919,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_safe,command_exec_direct_00,safe,clean_heldout,clean,-1,19,24281, vulnerable,204.87075805664062,1.000000058623964,47,0.03431089858678018,0.012710991391860799,0.012909531010150889,0.06834475857656663,0.01845469581965693,0.019243307127519566,0.0709559141507298,0.7630699619606991,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_safe,command_exec_direct_00,safe,clean_heldout,clean,-1,19,5723, safe,60.950443267822266,0.9999997549699722,47,0.09944298940410606,0.0488651763028223,0.02626256799046026,0.04295350080773046,-0.011206669391072972,0.031577020289973716,0.14342321577986394,0.6186819537860884,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_safe,command_exec_direct_00,safe,clean_heldout,clean,-1,23,24281, vulnerable,204.87075805664062,1.0000001172479278,47,0.028497874231063067,0.010795251642797666,0.01039301924341652,0.049157784277871,0.016572746130573995,0.018194335594920757,0.041287916656076534,0.8251011894712083,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_safe,command_exec_direct_00,safe,clean_heldout,clean,-1,23,5723, safe,60.950443267822266,0.9999996722746298,47,0.07787024260406301,0.054330915238888125,0.031067080102990443,0.08180048024310993,-0.016574166015919718,0.03276499823066928,0.1375795807656289,0.6011605411051998,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_safe,command_exec_direct_00,safe,clean_heldout,clean,-1,27,24281, vulnerable,204.87075805664062,1.000000178199394,47,0.027075075318846866,0.010639327063984808,0.010148800247050402,0.047240239514415985,0.011127632207250486,0.010709088235425553,0.0077539368421082056,0.8753060787703116,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_00_safe,command_exec_direct_00,safe,clean_heldout,clean,-1,27,5723, safe,60.950443267822266,0.9999996581559129,47,0.07433053943409143,0.04172861421826218,0.030085387496883956,0.09687797277837433,-0.018002991910397136,0.016345314693180717,0.08425642507385094,0.6743783963716665,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_unsafe,command_exec_direct_08,unsafe,clean_heldout,clean,-1,0,24281, vulnerable,198.21737670898438,1.0000001944799424,47,0.07115960027702531,0.03263293597003057,0.005250683602335083,0.0577193593081404,0.020929657462133114,0.0029674990015683923,0.31482763638579614,0.49451282247291345,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_unsafe,command_exec_direct_08,unsafe,clean_heldout,clean,-1,0,5723, safe,58.34257507324219,1.000000018389377,47,0.11496365987358177,0.028596061462953563,0.010399209018137385,0.013289223608309933,0.040708565824096474,0.013919807220810354,0.3892215988618463,0.3889018925196412,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_unsafe,command_exec_direct_08,unsafe,clean_heldout,clean,-1,3,24281, vulnerable,198.21737670898438,0.9999999473017241,47,0.07365783827220831,0.036008549364129165,0.0065096458635448065,0.05729989471434772,0.020030645624598643,-0.0029051171732045592,0.29334383587969637,0.5160546547564036,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_unsafe,command_exec_direct_08,unsafe,clean_heldout,clean,-1,3,5723, safe,58.34257507324219,0.9999999228029279,47,0.11543501593690834,0.03250697093519332,0.014829807583040215,0.008457672262815614,0.04383277589819275,0.0037456496966063375,0.3678847260760908,0.4133073044140807,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_unsafe,command_exec_direct_08,unsafe,clean_heldout,clean,-1,7,24281, vulnerable,198.21737670898438,0.9999999451216243,47,0.09149622073645647,0.03546632515160841,0.010652436998734601,0.06045281256192085,0.017603711554032238,-0.0012347784886716888,0.26543229210288716,0.5201309245046563,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_unsafe,command_exec_direct_08,unsafe,clean_heldout,clean,-1,7,5723, safe,58.34257507324219,0.9999998805329018,47,0.15336138063995242,0.03465174331743118,0.015259695026649395,0.024851679867133568,0.043381224746890254,0.012521407482374314,0.3446648231040421,0.3713079263484286,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_unsafe,command_exec_direct_08,unsafe,clean_heldout,clean,-1,11,24281, vulnerable,198.21737670898438,0.9999999733407616,47,0.10546989222197337,0.03432512311729042,0.017378635037759497,0.07483488891947992,0.015252674427426033,0.0013547928354487714,0.20066114556247572,0.5507228212189079,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_unsafe,command_exec_direct_08,unsafe,clean_heldout,clean,-1,11,5723, safe,58.34257507324219,0.9999999478967653,47,0.17974966209621995,0.044495804373742495,0.033654421254105164,0.028799438394353047,0.03951373035883772,0.009754436596566688,0.2839443992528911,0.3800880555700492,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_unsafe,command_exec_direct_08,unsafe,clean_heldout,clean,-1,15,24281, vulnerable,198.21737670898438,0.9999999138860557,47,0.07376484621841431,0.020409318708258038,0.01986599365807328,0.06506643279670007,0.0073213818386791635,0.0013543396753819409,0.1312030534590459,0.6810145475315029,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_unsafe,command_exec_direct_08,unsafe,clean_heldout,clean,-1,15,5723, safe,58.34257507324219,1.0000000179424129,47,0.1598318938272076,0.0441667862384822,0.03562182509450015,0.019193064504916126,0.02911689663522459,0.014666229477618772,0.18849403777168217,0.5089092843927813,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_unsafe,command_exec_direct_08,unsafe,clean_heldout,clean,-1,19,24281, vulnerable,198.21737670898438,0.9999999814691513,47,0.0399381288758146,0.015844354656258358,0.016841827696800725,0.06977081164098894,0.003950891829596284,-0.0005465868178622111,0.06627908657956075,0.7879214670079937,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_unsafe,command_exec_direct_08,unsafe,clean_heldout,clean,-1,19,5723, safe,58.34257507324219,1.000000021007309,47,0.1100158268785803,0.04722898248071028,0.03743621501572234,0.03909023047808669,0.03191879814257158,0.015712685402107185,0.11867455696803406,0.5999227256414965,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_unsafe,command_exec_direct_08,unsafe,clean_heldout,clean,-1,23,24281, vulnerable,198.21737670898438,0.9999999916554798,47,0.0301971197967674,0.013629496264407013,0.014370549493032302,0.05032788470307899,0.004335918513585521,-0.0009736001201735992,0.03703290266002926,0.851079720344753,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_unsafe,command_exec_direct_08,unsafe,clean_heldout,clean,-1,23,5723, safe,58.34257507324219,1.0000001477535356,47,0.07962368224687424,0.05451267832301436,0.04627958875272359,0.08457192913056137,0.036187305587506755,0.0160434645756196,0.12414543237135807,0.5586360667658778,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_unsafe,command_exec_direct_08,unsafe,clean_heldout,clean,-1,27,24281, vulnerable,198.21737670898438,1.0000000655533474,47,0.02597957732250434,0.013703834587321159,0.011141264100633284,0.04919097901598137,0.005356506250801555,0.000894302070084741,0.004078363846929079,0.8896552383590919,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_unsafe,command_exec_direct_08,unsafe,clean_heldout,clean,-1,27,5723, safe,58.34257507324219,1.000000212850653,47,0.06676613725857118,0.03926823064394662,0.033792596989333706,0.09695701335202805,0.028161127157000358,0.0031120761501975,0.07332552177119156,0.6586175095283842,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_safe,command_exec_direct_08,safe,clean_heldout,clean,-1,0,24281, vulnerable,193.53509521484375,1.0000004739788833,47,0.08226598188238479,0.04148161338159309,-0.002502043363311088,0.04835826717676313,0.013870972001178537,0.008866720814047145,0.3233927397009828,0.48426622238524497,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_safe,command_exec_direct_08,safe,clean_heldout,clean,-1,0,5723, safe,55.0826301574707,1.000000885762479,47,0.1298583844057698,0.03220426342790002,0.010334308047096381,-0.0077244468774535415,0.05386247010907034,0.022488901340004256,0.39040153545660367,0.36857546985348816,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_safe,command_exec_direct_08,safe,clean_heldout,clean,-1,3,24281, vulnerable,193.53509521484375,1.0000001153379414,47,0.086980709813381,0.04729539432323025,-0.0033353804704074168,0.049211050045192516,0.015142407574524288,-0.0007871548098334876,0.2994806359293432,0.506012452932511,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_safe,command_exec_direct_08,safe,clean_heldout,clean,-1,3,5723, safe,55.0826301574707,1.000000518323558,47,0.13223024842704925,0.043891380812054036,0.010339572439809715,-0.01894891781096349,0.05738113609390744,0.0100922853020285,0.3712530552306192,0.3937617578290534,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_safe,command_exec_direct_08,safe,clean_heldout,clean,-1,7,24281, vulnerable,193.53509521484375,1.0000000702190939,47,0.10703322109308058,0.04538765241633314,-0.0052559287385296,0.05188146509044693,0.018562609630484166,-0.004247960132860636,0.2711704894910449,0.5154685213690944,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_safe,command_exec_direct_08,safe,clean_heldout,clean,-1,7,5723, safe,55.0826301574707,1.0000004187031768,47,0.17508683135600941,0.06220642218600388,-0.0019626716488518607,-0.01371191427749877,0.0533314189483753,0.014830539836993884,0.3578209877917337,0.3523988045104114,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_safe,command_exec_direct_08,safe,clean_heldout,clean,-1,11,24281, vulnerable,193.53509521484375,1.0000001071765117,47,0.13008021438761538,0.033486180477036095,-0.012622473433234128,0.07550770585321137,0.01771280799375741,0.000785137550778507,0.20947383657753102,0.545576697769816,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_safe,command_exec_direct_08,safe,clean_heldout,clean,-1,11,5723, safe,55.0826301574707,1.0000004941116798,47,0.2134870583762091,0.04875230191928699,-0.0064818362804294665,0.007165740138598898,0.04393451258211717,0.01083791700526144,0.30315787686290896,0.3791469235077268,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_safe,command_exec_direct_08,safe,clean_heldout,clean,-1,15,24281, vulnerable,193.53509521484375,1.0000001227294248,47,0.09512606956861369,0.0204079754235734,-0.0025699215126941143,0.056376099818260174,0.008432451136281927,0.0015241045074764754,0.13802059074894926,0.6826827530389641,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_safe,command_exec_direct_08,safe,clean_heldout,clean,-1,15,5723, safe,55.0826301574707,1.0000005164298915,47,0.19049976864590115,0.05732252982271438,0.004681134791930597,-0.01111143656323892,0.030394655755592907,0.015648662173784682,0.19793953097565642,0.5146256708275503,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_safe,command_exec_direct_08,safe,clean_heldout,clean,-1,19,24281, vulnerable,193.53509521484375,1.0000001340861315,47,0.044705641729625184,0.017640085188868372,0.005165194890064395,0.06935902926458838,0.004766787766598,0.00045129503621078003,0.06741751690121849,0.7904945833089578,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_safe,command_exec_direct_08,safe,clean_heldout,clean,-1,19,5723, safe,55.0826301574707,1.0000006488512807,47,0.13224784167040582,0.05507900823308169,0.014774268727049629,0.005538035359630586,0.034073350622154476,0.016790089641451508,0.11981786058231189,0.621680194015195,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_safe,command_exec_direct_08,safe,clean_heldout,clean,-1,23,24281, vulnerable,193.53509521484375,1.0000000987456006,47,0.03407558734693272,0.014518942326771811,0.004953547457779058,0.05094553419153451,0.005056528994503574,0.0001949987315228675,0.03769424569333732,0.8525607140032189,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_safe,command_exec_direct_08,safe,clean_heldout,clean,-1,23,5723, safe,55.0826301574707,1.0000004435913645,47,0.09618062056843096,0.06126138064316063,0.02374623526125862,0.07436587246281592,0.03796092663630613,0.017634357560305937,0.13012926338115352,0.5587217870779327,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_safe,command_exec_direct_08,safe,clean_heldout,clean,-1,27,24281, vulnerable,193.53509521484375,1.000000123114398,47,0.028608948008161737,0.014679539245934448,0.005111986371720586,0.050257763267791834,0.005722700309401588,0.0016090919394413188,0.0032854438384583157,0.8907246501334882,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_08_safe,command_exec_direct_08,safe,clean_heldout,clean,-1,27,5723, safe,55.0826301574707,1.000000458875958,47,0.07399284330320077,0.04411751542513595,0.018573576078834975,0.1011692163193655,0.02810227243176239,0.00571826736285665,0.07758005527913171,0.6507467126756699,8,5,1,5,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_09_unsafe,command_exec_direct_09,unsafe,clean_heldout,clean,-1,0,24281, vulnerable,215.86227416992188,1.000000295676486,52,0.059789353327067175,0.021151652336777883,0.007461601715058229,0.07407033845560818,0.017852934419566334,0.014852287186102816,0.3467265652612349,0.45809556297507037,8,5,1,10,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_09_unsafe,command_exec_direct_09,unsafe,clean_heldout,clean,-1,0,5723, safe,67.6788558959961,1.0000005402808076,52,0.07782893767656941,0.006590001984600492,0.009684174730292172,0.053088906214648776,0.02942557208462413,0.026434869044549857,0.43107646406137073,0.36587161448415195,8,5,1,10,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_09_unsafe,command_exec_direct_09,unsafe,clean_heldout,clean,-1,3,24281, vulnerable,215.86227416992188,1.0000000793855037,52,0.05994048358335395,0.02510055865304752,0.011115538904695424,0.07332598317910916,0.019412234700549598,0.01323412786947532,0.3227872617606517,0.475083890734621,8,5,1,10,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_09_unsafe,command_exec_direct_09,unsafe,clean_heldout,clean,-1,3,5723, safe,67.6788558959961,1.0000003059875717,52,0.0780867881025152,0.011228760801023313,0.010321917340797671,0.050320717843095775,0.03482929740830678,0.022436274208173432,0.4030183141607924,0.389758236122867,8,5,1,10,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_09_unsafe,command_exec_direct_09,unsafe,clean_heldout,clean,-1,7,24281, vulnerable,215.86227416992188,1.0000000978512622,52,0.07418369619181525,0.03044308100800537,0.01657906409599378,0.08508854503767428,0.022836264016028417,0.013250843557265805,0.287320179546539,0.4702984243979404,8,5,1,10,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_09_unsafe,command_exec_direct_09,unsafe,clean_heldout,clean,-1,7,5723, safe,67.6788558959961,1.0000003201888297,52,0.11625209951619163,0.026672107335223766,0.005086203248031773,0.07440813643611238,0.034539272050681316,0.021291706642143898,0.3622363051398785,0.35951448982056633,8,5,1,10,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_09_unsafe,command_exec_direct_09,unsafe,clean_heldout,clean,-1,11,24281, vulnerable,215.86227416992188,1.0000001887304062,52,0.08604171466613357,0.029878238997583368,0.03213901381942849,0.09974826863667893,0.02738470518847085,0.014647717231873046,0.2062371453469878,0.5039233848432502,8,5,1,10,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_09_unsafe,command_exec_direct_09,unsafe,clean_heldout,clean,-1,11,5723, safe,67.6788558959961,1.0000003988461854,52,0.1407050297035539,0.0408381517680812,0.019671311393681046,0.08012750123301265,0.037039080974405586,0.00766241802250033,0.26505231544427266,0.4089045903066779,8,5,1,10,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_09_unsafe,command_exec_direct_09,unsafe,clean_heldout,clean,-1,15,24281, vulnerable,215.86227416992188,1.0000001935625673,52,0.06262538657288776,0.018585650193507344,0.02930334705851167,0.07877292957083783,0.022396725396292436,0.014540474181349072,0.13578181660540406,0.6379938639837772,8,5,1,10,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_09_unsafe,command_exec_direct_09,unsafe,clean_heldout,clean,-1,15,5723, safe,67.6788558959961,1.000000310170888,52,0.11721437824773304,0.04041750433979877,0.036981685874435496,0.04544170907850732,0.0290398033864578,0.006820958255202489,0.1741263833443263,0.5499578876444268,8,5,1,10,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_09_unsafe,command_exec_direct_09,unsafe,clean_heldout,clean,-1,19,24281, vulnerable,215.86227416992188,1.0000001115538906,52,0.035196440326400055,0.016963693626628022,0.015058765705904182,0.07218226207543252,0.018146955131037163,0.01331957373159913,0.07627619335050453,0.7528562276063849,8,5,1,10,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_09_unsafe,command_exec_direct_09,unsafe,clean_heldout,clean,-1,19,5723, safe,67.6788558959961,1.0000004019836726,52,0.08699899097705699,0.047387889443147084,0.02124497635670638,0.03873344413593744,0.026699656234615964,0.00720297980281492,0.1141289920075443,0.6576034730258495,8,5,1,10,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_09_unsafe,command_exec_direct_09,unsafe,clean_heldout,clean,-1,23,24281, vulnerable,215.86227416992188,1.000000116731206,52,0.028287278466122962,0.01572209137036775,0.012459365667025995,0.050523566311608675,0.017159108154258043,0.014188621061374522,0.045340356787446766,0.8163197289130012,8,5,1,10,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_09_unsafe,command_exec_direct_09,unsafe,clean_heldout,clean,-1,23,5723, safe,67.6788558959961,1.00000019529482,52,0.07178331086543124,0.055358960140079766,0.025179756133689363,0.0779839883329897,0.02555545404824118,0.008368694803474951,0.12337108840019895,0.6123989425707148,8,5,1,10,2,2,5,19
deepseek-coder-6.7b,command_exec_direct_09_unsafe,command_exec_direct_09,unsafe,clean_heldout,clean,-1,27,24281, vulnerable,215.86227416992188,1.0000001122787145,52,0.021852142117723593,0.015387215081975542,0.007190394878682383,0.048799939556567765,0.006026300210295651,0.008604240207556506,0.01245066908863785,0.8796892111372754,8,5,1,10,2,2,5,19
