model,split,scope,style,variant,cell,kind,accuracy,ci_lo,ci_hi,n,n_bases,mean_margin_correct,margin_ci_lo,margin_ci_hi,says_inner_rate,argmax_is_a_choice,chance,above_chance,verbalised
deepseek-coder-1.3b,calib,cell,binding,,ab_source,word,0.0,0.0,0.0,120,60,-0.5887327005465826,-0.6195291444038351,-0.5590166467862825,1.0,1.0,0.5,0,0
deepseek-coder-1.3b,calib,cell,binding,,ab_target,word,1.0,1.0,1.0,120,60,0.766523452103138,0.7337961395271122,0.798391851335764,1.0,1.0,0.5,1,1
deepseek-coder-1.3b,calib,cell,binding,,ba_source,word,0.0,0.0,0.0,120,60,-0.5901741738120715,-0.6198247899425526,-0.5603320144799849,1.0,1.0,0.5,0,0
deepseek-coder-1.3b,calib,cell,binding,,ba_target,word,1.0,1.0,1.0,120,60,0.7638780154287815,0.7326311614488562,0.7947207092617948,1.0,1.0,0.5,1,1
deepseek-coder-1.3b,calib,cell,pyscope,,ab_source,word,0.0,0.0,0.0,120,60,-1.3327969501415888,-1.3583889005581538,-1.307780624528726,1.0,1.0,0.5,0,0
deepseek-coder-1.3b,calib,cell,pyscope,,ab_target,word,1.0,1.0,1.0,120,60,1.5328993012507757,1.5124128503973284,1.5554350002979238,1.0,1.0,0.5,1,1
deepseek-coder-1.3b,calib,cell,pyscope,,ba_source,word,0.0,0.0,0.0,120,60,-1.3350667610764504,-1.3600108826905488,-1.3087832897156477,1.0,1.0,0.5,0,0
deepseek-coder-1.3b,calib,cell,pyscope,,ba_target,word,1.0,1.0,1.0,120,60,1.5350470220049222,1.5129665661106506,1.5582683880999684,1.0,1.0,0.5,1,1
deepseek-coder-1.3b,calib,cell,scope,,ab_source,word,0.5,0.5,0.5,120,60,-0.6967405577500662,-0.7311596454804142,-0.6632650367667278,0.5,1.0,0.5,0,0
deepseek-coder-1.3b,calib,cell,scope,,ab_target,word,0.5166666666666667,0.5,0.5416666666666666,120,60,0.6399591212471326,0.6087349280466636,0.6702835272625088,0.5166666666666667,1.0,0.5,0,0
