model,split,scope,style,variant,cell,kind,accuracy,ci_lo,ci_hi,n,n_bases,mean_margin_correct,margin_ci_lo,margin_ci_hi,says_inner_rate,argmax_is_a_choice,chance,above_chance,verbalised
deepseek-coder-1.3b,calib,cell,scope,,ba_source,word,0.49166666666666664,0.475,0.5,120,60,-0.7102137784163157,-0.7431582310547432,-0.6779685359448195,0.5083333333333333,1.0,0.5,0,0
deepseek-coder-1.3b,calib,cell,scope,,ba_target,word,0.5166666666666667,0.5,0.5416666666666666,120,60,0.6480862915515899,0.6188809203232328,0.6768459188317258,0.5166666666666667,1.0,0.5,0,0
deepseek-coder-1.3b,calib,cell,shadow,,ab_source,word,0.5,0.5,0.5,120,60,0.11896517823139827,0.11094803892076016,0.12705529527117806,0.5,1.0,0.5,0,0
deepseek-coder-1.3b,calib,cell,shadow,,ab_target,word,0.5,0.5,0.5,120,60,-0.0758859559893608,-0.08262595124542713,-0.06837742328643799,0.5,1.0,0.5,0,0
deepseek-coder-1.3b,calib,cell,shadow,,ba_source,word,0.5,0.5,0.5,120,60,0.12005758434534072,0.11222854244212309,0.1280115638052424,0.5,1.0,0.5,0,0
deepseek-coder-1.3b,calib,cell,shadow,,ba_target,word,0.5,0.5,0.5,120,60,-0.07617900421222051,-0.0827134910474221,-0.06885346355537574,0.5,1.0,0.5,0,0
deepseek-coder-1.3b,calib,cell,value,,ab_source,value,1.0,1.0,1.0,60,60,1.6501269189019998,1.5284995029928785,1.7720034641337892,0.0,1.0,0.5,1,1
deepseek-coder-1.3b,calib,cell,value,,ab_target,value,0.75,0.6333333333333333,0.85,60,60,0.3344907055298487,0.18285456139594317,0.48913373081634437,0.75,1.0,0.5,1,1
deepseek-coder-1.3b,calib,cell,value,,ba_source,value,0.9833333333333333,0.95,1.0,60,60,1.7084269968171915,1.5551832388962308,1.8614901632691423,0.016666666666666666,1.0,0.5,1,1
deepseek-coder-1.3b,calib,cell,value,,ba_target,value,0.6666666666666666,0.55,0.7837499999999977,60,60,0.22340124920010568,0.07916594733173649,0.37043212111418417,0.6666666666666666,1.0,0.5,1,1
deepseek-coder-1.3b,calib,style,binding,,,word,0.5,0.5,0.5,480,60,0.08787364829331637,0.07475570443862428,0.1001530579974254,1.0,1.0,0.5,0,0
deepseek-coder-1.3b,calib,style,pyscope,,,word,0.5,0.5,0.5,480,60,0.10002065300941468,0.09160207560906808,0.10880212894640863,1.0,1.0,0.5,0,0
deepseek-coder-1.3b,calib,style,scope,,,word,0.50625,0.5,0.5166666666666667,480,60,-0.029727230841914812,-0.0424055926532795,-0.0173958463780582,0.5104166666666666,1.0,0.5,0,0
deepseek-coder-1.3b,calib,style,shadow,,,word,0.5,0.5,0.5,480,60,0.021739450593789417,0.019441709810247024,0.02425459021081527,0.5,1.0,0.5,0,0
deepseek-coder-1.3b,calib,style,value,,,value,0.85,0.8083333333333333,0.8876041666666661,240,60,0.9791114676122864,0.9019656520119558,1.0565228263366346,0.35833333333333334,1.0,0.5,1,1
deepseek-coder-1.3b,calib,variant,binding,direct,,word,0.5,0.5,0.5,240,60,0.10954260292152564,0.09839648683244984,0.12035118168219924,1.0,1.0,0.5,0,0
deepseek-coder-1.3b,calib,variant,binding,swapped,,word,0.5,0.5,0.5,240,60,0.06620469366510709,0.046471785170336566,0.08496354760602116,1.0,1.0,0.5,0,0
deepseek-coder-1.3b,calib,variant,pyscope,direct,,word,0.5,0.5,0.5,240,60,0.06603717729449272,0.0589486617098252,0.07395506551489232,1.0,1.0,0.5,0,0
deepseek-coder-1.3b,calib,variant,pyscope,swapped,,word,0.5,0.5,0.5,240,60,0.13400412872433662,0.1222568334825337,0.14561619746188323,1.0,1.0,0.5,0,0
deepseek-coder-1.3b,calib,variant,scope,direct,,word,0.5125,0.5,0.5333333333333333,240,60,0.018386284510294598,0.004972700277964274,0.03194330771764118,0.020833333333333332,1.0,0.5,0,0
deepseek-coder-1.3b,calib,variant,scope,swapped,,word,0.5,0.5,0.5,240,60,-0.07784074619412422,-0.09154952272151907,-0.06471126275757949,1.0,1.0,0.5,0,0
deepseek-coder-1.3b,calib,variant,shadow,direct,,word,0.5,0.5,0.5,240,60,0.010420330117146175,0.004118020627647638,0.01654779583836595,0.0,1.0,0.5,0,0
deepseek-coder-1.3b,calib,variant,shadow,swapped,,word,0.5,0.5,0.5,240,60,0.03305857107043266,0.025155462274948755,0.0412076129950583,1.0,1.0,0.5,0,0
deepseek-coder-1.3b,calib,variant,value,direct,,value,0.85,0.8083333333333333,0.8876041666666661,240,60,0.9791114676122864,0.9019656520119558,1.0565228263366346,0.35833333333333334,1.0,0.5,1,1
