model,split,correct_only,contrast,contrast_kind,contrast_order,binding_changes,expect,layer,target_condition,statistic,role,token_identical,n_pairs,n_bases,mean_delta,median_delta,sd_delta,cohens_d,ci_lo,ci_hi,sign_consistency,n_nonzero,degenerate,sign_test_p,permutation_p,permutation_effect_size,mean_frac_from,mean_frac_to,same_target_token,median_abs_rho_minus_one
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,fixed_inner,binding_shift,binding_shift,0,60,60,-0.016313621850420686,-0.014795528451956735,0.00976377158362148,-1.6708319844133224,-0.018785236622901078,-0.013882470447113635,0.016666666666666666,60,0,1.0581813203458523e-16,0.0,-6.502375769895905,,,1,2.2163244861594933e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,fixed_inner,binding_shift_identical,binding_shift_identical,1,60,60,-0.013596982524517196,-0.013928949914227091,0.007147037087037789,-1.9024642462227235,-0.015411639765517604,-0.011664336040813414,0.016666666666666666,60,0,1.0581813203458523e-16,0.0,-6.626862167754941,,,1,2.2163244861594933e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_both_defs,both_defs,0,60,60,0.009717306122875679,0.01048897142583502,0.006704890721455858,1.4492862787129397,0.007926170773232927,0.011359435399187824,0.9166666666666666,60,0,1.0382663478969434e-11,0.0,6.051801466933072,0.310756283242126,0.3204735893650017,1,2.2163244861594933e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_inner_def,inner_def,0,60,60,-0.003298157863772503,-0.00390298174547474,0.005722299736779438,-0.5763692947739113,-0.004754906801418053,-0.0018333852275319404,0.2833333333333333,60,0,0.0010657657791434353,0.0,-3.9060325916197494,0.01885415478140438,0.015555996917631874,1,2.2163244861594933e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_inner_def_identical,inner_def_identical,1,60,60,-0.0005815185378690106,-0.0005498177920687455,0.002446519296976534,-0.23769219338987632,-0.0012017747074941128,1.9432588528951996e-05,0.45,60,0,0.5189580031896519,0.064,-1.7887863333714655,0.0044096373643479165,0.0038281188264789046,1,2.2163244861594933e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_inner_def_name,inner_def_name,0,60,60,-0.0027166393259034933,-0.0026883727256613458,0.005963700902241447,-0.4555291035609195,-0.004247892905987159,-0.0012443012750884975,0.36666666666666664,60,0,0.051893895928921435,0.004,-3.201769969604216,0.01444451741705646,0.011727878091152968,1,2.2163244861594933e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_inner_def_value,inner_def_value,1,60,60,-0.0005815185378690106,-0.0005498177920687455,0.002446519296976534,-0.23769219338987632,-0.0012017747074941128,1.9432588528951996e-05,0.45,60,0,0.5189580031896519,0.064,-1.7887863333714655,0.0044096373643479165,0.0038281188264789046,1,2.2163244861594933e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_other,other,1,60,60,-0.0026683798805552965,-0.002455791737954488,0.006121819838185473,-0.4358801714338285,-0.004178282135540312,-0.0010970264086581046,0.3333333333333333,60,0,0.01348929373119186,0.004,-2.9672231640279727,0.29813803733764804,0.2954696574570927,1,2.2163244861594933e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_outer_def,outer_def,1,60,60,0.013015463986648186,0.013221794067696108,0.006115446286605221,2.1282934027490694,0.011358798044068863,0.014577473047672942,0.9833333333333333,60,0,1.0581813203458523e-16,0.0,6.745127808547389,0.2919021284607216,0.3049175924473698,1,2.2163244861594933e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_outer_def_name,outer_def_name,1,60,60,0.01694388427807316,0.016484674502290186,0.007030912358509879,2.409912599403276,0.01507501274981945,0.018721789687912285,1.0,60,0,1.734723475976807e-18,0.0,6.9124531086539305,0.3016589154324293,0.31860279971050237,1,2.2163244861594933e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_outer_def_value,outer_def_value,1,60,60,-0.003928420291424979,-0.003321045522944044,0.002169786091051175,-1.8105104035955066,-0.004475052685123391,-0.0034004474836884556,0.016666666666666666,60,0,1.0581813203458523e-16,0.0,-6.7313727777555155,-0.009756786971707593,-0.013685207263132573,1,2.2163244861594933e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_question,question,1,60,60,0.008684086979509294,0.0076564719031065875,0.009150919287305631,0.9489852010339619,0.006344775452642723,0.011076712378923954,0.8833333333333333,60,0,7.671918274276823e-10,0.0,5.295286580582329,0.33792665359926677,0.34661074057877606,1,2.2163244861594933e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_question_all,question_all,1,60,60,0.011517519091746307,0.011261684705895614,0.00971342314453301,1.1857322511712767,0.00904910173361267,0.014014724482772413,0.9166666666666666,60,0,1.0382663478969434e-11,0.0,5.837803592151236,0.35190961837327356,0.3634271374650198,1,2.2163244861594933e-07
deepseek-coder-1.3b,calib,0,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_question_var,question_var,1,60,60,0.0028334321122370164,0.0028705618988842706,0.0013186340843011808,2.14876298585791,0.0024962814788553767,0.003159621757687971,0.9666666666666667,60,0,3.1762786845135338e-15,0.0,6.704946923785471,0.013982964774006783,0.016816396886243798,1,2.2163244861594933e-07
