task,layer,filler_type,filler_target,filler_tokens_mean,accuracy,n
binding,19,lexical_decoy,1000,1023.0,0.7482203482641551,9131
binding,19,scope_shadow,0,0.0,0.9979705733130391,1971
binding,19,scope_shadow,50,53.0,0.8176821983273597,4185
binding,19,scope_shadow,100,107.0,0.7725701114099116,7809
binding,19,scope_shadow,200,219.0,0.6901997213190897,19377
binding,19,scope_shadow,500,519.0,0.550212933861246,73497
binding,19,scope_shadow,1000,1019.0,0.47751349929729686,243346
binding,23,comment_prose,0,0.0,0.9964485032978183,1971
binding,23,comment_prose,50,57.0,0.9710659898477157,1970
binding,23,comment_prose,100,115.0,0.9665144596651446,1971
binding,23,comment_prose,200,202.0,0.9634703196347032,1971
binding,23,comment_prose,500,529.0,0.9405789740985272,1969
binding,23,comment_prose,1000,1009.0,0.933502538071066,1970
binding,23,competing_update,0,0.0,0.9969558599695586,1971
binding,23,competing_update,50,55.0,0.8888888888888888,1971
binding,23,competing_update,100,103.0,0.8767123287671232,1971
binding,23,competing_update,200,205.0,0.8761421319796955,1970
binding,23,competing_update,500,505.0,0.8609137055837564,1970
binding,23,competing_update,1000,1002.0,0.8498224251648909,1971
binding,23,dead_code,0,0.0,0.9959411466260781,1971
binding,23,dead_code,50,51.0,0.9475218658892128,2401
binding,23,dead_code,100,103.0,0.9186004998214923,2801
binding,23,dead_code,200,207.0,0.8569841710635935,3601
binding,23,dead_code,500,529.0,0.7783140837786588,5801
binding,23,dead_code,1000,1009.0,0.7329185646039329,9001
binding,23,lexical_decoy,0,0.0,0.9969558599695586,1971
binding,23,lexical_decoy,50,71.0,0.8585159554017685,2601
binding,23,lexical_decoy,100,119.0,0.8410529823392202,3001
binding,23,lexical_decoy,200,215.0,0.794102159031069,3798
binding,23,lexical_decoy,500,519.0,0.7380671276775173,5929
binding,23,lexical_decoy,1000,1023.0,0.6809768919066915,9131
binding,23,scope_shadow,0,0.0,0.9954337899543378,1971
binding,23,scope_shadow,50,53.0,0.866905615292712,4185
binding,23,scope_shadow,100,107.0,0.8208477397874248,7809
binding,23,scope_shadow,200,219.0,0.7182226350828301,19377
binding,23,scope_shadow,500,519.0,0.618814373375784,73497
binding,23,scope_shadow,1000,1019.0,0.5601201581287549,243346
defuse_edge,-1,comment_prose,0,0.0,0.823404255319149,1410
defuse_edge,-1,comment_prose,50,57.0,0.8160583941605839,1370
defuse_edge,-1,comment_prose,100,115.0,0.8191101385849745,1371
defuse_edge,-1,comment_prose,200,202.0,0.8170553935860059,1372
defuse_edge,-1,comment_prose,500,529.0,0.8193736343772761,1373
defuse_edge,-1,comment_prose,1000,1009.0,0.8204379562043795,1370
defuse_edge,-1,competing_update,0,0.0,0.8202406227883935,1413
defuse_edge,-1,competing_update,50,55.0,0.8248546511627907,1376
defuse_edge,-1,competing_update,100,103.0,0.8263081395348837,1376
defuse_edge,-1,competing_update,200,205.0,0.8257080610021786,1377
defuse_edge,-1,competing_update,500,505.0,0.8266569555717407,1373
defuse_edge,-1,competing_update,1000,1002.0,0.8462064251537936,1463
defuse_edge,-1,dead_code,0,0.0,0.824822695035461,1410
defuse_edge,-1,dead_code,50,51.0,0.8787090057261843,1921
defuse_edge,-1,dead_code,100,103.0,0.8996122361051271,2321
defuse_edge,-1,dead_code,200,207.0,0.7097084267862864,3121
defuse_edge,-1,dead_code,500,529.0,0.628077429054689,5321
defuse_edge,-1,dead_code,1000,1009.0,0.5941790869616242,8521
defuse_edge,-1,lexical_decoy,0,0.0,0.8253182461103253,1414
defuse_edge,-1,lexical_decoy,50,71.0,0.8810426540284361,2110
defuse_edge,-1,lexical_decoy,100,119.0,0.8654618473895582,2490
defuse_edge,-1,lexical_decoy,200,215.0,0.7991892734642968,3207
defuse_edge,-1,lexical_decoy,500,519.0,0.7252209892796689,5317
defuse_edge,-1,lexical_decoy,1000,1023.0,0.6656705713602677,8366
defuse_edge,-1,scope_shadow,0,0.0,0.8230714791224345,1413
defuse_edge,-1,scope_shadow,50,53.0,0.5589975635224504,2873
defuse_edge,-1,scope_shadow,100,107.0,0.4102306920762287,4985
defuse_edge,-1,scope_shadow,200,219.0,0.26493095259037736,11369
defuse_edge,-1,scope_shadow,500,519.0,0.1376415857605178,39552
defuse_edge,-1,scope_shadow,1000,1019.0,0.07462045942293935,125810
defuse_edge,0,comment_prose,0,0.0,0.9929078014184397,1410
defuse_edge,0,comment_prose,50,57.0,0.8883211678832117,1370
defuse_edge,0,comment_prose,100,115.0,0.8774617067833698,1371
defuse_edge,0,comment_prose,200,202.0,0.8039358600583091,1372
defuse_edge,0,comment_prose,500,529.0,0.7844136926438456,1373
defuse_edge,0,comment_prose,1000,1009.0,0.745985401459854,1370
defuse_edge,0,competing_update,0,0.0,0.9929228591648974,1413
defuse_edge,0,competing_update,50,55.0,0.9171511627906976,1376
defuse_edge,0,competing_update,100,103.0,0.8771802325581395,1376
defuse_edge,0,competing_update,200,205.0,0.8627450980392157,1377
defuse_edge,0,competing_update,500,505.0,0.8485069191551348,1373
defuse_edge,0,competing_update,1000,1002.0,0.8571428571428571,1463
defuse_edge,0,dead_code,0,0.0,0.9921985815602837,1410
defuse_edge,0,dead_code,50,51.0,0.9541905257678293,1921
defuse_edge,0,dead_code,100,103.0,0.9129685480396381,2321
defuse_edge,0,dead_code,200,207.0,0.7042614546619673,3121
defuse_edge,0,dead_code,500,529.0,0.6718661905656832,5321
defuse_edge,0,dead_code,1000,1009.0,0.645581504518249,8521
defuse_edge,0,lexical_decoy,0,0.0,0.9922206506364922,1414
defuse_edge,0,lexical_decoy,50,71.0,0.8957345971563981,2110
defuse_edge,0,lexical_decoy,100,119.0,0.8618473895582329,2490
defuse_edge,0,lexical_decoy,200,215.0,0.7580293108824446,3207
defuse_edge,0,lexical_decoy,500,519.0,0.7521158548053414,5317
defuse_edge,0,lexical_decoy,1000,1023.0,0.7028448481950753,8366
defuse_edge,0,scope_shadow,0,0.0,0.9929228591648974,1413
defuse_edge,0,scope_shadow,50,53.0,0.6233901844761573,2873
defuse_edge,0,scope_shadow,100,107.0,0.47021063189568707,4985
defuse_edge,0,scope_shadow,200,219.0,0.30996569619139763,11369
defuse_edge,0,scope_shadow,500,519.0,0.1657564724919094,39552
defuse_edge,0,scope_shadow,1000,1019.0,0.09213893967093235,125810
defuse_edge,3,comment_prose,0,0.0,1.0,1410
defuse_edge,3,comment_prose,50,57.0,0.962043795620438,1370
defuse_edge,3,comment_prose,100,115.0,0.9452954048140044,1371
defuse_edge,3,comment_prose,200,202.0,0.9256559766763849,1372
defuse_edge,3,comment_prose,500,529.0,0.8790968681718864,1373
defuse_edge,3,comment_prose,1000,1009.0,0.8642335766423358,1370
defuse_edge,3,competing_update,0,0.0,1.0,1413
defuse_edge,3,competing_update,50,55.0,0.909156976744186,1376
defuse_edge,3,competing_update,100,103.0,0.8997093023255814,1376
defuse_edge,3,competing_update,200,205.0,0.8997821350762527,1377
defuse_edge,3,competing_update,500,505.0,0.8922068463219228,1373
defuse_edge,3,competing_update,1000,1002.0,0.8913192071086808,1463
defuse_edge,3,dead_code,0,0.0,1.0,1410
defuse_edge,3,dead_code,50,51.0,0.9895887558563248,1921
defuse_edge,3,dead_code,100,103.0,0.9069366652305041,2321
defuse_edge,3,dead_code,200,207.0,0.8032681832745915,3121
defuse_edge,3,dead_code,500,529.0,0.7865062958090584,5321
defuse_edge,3,dead_code,1000,1009.0,0.7990846144818683,8521
defuse_edge,3,lexical_decoy,0,0.0,1.0,1414
defuse_edge,3,lexical_decoy,50,71.0,0.9312796208530806,2110
defuse_edge,3,lexical_decoy,100,119.0,0.9240963855421687,2490
defuse_edge,3,lexical_decoy,200,215.0,0.9077019020891799,3207
defuse_edge,3,lexical_decoy,500,519.0,0.901636261049464,5317
defuse_edge,3,lexical_decoy,1000,1023.0,0.9096342338034903,8366
defuse_edge,3,scope_shadow,0,0.0,1.0,1413
defuse_edge,3,scope_shadow,50,53.0,0.6320918900104421,2873
defuse_edge,3,scope_shadow,100,107.0,0.49949849548645936,4985
defuse_edge,3,scope_shadow,200,219.0,0.3626528278652476,11369
defuse_edge,3,scope_shadow,500,519.0,0.2042627427184466,39552
defuse_edge,3,scope_shadow,1000,1019.0,0.1130991177171926,125810
defuse_edge,7,comment_prose,0,0.0,1.0,1410
defuse_edge,7,comment_prose,50,57.0,0.9518248175182482,1370
defuse_edge,7,comment_prose,100,115.0,0.950401167031364,1371
defuse_edge,7,comment_prose,200,202.0,0.9475218658892128,1372
defuse_edge,7,comment_prose,500,529.0,0.942461762563729,1373
defuse_edge,7,comment_prose,1000,1009.0,0.9313868613138686,1370
defuse_edge,7,competing_update,0,0.0,1.0,1413
defuse_edge,7,competing_update,50,55.0,0.9164244186046512,1376
defuse_edge,7,competing_update,100,103.0,0.9106104651162791,1376
defuse_edge,7,competing_update,200,205.0,0.8743645606390704,1377
defuse_edge,7,competing_update,500,505.0,0.9016751638747269,1373
defuse_edge,7,competing_update,1000,1002.0,0.8974709501025291,1463
defuse_edge,7,dead_code,0,0.0,1.0,1410
defuse_edge,7,dead_code,50,51.0,0.9484643414888079,1921
defuse_edge,7,dead_code,100,103.0,0.9302024989228781,2321
defuse_edge,7,dead_code,200,207.0,0.924703620634412,3121
defuse_edge,7,dead_code,500,529.0,0.9387333208043601,5321
defuse_edge,7,dead_code,1000,1009.0,0.94355122638188,8521
defuse_edge,7,lexical_decoy,0,0.0,1.0,1414
defuse_edge,7,lexical_decoy,50,71.0,0.9601895734597157,2110
defuse_edge,7,lexical_decoy,100,119.0,0.942570281124498,2490
defuse_edge,7,lexical_decoy,200,215.0,0.9220455254131588,3207
defuse_edge,7,lexical_decoy,500,519.0,0.8792552191085199,5317
defuse_edge,7,lexical_decoy,1000,1023.0,0.8787951231173798,8366
defuse_edge,7,scope_shadow,0,0.0,1.0,1413
defuse_edge,7,scope_shadow,50,53.0,0.8172641837800209,2873
defuse_edge,7,scope_shadow,100,107.0,0.6962888665997994,4985
defuse_edge,7,scope_shadow,200,219.0,0.5296859882135632,11369
defuse_edge,7,scope_shadow,500,519.0,0.3334850323624595,39552
defuse_edge,7,scope_shadow,1000,1019.0,0.23184166600429218,125810
defuse_edge,11,comment_prose,0,0.0,0.997872340425532,1410
defuse_edge,11,comment_prose,50,57.0,0.9854014598540146,1370
defuse_edge,11,comment_prose,100,115.0,0.9817651349380014,1371
defuse_edge,11,comment_prose,200,202.0,0.9730320699708455,1372
defuse_edge,11,comment_prose,500,529.0,0.9701383831026948,1373
defuse_edge,11,comment_prose,1000,1009.0,0.9598540145985401,1370
defuse_edge,11,competing_update,0,0.0,0.997169143665959,1413
defuse_edge,11,competing_update,50,55.0,0.9273255813953488,1376
defuse_edge,11,competing_update,100,103.0,0.9142441860465116,1376
defuse_edge,11,competing_update,200,205.0,0.8997821350762527,1377
defuse_edge,11,competing_update,500,505.0,0.8812818645302258,1373
defuse_edge,11,competing_update,1000,1002.0,0.8783321941216679,1463
defuse_edge,11,dead_code,0,0.0,0.997872340425532,1410
defuse_edge,11,dead_code,50,51.0,0.9666840187402395,1921
defuse_edge,11,dead_code,100,103.0,0.90952175786299,2321
defuse_edge,11,dead_code,200,207.0,0.8660685677667415,3121
defuse_edge,11,dead_code,500,529.0,0.9007705318549145,5321
defuse_edge,11,dead_code,1000,1009.0,0.9047060204201385,8521
defuse_edge,11,lexical_decoy,0,0.0,0.9978783592644979,1414
defuse_edge,11,lexical_decoy,50,71.0,0.9450236966824644,2110
defuse_edge,11,lexical_decoy,100,119.0,0.9385542168674699,2490
defuse_edge,11,lexical_decoy,200,215.0,0.9323355160586217,3207
defuse_edge,11,lexical_decoy,500,519.0,0.9249576829038931,5317
defuse_edge,11,lexical_decoy,1000,1023.0,0.9294764523069567,8366
defuse_edge,11,scope_shadow,0,0.0,0.9985845718329794,1413
defuse_edge,11,scope_shadow,50,53.0,0.8374521406195614,2873
defuse_edge,11,scope_shadow,100,107.0,0.8647943831494483,4985
defuse_edge,11,scope_shadow,200,219.0,0.9047409622658106,11369
defuse_edge,11,scope_shadow,500,519.0,0.9567404935275081,39552
defuse_edge,11,scope_shadow,1000,1019.0,0.9779031873459979,125810
defuse_edge,15,comment_prose,0,0.0,0.9971631205673759,1410
defuse_edge,15,comment_prose,50,57.0,0.9627737226277372,1370
defuse_edge,15,comment_prose,100,115.0,0.9576951130561634,1371
defuse_edge,15,comment_prose,200,202.0,0.956268221574344,1372
defuse_edge,15,comment_prose,500,529.0,0.9482884195193008,1373
defuse_edge,15,comment_prose,1000,1009.0,0.9430656934306569,1370
defuse_edge,15,competing_update,0,0.0,0.997169143665959,1413
defuse_edge,15,competing_update,50,55.0,0.8822674418604651,1376
defuse_edge,15,competing_update,100,103.0,0.9004360465116279,1376
defuse_edge,15,competing_update,200,205.0,0.8910675381263616,1377
defuse_edge,15,competing_update,500,505.0,0.8827385287691187,1373
defuse_edge,15,competing_update,1000,1002.0,0.8838004101161996,1463
defuse_edge,15,dead_code,0,0.0,0.9971631205673759,1410
defuse_edge,15,dead_code,50,51.0,0.9541905257678293,1921
defuse_edge,15,dead_code,100,103.0,0.93537268418785,2321
defuse_edge,15,dead_code,200,207.0,0.9394424863825697,3121
defuse_edge,15,dead_code,500,529.0,0.9349746288291675,5321
defuse_edge,15,dead_code,1000,1009.0,0.9277080154911396,8521
defuse_edge,15,lexical_decoy,0,0.0,0.9971711456859972,1414
defuse_edge,15,lexical_decoy,50,71.0,0.9203791469194312,2110
defuse_edge,15,lexical_decoy,100,119.0,0.9068273092369478,2490
defuse_edge,15,lexical_decoy,200,215.0,0.9192391643280324,3207
defuse_edge,15,lexical_decoy,500,519.0,0.9114162121497085,5317
defuse_edge,15,lexical_decoy,1000,1023.0,0.9150131484580445,8366
defuse_edge,15,scope_shadow,0,0.0,0.997169143665959,1413
defuse_edge,15,scope_shadow,50,53.0,0.801253045596937,2873
defuse_edge,15,scope_shadow,100,107.0,0.8549648946840521,4985
defuse_edge,15,scope_shadow,200,219.0,0.9150321048465124,11369
defuse_edge,15,scope_shadow,500,519.0,0.9529480177993528,39552
defuse_edge,15,scope_shadow,1000,1019.0,0.9645735633097529,125810
defuse_edge,19,comment_prose,0,0.0,0.999290780141844,1410
defuse_edge,19,comment_prose,50,57.0,0.9788321167883212,1370
defuse_edge,19,comment_prose,100,115.0,0.9664478482859227,1371
defuse_edge,19,comment_prose,200,202.0,0.9620991253644315,1372
defuse_edge,19,comment_prose,500,529.0,0.9570284049526584,1373
defuse_edge,19,comment_prose,1000,1009.0,0.945985401459854,1370
defuse_edge,19,competing_update,0,0.0,0.9992922859164898,1413
defuse_edge,19,competing_update,50,55.0,0.9178779069767442,1376
defuse_edge,19,competing_update,100,103.0,0.8975290697674418,1376
defuse_edge,19,competing_update,200,205.0,0.8976034858387799,1377
defuse_edge,19,competing_update,500,505.0,0.8841951930080116,1373
defuse_edge,19,competing_update,1000,1002.0,0.8810663021189337,1463
defuse_edge,19,dead_code,0,0.0,0.999290780141844,1410
defuse_edge,19,dead_code,50,51.0,0.9515877147319105,1921
defuse_edge,19,dead_code,100,103.0,0.9241706161137441,2321
defuse_edge,19,dead_code,200,207.0,0.912848446010894,3121
defuse_edge,19,dead_code,500,529.0,0.869385453862056,5321
defuse_edge,19,dead_code,1000,1009.0,0.8673864569886164,8521
defuse_edge,19,lexical_decoy,0,0.0,0.9992927864214993,1414
defuse_edge,19,lexical_decoy,50,71.0,0.8981042654028436,2110
defuse_edge,19,lexical_decoy,100,119.0,0.8907630522088353,2490
defuse_edge,19,lexical_decoy,200,215.0,0.9036482694106641,3207
defuse_edge,19,lexical_decoy,500,519.0,0.9085950724092533,5317
defuse_edge,19,lexical_decoy,1000,1023.0,0.9098732966770261,8366
defuse_edge,19,scope_shadow,0,0.0,0.9992922859164898,1413
defuse_edge,19,scope_shadow,50,53.0,0.7382526975287156,2873
defuse_edge,19,scope_shadow,100,107.0,0.7562688064192578,4985
