example,max_abs_delta,logit_scale,rel_delta
0,0.00034332275390625,80.07195281982422,4.28767804225764e-06
1,0.00021457672119140625,79.23458862304688,2.7081193317256975e-06
2,0.0003490447998046875,74.66325378417969,4.674920822679793e-06
