layer,threshold,n_test,n_both_fail,frac_positive_lead,mean_lead,mean_lead_ci_lo,mean_lead_ci_hi
23,0.20999999344348907,70,13,0.6923076923076923,2.1538461538461537,1.2307692307692308,3.076923076923077
