layer,threshold,n_test,n_both_fail,frac_positive_lead,mean_lead,mean_lead_ci_lo,mean_lead_ci_hi
31,0.578000009059906,70,9,1.0,3.111111111111111,2.4444444444444446,3.7777777777777777
