task,layer,filler_type,filler_target,filler_tokens_mean,accuracy,n
defuse_edge,11,scope_shadow,1000,1019.0,0.8954137191002305,125810
defuse_edge,15,comment_prose,0,0.0,0.999290780141844,1410
defuse_edge,15,comment_prose,50,57.0,0.9737226277372263,1370
defuse_edge,15,comment_prose,100,115.0,0.9474835886214442,1371
defuse_edge,15,comment_prose,200,202.0,0.9460641399416909,1372
defuse_edge,15,comment_prose,500,529.0,0.9373634377276038,1373
defuse_edge,15,comment_prose,1000,1009.0,0.9364963503649635,1370
defuse_edge,15,competing_update,0,0.0,0.9992922859164898,1413
defuse_edge,15,competing_update,50,55.0,0.8597383720930233,1376
defuse_edge,15,competing_update,100,103.0,0.7238372093023255,1376
defuse_edge,15,competing_update,200,205.0,0.7828612926652142,1377
defuse_edge,15,competing_update,500,505.0,0.7953386744355426,1373
defuse_edge,15,competing_update,1000,1002.0,0.8113465481886535,1463
defuse_edge,15,dead_code,0,0.0,0.999290780141844,1410
defuse_edge,15,dead_code,50,51.0,0.9338885996876627,1921
defuse_edge,15,dead_code,100,103.0,0.910383455407152,2321
defuse_edge,15,dead_code,200,207.0,0.8798462031400193,3121
defuse_edge,15,dead_code,500,529.0,0.851531666979891,5321
defuse_edge,15,dead_code,1000,1009.0,0.8371083206196456,8521
defuse_edge,15,lexical_decoy,0,0.0,0.9992927864214993,1414
defuse_edge,15,lexical_decoy,50,71.0,0.9056872037914692,2110
defuse_edge,15,lexical_decoy,100,119.0,0.8923694779116466,2490
defuse_edge,15,lexical_decoy,200,215.0,0.8712192079825382,3207
defuse_edge,15,lexical_decoy,500,519.0,0.8393831107767538,5317
defuse_edge,15,lexical_decoy,1000,1023.0,0.8397083432942865,8366
defuse_edge,15,scope_shadow,0,0.0,0.9992922859164898,1413
defuse_edge,15,scope_shadow,50,53.0,0.9182039679777236,2873
defuse_edge,15,scope_shadow,100,107.0,0.9243731193580742,4985
defuse_edge,15,scope_shadow,200,219.0,0.9447620723018735,11369
defuse_edge,15,scope_shadow,500,519.0,0.9529733009708737,39552
defuse_edge,15,scope_shadow,1000,1019.0,0.9189094666560687,125810
defuse_edge,19,comment_prose,0,0.0,0.9985815602836879,1410
defuse_edge,19,comment_prose,50,57.0,0.9890510948905109,1370
defuse_edge,19,comment_prose,100,115.0,0.9817651349380014,1371
defuse_edge,19,comment_prose,200,202.0,0.9730320699708455,1372
defuse_edge,19,comment_prose,500,529.0,0.9730517115804806,1373
defuse_edge,19,comment_prose,1000,1009.0,0.9452554744525548,1370
defuse_edge,19,competing_update,0,0.0,0.9985845718329794,1413
defuse_edge,19,competing_update,50,55.0,0.9295058139534884,1376
defuse_edge,19,competing_update,100,103.0,0.7819767441860465,1376
defuse_edge,19,competing_update,200,205.0,0.7792302106027597,1377
defuse_edge,19,competing_update,500,505.0,0.8841951930080116,1373
defuse_edge,19,competing_update,1000,1002.0,0.9043062200956937,1463
defuse_edge,19,dead_code,0,0.0,0.9985815602836879,1410
defuse_edge,19,dead_code,50,51.0,0.9406559083810515,1921
defuse_edge,19,dead_code,100,103.0,0.940973718224903,2321
defuse_edge,19,dead_code,200,207.0,0.9301505927587311,3121
defuse_edge,19,dead_code,500,529.0,0.89287727870701,5321
defuse_edge,19,dead_code,1000,1009.0,0.8930876657669288,8521
defuse_edge,19,lexical_decoy,0,0.0,0.9985855728429985,1414
defuse_edge,19,lexical_decoy,50,71.0,0.9274881516587677,2110
defuse_edge,19,lexical_decoy,100,119.0,0.9293172690763052,2490
defuse_edge,19,lexical_decoy,200,215.0,0.9061428125974431,3207
defuse_edge,19,lexical_decoy,500,519.0,0.9509121685160805,5317
defuse_edge,19,lexical_decoy,1000,1023.0,0.9496772651207267,8366
defuse_edge,19,scope_shadow,0,0.0,0.9985845718329794,1413
defuse_edge,19,scope_shadow,50,53.0,0.9035851026801253,2873
defuse_edge,19,scope_shadow,100,107.0,0.9175526579739217,4985
defuse_edge,19,scope_shadow,200,219.0,0.9408918990236609,11369
defuse_edge,19,scope_shadow,500,519.0,0.9555774676375405,39552
defuse_edge,19,scope_shadow,1000,1019.0,0.9009458707574914,125810
defuse_edge,23,comment_prose,0,0.0,1.0,1410
defuse_edge,23,comment_prose,50,57.0,0.9715328467153285,1370
defuse_edge,23,comment_prose,100,115.0,0.9613420860685631,1371
defuse_edge,23,comment_prose,200,202.0,0.9409620991253644,1372
defuse_edge,23,comment_prose,500,529.0,0.9482884195193008,1373
defuse_edge,23,comment_prose,1000,1009.0,0.927007299270073,1370
defuse_edge,23,competing_update,0,0.0,1.0,1413
defuse_edge,23,competing_update,50,55.0,0.9229651162790697,1376
defuse_edge,23,competing_update,100,103.0,0.8372093023255814,1376
defuse_edge,23,competing_update,200,205.0,0.8344226579520697,1377
defuse_edge,23,competing_update,500,505.0,0.9067734887108522,1373
defuse_edge,23,competing_update,1000,1002.0,0.9090909090909091,1463
defuse_edge,23,dead_code,0,0.0,1.0,1410
defuse_edge,23,dead_code,50,51.0,0.9271212909942738,1921
defuse_edge,23,dead_code,100,103.0,0.8716070659198621,2321
defuse_edge,23,dead_code,200,207.0,0.8237744312720282,3121
defuse_edge,23,dead_code,500,529.0,0.7498590490509303,5321
defuse_edge,23,dead_code,1000,1009.0,0.6636545006454642,8521
defuse_edge,23,lexical_decoy,0,0.0,1.0,1414
defuse_edge,23,lexical_decoy,50,71.0,0.9118483412322275,2110
defuse_edge,23,lexical_decoy,100,119.0,0.8919678714859438,2490
defuse_edge,23,lexical_decoy,200,215.0,0.8493919550982226,3207
defuse_edge,23,lexical_decoy,500,519.0,0.8324242994169645,5317
defuse_edge,23,lexical_decoy,1000,1023.0,0.8065981353095865,8366
defuse_edge,23,scope_shadow,0,0.0,1.0,1413
defuse_edge,23,scope_shadow,50,53.0,0.7977723633832231,2873
defuse_edge,23,scope_shadow,100,107.0,0.8499498495486459,4985
defuse_edge,23,scope_shadow,200,219.0,0.8962969478406192,11369
defuse_edge,23,scope_shadow,500,519.0,0.9054156553398058,39552
defuse_edge,23,scope_shadow,1000,1019.0,0.8280343374930451,125810
defuse_edge,27,comment_prose,0,0.0,0.9971631205673759,1410
defuse_edge,27,comment_prose,50,57.0,0.9408759124087591,1370
defuse_edge,27,comment_prose,100,115.0,0.9285193289569658,1371
defuse_edge,27,comment_prose,200,202.0,0.9190962099125365,1372
defuse_edge,27,comment_prose,500,529.0,0.9126001456664239,1373
defuse_edge,27,comment_prose,1000,1009.0,0.9029197080291971,1370
defuse_edge,27,competing_update,0,0.0,0.9964614295824487,1413
defuse_edge,27,competing_update,50,55.0,0.9011627906976745,1376
defuse_edge,27,competing_update,100,103.0,0.8728197674418605,1376
defuse_edge,27,competing_update,200,205.0,0.8249818445896877,1377
defuse_edge,27,competing_update,500,505.0,0.8820101966496723,1373
defuse_edge,27,competing_update,1000,1002.0,0.8906356801093643,1463
defuse_edge,27,dead_code,0,0.0,0.997872340425532,1410
defuse_edge,27,dead_code,50,51.0,0.9198334200937012,1921
defuse_edge,27,dead_code,100,103.0,0.8018095648427402,2321
defuse_edge,27,dead_code,200,207.0,0.7680230695289971,3121
defuse_edge,27,dead_code,500,529.0,0.6754369479421162,5321
defuse_edge,27,dead_code,1000,1009.0,0.5937096584907875,8521
defuse_edge,27,lexical_decoy,0,0.0,0.9978783592644979,1414
defuse_edge,27,lexical_decoy,50,71.0,0.8156398104265403,2110
defuse_edge,27,lexical_decoy,100,119.0,0.8132530120481928,2490
defuse_edge,27,lexical_decoy,200,215.0,0.8076083567196757,3207
defuse_edge,27,lexical_decoy,500,519.0,0.8186947526800827,5317
defuse_edge,27,lexical_decoy,1000,1023.0,0.7642840066937605,8366
defuse_edge,27,scope_shadow,0,0.0,0.997169143665959,1413
defuse_edge,27,scope_shadow,50,53.0,0.8228332753219632,2873
defuse_edge,27,scope_shadow,100,107.0,0.8750250752256771,4985
defuse_edge,27,scope_shadow,200,219.0,0.9246195795584484,11369
defuse_edge,27,scope_shadow,500,519.0,0.9606846682847896,39552
defuse_edge,27,scope_shadow,1000,1019.0,0.9411334552102376,125810
defuse_edge,31,comment_prose,0,0.0,0.9971631205673759,1410
defuse_edge,31,comment_prose,50,57.0,0.8978102189781022,1370
defuse_edge,31,comment_prose,100,115.0,0.8949671772428884,1371
defuse_edge,31,comment_prose,200,202.0,0.8811953352769679,1372
defuse_edge,31,comment_prose,500,529.0,0.8856518572469045,1373
defuse_edge,31,comment_prose,1000,1009.0,0.8832116788321168,1370
defuse_edge,31,competing_update,0,0.0,0.9950460014154282,1413
defuse_edge,31,competing_update,50,55.0,0.8873546511627907,1376
defuse_edge,31,competing_update,100,103.0,0.8895348837209303,1376
defuse_edge,31,competing_update,200,205.0,0.8685548293391431,1377
defuse_edge,31,competing_update,500,505.0,0.8885651857246905,1373
defuse_edge,31,competing_update,1000,1002.0,0.8920027341079972,1463
defuse_edge,31,dead_code,0,0.0,0.997872340425532,1410
defuse_edge,31,dead_code,50,51.0,0.8974492451847996,1921
defuse_edge,31,dead_code,100,103.0,0.7944851357173632,2321
defuse_edge,31,dead_code,200,207.0,0.7843639859019546,3121
defuse_edge,31,dead_code,500,529.0,0.7303138507799286,5321
defuse_edge,31,dead_code,1000,1009.0,0.6446426475765755,8521
defuse_edge,31,lexical_decoy,0,0.0,0.9978783592644979,1414
defuse_edge,31,lexical_decoy,50,71.0,0.809478672985782,2110
defuse_edge,31,lexical_decoy,100,119.0,0.8413654618473896,2490
defuse_edge,31,lexical_decoy,200,215.0,0.820704708450265,3207
defuse_edge,31,lexical_decoy,500,519.0,0.7549369945457965,5317
defuse_edge,31,lexical_decoy,1000,1023.0,0.6500119531436768,8366
defuse_edge,31,scope_shadow,0,0.0,0.9978768577494692,1413
defuse_edge,31,scope_shadow,50,53.0,0.8402366863905325,2873
defuse_edge,31,scope_shadow,100,107.0,0.8900702106318957,4985
defuse_edge,31,scope_shadow,200,219.0,0.9318321752132993,11369
defuse_edge,31,scope_shadow,500,519.0,0.9657918689320388,39552
defuse_edge,31,scope_shadow,1000,1019.0,0.9798426198235435,125810
