n_prefixes,says_tainted_rate,base_rate_tainted,accuracy,balanced_accuracy,acc_truth_1,acc_truth_0,constant_responder,usable
342,0.7339181286549707,0.8128654970760234,0.6286549707602339,0.47088579136690645,0.7230215827338129,0.21875,False,False
