model,lens,basis,arm,layer,site,condition,n_candidates,n,sv1_share,sv1_floor,mean_pairwise_cosine,resultant_length,mean_norm,dropped_zero_norm
starcoder2-3b,logit,frozen_pool,same_label_unsafe,29,last_token,clean_heldout,196,72,0.23138404810637858,0.013888888888888888,-0.013725388837229395,0.01881835413038474,4.555259220110963,0
starcoder2-3b,logit,frozen_pool,same_label_safe,29,last_token,clean_heldout,196,72,0.23899246372467312,0.013888888888888888,-0.013818577476136379,0.016193705564850648,4.6494597453312725,0
starcoder2-3b,rlens,frozen_pool,main,-1,sink_arg,clean_heldout,196,18,0.2830903740650163,0.05555555555555555,-0.025011720037757413,0.1786991200870776,14.381879759484983,54
starcoder2-3b,rlens,frozen_pool,same_label_unsafe,-1,sink_arg,clean_heldout,196,43,0.5574365454482891,0.023255813953488372,-0.02360519542556149,0.014127156864687119,15.309289549394482,29
starcoder2-3b,rlens,frozen_pool,same_label_safe,-1,sink_arg,clean_heldout,196,43,0.5127217459875407,0.023255813953488372,-0.023621143872970533,0.013564623393084745,14.971288329672717,29
starcoder2-3b,rlens,frozen_pool,main,-1,last_token,clean_heldout,196,0,,,,,,72
starcoder2-3b,rlens,frozen_pool,same_label_unsafe,-1,last_token,clean_heldout,196,0,,,,,,72
starcoder2-3b,rlens,frozen_pool,same_label_safe,-1,last_token,clean_heldout,196,0,,,,,,72
starcoder2-3b,rlens,frozen_pool,main,0,sink_arg,clean_heldout,196,72,0.17195513204355753,0.013888888888888888,-0.00011181300947747174,0.11738240429415467,4.53261265184992,0
starcoder2-3b,rlens,frozen_pool,same_label_unsafe,0,sink_arg,clean_heldout,196,72,0.28007972851541946,0.013888888888888888,-0.010414732982430822,0.06015650401792392,9.133905633288956,0
starcoder2-3b,rlens,frozen_pool,same_label_safe,0,sink_arg,clean_heldout,196,72,0.27177992681279123,0.013888888888888888,-0.011743423595687174,0.04804756392052956,9.362515266233432,0
starcoder2-3b,rlens,frozen_pool,main,0,last_token,clean_heldout,196,72,0.20029908190150028,0.013888888888888888,0.011563362446626802,0.1590334841450458,0.38498123590222794,0
starcoder2-3b,rlens,frozen_pool,same_label_unsafe,0,last_token,clean_heldout,196,72,0.44839757737392494,0.013888888888888888,-0.013550180852810331,0.02295441117449068,2.8960057366515146,0
