layer,task,accuracy,f1,auc,control_accuracy,selectivity,n_train,n_test,n_groups,pos_frac,converged,control_converged,notes,tag,tag_value,features
19,binding,0.991384154336018,,,,,16063,4015,423,0.17550674834404104,True,True,,distance,dist_0_10,hidden
19,defuse_edge,0.9875779941468504,0.9809938942568124,0.9993160216394694,0.5890514975654811,0.3985264965813693,16036,4009,607,0.20093784296118927,True,True,,,,hidden
19,defuse_edge,0.9924146649810367,,,,,16036,4009,607,0.20093784296118927,True,True,,stratum,positive,hidden
19,defuse_edge,0.9423868312757202,,,,,16036,4009,607,0.20093784296118927,True,True,,stratum,same_name_diff_binding,hidden
19,defuse_edge,0.993496381789869,,,,,16036,4009,607,0.20093784296118927,True,True,,stratum,diff_name,hidden
19,defuse_edge,0.9912451361867705,,,,,16036,4009,607,0.20093784296118927,True,True,,stratum,distance_matched,hidden
19,defuse_edge,0.9383561643835616,,,,,16036,4009,607,0.20093784296118927,True,True,,stratum,context_matched,hidden
19,defuse_edge,0.9915824915824916,,,,,16036,4009,607,0.20093784296118927,True,True,,distance,dist_0_10,hidden
19,defuse_edge,0.9875200980016844,,,,,16036,4009,607,0.20093784296118927,True,True,,distance,dist_10_50,hidden
19,defuse_edge,0.9793999104343932,,,,,16036,4009,607,0.20093784296118927,True,True,,distance,dist_50_200,hidden
19,control_dep,0.9807532373067602,0.9763607990402339,0.9988346366569376,0.6003865032134075,0.38036673409335275,2450,612,289,0.27685275873326803,True,True,,,,hidden
19,control_dep,0.9893867924528302,,,,,2450,612,289,0.27685275873326803,True,True,,stratum,positive,hidden
19,control_dep,1.0,,,,,2450,612,289,0.27685275873326803,True,True,,stratum,non_dependent,hidden
19,control_dep,0.9143835616438356,,,,,2450,612,289,0.27685275873326803,True,True,,stratum,indent_matched,hidden
19,control_dep,0.9709944751381215,,,,,2450,612,289,0.27685275873326803,True,True,,distance,dist_0_10,hidden
19,control_dep,0.9839034205231388,,,,,2450,612,289,0.27685275873326803,True,True,,distance,dist_10_50,hidden
19,control_dep,0.9829059829059829,,,,,2450,612,289,0.27685275873326803,True,True,,distance,dist_50_200,hidden
19,taint_state,1.0,1.0,1.0,0.5425000000000001,0.4574999999999999,320,80,200,0.5,True,True,,,,hidden
