model,lens,layer,relative_depth,prompt_style,condition,condition_kind,condition_order,n_pairs,taint_mean_delta_z,taint_sign_consistency,taint_permutation_p,taint_permutation_effect_size,taint_corr_model_delta,taint_lens_tracks_model,security_mean_delta_z,security_sign_consistency,security_permutation_p,security_permutation_effect_size,security_corr_model_delta,security_lens_tracks_model,mean_model_delta_margin,model_pair_separation
deepseek-coder-6.7b,clens,19,0.6129,e6,rename_only,atomic,11,72,-0.002320119678972943,0.4722222222222222,0.712,-0.31046316931335316,0.5085949871920983,0.5833333333333334,0.021545357971667206,0.7083333333333334,0.0,3.5290769826948263,-0.02723348739110491,0.4444444444444444,-0.003906252483526866,0.4027777777777778
deepseek-coder-6.7b,clens,19,0.6129,e6,opaque_only,atomic,12,72,-0.024801202276686935,0.3888888888888889,0.002,-3.1218465409178835,0.49076773115901823,0.625,0.011582991117763751,0.5972222222222222,0.01,2.6322150040247814,0.18656469485034047,0.4583333333333333,-0.019422742227713268,0.2222222222222222
deepseek-coder-6.7b,clens,19,0.6129,e6,encode_only,atomic,13,72,-0.04053178678079094,0.3333333333333333,0.0,-3.6002633006798197,0.608011315683376,0.6944444444444444,0.015987007340081145,0.6805555555555556,0.002,3.28077644054641,-0.08957691046756866,0.3472222222222222,-0.02723524471124013,0.2777777777777778
deepseek-coder-6.7b,clens,19,0.6129,e6,flatten_only,atomic,14,72,0.01199341801741107,0.5694444444444444,0.082,1.7701066775993597,0.5323650813132219,0.5833333333333334,-0.0006118500440343605,0.4583333333333333,0.932,-0.07908063656304233,0.25179748127401413,0.4583333333333333,0.0014105869664086236,0.3888888888888889
deepseek-coder-6.7b,clens,19,0.6129,e6,rename_cumulative,cumulative,21,72,-0.009274231442896816,0.4861111111111111,0.208,-1.3105353553352967,0.5917236747957707,0.5833333333333334,0.01957111052154363,0.6527777777777778,0.0,3.613442451222034,0.08490643481206336,0.4166666666666667,-0.008246527777777778,0.4027777777777778
deepseek-coder-6.7b,clens,19,0.6129,e6,rename_opaque,cumulative,22,72,0.0027471001480653522,0.4444444444444444,0.626,0.41255312801117133,0.6292257446188225,0.7222222222222222,0.011742052617598885,0.6666666666666666,0.024,2.231561893901311,-0.22570182789018758,0.4583333333333333,-0.006510419150193532,0.4027777777777778
deepseek-coder-6.7b,clens,19,0.6129,e6,rename_opaque_encode,cumulative,23,72,0.0007395775370263467,0.5555555555555556,0.85,0.14227962901550695,0.570161729234994,0.4861111111111111,0.021107402150141744,0.6944444444444444,0.0,3.7230431961349977,-0.5259568867111211,0.3194444444444444,-0.006510420805878109,0.3611111111111111
deepseek-coder-6.7b,clens,19,0.6129,e6,rename_opaque_encode_flatten,cumulative,24,72,0.004113558474166933,0.6111111111111112,0.284,1.0998502244341744,0.44406949772441323,0.5555555555555556,0.0068596337833987196,0.6666666666666666,0.128,1.452369191425543,0.1590857737069827,0.3611111111111111,-0.002604164183139801,0.3472222222222222
deepseek-coder-6.7b,clens,23,0.7419,e6,clean_heldout,clean,-1,72,-0.019077547058206953,0.3888888888888889,0.0,-3.460661875878985,0.3719108736436204,0.6111111111111112,0.006073693816736197,0.5833333333333334,0.09,1.7511641479029594,0.02999922612049754,0.4444444444444444,-0.016167534722222224,0.2222222222222222
deepseek-coder-6.7b,clens,23,0.7419,e6,normalize,baseline,0,72,-0.02286647973254916,0.3611111111111111,0.0,-3.4742000186828004,0.5944035730410864,0.6527777777777778,0.0063499250159924185,0.5277777777777778,0.078,1.7281838242966432,0.012835690079902122,0.5277777777777778,-0.017578125827842288,0.3333333333333333
deepseek-coder-6.7b,clens,23,0.7419,e6,rename_only,atomic,11,72,-0.0014000492239206925,0.5416666666666666,0.764,-0.30317679719825813,0.5839336738507318,0.5833333333333334,0.008198782855577404,0.5694444444444444,0.05,1.9296812029843249,0.09767179927113895,0.4722222222222222,-0.003906252483526866,0.4027777777777778
deepseek-coder-6.7b,clens,23,0.7419,e6,opaque_only,atomic,12,72,-0.018773458456336718,0.3472222222222222,0.002,-3.4690775192723167,0.4606012885756639,0.5972222222222222,0.004522616626924515,0.5,0.122,1.5308122736825927,0.14993934149161944,0.5138888888888888,-0.019422742227713268,0.2222222222222222
deepseek-coder-6.7b,clens,23,0.7419,e6,encode_only,atomic,13,72,-0.025939859338123303,0.375,0.002,-3.2499347533856033,0.5692835660375866,0.6944444444444444,0.009275248194283721,0.6527777777777778,0.01,2.3625930201482883,-0.28462310861153,0.3472222222222222,-0.02723524471124013,0.2777777777777778
deepseek-coder-6.7b,clens,23,0.7419,e6,flatten_only,atomic,14,72,0.011552396889891927,0.5694444444444444,0.046,1.9333108571206445,0.48272322802128864,0.625,0.001959626611837647,0.5,0.77,0.3536380547720477,0.2651083391266063,0.4444444444444444,0.0014105869664086236,0.3888888888888889
deepseek-coder-6.7b,clens,23,0.7419,e6,rename_cumulative,cumulative,21,72,-0.003044004616255838,0.4722222222222222,0.562,-0.6638616567176029,0.5390224484592752,0.6111111111111112,0.008769022395193386,0.6111111111111112,0.048,2.0264927376119086,0.2967726578281627,0.4305555555555556,-0.008246527777777778,0.4027777777777778
deepseek-coder-6.7b,clens,23,0.7419,e6,rename_opaque,cumulative,22,72,0.0037058486811639268,0.5277777777777778,0.378,0.785523879485393,0.6251204999420225,0.6666666666666666,0.005740495782122902,0.6388888888888888,0.132,1.5051806338666418,-0.17560007098240538,0.4444444444444444,-0.006510419150193532,0.4027777777777778
deepseek-coder-6.7b,clens,23,0.7419,e6,rename_opaque_encode,cumulative,23,72,0.003051914426843463,0.5277777777777778,0.444,0.7216666140601071,0.4212032622292112,0.5,0.012508347286600429,0.6666666666666666,0.0,3.1962233528368684,-0.45596148439978196,0.4305555555555556,-0.006510420805878109,0.3611111111111111
deepseek-coder-6.7b,clens,23,0.7419,e6,rename_opaque_encode_flatten,cumulative,24,72,0.004253334219776522,0.5555555555555556,0.26,1.142440822963089,0.3893020245302336,0.5416666666666666,0.0057250457470512965,0.6388888888888888,0.058,1.8310674587766695,0.2261558768744757,0.4027777777777778,-0.002604164183139801,0.3472222222222222
deepseek-coder-6.7b,clens,27,0.871,e6,clean_heldout,clean,-1,72,-0.0161832215697589,0.2777777777777778,0.002,-3.536749387152075,0.464554337041465,0.5972222222222222,0.0002004023880026863,0.5277777777777778,0.966,0.05665259791488155,0.15081282920702294,0.4444444444444444,-0.016167534722222224,0.2222222222222222
deepseek-coder-6.7b,clens,27,0.871,e6,normalize,baseline,0,72,-0.016834194830697116,0.3472222222222222,0.002,-3.258494707422104,0.5509646124894811,0.6666666666666666,0.0003120478819661765,0.4583333333333333,0.926,0.06497651062411827,0.13920774624795113,0.5833333333333334,-0.017578125827842288,0.3333333333333333
deepseek-coder-6.7b,clens,27,0.871,e6,rename_only,atomic,11,72,-0.0030819084175097216,0.5,0.562,-0.5649313927030464,0.46981206447379187,0.5833333333333334,-0.0003825565025332488,0.5138888888888888,0.9,-0.21092911839598452,0.26886420177920983,0.5,-0.003906252483526866,0.4027777777777778
deepseek-coder-6.7b,clens,27,0.871,e6,opaque_only,atomic,12,72,-0.01634281035779951,0.3055555555555556,0.0,-3.5546861928702307,0.5321562908775789,0.6805555555555556,-0.008236567492793318,0.3888888888888889,0.012,-2.6082329669349784,0.369218791811133,0.5416666666666666,-0.019422742227713268,0.2222222222222222
deepseek-coder-6.7b,clens,27,0.871,e6,encode_only,atomic,13,72,-0.019224240889388684,0.3333333333333333,0.0,-3.2908468714792543,0.5062451817067932,0.6666666666666666,-0.0009347089618258089,0.4861111111111111,0.812,-0.2901732984399222,-0.0818164348083088,0.4305555555555556,-0.02723524471124013,0.2777777777777778
deepseek-coder-6.7b,clens,27,0.871,e6,flatten_only,atomic,14,72,0.0060721280808633815,0.4861111111111111,0.344,1.0983807437799726,0.4371498021607831,0.5277777777777778,0.0031264714012045783,0.5,0.6,0.6046268040567708,0.42517853868867356,0.4722222222222222,0.0014105869664086236,0.3888888888888889
