split,subset,layer,position,lens,accuracy,accuracy_ci_lo,accuracy_ci_hi,n_rows,n_bases,mean_bound_rank,reversal_rate,reversal_ci_lo,reversal_ci_hi,paired_gap,paired_gap_ci_lo,paired_gap_ci_hi,n_pairs
calib,both_correct,18,pre_def,gram_random,0.5,0.5,0.5,20,10,4.45,0.0,0.0,0.0,0.0,0.0,0.0,10
calib,both_correct,23,pre_def,gram_random,0.5,0.5,0.5,20,10,4.45,0.0,0.0,0.0,0.0,0.0,0.0,10
calib,both_correct,6,pre_def,jlens,0.5,0.5,0.5,20,10,5.5,0.0,0.0,0.0,0.0,0.0,0.0,10
calib,both_correct,12,pre_def,jlens,0.5,0.5,0.5,20,10,3.2,0.0,0.0,0.0,0.0,0.0,0.0,10
calib,both_correct,18,pre_def,jlens,0.5,0.5,0.5,20,10,3.7,0.0,0.0,0.0,0.0,0.0,0.0,10
calib,both_correct,23,pre_def,jlens,0.5,0.5,0.5,20,10,4.1,0.0,0.0,0.0,0.0,0.0,0.0,10
calib,both_correct,6,pre_def,logit,0.5,0.5,0.5,20,10,5.15,0.0,0.0,0.0,0.0,0.0,0.0,10
calib,both_correct,12,pre_def,logit,0.5,0.5,0.5,20,10,4.25,0.0,0.0,0.0,0.0,0.0,0.0,10
calib,both_correct,18,pre_def,logit,0.5,0.5,0.5,20,10,4.85,0.0,0.0,0.0,0.0,0.0,0.0,10
calib,both_correct,23,pre_def,logit,0.5,0.5,0.5,20,10,4.1,0.0,0.0,0.0,0.0,0.0,0.0,10
