model,condition,obf_level,obf_name,site,features,layer,condition_kind,condition_order,arm,relative_depth,breakdown,cell,accuracy,ci_lo,ci_hi,n,n_bases,n_pos,n_neg,pos_frac,frac_predicted_unsafe,acc_unsafe,acc_safe,false_negative_rate,false_positive_rate,pairs_same_label,delta_clean,delta_previous,delta_atomic
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,0,atomic,14,hidden_state,0.0,family,command_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.10416666666666669,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,0,atomic,14,hidden_state,0.0,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.0625,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,0,atomic,14,hidden_state,0.0,family,sql_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.0625,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,0,atomic,14,hidden_state,0.0,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.05555555555555558,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,0,atomic,14,hidden_state,0.0,structure,branch_merge,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.05555555555555558,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,0,atomic,14,hidden_state,0.0,structure,direct,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.02777777777777779,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,0,atomic,14,hidden_state,0.0,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.05555555555555558,,
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,0,cumulative,21,hidden_state,0.0,all,all,0.5,0.5,0.5,144,72,72,72,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.00694444444444442,0.0,0.0
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,0,cumulative,21,hidden_state,0.0,family,command_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.10416666666666669,0.0,0.0
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,0,cumulative,21,hidden_state,0.0,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.0625,0.0,0.0
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,0,cumulative,21,hidden_state,0.0,family,sql_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.0625,0.0,0.0
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,0,cumulative,21,hidden_state,0.0,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.05555555555555558,0.0,0.0
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,0,cumulative,21,hidden_state,0.0,structure,branch_merge,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.05555555555555558,0.0,0.0
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,0,cumulative,21,hidden_state,0.0,structure,direct,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.02777777777777779,0.0,0.0
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,0,cumulative,21,hidden_state,0.0,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.05555555555555558,0.0,0.0
starcoder2-3b,rename_opaque,22,rename_opaque,last_token,hidden,0,cumulative,22,hidden_state,0.0,all,all,0.5,0.5,0.5,144,72,72,72,0.5,0.013888888888888888,0.013888888888888888,0.9861111111111112,0.9861111111111112,0.01388888888888884,1.0,-0.00694444444444442,0.0,0.0
starcoder2-3b,rename_opaque,22,rename_opaque,last_token,hidden,0,cumulative,22,hidden_state,0.0,family,command_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.10416666666666669,0.0,0.0
starcoder2-3b,rename_opaque,22,rename_opaque,last_token,hidden,0,cumulative,22,hidden_state,0.0,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.0625,0.0,0.0
starcoder2-3b,rename_opaque,22,rename_opaque,last_token,hidden,0,cumulative,22,hidden_state,0.0,family,sql_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.041666666666666664,0.041666666666666664,0.9583333333333334,0.9583333333333334,0.04166666666666663,1.0,-0.0625,0.0,0.0
starcoder2-3b,rename_opaque,22,rename_opaque,last_token,hidden,0,cumulative,22,hidden_state,0.0,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.05555555555555558,0.0,0.0
starcoder2-3b,rename_opaque,22,rename_opaque,last_token,hidden,0,cumulative,22,hidden_state,0.0,structure,branch_merge,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.05555555555555558,0.0,0.0
starcoder2-3b,rename_opaque,22,rename_opaque,last_token,hidden,0,cumulative,22,hidden_state,0.0,structure,direct,0.5,0.5,0.5,36,18,18,18,0.5,0.05555555555555555,0.05555555555555555,0.9444444444444444,0.9444444444444444,0.05555555555555558,1.0,0.02777777777777779,0.0,0.0
starcoder2-3b,rename_opaque,22,rename_opaque,last_token,hidden,0,cumulative,22,hidden_state,0.0,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.05555555555555558,0.0,0.0
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,last_token,hidden,0,cumulative,23,hidden_state,0.0,all,all,0.5,0.5,0.5,144,72,72,72,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.00694444444444442,0.0,0.0
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,last_token,hidden,0,cumulative,23,hidden_state,0.0,family,command_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.10416666666666669,0.0,0.0
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,last_token,hidden,0,cumulative,23,hidden_state,0.0,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.0625,0.0,0.0
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,last_token,hidden,0,cumulative,23,hidden_state,0.0,family,sql_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.0625,0.0,0.0
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,last_token,hidden,0,cumulative,23,hidden_state,0.0,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.05555555555555558,0.0,0.0
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,last_token,hidden,0,cumulative,23,hidden_state,0.0,structure,branch_merge,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.05555555555555558,0.0,0.0
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,last_token,hidden,0,cumulative,23,hidden_state,0.0,structure,direct,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.02777777777777779,0.0,0.0
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,last_token,hidden,0,cumulative,23,hidden_state,0.0,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.05555555555555558,0.0,0.0
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,last_token,hidden,0,cumulative,24,hidden_state,0.0,all,all,0.5,0.5,0.5,144,72,72,72,0.5,0.041666666666666664,0.041666666666666664,0.9583333333333334,0.9583333333333334,0.04166666666666663,1.0,-0.00694444444444442,0.0,0.0
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,last_token,hidden,0,cumulative,24,hidden_state,0.0,family,command_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.10416666666666669,0.0,0.0
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,last_token,hidden,0,cumulative,24,hidden_state,0.0,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.041666666666666664,0.041666666666666664,0.9583333333333334,0.9583333333333334,0.04166666666666663,1.0,-0.0625,0.0,0.0
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,last_token,hidden,0,cumulative,24,hidden_state,0.0,family,sql_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.08333333333333337,1.0,-0.0625,0.0,0.0
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,last_token,hidden,0,cumulative,24,hidden_state,0.0,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,0.11111111111111116,1.0,-0.05555555555555558,0.0,0.0
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,last_token,hidden,0,cumulative,24,hidden_state,0.0,structure,branch_merge,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.05555555555555558,0.0,0.0
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,last_token,hidden,0,cumulative,24,hidden_state,0.0,structure,direct,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.02777777777777779,0.0,0.0
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,last_token,hidden,0,cumulative,24,hidden_state,0.0,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,0.05555555555555555,0.05555555555555555,0.9444444444444444,0.9444444444444444,0.05555555555555558,1.0,-0.05555555555555558,0.0,0.0
starcoder2-3b,clean_heldout,-1,clean,last_token,hidden,3,clean,-1,hidden_state,0.1034,all,all,0.7361111111111112,0.6527777777777778,0.8125,144,72,72,72,0.5,0.5138888888888888,0.75,0.7222222222222222,0.25,0.2777777777777778,0.3611111111111111,0.0,,
starcoder2-3b,clean_heldout,-1,clean,last_token,hidden,3,clean,-1,hidden_state,0.1034,family,command_exec,0.7083333333333334,0.5416666666666666,0.8541666666666666,48,24,24,24,0.5,0.5,0.7083333333333334,0.7083333333333334,0.29166666666666663,0.29166666666666663,0.3333333333333333,0.0,,
starcoder2-3b,clean_heldout,-1,clean,last_token,hidden,3,clean,-1,hidden_state,0.1034,family,dynamic_exec,0.75,0.625,0.8541666666666666,48,24,24,24,0.5,0.5,0.75,0.75,0.25,0.25,0.4166666666666667,0.0,,
starcoder2-3b,clean_heldout,-1,clean,last_token,hidden,3,clean,-1,hidden_state,0.1034,family,sql_exec,0.75,0.625,0.875,48,24,24,24,0.5,0.5416666666666666,0.7916666666666666,0.7083333333333334,0.20833333333333337,0.29166666666666663,0.3333333333333333,0.0,,
starcoder2-3b,clean_heldout,-1,clean,last_token,hidden,3,clean,-1,hidden_state,0.1034,structure,assign_chain,0.6388888888888888,0.5,0.75,36,18,18,18,0.5,0.5833333333333334,0.7222222222222222,0.5555555555555556,0.2777777777777778,0.4444444444444444,0.6111111111111112,0.0,,
starcoder2-3b,clean_heldout,-1,clean,last_token,hidden,3,clean,-1,hidden_state,0.1034,structure,branch_merge,0.75,0.6111111111111112,0.8888888888888888,36,18,18,18,0.5,0.4166666666666667,0.6666666666666666,0.8333333333333334,0.33333333333333337,0.16666666666666663,0.3888888888888889,0.0,,
starcoder2-3b,clean_heldout,-1,clean,last_token,hidden,3,clean,-1,hidden_state,0.1034,structure,direct,0.9722222222222222,0.9166666666666666,1.0,36,18,18,18,0.5,0.5277777777777778,1.0,0.9444444444444444,0.0,0.05555555555555558,0.05555555555555555,0.0,,
starcoder2-3b,clean_heldout,-1,clean,last_token,hidden,3,clean,-1,hidden_state,0.1034,structure,helper,0.5833333333333334,0.3888888888888889,0.7777777777777778,36,18,18,18,0.5,0.5277777777777778,0.6111111111111112,0.5555555555555556,0.38888888888888884,0.4444444444444444,0.3888888888888889,0.0,,
starcoder2-3b,normalize,0,normalize,last_token,hidden,3,baseline,0,hidden_state,0.1034,all,all,0.6041666666666666,0.5555555555555556,0.6527777777777778,144,72,72,72,0.5,0.3263888888888889,0.4305555555555556,0.7777777777777778,0.5694444444444444,0.2222222222222222,0.7916666666666666,-0.13194444444444453,,
starcoder2-3b,normalize,0,normalize,last_token,hidden,3,baseline,0,hidden_state,0.1034,family,command_exec,0.6041666666666666,0.5208333333333334,0.6875,48,24,24,24,0.5,0.14583333333333334,0.25,0.9583333333333334,0.75,0.04166666666666663,0.7916666666666666,-0.10416666666666674,,
starcoder2-3b,normalize,0,normalize,last_token,hidden,3,baseline,0,hidden_state,0.1034,family,dynamic_exec,0.5416666666666666,0.5,0.6041666666666666,48,24,24,24,0.5,0.041666666666666664,0.08333333333333333,1.0,0.9166666666666666,0.0,0.9166666666666666,-0.20833333333333337,,
starcoder2-3b,normalize,0,normalize,last_token,hidden,3,baseline,0,hidden_state,0.1034,family,sql_exec,0.6666666666666666,0.5833333333333334,0.7708333333333334,48,24,24,24,0.5,0.7916666666666666,0.9583333333333334,0.375,0.04166666666666663,0.625,0.6666666666666666,-0.08333333333333337,,
starcoder2-3b,normalize,0,normalize,last_token,hidden,3,baseline,0,hidden_state,0.1034,structure,assign_chain,0.6388888888888888,0.5277777777777778,0.75,36,18,18,18,0.5,0.19444444444444445,0.3333333333333333,0.9444444444444444,0.6666666666666667,0.05555555555555558,0.7222222222222222,0.0,,
starcoder2-3b,normalize,0,normalize,last_token,hidden,3,baseline,0,hidden_state,0.1034,structure,branch_merge,0.6111111111111112,0.5277777777777778,0.7222222222222222,36,18,18,18,0.5,0.3333333333333333,0.4444444444444444,0.7777777777777778,0.5555555555555556,0.2222222222222222,0.7777777777777778,-0.13888888888888884,,
starcoder2-3b,normalize,0,normalize,last_token,hidden,3,baseline,0,hidden_state,0.1034,structure,direct,0.6666666666666666,0.5555555555555556,0.7777777777777778,36,18,18,18,0.5,0.4444444444444444,0.6111111111111112,0.7222222222222222,0.38888888888888884,0.2777777777777778,0.6666666666666666,-0.3055555555555556,,
starcoder2-3b,normalize,0,normalize,last_token,hidden,3,baseline,0,hidden_state,0.1034,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666667,0.33333333333333337,1.0,-0.08333333333333337,,
starcoder2-3b,rename_only,11,rename_only,last_token,hidden,3,atomic,11,hidden_state,0.1034,all,all,0.5833333333333334,0.5208333333333334,0.6458333333333334,144,72,72,72,0.5,0.5694444444444444,0.6527777777777778,0.5138888888888888,0.3472222222222222,0.48611111111111116,0.6944444444444444,-0.1527777777777778,,
starcoder2-3b,rename_only,11,rename_only,last_token,hidden,3,atomic,11,hidden_state,0.1034,family,command_exec,0.625,0.5416666666666666,0.7083333333333334,48,24,24,24,0.5,0.6666666666666666,0.7916666666666666,0.4583333333333333,0.20833333333333337,0.5416666666666667,0.75,-0.08333333333333337,,
starcoder2-3b,rename_only,11,rename_only,last_token,hidden,3,atomic,11,hidden_state,0.1034,family,dynamic_exec,0.5208333333333334,0.3958333333333333,0.6458333333333334,48,24,24,24,0.5,0.22916666666666666,0.25,0.7916666666666666,0.75,0.20833333333333337,0.625,-0.22916666666666663,,
starcoder2-3b,rename_only,11,rename_only,last_token,hidden,3,atomic,11,hidden_state,0.1034,family,sql_exec,0.6041666666666666,0.5,0.7083333333333334,48,24,24,24,0.5,0.8125,0.9166666666666666,0.2916666666666667,0.08333333333333337,0.7083333333333333,0.7083333333333334,-0.14583333333333337,,
starcoder2-3b,rename_only,11,rename_only,last_token,hidden,3,atomic,11,hidden_state,0.1034,structure,assign_chain,0.5277777777777778,0.4444444444444444,0.6111111111111112,36,18,18,18,0.5,0.4722222222222222,0.5,0.5555555555555556,0.5,0.4444444444444444,0.8333333333333334,-0.11111111111111105,,
starcoder2-3b,rename_only,11,rename_only,last_token,hidden,3,atomic,11,hidden_state,0.1034,structure,branch_merge,0.5833333333333334,0.5,0.6666666666666666,36,18,18,18,0.5,0.5277777777777778,0.6111111111111112,0.5555555555555556,0.38888888888888884,0.4444444444444444,0.8333333333333334,-0.16666666666666663,,
starcoder2-3b,rename_only,11,rename_only,last_token,hidden,3,atomic,11,hidden_state,0.1034,structure,direct,0.7222222222222222,0.5833333333333334,0.8611111111111112,36,18,18,18,0.5,0.6111111111111112,0.8333333333333334,0.6111111111111112,0.16666666666666663,0.38888888888888884,0.4444444444444444,-0.25,,
starcoder2-3b,rename_only,11,rename_only,last_token,hidden,3,atomic,11,hidden_state,0.1034,structure,helper,0.5,0.3611111111111111,0.6388888888888888,36,18,18,18,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.33333333333333337,0.6666666666666667,0.6666666666666666,-0.08333333333333337,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,3,atomic,12,hidden_state,0.1034,all,all,0.5416666666666666,0.5,0.5833333333333334,144,72,72,72,0.5,0.5694444444444444,0.6111111111111112,0.4722222222222222,0.38888888888888884,0.5277777777777778,0.8611111111111112,-0.19444444444444453,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,3,atomic,12,hidden_state,0.1034,family,command_exec,0.5833333333333334,0.5208333333333334,0.6666666666666666,48,24,24,24,0.5,0.5833333333333334,0.6666666666666666,0.5,0.33333333333333337,0.5,0.8333333333333334,-0.125,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,3,atomic,12,hidden_state,0.1034,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.2916666666666667,0.2916666666666667,0.7083333333333334,0.7083333333333333,0.29166666666666663,1.0,-0.25,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,3,atomic,12,hidden_state,0.1034,family,sql_exec,0.5416666666666666,0.4583333333333333,0.6458333333333334,48,24,24,24,0.5,0.8333333333333334,0.875,0.20833333333333334,0.125,0.7916666666666666,0.75,-0.20833333333333337,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,3,atomic,12,hidden_state,0.1034,structure,assign_chain,0.5555555555555556,0.5,0.6388888888888888,36,18,18,18,0.5,0.6111111111111112,0.6666666666666666,0.4444444444444444,0.33333333333333337,0.5555555555555556,0.8888888888888888,-0.08333333333333326,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,3,atomic,12,hidden_state,0.1034,structure,branch_merge,0.5833333333333334,0.4722222222222222,0.6944444444444444,36,18,18,18,0.5,0.3611111111111111,0.4444444444444444,0.7222222222222222,0.5555555555555556,0.2777777777777778,0.7222222222222222,-0.16666666666666663,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,3,atomic,12,hidden_state,0.1034,structure,direct,0.5277777777777778,0.5,0.5833333333333334,36,18,18,18,0.5,0.6944444444444444,0.7222222222222222,0.3333333333333333,0.2777777777777778,0.6666666666666667,0.9444444444444444,-0.4444444444444444,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,3,atomic,12,hidden_state,0.1034,structure,helper,0.5,0.4166666666666667,0.5833333333333334,36,18,18,18,0.5,0.6111111111111112,0.6111111111111112,0.3888888888888889,0.38888888888888884,0.6111111111111112,0.8888888888888888,-0.08333333333333337,,
starcoder2-3b,encode_only,13,encode_only,last_token,hidden,3,atomic,13,hidden_state,0.1034,all,all,0.625,0.5763888888888888,0.6805555555555556,144,72,72,72,0.5,0.5138888888888888,0.6388888888888888,0.6111111111111112,0.36111111111111116,0.38888888888888884,0.7222222222222222,-0.11111111111111116,,
starcoder2-3b,encode_only,13,encode_only,last_token,hidden,3,atomic,13,hidden_state,0.1034,family,command_exec,0.6875,0.5833333333333334,0.7916666666666666,48,24,24,24,0.5,0.6041666666666666,0.7916666666666666,0.5833333333333334,0.20833333333333337,0.41666666666666663,0.625,-0.02083333333333337,,
starcoder2-3b,encode_only,13,encode_only,last_token,hidden,3,atomic,13,hidden_state,0.1034,family,dynamic_exec,0.5625,0.4791666666666667,0.6666666666666666,48,24,24,24,0.5,0.10416666666666667,0.16666666666666666,0.9583333333333334,0.8333333333333334,0.04166666666666663,0.7916666666666666,-0.1875,,
starcoder2-3b,encode_only,13,encode_only,last_token,hidden,3,atomic,13,hidden_state,0.1034,family,sql_exec,0.625,0.5416666666666666,0.7291666666666666,48,24,24,24,0.5,0.8333333333333334,0.9583333333333334,0.2916666666666667,0.04166666666666663,0.7083333333333333,0.75,-0.125,,
starcoder2-3b,encode_only,13,encode_only,last_token,hidden,3,atomic,13,hidden_state,0.1034,structure,assign_chain,0.6111111111111112,0.5277777777777778,0.7222222222222222,36,18,18,18,0.5,0.5,0.6111111111111112,0.6111111111111112,0.38888888888888884,0.38888888888888884,0.7777777777777778,-0.02777777777777768,,
starcoder2-3b,encode_only,13,encode_only,last_token,hidden,3,atomic,13,hidden_state,0.1034,structure,branch_merge,0.6666666666666666,0.5826388888888889,0.7777777777777778,36,18,18,18,0.5,0.3888888888888889,0.5555555555555556,0.7777777777777778,0.4444444444444444,0.2222222222222222,0.6666666666666666,-0.08333333333333337,,
starcoder2-3b,encode_only,13,encode_only,last_token,hidden,3,atomic,13,hidden_state,0.1034,structure,direct,0.6666666666666666,0.5277777777777778,0.7777777777777778,36,18,18,18,0.5,0.6111111111111112,0.7777777777777778,0.5555555555555556,0.2222222222222222,0.4444444444444444,0.5555555555555556,-0.3055555555555556,,
starcoder2-3b,encode_only,13,encode_only,last_token,hidden,3,atomic,13,hidden_state,0.1034,structure,helper,0.5555555555555556,0.5,0.6388888888888888,36,18,18,18,0.5,0.5555555555555556,0.6111111111111112,0.5,0.38888888888888884,0.5,0.8888888888888888,-0.02777777777777779,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,3,atomic,14,hidden_state,0.1034,all,all,0.5,0.5,0.5,144,72,72,72,0.5,0.1388888888888889,0.1388888888888889,0.8611111111111112,0.8611111111111112,0.13888888888888884,1.0,-0.23611111111111116,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,3,atomic,14,hidden_state,0.1034,family,command_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.08333333333333337,1.0,-0.20833333333333337,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,3,atomic,14,hidden_state,0.1034,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.16666666666666663,1.0,-0.25,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,3,atomic,14,hidden_state,0.1034,family,sql_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.16666666666666663,1.0,-0.25,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,3,atomic,14,hidden_state,0.1034,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.16666666666666663,1.0,-0.13888888888888884,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,3,atomic,14,hidden_state,0.1034,structure,branch_merge,0.5,0.5,0.5,36,18,18,18,0.5,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,0.11111111111111116,1.0,-0.25,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,3,atomic,14,hidden_state,0.1034,structure,direct,0.5,0.5,0.5,36,18,18,18,0.5,0.2777777777777778,0.2777777777777778,0.7222222222222222,0.7222222222222222,0.2777777777777778,1.0,-0.4722222222222222,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,3,atomic,14,hidden_state,0.1034,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.08333333333333337,,
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,3,cumulative,21,hidden_state,0.1034,all,all,0.5277777777777778,0.4652777777777778,0.5902777777777778,144,72,72,72,0.5,0.5555555555555556,0.5833333333333334,0.4722222222222222,0.41666666666666663,0.5277777777777778,0.6944444444444444,-0.20833333333333337,-0.07638888888888884,-0.05555555555555558
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,3,cumulative,21,hidden_state,0.1034,family,command_exec,0.6041666666666666,0.4791666666666667,0.7291666666666666,48,24,24,24,0.5,0.6041666666666666,0.7083333333333334,0.5,0.29166666666666663,0.5,0.5416666666666666,-0.10416666666666674,0.0,-0.02083333333333337
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,3,cumulative,21,hidden_state,0.1034,family,dynamic_exec,0.4791666666666667,0.375,0.5833333333333334,48,24,24,24,0.5,0.22916666666666666,0.20833333333333334,0.75,0.7916666666666666,0.25,0.7083333333333334,-0.2708333333333333,-0.062499999999999944,-0.041666666666666685
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,3,cumulative,21,hidden_state,0.1034,family,sql_exec,0.5,0.4166666666666667,0.5833333333333334,48,24,24,24,0.5,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.16666666666666663,0.8333333333333334,0.8333333333333334,-0.25,-0.16666666666666663,-0.10416666666666663
