split,position,site,contrast,delta,ci_lo,ci_hi,n_rows,n_bases,jlens_exceeds_control
test,use,all,jlens_value - logit_value,0.0020647324266887847,0.00088355718357932,0.0032926440722353388,1680,70,True
test,use,all,jlens_value - gram_random,0.0020740317269450142,0.0007624152573269038,0.0034228493490566798,1680,70,True
test,use,all,jlens_value - noop_same_value,0.0008556538571914037,-0.0009951633263734125,0.0027346073086595237,1680,70,False
test,use,all,jlens_value - jlens_answer,0.0016927085639465423,0.0003162209423524993,0.0030322263216865904,1680,70,True
test,use,all,jlens_value - whole_state,-0.08618861555698372,-0.1168347754094395,-0.05832891457980235,1680,70,False
