model,arm,lens,layer,site,condition,condition_kind,condition_order,relative_depth,n_pairs,mean_delta_contrast_z,mean_delta_contrast_prob,sign_consistency_z,sign_consistency_prob,mean_contrast_prob_unsafe,mean_contrast_prob_safe,permutation_effect_size,permutation_p,permutation_null_sd,anchor_token_same_frac,corr_contrast_entropy,corr_contrast_norm,mean_delta_entropy,topk_enrichment_positive,topk_enrichment_negative,topk_enrichment_random,concept_rank_best
deepseek-coder-1.3b,main,jlens,0,last_token,rename_opaque_encode,cumulative,23,0.0,72,0.0015132959927976733,-2.281245494430488e-07,0.6111111111111112,0.6388888888888888,-0.010279923082874422,-0.010279694958324983,1.170113006638179,0.254,0.0013043728817246432,1.0,-0.22100580173893816,0.20116433512131665,-9.904015620411223e-06,0.0,0.0,0.0625,59.0
deepseek-coder-1.3b,main,jlens,0,last_token,rename_opaque_encode_flatten,cumulative,24,0.0,72,0.00014130022619220894,1.1149960160757747e-07,0.5972222222222222,0.6388888888888888,-0.010618419578575046,-0.010618531078176653,1.0421702599675244,0.326,0.00013850259140862304,1.0,-0.6353722491106517,0.0143224271818148,-2.6487164235996136e-07,0.0,0.0,0.03125,52.0
deepseek-coder-1.3b,main,jlens,3,last_token,clean_heldout,clean,-1,0.1304,72,0.0006229795476367551,-7.570742702645914e-07,0.5277777777777778,0.4722222222222222,-0.010344091731333228,-0.010343334657062962,0.3846179768348578,0.782,0.002171071482282222,1.0,0.33081325290963554,0.16884547552350976,2.935321755943083e-06,0.0,0.0,0.0625,40.0
deepseek-coder-1.3b,main,jlens,3,last_token,normalize,baseline,0,0.1304,72,0.04863843679208416,1.617489506706531e-05,0.6388888888888888,0.625,-0.00983266305391818,-0.009848837948985244,4.401943937354036,0.0,0.01095625100876806,1.0,-0.22403546177478037,-0.4658941297977933,1.3523155868950316e-05,0.125,0.0,0.03125,7.0
deepseek-coder-1.3b,main,jlens,3,last_token,rename_only,atomic,11,0.1304,72,0.03163422747736348,5.518242530626347e-06,0.6666666666666666,0.5555555555555556,-0.009788045715976666,-0.00979356395850729,3.0473212166403116,0.002,0.010579450290827037,1.0,0.25989471895727884,-0.34167691301177927,2.2631378242025473e-05,0.0,0.0,0.0,6.0
deepseek-coder-1.3b,main,jlens,3,last_token,opaque_only,atomic,12,0.1304,72,0.03931000052372961,1.2970733104520497e-05,0.7222222222222222,0.6666666666666666,-0.009780908719956393,-0.009793879453060915,3.915019170091765,0.0,0.010012937934010199,1.0,-0.17247081062387043,-0.47486068011897364,1.6700778605494015e-05,0.125,0.0,0.03125,11.0
deepseek-coder-1.3b,main,jlens,3,last_token,encode_only,atomic,13,0.1304,72,0.04668202263248214,1.4999223588090062e-05,0.6944444444444444,0.6666666666666666,-0.009842706002713692,-0.009857705226301782,4.338432416223968,0.0,0.010665911190369852,1.0,-0.2942371268692432,-0.48048799134613696,9.709958168192658e-06,0.125,0.0,0.0,7.0
deepseek-coder-1.3b,main,jlens,3,last_token,flatten_only,atomic,14,0.1304,72,0.0008722569304491115,3.849253666143763e-07,0.5694444444444444,0.4861111111111111,-0.00971657687018223,-0.009716961795548842,0.7594139209611355,0.442,0.0010648462133345498,1.0,0.1452800682229927,-0.35992151311209974,2.2782013162759974e-06,0.25,0.125,0.03125,60.0
deepseek-coder-1.3b,main,jlens,3,last_token,rename_cumulative,cumulative,21,0.1304,72,0.022289327555342634,7.555594242918586e-06,0.625,0.5972222222222222,-0.009785139190181829,-0.009792694784424745,2.3420637641102564,0.012,0.00966172836111312,1.0,0.37117056201132476,-0.3323919632443681,-1.5622794908237086e-06,0.125,0.0,0.0,19.0
deepseek-coder-1.3b,main,jlens,3,last_token,rename_opaque,cumulative,22,0.1304,72,0.014327628158678876,-8.587762720323728e-09,0.5694444444444444,0.4861111111111111,-0.009656110851117216,-0.009656102263354496,2.0338634239443363,0.038,0.006929151090820051,1.0,0.6584626284321766,-0.46423068068732376,6.99903714851402e-06,0.0,0.125,0.0,18.0
deepseek-coder-1.3b,main,jlens,3,last_token,rename_opaque_encode,cumulative,23,0.1304,72,0.013672694397182276,8.406923618927949e-06,0.625,0.6111111111111112,-0.009665144569955387,-0.009673551493574316,1.5028600667705885,0.144,0.009002811687533405,1.0,0.25518124355065375,-0.4177056767691712,1.4259594981469448e-06,0.0,0.0,0.0,65.0
deepseek-coder-1.3b,main,jlens,3,last_token,rename_opaque_encode_flatten,cumulative,24,0.1304,72,-0.0004302790787804885,-2.0434872383131032e-07,0.3888888888888889,0.4166666666666667,-0.00985066180270414,-0.009850457453980308,-0.1631180362183301,0.808,0.00194405416356783,1.0,0.5990712111715086,0.5853768006056561,1.08920979905817e-06,0.0,0.0,0.0,126.0
deepseek-coder-1.3b,main,jlens,7,last_token,clean_heldout,clean,-1,0.3043,72,-0.07343900012829022,-1.7498146112887198e-05,0.2361111111111111,0.4444444444444444,-0.010674542665801855,-0.010657044519688966,-4.227896280102991,0.0,0.017055688690182473,1.0,-0.08759666172219407,-0.32864537925714127,1.1452911974376948e-05,0.75,0.75,0.0,162.0
deepseek-coder-1.3b,main,jlens,7,last_token,normalize,baseline,0,0.3043,72,-0.10596102762371912,-1.6181756784104784e-05,0.2222222222222222,0.4305555555555556,-0.010495184168741052,-0.010479002411956949,-5.093348460246342,0.0,0.020785298060355673,1.0,0.07782908360654184,-0.48395012240199925,6.41348139999165e-05,0.375,0.375,0.0,163.0
deepseek-coder-1.3b,main,jlens,7,last_token,rename_only,atomic,11,0.3043,72,-0.04826307913550763,2.9190704083340916e-05,0.4305555555555556,0.5277777777777778,-0.010372585973654602,-0.010401776677737944,-1.7917106329007642,0.066,0.02590879469716485,1.0,0.09313824510868701,-0.3709102255675368,4.2389267802780653e-05,0.25,0.25,0.0,162.0
deepseek-coder-1.3b,main,jlens,7,last_token,opaque_only,atomic,12,0.3043,72,-0.1155193824357095,-1.797958765534103e-05,0.2777777777777778,0.4444444444444444,-0.010497818979098425,-0.010479839391443082,-4.595865348108221,0.0,0.02511390600775063,1.0,0.10500994826043507,-0.7140022483603689,6.592346506093281e-05,0.5,0.25,0.0,171.0
deepseek-coder-1.3b,main,jlens,7,last_token,encode_only,atomic,13,0.3043,72,-0.11210938564276833,-2.1487150290305916e-05,0.19444444444444445,0.4166666666666667,-0.010558198197296845,-0.010536711047006538,-5.348391238398122,0.0,0.020910093175822684,1.0,0.017811779473234608,-0.4973836248468497,8.248750856591307e-05,0.25,0.375,0.0,163.0
deepseek-coder-1.3b,main,jlens,7,last_token,flatten_only,atomic,14,0.3043,72,0.0037104545794820845,4.7473185709654866e-07,0.6111111111111112,0.5138888888888888,-0.010391745737860666,-0.010392220469717764,1.1375090200141678,0.232,0.0031812332683301813,1.0,0.23951631067441218,-0.42427831304706165,-3.898989238101021e-06,0.125,0.0,0.03125,27.0
deepseek-coder-1.3b,main,jlens,7,last_token,rename_cumulative,cumulative,21,0.3043,72,-0.06564809531683576,1.1728448442572196e-06,0.4305555555555556,0.5,-0.010375137004027167,-0.010376309848871425,-2.455204107655822,0.016,0.027190884678816717,1.0,0.1978042491326992,-0.38656248824024597,1.3233983838715583e-05,0.25,0.25,0.0,155.0
deepseek-coder-1.3b,main,jlens,7,last_token,rename_opaque,cumulative,22,0.3043,72,-0.035196600057232304,3.3104570836513613e-06,0.3888888888888889,0.5138888888888888,-0.010463614623038929,-0.010466925080122582,-1.7711404583440404,0.07,0.019087523184685862,1.0,-0.09742533798009345,-0.41174971293504575,1.727152094220684e-05,0.5,0.25,0.0,153.0
deepseek-coder-1.3b,main,jlens,7,last_token,rename_opaque_encode,cumulative,23,0.3043,72,-0.058787120367812556,-3.7221386904707435e-06,0.4722222222222222,0.4722222222222222,-0.010500501031566765,-0.010496778892876295,-2.3347015959879878,0.02,0.025163178649475593,1.0,0.04574333915119288,-0.7358298719818013,2.980482470112585e-05,0.25,0.0,0.0,162.0
deepseek-coder-1.3b,main,jlens,7,last_token,rename_opaque_encode_flatten,cumulative,24,0.3043,72,-0.0015504732148709703,-4.54762737818562e-06,0.4305555555555556,0.4305555555555556,-0.010552000821477305,-0.010547453194099119,-0.2692273907985695,0.792,0.0054454519778979905,1.0,-0.07177521068868147,-0.031180920151658242,9.810094890958273e-06,0.0,0.0,0.09375,47.0
