model,lens,layer,relative_depth,prompt_style,condition,condition_kind,condition_order,n_pairs,taint_mean_delta_z,taint_sign_consistency,taint_permutation_p,taint_permutation_effect_size,taint_corr_model_delta,taint_lens_tracks_model,security_mean_delta_z,security_sign_consistency,security_permutation_p,security_permutation_effect_size,security_corr_model_delta,security_lens_tracks_model,mean_model_delta_margin,model_pair_separation
starcoder2-3b,clens,0,0.0,e6,normalize,baseline,0,72,0.0015107523478203938,0.6527777777777778,0.206,1.236163533667608,-0.31080321913656095,0.5555555555555556,-0.001243523732144323,0.4861111111111111,0.318,-0.9620299261114253,0.27501809872591937,0.4722222222222222,0.03774684750371509,0.8472222222222222
starcoder2-3b,clens,0,0.0,e6,rename_only,atomic,11,72,0.0004441776405514214,0.5,0.592,0.6276652938273082,0.047825187366922574,0.4583333333333333,2.7465620731226885e-05,0.5138888888888888,0.972,0.026700240996169623,0.17999589425866502,0.5833333333333334,0.014865446421835158,0.625
starcoder2-3b,clens,0,0.0,e6,opaque_only,atomic,12,72,0.0010773404901278294,0.5972222222222222,0.262,1.0905890705288546,-0.2773661048935519,0.5833333333333334,-0.0007521538597595128,0.5138888888888888,0.508,-0.5772906299101435,0.14254511944115716,0.4722222222222222,0.03291151507033242,0.7083333333333334
starcoder2-3b,clens,0,0.0,e6,encode_only,atomic,13,72,0.0016126244796120005,0.6388888888888888,0.158,1.3867946649919247,-0.23519336147635403,0.5,-0.001216775337612984,0.5138888888888888,0.322,-0.9475776430568725,0.254383606422656,0.5416666666666666,0.04248047454489602,0.7777777777777778
starcoder2-3b,clens,0,0.0,e6,flatten_only,atomic,14,72,-3.695328850993823e-05,0.4722222222222222,0.87,-0.1914575826371051,-0.12064451978660985,0.4444444444444444,0.00010091960373611227,0.5833333333333334,0.6,0.5264748547046466,0.023799458810064802,0.4861111111111111,0.009474012586805556,0.6111111111111112
starcoder2-3b,clens,0,0.0,e6,rename_cumulative,cumulative,21,72,0.0013920901933531407,0.4583333333333333,0.27,1.0875330908336656,-0.174954908701956,0.4583333333333333,0.0010406171291658846,0.5555555555555556,0.57,0.5254145325119415,0.11415832826162546,0.4166666666666667,0.017659501896964178,0.6666666666666666
starcoder2-3b,clens,0,0.0,e6,rename_opaque,cumulative,22,72,-0.00022168423002409985,0.4722222222222222,0.824,-0.249326725014029,0.04103415679683269,0.4583333333333333,-0.0011677668444387403,0.4722222222222222,0.37,-1.014165578155457,-0.07112150850105803,0.4583333333333333,0.015285914142926535,0.7361111111111112
starcoder2-3b,clens,0,0.0,e6,rename_opaque_encode,cumulative,23,72,-9.037512940121254e-06,0.4722222222222222,0.99,0.057804039230751725,0.13992517536364557,0.5,-1.4250033258796554e-05,0.4861111111111111,0.982,0.009896393830588764,0.1777174224224298,0.4861111111111111,0.013576933079295687,0.5833333333333334
starcoder2-3b,clens,0,0.0,e6,rename_opaque_encode_flatten,cumulative,24,72,-6.977140903265277e-05,0.3472222222222222,0.82,-0.27996479458336393,-0.0780532690126745,0.4583333333333333,0.000508146159093312,0.4305555555555556,0.344,1.0491538813054648,0.012873902282920421,0.5138888888888888,0.003987628552648757,0.5555555555555556
starcoder2-3b,clens,3,0.1034,e6,clean_heldout,clean,-1,72,-0.00030146595214633476,0.4444444444444444,0.604,-0.5115042723752561,-0.025147287923188103,0.4166666666666667,-0.001686688005993577,0.4583333333333333,0.346,-0.8843889810651755,0.21168562234316166,0.4861111111111111,0.029269744952519734,0.8055555555555556
starcoder2-3b,clens,3,0.1034,e6,normalize,baseline,0,72,-0.0007995433507278617,0.4305555555555556,0.266,-1.1768797499449386,0.02586864824921637,0.4722222222222222,-0.0015928016307215755,0.4861111111111111,0.376,-0.8285751380171483,0.2567222824049822,0.5,0.03774684750371509,0.8472222222222222
