pair_id,base_id,template,op_family,split,variant,layer,position,v_source,v_target,both_counterfactuals_correct,lens,margin_source_minus_target,margin_bound_minus_other,bound_rank,correct
base_0000_affine,base_0000,global_shadow,affine,test,source,8,pre_def,2,4,True,jlens,0.07110345363616943,0.07110345363616943,1,True
base_0000_affine,base_0000,global_shadow,affine,test,source,8,pre_def,2,4,True,logit,0.13722842931747437,0.13722842931747437,5,True
base_0000_affine,base_0000,global_shadow,affine,test,source,8,pre_def,2,4,True,gram_random,-0.013599783182144165,-0.013599783182144165,6,False
base_0000_affine,base_0000,global_shadow,affine,test,source,8,pre_def,2,4,True,probe,0.9810522198677063,0.9810522198677063,0,True
base_0000_affine,base_0000,global_shadow,affine,test,source,16,pre_def,2,4,True,jlens,-0.20283913612365723,-0.20283913612365723,7,False
base_0000_affine,base_0000,global_shadow,affine,test,source,16,pre_def,2,4,True,logit,-1.1229248046875,-1.1229248046875,7,False
base_0000_affine,base_0000,global_shadow,affine,test,source,16,pre_def,2,4,True,gram_random,0.15251079201698303,0.15251079201698303,7,True
base_0000_affine,base_0000,global_shadow,affine,test,source,16,pre_def,2,4,True,probe,0.9475806355476379,0.9475806355476379,0,True
base_0000_affine,base_0000,global_shadow,affine,test,source,24,pre_def,2,4,True,jlens,-0.25273770093917847,-0.25273770093917847,9,False
base_0000_affine,base_0000,global_shadow,affine,test,source,24,pre_def,2,4,True,logit,2.5215835571289062,2.5215835571289062,6,True
base_0000_affine,base_0000,global_shadow,affine,test,source,24,pre_def,2,4,True,gram_random,0.28342869877815247,0.28342869877815247,6,True
base_0000_affine,base_0000,global_shadow,affine,test,source,24,pre_def,2,4,True,probe,0.9981240630149841,0.9981240630149841,0,True
base_0000_affine,base_0000,global_shadow,affine,test,source,31,pre_def,2,4,True,jlens,0.4691009521484375,0.4691009521484375,2,True
base_0000_affine,base_0000,global_shadow,affine,test,source,31,pre_def,2,4,True,logit,14.218780517578125,14.218780517578125,2,True
base_0000_affine,base_0000,global_shadow,affine,test,source,31,pre_def,2,4,True,gram_random,0.8868589401245117,0.8868589401245117,3,True
base_0000_affine,base_0000,global_shadow,affine,test,source,31,pre_def,2,4,True,probe,0.8871558904647827,0.8871558904647827,0,True
base_0000_affine,base_0000,global_shadow,affine,test,source,8,def_source,2,4,True,jlens,0.08428354561328888,0.08428354561328888,1,True
base_0000_affine,base_0000,global_shadow,affine,test,source,8,def_source,2,4,True,logit,-1.1246931552886963,-1.1246931552886963,8,False
base_0000_affine,base_0000,global_shadow,affine,test,source,8,def_source,2,4,True,gram_random,0.04116271436214447,0.04116271436214447,1,True
base_0000_affine,base_0000,global_shadow,affine,test,source,8,def_source,2,4,True,probe,0.9522414803504944,0.9522414803504944,0,True
base_0000_affine,base_0000,global_shadow,affine,test,source,16,def_source,2,4,True,jlens,-0.13414806127548218,-0.13414806127548218,3,False
base_0000_affine,base_0000,global_shadow,affine,test,source,16,def_source,2,4,True,logit,-4.923666954040527,-4.923666954040527,8,False
base_0000_affine,base_0000,global_shadow,affine,test,source,16,def_source,2,4,True,gram_random,0.18092861771583557,0.18092861771583557,6,True
base_0000_affine,base_0000,global_shadow,affine,test,source,16,def_source,2,4,True,probe,0.9319807887077332,0.9319807887077332,0,True
base_0000_affine,base_0000,global_shadow,affine,test,source,24,def_source,2,4,True,jlens,-0.70601487159729,-0.70601487159729,9,False
base_0000_affine,base_0000,global_shadow,affine,test,source,24,def_source,2,4,True,logit,-11.679363250732422,-11.679363250732422,7,False
base_0000_affine,base_0000,global_shadow,affine,test,source,24,def_source,2,4,True,gram_random,0.5327315330505371,0.5327315330505371,4,True
base_0000_affine,base_0000,global_shadow,affine,test,source,24,def_source,2,4,True,probe,0.9417788982391357,0.9417788982391357,0,True
base_0000_affine,base_0000,global_shadow,affine,test,source,31,def_source,2,4,True,jlens,-0.16555404663085938,-0.16555404663085938,6,False
base_0000_affine,base_0000,global_shadow,affine,test,source,31,def_source,2,4,True,logit,-5.0401611328125,-5.0401611328125,6,False
base_0000_affine,base_0000,global_shadow,affine,test,source,31,def_source,2,4,True,gram_random,0.8839604258537292,0.8839604258537292,2,True
base_0000_affine,base_0000,global_shadow,affine,test,source,31,def_source,2,4,True,probe,0.900928258895874,0.900928258895874,0,True
base_0000_affine,base_0000,global_shadow,affine,test,source,8,def_target,2,4,True,jlens,-0.0070238858461380005,-0.0070238858461380005,2,False
base_0000_affine,base_0000,global_shadow,affine,test,source,8,def_target,2,4,True,logit,0.7910107970237732,0.7910107970237732,4,True
base_0000_affine,base_0000,global_shadow,affine,test,source,8,def_target,2,4,True,gram_random,0.07147307693958282,0.07147307693958282,1,True
base_0000_affine,base_0000,global_shadow,affine,test,source,8,def_target,2,4,True,probe,0.05463512986898422,0.05463512986898422,1,True
base_0000_affine,base_0000,global_shadow,affine,test,source,16,def_target,2,4,True,jlens,-0.3392944633960724,-0.3392944633960724,5,False
base_0000_affine,base_0000,global_shadow,affine,test,source,16,def_target,2,4,True,logit,4.349206924438477,4.349206924438477,0,True
