model,item_id,family,pair_id,arm,layer,direction,edit,clean_logit_diff,ablated_logit_diff,delta_logit_diff,edit_norm_ratio
deepseek-coder-1.3b,binding-0-outer,binding,binding-0,outer,19,jlens,erase,2.5625,3.078125,0.515625,0.040835735667662874
deepseek-coder-1.3b,binding-0-outer,binding,binding-0,outer,19,rlens,erase,2.5625,3.05859375,0.49609375,0.03659437072270015
deepseek-coder-1.3b,binding-0-outer,binding,binding-0,outer,19,logit,erase,2.5625,2.25,-0.3125,0.02182243705431015
deepseek-coder-1.3b,binding-0-outer,binding,binding-0,outer,19,offtarget,erase,2.5625,1.375,-1.1875,0.06307698496565055
deepseek-coder-1.3b,binding-0-outer,binding,binding-0,outer,19,random,erase,2.5625,2.5625,0.0,0.0024515205726624626
deepseek-coder-1.3b,binding-0-outer,binding,binding-0,outer,21,jlens,erase,2.5625,2.96875,0.40625,0.02201555718426482
deepseek-coder-1.3b,binding-0-outer,binding,binding-0,outer,21,rlens,erase,2.5625,2.8671875,0.3046875,0.016812169798080992
deepseek-coder-1.3b,binding-0-outer,binding,binding-0,outer,21,logit,erase,2.5625,2.625,0.0625,0.002961513665002116
deepseek-coder-1.3b,binding-0-outer,binding,binding-0,outer,21,offtarget,erase,2.5625,1.75,-0.8125,0.04440529811001601
deepseek-coder-1.3b,binding-0-outer,binding,binding-0,outer,21,random,erase,2.5625,2.5625,0.0,0.0008644601404817962
deepseek-coder-1.3b,binding-0-outer,binding,binding-0,outer,22,jlens,erase,2.5625,2.4375,-0.125,0.0075863346862257205
deepseek-coder-1.3b,binding-0-outer,binding,binding-0,outer,22,rlens,erase,2.5625,2.4375,-0.125,0.0075863346862257205
deepseek-coder-1.3b,binding-0-outer,binding,binding-0,outer,22,logit,erase,2.5625,2.4375,-0.125,0.0075863346862257205
deepseek-coder-1.3b,binding-0-outer,binding,binding-0,outer,22,offtarget,erase,2.5625,1.8125,-0.75,0.03182427235581
deepseek-coder-1.3b,binding-0-outer,binding,binding-0,outer,22,random,erase,2.5625,2.5625,0.0,0.007616405113501699
deepseek-coder-1.3b,binding-0-inner,binding,binding-0,inner,19,jlens,erase,-1.75,-0.625,1.125,0.06733095733385114
deepseek-coder-1.3b,binding-0-inner,binding,binding-0,inner,19,rlens,erase,-1.75,-0.375,1.375,0.06845604580346693
deepseek-coder-1.3b,binding-0-inner,binding,binding-0,inner,19,logit,erase,-1.75,-1.5,0.25,0.025126700933196685
deepseek-coder-1.3b,binding-0-inner,binding,binding-0,inner,19,offtarget,erase,-1.75,-2.375,-0.625,0.050830448589168464
deepseek-coder-1.3b,binding-0-inner,binding,binding-0,inner,19,random,erase,-1.75,-1.75,0.0,0.03657012177964862
deepseek-coder-1.3b,binding-0-inner,binding,binding-0,inner,21,jlens,erase,-1.75,-0.25,1.5,0.0766418591487192
deepseek-coder-1.3b,binding-0-inner,binding,binding-0,inner,21,rlens,erase,-1.75,-0.1875,1.5625,0.07143182340336651
deepseek-coder-1.3b,binding-0-inner,binding,binding-0,inner,21,logit,erase,-1.75,-0.375,1.375,0.05530928661606768
deepseek-coder-1.3b,binding-0-inner,binding,binding-0,inner,21,offtarget,erase,-1.75,-2.75,-1.0,0.06013534220551482
deepseek-coder-1.3b,binding-0-inner,binding,binding-0,inner,21,random,erase,-1.75,-1.75,0.0,0.03478758967736548
deepseek-coder-1.3b,binding-0-inner,binding,binding-0,inner,22,jlens,erase,-1.75,-0.25,1.5,0.07213487116524861
deepseek-coder-1.3b,binding-0-inner,binding,binding-0,inner,22,rlens,erase,-1.75,-0.25,1.5,0.07213487116524861
