level,arm,layer,readout,reversal,reversal_ci_lo,reversal_ci_hi,beats_chance,mean_delta,delta_ci_lo,delta_ci_hi,delta_excludes_zero,n,n_bases,split,family,pair_index,inner_word,outer_word
pair,ba,16,gram_random,0.35928571428571426,0.345,0.37287499999999996,False,-0.06124765985977969,-0.06534998531217155,-0.056916857179520386,False,280,280,test,scope,2.0,inside,outside
pair,ba,16,gram_random,0.32,0.3,0.34,False,-0.0766788142294224,-0.08327731615005593,-0.07039434109744619,False,280,280,test,scope,3.0,nested,module
pair,ba,16,jlens,0.9785714285714285,0.9607142857142857,0.9928571428571429,True,0.2952692069379347,0.27980854450658493,0.3101869860843622,True,280,280,test,action,7.0,replaced,kept
pair,ba,16,jlens,0.22857142857142856,0.18205357142857143,0.27508928571428526,False,-0.08767531088420323,-0.10151506916619837,-0.07413074134316829,False,280,280,test,action,8.0,changed,unchanged
pair,ba,16,jlens,0.9785714285714285,0.9607142857142857,0.9928571428571429,True,0.17190075969057425,0.16117249028823738,0.1827811471618978,True,280,280,test,positional,4.0,later,earlier
pair,ba,16,jlens,0.3464285714285714,0.2891964285714286,0.40714285714285714,False,-0.03805283057902541,-0.05413275463772672,-0.022605902308797745,False,280,280,test,positional,5.0,second,first
pair,ba,16,jlens,0.3392857142857143,0.2857142857142857,0.3964285714285714,False,-0.04669925541217838,-0.057242051082264093,-0.03509820361754728,False,280,280,test,positional,6.0,new,original
pair,ba,16,jlens,0.9821428571428571,0.9642857142857143,0.9964285714285714,True,0.22464497270328657,0.213145611296807,0.23747192763324296,True,280,280,test,scope,0.0,local,global
pair,ba,16,jlens,0.7214285714285714,0.6678571428571428,0.7715178571428567,True,0.07504234526838575,0.06084830266822662,0.08927797892530048,True,280,280,test,scope,1.0,inner,outer
pair,ba,16,jlens,0.7142857142857143,0.6642857142857143,0.7642857142857142,True,0.06234276443719864,0.05059041784211461,0.07505124034093959,True,280,280,test,scope,2.0,inside,outside
pair,ba,16,jlens,1.0,1.0,1.0,True,0.5521776444145612,0.53810093614938,0.5664799335492509,True,280,280,test,scope,3.0,nested,module
pair,ba,16,logit,1.0,1.0,1.0,True,9.592860686779023,9.17579339091267,9.992350644937583,True,280,280,test,action,7.0,replaced,kept
pair,ba,16,logit,0.9642857142857143,0.9428571428571428,0.9821428571428571,True,5.0972402564116885,4.748454268234116,5.439003172985145,True,280,280,test,action,8.0,changed,unchanged
pair,ba,16,logit,0.9964285714285714,0.9892857142857143,1.0,True,6.784411130206926,6.495986763526286,7.0939054020600665,True,280,280,test,positional,4.0,later,earlier
pair,ba,16,logit,0.14642857142857144,0.10357142857142858,0.18571428571428572,False,-3.6808998063206673,-4.057814625262149,-3.305569598823786,False,280,280,test,positional,5.0,second,first
