level,arm,control,layer,reversal_clens,reversal_control,difference,ci_lo,ci_hi,beats_control,n,n_bases,split,family,pair_index,inner_word,outer_word
family,both,gram_random,24,0.8397321428571428,0.5151758928571428,0.32455625,0.3052145758928571,0.3432537946428571,True,2240,280,test,scope,,,
family,both,logit,8,0.3580357142857143,0.7330357142857142,-0.375,-0.40714285714285714,-0.34285714285714286,False,1120,280,test,action,,,
family,both,logit,8,0.7696428571428572,0.6970238095238095,0.07261904761904762,0.0380952380952381,0.10714285714285714,True,1680,280,test,positional,,,
family,both,logit,8,0.475,0.40669642857142857,0.06830357142857142,0.04330357142857143,0.09331473214285708,True,2240,280,test,scope,,,
family,both,logit,12,0.6517857142857143,0.9758928571428571,-0.32410714285714287,-0.36609375,-0.28482142857142856,False,1120,280,test,action,,,
family,both,logit,12,0.8279761904761904,0.6577380952380952,0.17023809523809524,0.15119047619047618,0.18928571428571428,True,1680,280,test,positional,,,
family,both,logit,12,0.8120535714285714,0.7620535714285714,0.05,0.030357142857142857,0.07008928571428572,True,2240,280,test,scope,,,
family,both,logit,16,0.7464285714285714,0.98125,-0.23482142857142857,-0.2669642857142857,-0.2044419642857144,False,1120,280,test,action,,,
family,both,logit,16,0.580952380952381,0.5857142857142857,-0.004761904761904762,-0.025,0.01607142857142857,False,1680,280,test,positional,,,
family,both,logit,16,0.8638392857142857,0.7236607142857143,0.14017857142857143,0.12455357142857143,0.1567075892857142,True,2240,280,test,scope,,,
family,both,logit,20,0.5419642857142857,0.6482142857142857,-0.10625,-0.12767857142857142,-0.08660714285714285,False,1120,280,test,action,,,
family,both,logit,20,0.28809523809523807,0.2773809523809524,0.010714285714285714,-0.007142857142857143,0.02857142857142857,False,1680,280,test,positional,,,
family,both,logit,20,0.8642857142857143,0.7785714285714286,0.08571428571428572,0.07410714285714286,0.09776785714285714,True,2240,280,test,scope,,,
family,both,logit,24,0.4348214285714286,0.45267857142857143,-0.017857142857142856,-0.03125,-0.005357142857142857,False,1120,280,test,action,,,
family,both,logit,24,0.43214285714285716,0.3101190476190476,0.12202380952380952,0.10416666666666667,0.14166666666666666,True,1680,280,test,positional,,,
family,both,logit,24,0.8397321428571428,0.7299107142857143,0.10982142857142857,0.09598214285714286,0.125,True,2240,280,test,scope,,,
pair,ab,gram_random,8,0.7178571428571429,0.5063285714285714,0.2115285714285714,0.1606094642857143,0.26396499999999995,True,280,280,test,action,7.0,replaced,kept
pair,ab,gram_random,8,0.0,0.5086785714285714,-0.5086785714285714,-0.5104792857142856,-0.50687125,False,280,280,test,action,8.0,changed,unchanged
