model,layer,site,condition,lens_a,lens_b,cosine,spearman,n_tokens
starcoder2-3b,29,last_token,rename_only,jlens,logit,0.9999995386382877,0.9999936249392378,196
starcoder2-3b,29,last_token,rename_only,jlens,rlens,1.0,1.0,196
starcoder2-3b,29,last_token,rename_only,logit,rlens,0.9999995386382877,0.9999936249392378,196
starcoder2-3b,29,last_token,rename_opaque,jlens,logit,0.9999996917576907,0.9999920311740473,196
starcoder2-3b,29,last_token,rename_opaque,jlens,rlens,0.9999999999999998,1.0,196
starcoder2-3b,29,last_token,rename_opaque,logit,rlens,0.9999996917576907,0.9999920311740473,196
starcoder2-3b,29,last_token,rename_opaque_encode,jlens,logit,0.9999995358656372,0.9999904374088566,196
starcoder2-3b,29,last_token,rename_opaque_encode,jlens,rlens,1.0,1.0,196
starcoder2-3b,29,last_token,rename_opaque_encode,logit,rlens,0.9999995358656372,0.9999904374088566,196
starcoder2-3b,29,last_token,rename_opaque_encode_flatten,jlens,logit,0.9999996182233264,0.9999904374088566,196
starcoder2-3b,29,last_token,rename_opaque_encode_flatten,jlens,rlens,0.9999999999999998,1.0,196
starcoder2-3b,29,last_token,rename_opaque_encode_flatten,logit,rlens,0.9999996182233264,0.9999904374088566,196
starcoder2-3b,-1,sink_arg,clean_heldout,jlens,logit,-0.15762292695348054,-0.17419056650383702,196
starcoder2-3b,-1,sink_arg,clean_heldout,jlens,rlens,0.637609780987945,0.5847062292312474,196
starcoder2-3b,-1,sink_arg,clean_heldout,logit,rlens,-0.1518895644151888,-0.12004717544964102,196
starcoder2-3b,-1,sink_arg,encode_only,jlens,logit,-0.15762292695348054,-0.17419056650383702,196
starcoder2-3b,-1,sink_arg,encode_only,jlens,rlens,0.637609780987945,0.5847062292312474,196
starcoder2-3b,-1,sink_arg,encode_only,logit,rlens,-0.1518895644151888,-0.12004717544964102,196
starcoder2-3b,-1,sink_arg,flatten_only,jlens,logit,-0.15762292695348054,-0.17419056650383702,196
starcoder2-3b,-1,sink_arg,flatten_only,jlens,rlens,0.637609780987945,0.5847062292312474,196
starcoder2-3b,-1,sink_arg,flatten_only,logit,rlens,-0.1518895644151888,-0.12004717544964102,196
starcoder2-3b,-1,sink_arg,normalize,jlens,logit,-0.15762292695348054,-0.17419056650383702,196
starcoder2-3b,-1,sink_arg,normalize,jlens,rlens,0.637609780987945,0.5847062292312474,196
starcoder2-3b,-1,sink_arg,normalize,logit,rlens,-0.1518895644151888,-0.12004717544964102,196
starcoder2-3b,-1,sink_arg,opaque_only,jlens,logit,-0.15762292695348054,-0.17419056650383702,196
starcoder2-3b,-1,sink_arg,opaque_only,jlens,rlens,0.637609780987945,0.5847062292312474,196
starcoder2-3b,-1,sink_arg,opaque_only,logit,rlens,-0.1518895644151888,-0.12004717544964102,196
starcoder2-3b,-1,sink_arg,rename_cumulative,jlens,logit,-0.11661026250019957,-0.13940664121954913,196
starcoder2-3b,-1,sink_arg,rename_cumulative,jlens,rlens,0.5060578923853916,0.5276382790523473,196
starcoder2-3b,-1,sink_arg,rename_cumulative,logit,rlens,0.051112297696918475,0.004086413948632948,196
starcoder2-3b,-1,sink_arg,rename_only,jlens,logit,0.001964344948099438,0.04008478830813856,196
starcoder2-3b,-1,sink_arg,rename_only,jlens,rlens,0.30748478339150837,0.31845181649387594,196
starcoder2-3b,-1,sink_arg,rename_only,logit,rlens,0.21367676269650446,0.21291587310441557,196
starcoder2-3b,-1,sink_arg,rename_opaque,jlens,logit,0.07090408851009514,0.0704380463626294,196
starcoder2-3b,-1,sink_arg,rename_opaque,jlens,rlens,0.6594747790764466,0.6533289770418125,196
starcoder2-3b,-1,sink_arg,rename_opaque,logit,rlens,0.1565790318062892,0.19457641705647505,196
starcoder2-3b,-1,sink_arg,rename_opaque_encode,jlens,logit,0.05619315849913575,0.0387587756695806,196
starcoder2-3b,-1,sink_arg,rename_opaque_encode,jlens,rlens,0.5690342282533875,0.5553936998462017,196
starcoder2-3b,-1,sink_arg,rename_opaque_encode,logit,rlens,0.0988454095915804,0.14643833324036373,196
starcoder2-3b,-1,sink_arg,rename_opaque_encode_flatten,jlens,logit,0.13080958994123146,0.09294201085354094,196
starcoder2-3b,-1,sink_arg,rename_opaque_encode_flatten,jlens,rlens,0.4336939833595444,0.43519830423383726,196
starcoder2-3b,-1,sink_arg,rename_opaque_encode_flatten,logit,rlens,0.16657119741792856,0.15398640518292442,196
starcoder2-3b,0,sink_arg,clean_heldout,jlens,logit,0.2137867895136761,0.1751723258612309,196
starcoder2-3b,0,sink_arg,clean_heldout,jlens,rlens,0.6302546568482998,0.583573062180749,196
starcoder2-3b,0,sink_arg,clean_heldout,logit,rlens,0.15220999986100134,0.09811377889695512,196
starcoder2-3b,0,sink_arg,encode_only,jlens,logit,0.204989235874406,0.17453641355019167,196
starcoder2-3b,0,sink_arg,encode_only,jlens,rlens,0.628628097532319,0.581378447513328,196
starcoder2-3b,0,sink_arg,encode_only,logit,rlens,0.14924735841312275,0.09425686713576491,196
starcoder2-3b,0,sink_arg,flatten_only,jlens,logit,0.18272491310080882,0.1380232530341305,196
starcoder2-3b,0,sink_arg,flatten_only,jlens,rlens,0.6196494659657674,0.576243336069297,196
starcoder2-3b,0,sink_arg,flatten_only,logit,rlens,0.15780250719070604,0.11222338212911094,196
starcoder2-3b,0,sink_arg,normalize,jlens,logit,0.21018342428407352,0.1722015475460001,196
starcoder2-3b,0,sink_arg,normalize,jlens,rlens,0.6328223505312155,0.5811744455689344,196
starcoder2-3b,0,sink_arg,normalize,logit,rlens,0.15756280917951962,0.10420993075090249,196
starcoder2-3b,0,sink_arg,opaque_only,jlens,logit,0.18780656190866807,0.16748240881670906,196
starcoder2-3b,0,sink_arg,opaque_only,jlens,rlens,0.6494105018084938,0.6013865757157999,196
starcoder2-3b,0,sink_arg,opaque_only,logit,rlens,0.17701891218978394,0.12427224696985394,196
starcoder2-3b,0,sink_arg,rename_cumulative,jlens,logit,0.09455955387555999,0.11287045079648417,196
starcoder2-3b,0,sink_arg,rename_cumulative,jlens,rlens,0.5868787178731689,0.5797097753587964,196
starcoder2-3b,0,sink_arg,rename_cumulative,logit,rlens,0.18543157714244018,0.15403262437345105,196
starcoder2-3b,0,sink_arg,rename_only,jlens,logit,0.14184602527879572,0.1314362215014862,196
starcoder2-3b,0,sink_arg,rename_only,jlens,rlens,0.5136337873601771,0.45844496330355655,196
starcoder2-3b,0,sink_arg,rename_only,logit,rlens,0.25533942557114364,0.18906039573189684,196
starcoder2-3b,0,sink_arg,rename_opaque,jlens,logit,0.1309000455376053,0.15964586537465436,196
starcoder2-3b,0,sink_arg,rename_opaque,jlens,rlens,0.5727627138948765,0.5739132513606771,196
starcoder2-3b,0,sink_arg,rename_opaque,logit,rlens,0.16545331211184527,0.16275370749627457,196
starcoder2-3b,0,sink_arg,rename_opaque_encode,jlens,logit,0.12283266044626324,0.11695686474511711,196
starcoder2-3b,0,sink_arg,rename_opaque_encode,jlens,rlens,0.5198178408607627,0.5320386647435235,196
starcoder2-3b,0,sink_arg,rename_opaque_encode,logit,rlens,0.184610416513147,0.16723537521217002,196
starcoder2-3b,0,sink_arg,rename_opaque_encode_flatten,jlens,logit,-0.037680329959343305,-0.013188406952003764,196
starcoder2-3b,0,sink_arg,rename_opaque_encode_flatten,jlens,rlens,0.5660240089762665,0.5259552630111006,196
starcoder2-3b,0,sink_arg,rename_opaque_encode_flatten,logit,rlens,0.007057670993405889,-0.002511773940345369,196
starcoder2-3b,3,sink_arg,clean_heldout,jlens,logit,-0.08107130902883004,-0.013688849221844148,196
starcoder2-3b,3,sink_arg,clean_heldout,jlens,rlens,0.6772750144295177,0.6926965710141926,196
starcoder2-3b,3,sink_arg,clean_heldout,logit,rlens,0.015500565873765144,0.08254906804580482,196
starcoder2-3b,3,sink_arg,encode_only,jlens,logit,-0.0006979820446845697,0.055851907338491824,196
starcoder2-3b,3,sink_arg,encode_only,jlens,rlens,0.6681993671328159,0.6657093450421949,196
starcoder2-3b,3,sink_arg,encode_only,logit,rlens,0.07359298639949809,0.11020567539784365,196
starcoder2-3b,3,sink_arg,flatten_only,jlens,logit,0.0812123601116316,0.10768433886635483,196
starcoder2-3b,3,sink_arg,flatten_only,jlens,rlens,0.721930254699157,0.7247551578225981,196
starcoder2-3b,3,sink_arg,flatten_only,logit,rlens,0.11367364282787452,0.13370414936767366,196
starcoder2-3b,3,sink_arg,normalize,jlens,logit,-0.0463460935847898,0.008219047087792556,196
starcoder2-3b,3,sink_arg,normalize,jlens,rlens,0.6641108679526925,0.6665843221318203,196
starcoder2-3b,3,sink_arg,normalize,logit,rlens,0.06514189458599727,0.10927013523097642,196
starcoder2-3b,3,sink_arg,opaque_only,jlens,logit,-0.038923452060018716,0.0185243328100471,196
starcoder2-3b,3,sink_arg,opaque_only,jlens,rlens,0.6624591778353072,0.6564973822406744,196
starcoder2-3b,3,sink_arg,opaque_only,logit,rlens,0.09661633837284214,0.14452581501167436,196
starcoder2-3b,3,sink_arg,rename_cumulative,jlens,logit,0.08386258728422256,0.027345823139876803,196
starcoder2-3b,3,sink_arg,rename_cumulative,jlens,rlens,0.6879560195400091,0.7116735331383629,196
starcoder2-3b,3,sink_arg,rename_cumulative,logit,rlens,0.13057579739853878,0.05962913084015333,196
starcoder2-3b,3,sink_arg,rename_only,jlens,logit,0.10576846337124722,0.08673588920144396,196
starcoder2-3b,3,sink_arg,rename_only,jlens,rlens,0.6849841962422336,0.6460104072866946,196
starcoder2-3b,3,sink_arg,rename_only,logit,rlens,0.20218507388334944,0.22443720166707842,196
starcoder2-3b,3,sink_arg,rename_opaque,jlens,logit,0.2495493742400122,0.23348022535839796,196
starcoder2-3b,3,sink_arg,rename_opaque,jlens,rlens,0.7266041457412921,0.7039055215995028,196
starcoder2-3b,3,sink_arg,rename_opaque,logit,rlens,0.24715628946512685,0.2169401302106161,196
starcoder2-3b,3,sink_arg,rename_opaque_encode,jlens,logit,0.1365991998610157,0.12008383204902423,196
starcoder2-3b,3,sink_arg,rename_opaque_encode,jlens,rlens,0.7114318536717444,0.7094821060013229,196
starcoder2-3b,3,sink_arg,rename_opaque_encode,logit,rlens,0.22901834074290475,0.22310959526332988,196
starcoder2-3b,3,sink_arg,rename_opaque_encode_flatten,jlens,logit,0.044286719116591045,0.03884483898987162,196
starcoder2-3b,3,sink_arg,rename_opaque_encode_flatten,jlens,rlens,0.6444317059474735,0.6315055502872762,196
starcoder2-3b,3,sink_arg,rename_opaque_encode_flatten,logit,rlens,0.17765996568017,0.15778594139725396,196
starcoder2-3b,7,sink_arg,clean_heldout,jlens,logit,0.13516677653777098,0.16177035437369017,196
starcoder2-3b,7,sink_arg,clean_heldout,jlens,rlens,0.6725157354601016,0.6889177537473405,196
starcoder2-3b,7,sink_arg,clean_heldout,logit,rlens,0.18267898831436932,0.19467841802867186,196
starcoder2-3b,7,sink_arg,encode_only,jlens,logit,0.09523324335303632,0.1161711385061639,196
starcoder2-3b,7,sink_arg,encode_only,jlens,rlens,0.6616808688048799,0.6711632095243409,196
starcoder2-3b,7,sink_arg,encode_only,logit,rlens,0.13653980779955202,0.15381587230753296,196
starcoder2-3b,7,sink_arg,flatten_only,jlens,logit,0.058744828828641994,0.059248220959606024,196
starcoder2-3b,7,sink_arg,flatten_only,jlens,rlens,0.6033208438311527,0.5922750201212855,196
starcoder2-3b,7,sink_arg,flatten_only,logit,rlens,0.06789010679021626,0.0645570528094096,196
starcoder2-3b,7,sink_arg,normalize,jlens,logit,0.14540223483522233,0.16942998987959107,196
starcoder2-3b,7,sink_arg,normalize,jlens,rlens,0.6781608640765359,0.6968068914406841,196
starcoder2-3b,7,sink_arg,normalize,logit,rlens,0.18136579613544493,0.1910669461068301,196
starcoder2-3b,7,sink_arg,opaque_only,jlens,logit,0.14193581051601195,0.1713058515088972,196
starcoder2-3b,7,sink_arg,opaque_only,jlens,rlens,0.6601415674383152,0.6708588003729411,196
starcoder2-3b,7,sink_arg,opaque_only,logit,rlens,0.16256226728660386,0.18733275426531412,196
starcoder2-3b,7,sink_arg,rename_cumulative,jlens,logit,0.3521880218214518,0.3177266533321646,196
starcoder2-3b,7,sink_arg,rename_cumulative,jlens,rlens,0.7025785421715021,0.6940608340173243,196
starcoder2-3b,7,sink_arg,rename_cumulative,logit,rlens,0.28680611615383494,0.2369498521782786,196
starcoder2-3b,7,sink_arg,rename_only,jlens,logit,0.22431899694957097,0.2462112217007069,196
starcoder2-3b,7,sink_arg,rename_only,jlens,rlens,0.6367243014315931,0.6073966642494563,196
starcoder2-3b,7,sink_arg,rename_only,logit,rlens,0.3092236026483701,0.32713943054769745,196
starcoder2-3b,7,sink_arg,rename_opaque,jlens,logit,0.2953832320384535,0.2832088868347027,196
starcoder2-3b,7,sink_arg,rename_opaque,jlens,rlens,0.7022432587322289,0.702413757381125,196
starcoder2-3b,7,sink_arg,rename_opaque,logit,rlens,0.3270200366483845,0.3156786650622764,196
starcoder2-3b,7,sink_arg,rename_opaque_encode,jlens,logit,0.22284114439796324,0.20933946401676645,196
starcoder2-3b,7,sink_arg,rename_opaque_encode,jlens,rlens,0.5605664265851671,0.5880148857668801,196
starcoder2-3b,7,sink_arg,rename_opaque_encode,logit,rlens,0.29216843895159744,0.29445927531496785,196
starcoder2-3b,7,sink_arg,rename_opaque_encode_flatten,jlens,logit,0.317458975019286,0.307773589717027,196
starcoder2-3b,7,sink_arg,rename_opaque_encode_flatten,jlens,rlens,0.6909549210355524,0.6931348564416006,196
starcoder2-3b,7,sink_arg,rename_opaque_encode_flatten,logit,rlens,0.2166584126848792,0.1695017093131669,196
starcoder2-3b,11,sink_arg,clean_heldout,jlens,logit,0.5823205046914419,0.5765716516985553,196
starcoder2-3b,11,sink_arg,clean_heldout,jlens,rlens,0.8636600745091843,0.8691757843316945,196
starcoder2-3b,11,sink_arg,clean_heldout,logit,rlens,0.6138196665379212,0.6274844807114568,196
starcoder2-3b,11,sink_arg,encode_only,jlens,logit,0.5815818171181739,0.5760919283761924,196
starcoder2-3b,11,sink_arg,encode_only,jlens,rlens,0.8666272556335328,0.868364557849692,196
starcoder2-3b,11,sink_arg,encode_only,logit,rlens,0.6231334899939214,0.6333001298918631,196
starcoder2-3b,11,sink_arg,flatten_only,jlens,logit,0.3305917493496913,0.29168134258779654,196
starcoder2-3b,11,sink_arg,flatten_only,jlens,rlens,0.8505702701196282,0.845121086310354,196
starcoder2-3b,11,sink_arg,flatten_only,logit,rlens,0.3022536900564315,0.2866785136545833,196
starcoder2-3b,11,sink_arg,normalize,jlens,logit,0.588760774899746,0.5831969335957733,196
starcoder2-3b,11,sink_arg,normalize,jlens,rlens,0.8619256398964602,0.8696634764800103,196
starcoder2-3b,11,sink_arg,normalize,logit,rlens,0.6206899872000828,0.6308489190287596,196
starcoder2-3b,11,sink_arg,opaque_only,jlens,logit,0.5611600009956109,0.5630644917084366,196
starcoder2-3b,11,sink_arg,opaque_only,jlens,rlens,0.8497965001968039,0.8595972555363419,196
starcoder2-3b,11,sink_arg,opaque_only,logit,rlens,0.6089923302332712,0.6222935874857557,196
starcoder2-3b,11,sink_arg,rename_cumulative,jlens,logit,0.46418566779163817,0.4619879033222036,196
starcoder2-3b,11,sink_arg,rename_cumulative,jlens,rlens,0.83304505846205,0.8184191443074693,196
starcoder2-3b,11,sink_arg,rename_cumulative,logit,rlens,0.588987167881793,0.6030632166962842,196
starcoder2-3b,11,sink_arg,rename_only,jlens,logit,0.4636836617922646,0.4635960123994933,196
starcoder2-3b,11,sink_arg,rename_only,jlens,rlens,0.8396705504548164,0.8337894158053695,196
starcoder2-3b,11,sink_arg,rename_only,logit,rlens,0.5934484807629745,0.6048880778394919,196
starcoder2-3b,11,sink_arg,rename_opaque,jlens,logit,0.4600760290606296,0.4640406728876635,196
starcoder2-3b,11,sink_arg,rename_opaque,jlens,rlens,0.8230681904232834,0.817270039605065,196
starcoder2-3b,11,sink_arg,rename_opaque,logit,rlens,0.581890546221477,0.5817832638717338,196
starcoder2-3b,11,sink_arg,rename_opaque_encode,jlens,logit,0.4458709393699802,0.4560527217525042,196
starcoder2-3b,11,sink_arg,rename_opaque_encode,jlens,rlens,0.8277261371730763,0.8269378192510898,196
starcoder2-3b,11,sink_arg,rename_opaque_encode,logit,rlens,0.5659340261933327,0.5773015961558384,196
starcoder2-3b,11,sink_arg,rename_opaque_encode_flatten,jlens,logit,0.447343110257774,0.4483612109427918,196
starcoder2-3b,11,sink_arg,rename_opaque_encode_flatten,jlens,rlens,0.8436524218926753,0.8312521416219748,196
starcoder2-3b,11,sink_arg,rename_opaque_encode_flatten,logit,rlens,0.5285068689099891,0.5301102088629283,196
starcoder2-3b,15,sink_arg,clean_heldout,jlens,logit,0.7504049074721347,0.7525169536772148,196
starcoder2-3b,15,sink_arg,clean_heldout,jlens,rlens,0.9563070321811821,0.9546956306927302,196
starcoder2-3b,15,sink_arg,clean_heldout,logit,rlens,0.7735064969164012,0.7763644622237807,196
starcoder2-3b,15,sink_arg,encode_only,jlens,logit,0.7327095892512121,0.7313166891121932,196
starcoder2-3b,15,sink_arg,encode_only,jlens,rlens,0.9563301727294843,0.9531257719800142,196
starcoder2-3b,15,sink_arg,encode_only,logit,rlens,0.7582979722691463,0.7608905959884931,196
starcoder2-3b,15,sink_arg,flatten_only,jlens,logit,0.5200063041491008,0.5112894357274343,196
starcoder2-3b,15,sink_arg,flatten_only,jlens,rlens,0.9319878771819445,0.9327064523583741,196
starcoder2-3b,15,sink_arg,flatten_only,logit,rlens,0.5723450833042363,0.5546494115022034,196
starcoder2-3b,15,sink_arg,normalize,jlens,logit,0.7503078104822438,0.7532644295515941,196
starcoder2-3b,15,sink_arg,normalize,jlens,rlens,0.9561338645210727,0.9545952234857239,196
starcoder2-3b,15,sink_arg,normalize,logit,rlens,0.7726080883904083,0.7757620189817436,196
starcoder2-3b,15,sink_arg,opaque_only,jlens,logit,0.7232766232711123,0.7317645371307446,196
starcoder2-3b,15,sink_arg,opaque_only,jlens,rlens,0.956189531283681,0.9562144889193476,196
starcoder2-3b,15,sink_arg,opaque_only,logit,rlens,0.75453295237205,0.7638151551131972,196
starcoder2-3b,15,sink_arg,rename_cumulative,jlens,logit,0.6226168925864805,0.627090820709385,196
starcoder2-3b,15,sink_arg,rename_cumulative,jlens,rlens,0.9487060086528177,0.9393253591948298,196
starcoder2-3b,15,sink_arg,rename_cumulative,logit,rlens,0.6565326055698201,0.6579285833818105,196
starcoder2-3b,15,sink_arg,rename_only,jlens,logit,0.6481017567541938,0.6513574895010718,196
starcoder2-3b,15,sink_arg,rename_only,jlens,rlens,0.9471539263836692,0.9413366908653349,196
starcoder2-3b,15,sink_arg,rename_only,logit,rlens,0.6776651584319223,0.6785120608180797,196
starcoder2-3b,15,sink_arg,rename_opaque,jlens,logit,0.6604838098679213,0.6716923395676115,196
starcoder2-3b,15,sink_arg,rename_opaque,jlens,rlens,0.947716625161531,0.937317215054706,196
starcoder2-3b,15,sink_arg,rename_opaque,logit,rlens,0.674112278341582,0.6818191235885218,196
starcoder2-3b,15,sink_arg,rename_opaque_encode,jlens,logit,0.648075161648017,0.6579987090501958,196
starcoder2-3b,15,sink_arg,rename_opaque_encode,jlens,rlens,0.9457117722464233,0.9407055598498675,196
starcoder2-3b,15,sink_arg,rename_opaque_encode,logit,rlens,0.6742086823186936,0.6876443353600716,196
starcoder2-3b,15,sink_arg,rename_opaque_encode_flatten,jlens,logit,0.614663454136197,0.6066985950959846,196
starcoder2-3b,15,sink_arg,rename_opaque_encode_flatten,jlens,rlens,0.9453519868679096,0.9322410729227265,196
starcoder2-3b,15,sink_arg,rename_opaque_encode_flatten,logit,rlens,0.6261013317906948,0.6182709241447458,196
starcoder2-3b,19,sink_arg,clean_heldout,jlens,logit,0.8631499095292728,0.8623018750647468,196
starcoder2-3b,19,sink_arg,clean_heldout,jlens,rlens,0.9920565072139789,0.9903130951716884,196
starcoder2-3b,19,sink_arg,clean_heldout,logit,rlens,0.8714839290263258,0.8754217501135558,196
starcoder2-3b,19,sink_arg,encode_only,jlens,logit,0.8517614605124264,0.856570695439441,196
starcoder2-3b,19,sink_arg,encode_only,jlens,rlens,0.9907557721753211,0.9897074643992702,196
starcoder2-3b,19,sink_arg,encode_only,logit,rlens,0.8600226587856323,0.8669732008383205,196
starcoder2-3b,19,sink_arg,flatten_only,jlens,logit,0.7439597288983955,0.7469308066842513,196
starcoder2-3b,19,sink_arg,flatten_only,jlens,rlens,0.9776830816124152,0.969437958705544,196
starcoder2-3b,19,sink_arg,flatten_only,logit,rlens,0.7457242418893663,0.7548773199244556,196
starcoder2-3b,19,sink_arg,normalize,jlens,logit,0.8622419070714236,0.8635434181482042,196
starcoder2-3b,19,sink_arg,normalize,jlens,rlens,0.9920069781516436,0.9901441560614876,196
starcoder2-3b,19,sink_arg,normalize,logit,rlens,0.870230018773177,0.8744256468694468,196
starcoder2-3b,19,sink_arg,opaque_only,jlens,logit,0.8471699699154931,0.8415781462917068,196
starcoder2-3b,19,sink_arg,opaque_only,jlens,rlens,0.991012795233494,0.9894843372725899,196
starcoder2-3b,19,sink_arg,opaque_only,logit,rlens,0.8567554072829157,0.8576209867000295,196
starcoder2-3b,19,sink_arg,rename_cumulative,jlens,logit,0.8375049238438423,0.8569627616763222,196
starcoder2-3b,19,sink_arg,rename_cumulative,jlens,rlens,0.9845498717371404,0.9832383714907283,196
starcoder2-3b,19,sink_arg,rename_cumulative,logit,rlens,0.8489872874071714,0.8660679422100742,196
starcoder2-3b,19,sink_arg,rename_only,jlens,logit,0.8483230517576642,0.8607128911697441,196
starcoder2-3b,19,sink_arg,rename_only,jlens,rlens,0.9843418597639624,0.9815186988500985,196
starcoder2-3b,19,sink_arg,rename_only,logit,rlens,0.8590213808038331,0.8689510634398235,196
starcoder2-3b,19,sink_arg,rename_opaque,jlens,logit,0.8354101176705141,0.8582616803066404,196
starcoder2-3b,19,sink_arg,rename_opaque,jlens,rlens,0.9845657490683878,0.9840735044505894,196
starcoder2-3b,19,sink_arg,rename_opaque,logit,rlens,0.8420214245825549,0.8619129963582466,196
starcoder2-3b,19,sink_arg,rename_opaque_encode,jlens,logit,0.8315080464523225,0.8485062435751342,196
starcoder2-3b,19,sink_arg,rename_opaque_encode,jlens,rlens,0.9838499407563264,0.9824717704340621,196
starcoder2-3b,19,sink_arg,rename_opaque_encode,logit,rlens,0.8392026265152703,0.8538501382591304,196
starcoder2-3b,19,sink_arg,rename_opaque_encode_flatten,jlens,logit,0.7436277048153843,0.7393667970897848,196
starcoder2-3b,19,sink_arg,rename_opaque_encode_flatten,jlens,rlens,0.9766728284641801,0.9726111451999777,196
starcoder2-3b,19,sink_arg,rename_opaque_encode_flatten,logit,rlens,0.7650023738701649,0.7657388296982207,196
starcoder2-3b,23,sink_arg,clean_heldout,jlens,logit,0.8908306060909501,0.9138840854576896,196
starcoder2-3b,23,sink_arg,clean_heldout,jlens,rlens,0.9983226038329525,0.9974005689741733,196
starcoder2-3b,23,sink_arg,clean_heldout,logit,rlens,0.890881639368514,0.9133852369530397,196
starcoder2-3b,23,sink_arg,encode_only,jlens,logit,0.8910574164031116,0.9153009427121103,196
starcoder2-3b,23,sink_arg,encode_only,jlens,rlens,0.9980957926958854,0.9977272908382409,196
starcoder2-3b,23,sink_arg,encode_only,logit,rlens,0.8884438975753639,0.9127015116862833,196
starcoder2-3b,23,sink_arg,flatten_only,jlens,logit,0.8112021651925089,0.8326929053542541,196
starcoder2-3b,23,sink_arg,flatten_only,jlens,rlens,0.9939212778510521,0.9930846528380974,196
starcoder2-3b,23,sink_arg,flatten_only,logit,rlens,0.8097266175696572,0.8344747348373165,196
starcoder2-3b,23,sink_arg,normalize,jlens,logit,0.8898363528083136,0.9131063280446892,196
starcoder2-3b,23,sink_arg,normalize,jlens,rlens,0.998285132630004,0.9973766624963144,196
starcoder2-3b,23,sink_arg,normalize,logit,rlens,0.8898577747069596,0.911654407956076,196
starcoder2-3b,23,sink_arg,opaque_only,jlens,logit,0.8850215395912421,0.9148626572847023,196
starcoder2-3b,23,sink_arg,opaque_only,jlens,rlens,0.9977615188112678,0.9969989401461483,196
starcoder2-3b,23,sink_arg,opaque_only,logit,rlens,0.8845138580763714,0.9140020240817922,196
starcoder2-3b,23,sink_arg,rename_cumulative,jlens,logit,0.8756113263051446,0.8862481970531283,196
starcoder2-3b,23,sink_arg,rename_cumulative,jlens,rlens,0.9972258294193669,0.9966945309947486,196
starcoder2-3b,23,sink_arg,rename_cumulative,logit,rlens,0.8733093186770324,0.8842783032775783,196
starcoder2-3b,23,sink_arg,rename_only,jlens,logit,0.8832139264268806,0.8901481404744639,196
starcoder2-3b,23,sink_arg,rename_only,jlens,rlens,0.9973553132706656,0.9968300010359475,196
starcoder2-3b,23,sink_arg,rename_only,logit,rlens,0.8814450669792302,0.8890213484847278,196
starcoder2-3b,23,sink_arg,rename_opaque,jlens,logit,0.8716546998233499,0.8892269441943119,196
starcoder2-3b,23,sink_arg,rename_opaque,jlens,rlens,0.9973571585191341,0.9963917156085395,196
starcoder2-3b,23,sink_arg,rename_opaque,logit,rlens,0.8700657663287069,0.889604666544478,196
starcoder2-3b,23,sink_arg,rename_opaque_encode,jlens,logit,0.8700536191241852,0.8859406003713474,196
starcoder2-3b,23,sink_arg,rename_opaque_encode,jlens,rlens,0.9975575793645123,0.9968188446796135,196
starcoder2-3b,23,sink_arg,rename_opaque_encode,logit,rlens,0.868030575886107,0.8871980811067106,196
starcoder2-3b,23,sink_arg,rename_opaque_encode_flatten,jlens,logit,0.8128641119509602,0.8337447903800334,196
starcoder2-3b,23,sink_arg,rename_opaque_encode_flatten,jlens,rlens,0.9956361122056734,0.9946019172995244,196
starcoder2-3b,23,sink_arg,rename_opaque_encode_flatten,logit,rlens,0.8159588680333021,0.8387508068436277,196
starcoder2-3b,27,sink_arg,clean_heldout,jlens,logit,0.9320815981699012,0.9459681725091443,196
starcoder2-3b,27,sink_arg,clean_heldout,jlens,rlens,0.999691426289496,0.9994453697136803,196
starcoder2-3b,27,sink_arg,clean_heldout,logit,rlens,0.9327773902022753,0.9465929284638495,196
starcoder2-3b,27,sink_arg,encode_only,jlens,logit,0.9219449473747764,0.9291268557403439,196
starcoder2-3b,27,sink_arg,encode_only,jlens,rlens,0.9996760261986504,0.9993114934376719,196
starcoder2-3b,27,sink_arg,encode_only,logit,rlens,0.9211128023571296,0.9295938289411821,196
starcoder2-3b,27,sink_arg,flatten_only,jlens,logit,0.6030994846068155,0.6088087402083051,196
starcoder2-3b,27,sink_arg,flatten_only,jlens,rlens,0.9990998161264487,0.9986022679278663,196
starcoder2-3b,27,sink_arg,flatten_only,logit,rlens,0.5966148049781698,0.6033867510299709,196
starcoder2-3b,27,sink_arg,normalize,jlens,logit,0.9343727444099085,0.9480846926822272,196
starcoder2-3b,27,sink_arg,normalize,jlens,rlens,0.9996909156528986,0.999356118863008,196
starcoder2-3b,27,sink_arg,normalize,logit,rlens,0.9349882397842293,0.9493118918789696,196
starcoder2-3b,27,sink_arg,opaque_only,jlens,logit,0.9345343250209518,0.9471109021507863,196
starcoder2-3b,27,sink_arg,opaque_only,jlens,rlens,0.9997175738241953,0.9994469634788707,196
starcoder2-3b,27,sink_arg,opaque_only,logit,rlens,0.9343833020998512,0.9460749547769128,196
starcoder2-3b,27,sink_arg,rename_cumulative,jlens,logit,0.9151738546021561,0.912159631521488,196
starcoder2-3b,27,sink_arg,rename_cumulative,jlens,rlens,0.9995975937506862,0.9994182757054404,196
starcoder2-3b,27,sink_arg,rename_cumulative,logit,rlens,0.9144033450531182,0.9120990684442464,196
starcoder2-3b,27,sink_arg,rename_only,jlens,logit,0.9132925010347369,0.9145407167162063,196
