n_prefixes,says_tainted_rate,base_rate_tainted,accuracy,balanced_accuracy,acc_truth_1,acc_truth_0,constant_responder,usable
342,0.8742690058479532,0.8128654970760234,0.9385964912280702,0.8359375,1.0,0.671875,False,True
