model,split,style,variant,n_paired,both,value_only,word_only,neither,unpaired,value_accuracy,word_accuracy,word_given_value
deepseek-coder-1.3b,test,binding,direct,560,174,280,106,0,0,0.8107142857142857,0.5,0.3832599118942731
deepseek-coder-1.3b,test,binding,swapped,560,174,280,106,0,0,0.8107142857142857,0.5,0.3832599118942731
deepseek-coder-1.3b,test,pyscope,direct,560,174,280,106,0,0,0.8107142857142857,0.5,0.3832599118942731
deepseek-coder-1.3b,test,pyscope,swapped,560,174,280,106,0,0,0.8107142857142857,0.5,0.3832599118942731
deepseek-coder-1.3b,test,scope,direct,560,280,174,7,99,0,0.8107142857142857,0.5125,0.6167400881057269
deepseek-coder-1.3b,test,scope,swapped,560,174,280,106,0,0,0.8107142857142857,0.5,0.3832599118942731
deepseek-coder-1.3b,test,shadow,direct,560,280,174,0,106,0,0.8107142857142857,0.5,0.6167400881057269
deepseek-coder-1.3b,test,shadow,swapped,560,174,280,106,0,0,0.8107142857142857,0.5,0.3832599118942731
